Instrument,Operating Profit before Non-Recurring Income/Expense,Date
5063191219,-102195.3496271,2018-12-31T00:00:00Z
5063191219,-1819.92569759164,2019-12-31T00:00:00Z
5063191219,-71354.1691462271,2020-12-31T00:00:00Z
5063191243,,
5063191251,,
5063191376,,
5063191430,,
5063191466,,
5063191603,,
5063191610,,
5063191925,,
5063191933,,
5063191982,,
5063191992,,
5063192122,,
5063192205,,
5063282442,419012.855091575,2015-12-31T00:00:00Z
5063282442,677161.310862538,2016-12-31T00:00:00Z
5063282442,92038.6381896901,2017-12-31T00:00:00Z
5063282442,-217549.42658284,2018-12-31T00:00:00Z
5063282442,-108854.3057872,2019-12-31T00:00:00Z
5063282442,71887.4589006832,2020-12-31T00:00:00Z
5063297241,,
5063313957,0.0,2016-12-31T00:00:00Z
5063313957,0.0,2017-12-31T00:00:00Z
5063313957,-437681.407127375,2018-12-31T00:00:00Z
5063313957,-1039405.06403703,2019-12-31T00:00:00Z
5063313957,-1282348.54356515,2020-12-31T00:00:00Z
5063353452,42958.043973932,2016-09-30T00:00:00Z
5063353452,-14498746.2248155,2017-09-30T00:00:00Z
5063353452,671499.186667845,2018-09-30T00:00:00Z
5063353452,719281.659020097,2019-09-30T00:00:00Z
5063353452,-652998.866458917,2020-09-30T00:00:00Z
5063735128,,
5063737684,1785861.21130214,2014-12-31T00:00:00Z
5063737684,1396999.54861294,2015-12-31T00:00:00Z
5063737684,1242296.63928742,2016-12-31T00:00:00Z
5063737684,1275461.75975502,2017-12-31T00:00:00Z
5063737684,975959.440000801,2018-12-31T00:00:00Z
5063737684,871858.154502495,2019-12-31T00:00:00Z
5063737684,1073725.59162192,2020-12-31T00:00:00Z
5063763695,-139833.278891491,2013-12-31T00:00:00Z
5063763695,,2014-12-31T00:00:00Z
5063763695,-656424.469812699,2015-12-31T00:00:00Z
5063763695,1668.47207885877,2016-12-31T00:00:00Z
5063763810,288093.475263536,2014-12-31T00:00:00Z
5063763810,238281.709644186,2015-12-31T00:00:00Z
5063763810,238114.800968559,2016-12-31T00:00:00Z
5063763810,351442.273719053,2017-12-31T00:00:00Z
5063763810,364632.023639412,2018-12-31T00:00:00Z
5063763847,128925.80937208,2014-12-31T00:00:00Z
5063763847,107270.274086037,2015-12-31T00:00:00Z
5063763847,139555.77173883,2016-12-31T00:00:00Z
5063763847,163368.5827867,2017-12-31T00:00:00Z
5063763847,168480.901310622,2018-12-31T00:00:00Z
5063763847,167660.65489063,2019-12-31T00:00:00Z
5063763847,167772.956751891,2020-12-31T00:00:00Z
5063764057,2178050.34005869,2014-12-31T00:00:00Z
5063764057,1382953.73056923,2015-12-31T00:00:00Z
5063764057,-1898840.40231834,2016-12-31T00:00:00Z
5063764057,-2012739.69304296,2017-12-31T00:00:00Z
5063764057,-1195845.46302517,2018-12-31T00:00:00Z
5063764057,-427682.538934035,2019-12-31T00:00:00Z
5063764057,,2020-12-31T00:00:00Z
5063765506,12821432.9905545,2014-12-31T00:00:00Z
5063765506,7443786.36606766,2015-12-31T00:00:00Z
5063765506,2861548.79181985,2016-12-31T00:00:00Z
5063765506,-3431830.16976242,2017-12-31T00:00:00Z
5063770819,,
5064611730,79444.279012162,2018-12-31T00:00:00Z
5064611730,-1844494.69450913,2019-12-31T00:00:00Z
5064611730,74553.9076729637,2020-12-31T00:00:00Z
5064705883,,
5065875254,,
5065875577,758287.03465788,2018-12-31T00:00:00Z
5065875577,-6003593.64028652,2019-12-31T00:00:00Z
5065875577,273684.301986874,2020-12-31T00:00:00Z
5066545550,-212178.861952334,2015-12-31T00:00:00Z
5066545550,768808.098622709,2016-12-31T00:00:00Z
5066545550,272603.913901306,2017-12-31T00:00:00Z
5066545550,128881.740564622,2018-12-31T00:00:00Z
5066545550,631741.707776498,2019-12-31T00:00:00Z
5066545550,429724.884140731,2020-12-31T00:00:00Z
5066545600,-2026.00181004279,2016-12-31T00:00:00Z
5066545600,178506.516699478,2017-12-31T00:00:00Z
5066545600,129004.719324703,2018-12-31T00:00:00Z
5066545600,52436.6091618591,2019-12-31T00:00:00Z
5066545600,526463.645599068,2020-12-31T00:00:00Z
5066545616,-53391.1065234806,2016-12-31T00:00:00Z
5066545616,-147382.924574806,2017-12-31T00:00:00Z
5066545616,-122855.781320665,2018-12-31T00:00:00Z
5066545616,-96569.8073284564,2019-12-31T00:00:00Z
5066545616,-83619.8334987175,2020-12-31T00:00:00Z
5066545625,45866.4323728245,2015-12-31T00:00:00Z
5066545625,30151.6739965192,2016-12-31T00:00:00Z
5066545625,140964.440595788,2017-12-31T00:00:00Z
5066545625,80059.1728125657,2018-12-31T00:00:00Z
5066545625,26957.6493955762,2019-12-31T00:00:00Z
5066545663,0.0,2015-12-31T00:00:00Z
5066545663,293412.732725021,2016-12-31T00:00:00Z
5066545663,76052.9799777965,2017-12-31T00:00:00Z
5066545664,0.0,2015-12-31T00:00:00Z
5066545664,89382.4327960056,2016-12-31T00:00:00Z
5066545664,96882.777041779,2017-12-31T00:00:00Z
5066555711,400865.160982003,2015-12-31T00:00:00Z
5066555711,822675.911454435,2016-12-31T00:00:00Z
5066555711,250684.185595603,2017-12-31T00:00:00Z
5066555711,196397.079848951,2018-12-31T00:00:00Z
5066555711,107830.597582305,2019-12-31T00:00:00Z
5066555711,387914.967391372,2020-12-31T00:00:00Z
5066556120,258045.294325159,2015-12-31T00:00:00Z
5066556120,83304.4273658772,2016-12-31T00:00:00Z
5066556120,409208.629530214,2017-12-31T00:00:00Z
5066556120,-275349.443820791,2018-12-31T00:00:00Z
5066556120,117726.443562959,2019-12-31T00:00:00Z
5066556120,231874.385237515,2020-12-31T00:00:00Z
5066556777,608569.249044305,2015-12-31T00:00:00Z
5066556777,1012166.66898197,2016-12-31T00:00:00Z
5066556777,1104584.76174758,2017-12-31T00:00:00Z
5066556777,1288079.53308573,2018-12-31T00:00:00Z
5066556777,842739.343341029,2019-12-31T00:00:00Z
5066607259,7289158.06831212,2015-12-31T00:00:00Z
5066607259,1026348.68165227,2016-12-31T00:00:00Z
5066607259,-1676919.76712189,2017-12-31T00:00:00Z
5066607259,-2052392.52698757,2018-12-31T00:00:00Z
5066607259,-910645.320932417,2019-12-31T00:00:00Z
5066607259,-638027.862231286,2020-12-31T00:00:00Z
5066620092,75319.5967027673,2016-12-31T00:00:00Z
5066620092,982149.152261035,2017-12-31T00:00:00Z
5066620092,807478.538690179,2018-12-31T00:00:00Z
5066620092,460896.182915083,2019-12-31T00:00:00Z
5066620092,140041.889520174,2020-12-31T00:00:00Z
5066620732,224647.847760627,2016-12-31T00:00:00Z
5066620732,51347.8718321429,2017-12-31T00:00:00Z
5066620732,58537.8897984351,2018-12-31T00:00:00Z
5066620732,97593.5155333517,2019-12-31T00:00:00Z
5066621268,-498067.193815468,2015-12-31T00:00:00Z
5066621268,-345492.896900827,2016-12-31T00:00:00Z
5066621268,-393949.592146134,2017-12-31T00:00:00Z
5066621268,126299.186602926,2018-12-31T00:00:00Z
5066621268,124664.910285027,2019-12-31T00:00:00Z
5066621268,500012.473778046,2020-12-31T00:00:00Z
5066621491,530723.794152652,2011-12-31T00:00:00Z
5066621491,887126.655470703,2012-12-31T00:00:00Z
5066621491,1058202.38946752,2013-12-31T00:00:00Z
5066621491,660386.645783653,2014-12-31T00:00:00Z
5066625433,36046.7896696995,2015-12-31T00:00:00Z
5066625433,101061.737348017,2016-12-31T00:00:00Z
5066625433,116017.12550753,2017-12-31T00:00:00Z
5066625433,241407.306038505,2018-12-31T00:00:00Z
5066625433,420744.072211967,2019-12-31T00:00:00Z
5066625433,-27197.7774772614,2020-12-31T00:00:00Z
5067159856,,
5067168389,-816721.810462197,2017-12-31T00:00:00Z
5067168389,-639858.488700122,2018-12-31T00:00:00Z
5067168389,69498.4125767808,2019-12-31T00:00:00Z
5067168389,-97165.3932619026,2020-12-31T00:00:00Z
5067169661,13921.5187689874,2015-12-31T00:00:00Z
5067169661,503997.74439241,2016-12-31T00:00:00Z
5067169661,26158.3498012803,2017-12-31T00:00:00Z
5067169661,15126.3874899318,2018-12-31T00:00:00Z
5067169661,510944.139598853,2019-12-31T00:00:00Z
5067169661,20691.6424728969,2020-12-31T00:00:00Z
5067176082,,
5067179420,5392018.88244919,2010-12-31T00:00:00Z
5067179420,3660564.62061181,2011-12-31T00:00:00Z
5067179420,3380718.36017885,2012-12-31T00:00:00Z
5067179420,2196285.17820435,2013-12-31T00:00:00Z
5067179420,2800236.74602839,2014-12-31T00:00:00Z
5067179420,2297672.09325653,2015-12-31T00:00:00Z
5067179420,2798623.55913146,2016-12-31T00:00:00Z
5067179420,1491025.93867298,2017-12-31T00:00:00Z
5067179420,4916567.84926815,2018-12-31T00:00:00Z
5067179420,8027123.52529623,2019-12-31T00:00:00Z
5067179420,2035780.30866074,2020-12-31T00:00:00Z
5067452384,,
5067485444,,
5067496226,15986640.2852325,2020-12-31T00:00:00Z
5067496226,15986640.2852325,2020-12-31T00:00:00Z
5067504105,,
5067508797,0.0,2015-12-31T00:00:00Z
5067508797,1010259.84374899,2016-12-31T00:00:00Z
5067508797,-3069004.16974095,2017-12-31T00:00:00Z
5067508797,-490439.295202015,2018-12-31T00:00:00Z
5067508797,-8963702.78741932,2019-12-31T00:00:00Z
5067508797,-3092440.62814007,2020-12-31T00:00:00Z
5067840337,,
5067945633,,
5068308116,13773.6211290436,2018-12-31T00:00:00Z
5068308116,15014.387005131,2019-12-31T00:00:00Z
5068308116,1327678.17269392,2020-12-31T00:00:00Z
5068340548,11967342.0638477,2020-12-31T00:00:00Z
5068340548,11967342.0638477,2020-12-31T00:00:00Z
5068476941,-37881.9044821667,2014-12-31T00:00:00Z
5068476941,295583.675291536,2015-12-31T00:00:00Z
5068476941,-201408.415233666,2016-12-31T00:00:00Z
5068476941,370334.4152422,2017-12-31T00:00:00Z
5068476941,6148.9380040373,2018-12-31T00:00:00Z
5068476941,-21270.3815906023,2019-12-31T00:00:00Z
5068476941,-404233.633877729,2020-12-31T00:00:00Z
5068481659,6083129.57112992,2020-12-31T00:00:00Z
5068481659,6083129.57112992,2020-12-31T00:00:00Z
5068481981,,
5068485207,,
5069410287,,
5071150165,0.0,2018-12-31T00:00:00Z
5071150165,-8736894.54735697,2019-12-31T00:00:00Z
5071153616,1657677.87275136,2020-12-31T00:00:00Z
5071153616,1657677.87275136,2020-12-31T00:00:00Z
5071514732,-1226684.50769238,2016-12-31T00:00:00Z
5071514732,-2198149.10760666,2017-12-31T00:00:00Z
5071514732,845970.890595452,2018-12-31T00:00:00Z
5071532292,252400.945184741,2019-12-31T00:00:00Z
5071532292,452763.001533234,2020-12-31T00:00:00Z
5071536410,-40214.054546404,2018-12-31T00:00:00Z
5071536410,-429047.483207229,2019-12-31T00:00:00Z
5071536410,-1117135.37763465,2020-12-31T00:00:00Z
5071555001,,
5071561715,,
5072804455,,
5072805138,,
5073093345,13926.8991997557,2017-12-31T00:00:00Z
5073093345,638136.786058991,2018-12-31T00:00:00Z
5073093345,-56076.4605570424,2019-12-31T00:00:00Z
5073093345,-353464.449253507,2020-12-31T00:00:00Z
5073151627,,
5073157223,,
5073345851,,
5073622555,556437.663993301,2013-12-31T00:00:00Z
5073622555,331068.74505423,2014-12-31T00:00:00Z
5073622555,251581.732039558,2015-12-31T00:00:00Z
5073622555,703618.510970156,2016-12-31T00:00:00Z
5073622555,335335.512035858,2017-12-31T00:00:00Z
5073622555,279407.742903455,2018-12-31T00:00:00Z
5073622555,352786634.841539,2021-12-31T00:00:00Z
5073651375,-383271.871829272,2016-12-31T00:00:00Z
5073651375,-996681.568817302,2017-12-31T00:00:00Z
5073651375,-859006.639164011,2018-12-31T00:00:00Z
5073651375,74958.1896695557,2019-12-31T00:00:00Z
5073651375,-395914.313708214,2020-12-31T00:00:00Z
5073651385,91885.1409142937,2016-12-31T00:00:00Z
5073651385,4723.03538078673,2017-12-31T00:00:00Z
5073651385,845233.018034968,2018-12-31T00:00:00Z
5073651385,847744.139009406,2019-12-31T00:00:00Z
5073651385,329679.726204765,2020-12-31T00:00:00Z
5073651386,623412.674607873,2016-12-31T00:00:00Z
5073651386,1047666.13023554,2017-12-31T00:00:00Z
5073651386,1497635.34026333,2018-12-31T00:00:00Z
5073651386,950114.959498936,2019-12-31T00:00:00Z
5073651386,804094.291768917,2020-12-31T00:00:00Z
5073651420,283878.606560114,2016-12-31T00:00:00Z
5073651420,3394772.50754394,2017-12-31T00:00:00Z
5073651420,3177771.16048648,2018-12-31T00:00:00Z
5073651420,3599699.28448016,2019-12-31T00:00:00Z
5073651420,374262.749677296,2020-12-31T00:00:00Z
5073651468,-3456.12073477888,2016-12-31T00:00:00Z
5073651468,-196066.5200383,2017-12-31T00:00:00Z
5073651468,-314087.753246225,2018-12-31T00:00:00Z
5073651468,607855.182995608,2019-12-31T00:00:00Z
5073651468,68794.3783248377,2020-12-31T00:00:00Z
5073651858,292459.32010853,2016-12-31T00:00:00Z
5073651858,554411.691621581,2017-12-31T00:00:00Z
5073651858,508148.236653643,2018-12-31T00:00:00Z
5073651858,423473.960758355,2019-12-31T00:00:00Z
5073651858,255872.42418804,2020-12-31T00:00:00Z
5073651899,5600289.02744536,2020-12-31T00:00:00Z
5073651899,5600289.02744536,2020-12-31T00:00:00Z
5073651918,88667.3733336375,2016-12-31T00:00:00Z
5073651918,34393.3858498316,2017-12-31T00:00:00Z
5073651918,114124.289354932,2018-12-31T00:00:00Z
5073651918,99640.9319431423,2019-12-31T00:00:00Z
5073651918,118177.009587473,2020-12-31T00:00:00Z
5073651967,-492795.146148644,2016-12-31T00:00:00Z
5073651967,-133456.025375051,2017-12-31T00:00:00Z
5073651967,896884.097268881,2018-12-31T00:00:00Z
5073651967,467038.432144455,2019-12-31T00:00:00Z
5073651967,214809.11309492,2020-12-31T00:00:00Z
5073652044,-5601.29912188301,2016-12-31T00:00:00Z
5073652044,-11383.726302409,2017-12-31T00:00:00Z
5073652044,-7870.64064516775,2018-12-31T00:00:00Z
5073652044,-11033.2995416493,2019-12-31T00:00:00Z
5073652044,-5439.55549545229,2020-12-31T00:00:00Z
5073652072,-1787.64865592011,2016-12-31T00:00:00Z
5073652072,1017753.57282389,2017-12-31T00:00:00Z
5073652072,251737.521885287,2018-12-31T00:00:00Z
5073652072,198826.882461887,2019-12-31T00:00:00Z
5073652072,304295.133892654,2020-12-31T00:00:00Z
5073652101,-5469.16808781647,2015-12-31T00:00:00Z
5073652101,152307.665484393,2016-12-31T00:00:00Z
5073652101,140358.923239277,2017-12-31T00:00:00Z
5073652101,221607.725665504,2018-12-31T00:00:00Z
5073652101,185632.421154347,2019-12-31T00:00:00Z
5073652101,131509.253448876,2020-12-31T00:00:00Z
5073652273,935536.129931525,2016-12-31T00:00:00Z
5073652273,1293990.59086426,2017-12-31T00:00:00Z
5073652273,424276.722278574,2018-12-31T00:00:00Z
5073652273,-20815.4001662044,2019-12-31T00:00:00Z
5073652273,-14825.4551738798,2020-12-31T00:00:00Z
5073652295,0.0,2016-12-31T00:00:00Z
5073652295,505485.889215482,2017-12-31T00:00:00Z
5073652295,393040.117218064,2018-12-31T00:00:00Z
5073652295,331908.949098275,2019-12-31T00:00:00Z
5073652295,447750.077841347,2020-12-31T00:00:00Z
5073665798,36110.5028495862,2016-12-31T00:00:00Z
5073665798,742000.968668725,2017-12-31T00:00:00Z
5073665798,796041.514002669,2018-12-31T00:00:00Z
5073665798,554622.356341052,2019-12-31T00:00:00Z
5073665798,744045.86541716,2020-12-31T00:00:00Z
5073665865,313672.750825449,2016-12-31T00:00:00Z
5073665865,860076.853188393,2017-12-31T00:00:00Z
5073665865,143024.297973908,2018-12-31T00:00:00Z
5073665865,1230952.24370855,2019-12-31T00:00:00Z
5073665865,903926.133803101,2020-12-31T00:00:00Z
5073665871,460140.764033836,2016-12-31T00:00:00Z
5073665871,528979.962648113,2017-12-31T00:00:00Z
5073665871,187050.694082815,2018-12-31T00:00:00Z
5073665871,647893.548342624,2019-12-31T00:00:00Z
5073665871,276670.724611828,2020-12-31T00:00:00Z
5073666464,433746.086804791,2018-12-31T00:00:00Z
5073666464,433746.086804791,2018-12-31T00:00:00Z
5073666464,583854.912858618,2019-12-31T00:00:00Z
5073666464,290002.968473231,2020-12-31T00:00:00Z
5073666482,117936.630917435,2018-12-31T00:00:00Z
5073666482,117936.630917435,2018-12-31T00:00:00Z
5073666482,-744008.374246682,2019-12-31T00:00:00Z
5073666482,-311761.19045504,2020-12-31T00:00:00Z
5073666674,-112894.501754125,2018-12-31T00:00:00Z
5073666674,-82920.3645965191,2019-12-31T00:00:00Z
5073666674,-92472.4434226889,2020-12-31T00:00:00Z
5073666678,198364.740010243,2018-12-31T00:00:00Z
5073666678,198364.740010243,2018-12-31T00:00:00Z
5073666678,-395833.839226182,2019-12-31T00:00:00Z
5073666678,106231.319087656,2020-12-31T00:00:00Z
5073666772,1689728.16350945,2018-12-31T00:00:00Z
5073666772,-50047.9566837701,2019-12-31T00:00:00Z
5073666772,50875.8425751126,2020-12-31T00:00:00Z
5073666805,65670.6578831184,2018-12-31T00:00:00Z
5073666805,777790.745008227,2019-12-31T00:00:00Z
5073666805,1046207.84029199,2020-12-31T00:00:00Z
5073666812,-2017958.47416496,2018-12-31T00:00:00Z
5073666812,-2815652.54488647,2019-12-31T00:00:00Z
5073666812,-2661542.50653954,2020-12-31T00:00:00Z
5073666943,57308.1021976277,2018-12-31T00:00:00Z
5073666943,70180.8847133776,2019-12-31T00:00:00Z
5073666943,46182.8927358988,2020-12-31T00:00:00Z
5073667000,200455.378931616,2018-12-31T00:00:00Z
5073667000,200455.378931616,2018-12-31T00:00:00Z
5073667000,182220.060471363,2019-12-31T00:00:00Z
5073667000,965041.13966377,2020-12-31T00:00:00Z
5073671945,,
5073674941,3160168.426956,2020-12-31T00:00:00Z
5074624637,636879.627815805,2016-12-31T00:00:00Z
5074624637,853658.369209375,2017-12-31T00:00:00Z
5074624637,1800655.00510228,2018-12-31T00:00:00Z
5074624637,2459745.66345335,2020-12-31T00:00:00Z
5074624637,2459745.66345335,2020-12-31T00:00:00Z
5074753805,-6640.85304436029,2018-12-31T00:00:00Z
5074753805,-6710.97600986917,2019-12-31T00:00:00Z
5074753805,-9599.21558020992,2020-12-31T00:00:00Z
5074857483,-1718919.8213753,2019-12-31T00:00:00Z
5076086441,,
5076370506,0.0,2019-12-31T00:00:00Z
5076370506,12212335.3770448,2020-12-31T00:00:00Z
5076942523,177158.856430319,2020-12-31T00:00:00Z
5076950843,,2016-12-31T00:00:00Z
5076950843,728921.793768085,2017-12-31T00:00:00Z
5076950843,488536.304447256,2019-12-31T00:00:00Z
5076950843,488536.304447256,2019-12-31T00:00:00Z
5076950843,1130360.96354516,2020-12-31T00:00:00Z
5078355367,-329165.705843423,2016-12-31T00:00:00Z
5078355367,507302.441285015,2017-12-31T00:00:00Z
5078355367,326508.608014381,2018-12-31T00:00:00Z
5078521479,,
5078521557,-3689.36280242238,2018-12-31T00:00:00Z
5078521557,-6079.50320079961,2020-12-31T00:00:00Z
5078521557,-6079.50320079961,2020-12-31T00:00:00Z
5078521579,0.0,2018-12-31T00:00:00Z
5078521579,2378578.96282513,2020-12-31T00:00:00Z
5078521726,-1613948.11288596,2020-12-31T00:00:00Z
5078521726,-1613948.11288596,2020-12-31T00:00:00Z
5079143312,,
5079219899,,
5079219912,,
5079219917,,
5079242370,44572.0398209414,2016-12-31T00:00:00Z
5079242370,98578.2256400101,2017-12-31T00:00:00Z
5079242370,98137.0505444354,2018-12-31T00:00:00Z
5079242370,29005.0658053668,2019-12-31T00:00:00Z
5079684218,-83502.5780948266,2018-12-31T00:00:00Z
5079684218,34464.8428981417,2019-12-31T00:00:00Z
5079684218,40210.0474859904,2020-12-31T00:00:00Z
5079897001,1459294.08409369,2020-12-31T00:00:00Z
5079901788,658399.530851509,2020-12-31T00:00:00Z
5079905935,-647903.571466897,2017-12-31T00:00:00Z
5079905935,390457.563256369,2018-12-31T00:00:00Z
5079905935,193594.596081311,2019-12-31T00:00:00Z
5079906356,,
5079907959,,
5079909479,-135751197.344605,2017-08-31T00:00:00Z
5079909479,-587791.967361521,2020-12-31T00:00:00Z
5080039973,,
5080201049,,
5081122035,-2422.06942604448,2017-12-31T00:00:00Z
5081122035,-4893893.4186928,2020-12-31T00:00:00Z
5081122035,-4893893.4186928,2020-12-31T00:00:00Z
5081155179,-213.315901782443,2020-12-31T00:00:00Z
5081169593,-3753.59675128276,2019-12-31T00:00:00Z
5081169593,952135.527605933,2020-12-31T00:00:00Z
5081394732,,
5081406812,,
5081414354,209678.785937672,2018-12-31T00:00:00Z
5081414354,-276059.979253432,2019-12-31T00:00:00Z
5081414354,-36903.6510083626,2020-12-31T00:00:00Z
5081414396,1175430.98885177,2018-12-31T00:00:00Z
5081414396,526868.48945278,2019-12-31T00:00:00Z
5081414396,486360.256063969,2020-12-31T00:00:00Z
5081414745,-342618.825584959,2018-12-31T00:00:00Z
5081414745,-127053.562763116,2019-12-31T00:00:00Z
5081414745,411166.400685658,2020-12-31T00:00:00Z
5081414822,210841.143537172,2017-12-31T00:00:00Z
5081414822,756565.33201675,2018-12-31T00:00:00Z
5081414822,1616549.00088577,2019-12-31T00:00:00Z
5081414847,-223575.385826796,2018-12-31T00:00:00Z
5081414847,25478.959766283,2019-12-31T00:00:00Z
5081414847,-76793.7246416793,2020-12-31T00:00:00Z
5081414874,-270060.741003959,2017-12-31T00:00:00Z
5081414874,411978.846270499,2018-12-31T00:00:00Z
5081414874,139906.788002357,2019-12-31T00:00:00Z
5081414901,1021338.6024706,2018-12-31T00:00:00Z
5081414901,922702.328678962,2019-12-31T00:00:00Z
5081414901,2272454.30168836,2020-12-31T00:00:00Z
5081414907,319744.77620994,2018-12-31T00:00:00Z
5081414907,560878.350926524,2019-12-31T00:00:00Z
5081414907,365943.42950778,2020-12-31T00:00:00Z
5081415014,71450.6596069135,2018-12-31T00:00:00Z
5081415014,-164817.020988143,2019-12-31T00:00:00Z
