Instrument,Cost of Operating Revenue,Date
5040940053,9741528.33874492,2012-12-31T00:00:00Z
5040940053,8631341.13810483,2013-12-31T00:00:00Z
5040940053,10481986.6372819,2014-12-31T00:00:00Z
5040940053,8645387.45481588,2015-12-31T00:00:00Z
5040940053,9660810.86632347,2016-12-31T00:00:00Z
5040940053,12755586.4253206,2017-12-31T00:00:00Z
5040940053,12261228.3375705,2018-12-31T00:00:00Z
5040940053,12555781.1330408,2019-12-31T00:00:00Z
5040940053,14081835.9402662,2020-12-31T00:00:00Z
5040940061,5304200.12856336,2011-12-31T00:00:00Z
5040940061,5900123.64361068,2012-12-31T00:00:00Z
5040940061,6564499.67726654,2013-12-31T00:00:00Z
5040940061,7308979.21773568,2014-12-31T00:00:00Z
5040940061,7112280.20038115,2015-12-31T00:00:00Z
5040940061,6468308.72000427,2016-12-31T00:00:00Z
5040940061,6263834.84616492,2017-12-31T00:00:00Z
5040940061,6023745.62627511,2018-12-31T00:00:00Z
5040940061,6576849.22580538,2020-12-31T00:00:00Z
5040940061,6576849.22580538,2020-12-31T00:00:00Z
5040940075,3010293.95161467,2011-12-31T00:00:00Z
5040940075,3528888.30205281,2012-12-31T00:00:00Z
5040940075,3482717.27986991,2013-12-31T00:00:00Z
5040940075,,2014-12-31T00:00:00Z
5040940075,,2015-12-31T00:00:00Z
5040940075,,2016-12-31T00:00:00Z
5040940075,,2017-12-31T00:00:00Z
5040940075,,2018-12-31T00:00:00Z
5040940075,,2019-12-31T00:00:00Z
5040940075,,2020-12-31T00:00:00Z
5040940153,4117130.03948724,2011-12-31T00:00:00Z
5040940153,5008694.72501936,2012-12-31T00:00:00Z
5040940153,3842945.51964519,2013-12-31T00:00:00Z
5040940153,3275352.22871439,2014-12-31T00:00:00Z
5040940153,4303116.59163905,2015-12-31T00:00:00Z
5040940153,4148417.47092821,2016-12-31T00:00:00Z
5040940153,2948385.11232394,2017-12-31T00:00:00Z
5040940153,3298290.34536561,2018-12-31T00:00:00Z
5040940153,3861313.60350896,2019-12-31T00:00:00Z
5040940153,4195603.81420797,2020-12-31T00:00:00Z
5040940161,4529021.73831615,2011-12-31T00:00:00Z
5040940161,4578296.32243309,2012-12-31T00:00:00Z
5040940161,4438216.29884831,2013-12-31T00:00:00Z
5040940161,7418168.23653722,2014-12-31T00:00:00Z
5040940161,6136282.29525535,2015-12-31T00:00:00Z
5040940161,7348546.91817933,2016-12-31T00:00:00Z
5040940161,6934505.87023664,2017-12-31T00:00:00Z
5040940161,7791811.25995599,2018-12-31T00:00:00Z
5040940161,6977481.37921025,2019-12-31T00:00:00Z
5040940161,7208584.26893408,2020-12-31T00:00:00Z
5040940208,7542532.19777417,2011-12-31T00:00:00Z
5040940208,8492323.21904331,2012-12-31T00:00:00Z
5040940208,9084394.14888603,2013-12-31T00:00:00Z
5040940208,7837575.03616121,2014-12-31T00:00:00Z
5040940208,6914395.75502197,2015-12-31T00:00:00Z
5040940208,6264278.42007525,2016-12-31T00:00:00Z
5040940208,5360887.36413554,2017-12-31T00:00:00Z
5040940208,3799059.85641441,2018-12-31T00:00:00Z
5040940208,2924165.61460537,2019-12-31T00:00:00Z
5040940208,3619864.19529716,2020-12-31T00:00:00Z
5040940209,4587276.26925681,2011-12-31T00:00:00Z
5040940209,5771916.20261637,2012-12-31T00:00:00Z
5040940209,5510555.30481764,2013-12-31T00:00:00Z
5040940209,5190935.08771807,2014-12-31T00:00:00Z
5040940209,3503126.45952117,2015-12-31T00:00:00Z
5040940209,3252209.61142693,2016-12-31T00:00:00Z
5040940209,2671905.88734096,2017-12-31T00:00:00Z
5040940209,3840257.74104146,2018-12-31T00:00:00Z
5040940209,3669880.16919354,2019-12-31T00:00:00Z
5040940209,3135637.09825102,2020-12-31T00:00:00Z
5040940216,3347669.88540599,2011-12-31T00:00:00Z
5040940216,2823489.24079686,2012-12-31T00:00:00Z
5040940216,3010758.67352604,2013-12-31T00:00:00Z
5040940216,2673539.2839788,2014-12-31T00:00:00Z
5040940216,2402456.38184811,2015-12-31T00:00:00Z
5040940216,2554430.75273278,2016-12-31T00:00:00Z
5040940216,2983989.53288679,2017-12-31T00:00:00Z
5040940216,3259306.07842001,2018-12-31T00:00:00Z
5040940216,3032792.42968037,2019-12-31T00:00:00Z
5040940216,2605333.76641986,2020-12-31T00:00:00Z
5040940219,2103060.04490995,2011-12-31T00:00:00Z
5040940219,2922441.29257099,2012-12-31T00:00:00Z
5040940219,2813527.32522355,2013-12-31T00:00:00Z
5040940219,1403540.47783086,2014-12-31T00:00:00Z
5040940219,1037401.74683901,2015-12-31T00:00:00Z
5040940219,1312253.29002242,2016-12-31T00:00:00Z
5040940219,903068.585500683,2017-12-31T00:00:00Z
5040940219,1510302.15255164,2018-12-31T00:00:00Z
5040940219,1334233.02704687,2019-12-31T00:00:00Z
5040940219,,2020-12-31T00:00:00Z
5040940249,2121662.03405334,2010-12-31T00:00:00Z
5040940249,2512986.10005682,2011-12-31T00:00:00Z
5040940249,2010877.7825752,2012-12-31T00:00:00Z
5040940249,2370693.55528704,2013-12-31T00:00:00Z
5040940249,2677836.81095787,2014-12-31T00:00:00Z
5040940249,1130626.20288133,2015-12-31T00:00:00Z
5040940249,1568959.63701255,2016-12-31T00:00:00Z
5040940249,2857436.40537597,2017-12-31T00:00:00Z
5040940249,1484353.63417461,2018-12-31T00:00:00Z
5040940249,1772493.88409816,2019-12-31T00:00:00Z
5040940249,2295705.73498265,2020-12-31T00:00:00Z
5040940289,3032452.11675774,2011-12-31T00:00:00Z
5040940289,3151665.87163733,2012-12-31T00:00:00Z
5040940289,3111418.19584622,2013-12-31T00:00:00Z
5040940289,2450386.21639897,2014-12-31T00:00:00Z
5040940289,1836646.08330855,2015-12-31T00:00:00Z
5040940289,2165080.87547338,2016-12-31T00:00:00Z
5040940289,1779615.51078618,2017-12-31T00:00:00Z
5040940289,1630452.40115053,2018-12-31T00:00:00Z
5040940289,1391788.17723321,2019-12-31T00:00:00Z
5040940363,5731459.58708827,2011-12-31T00:00:00Z
5040940363,5764516.31004891,2012-12-31T00:00:00Z
5040940363,6135632.2031511,2013-12-31T00:00:00Z
5040940363,6640475.02099157,2014-12-31T00:00:00Z
5040940363,5109445.98676781,2015-12-31T00:00:00Z
5040940522,2306673.35066558,2010-12-31T00:00:00Z
5040940522,2550154.63513552,2011-12-31T00:00:00Z
5040940522,2086597.61349802,2012-12-31T00:00:00Z
5040940522,1973846.36915163,2013-12-31T00:00:00Z
5040940522,2855627.09375862,2014-12-31T00:00:00Z
5040940522,1033797.06787204,2015-12-31T00:00:00Z
5040940522,1368147.10466419,2016-12-31T00:00:00Z
5040940522,1638772.17366169,2017-12-31T00:00:00Z
5040940522,1584458.34488033,2018-12-31T00:00:00Z
5040940522,,2019-12-31T00:00:00Z
5040940522,,2020-12-31T00:00:00Z
5040940533,2136118.59774438,2011-12-31T00:00:00Z
5040940533,1381886.91434137,2012-12-31T00:00:00Z
5040940533,1242319.04535266,2013-12-31T00:00:00Z
5040940533,986202.857863465,2014-12-31T00:00:00Z
5040940533,2160197.09541278,2015-12-31T00:00:00Z
5040940533,1349436.38206556,2016-12-31T00:00:00Z
5040940533,2016493.90065333,2017-12-31T00:00:00Z
5040940533,3232988.62376273,2018-12-31T00:00:00Z
5040940533,3169286.85699974,2019-12-31T00:00:00Z
5040940533,4051615.58050482,2020-12-31T00:00:00Z
5040940582,4458079.87088228,2011-12-31T00:00:00Z
5040940582,5104721.23787147,2012-12-31T00:00:00Z
5040940582,5538998.85850203,2013-12-31T00:00:00Z
5040940664,3055146.36654138,2011-12-31T00:00:00Z
5040940664,3090401.64479978,2012-12-31T00:00:00Z
5040940664,3335389.89102565,2013-12-31T00:00:00Z
5040940664,2851807.06977723,2014-12-31T00:00:00Z
5040940664,2459509.74894601,2015-12-31T00:00:00Z
5040940664,2615925.86649643,2016-12-31T00:00:00Z
5040940664,2860221.78521592,2017-12-31T00:00:00Z
5040940664,3138663.9147808,2018-12-31T00:00:00Z
5040940664,2730912.25459236,2019-12-31T00:00:00Z
5040940664,2887017.41472358,2020-12-31T00:00:00Z
5040940718,2900396.60030023,2011-12-31T00:00:00Z
5040940718,2657938.15591562,2012-12-31T00:00:00Z
5040940718,2437799.90350049,2013-12-31T00:00:00Z
5040940718,2560211.90586408,2014-12-31T00:00:00Z
5040940731,2210098.27814141,2011-12-31T00:00:00Z
5040940731,3206906.93010602,2012-12-31T00:00:00Z
5040940731,5352327.39240571,2013-12-31T00:00:00Z
5040940731,6365114.95899935,2014-12-31T00:00:00Z
5040940731,4102994.75933486,2015-12-31T00:00:00Z
5040940731,3336467.45140929,2016-12-31T00:00:00Z
5040940731,3852664.73253764,2017-12-31T00:00:00Z
5040940731,6749812.22579183,2018-12-31T00:00:00Z
5040940731,6607240.24510645,2019-12-31T00:00:00Z
5040940731,5954180.10850243,2020-12-31T00:00:00Z
5040940885,2743502.49549686,2011-12-31T00:00:00Z
5040940885,3360411.67824955,2012-12-31T00:00:00Z
5040940885,3725253.92925053,2013-12-31T00:00:00Z
5040940885,4343685.60217785,2014-12-31T00:00:00Z
5040940885,4498515.05150377,2015-12-31T00:00:00Z
5040940885,4619880.00978287,2016-12-31T00:00:00Z
5040940885,4953858.59708877,2017-12-31T00:00:00Z
5040940885,5441687.15481293,2018-12-31T00:00:00Z
5040940885,4965326.02981049,2019-12-31T00:00:00Z
5040940885,4779556.09533741,2020-12-31T00:00:00Z
5040940890,4022421.75298862,2011-12-31T00:00:00Z
5040940890,4659006.77857582,2012-12-31T00:00:00Z
5040940890,7351381.22230757,2013-12-31T00:00:00Z
5040940890,6438968.75597298,2014-12-31T00:00:00Z
5040940890,9780985.62868614,2015-12-31T00:00:00Z
5040940890,6556141.85729848,2016-12-31T00:00:00Z
5040940890,6942498.69934258,2017-12-31T00:00:00Z
5040940890,6414572.12581172,2018-12-31T00:00:00Z
5040940890,7397087.99786122,2019-12-31T00:00:00Z
5040940890,4991698.75966005,2020-12-31T00:00:00Z
5040941180,4255975.96139182,2011-12-31T00:00:00Z
5040941180,3659160.82934501,2012-12-31T00:00:00Z
5040941180,3488167.54165375,2013-12-31T00:00:00Z
5040941180,3265165.49809734,2014-12-31T00:00:00Z
5040941180,2586916.50553719,2015-12-31T00:00:00Z
5040941180,2438114.41352091,2016-12-31T00:00:00Z
5040941180,3025891.33395736,2017-12-31T00:00:00Z
5040941180,2617725.88707876,2018-12-31T00:00:00Z
5040941180,2495345.62211034,2019-12-31T00:00:00Z
5040941180,2721910.90674397,2020-12-31T00:00:00Z
5040941266,3928070.85625037,2011-12-31T00:00:00Z
5040941266,4442516.8983465,2012-12-31T00:00:00Z
5040941266,4779198.30169942,2013-12-31T00:00:00Z
5040941266,4283201.8891391,2014-12-31T00:00:00Z
5040941266,3817603.62457062,2015-12-31T00:00:00Z
5040941266,3412621.28415149,2016-12-31T00:00:00Z
5040941266,3462106.03758797,2017-12-31T00:00:00Z
5040941266,3657511.30356147,2018-12-31T00:00:00Z
5040941266,3757464.09339014,2019-12-31T00:00:00Z
5040941266,3656554.53040374,2020-12-31T00:00:00Z
5040941282,4787414.53506522,2011-12-31T00:00:00Z
5040941282,4799604.7373575,2012-12-31T00:00:00Z
5040941282,5085945.84772083,2013-12-31T00:00:00Z
5040941282,4792856.75532354,2014-12-31T00:00:00Z
5040941282,6079394.25937163,2017-12-31T00:00:00Z
5040941282,6079394.25937163,2017-12-31T00:00:00Z
5040941282,6431051.27966254,2018-12-31T00:00:00Z
5040941282,9132273.40515875,2019-12-31T00:00:00Z
5040941282,7984520.86166772,2020-12-31T00:00:00Z
5040941357,3439519.05382163,2011-12-31T00:00:00Z
5040941357,2899897.43381897,2012-12-31T00:00:00Z
5040941357,2633839.00703777,2013-12-31T00:00:00Z
5040941357,2593477.94803539,2014-12-31T00:00:00Z
5040941357,2451803.19391318,2015-12-31T00:00:00Z
5040941357,2546922.62837791,2016-12-31T00:00:00Z
5040941357,2604451.25382562,2017-12-31T00:00:00Z
5040941357,2768497.84693776,2018-12-31T00:00:00Z
5040941357,3673065.03916433,2019-12-31T00:00:00Z
5040941357,3492407.94398215,2020-12-31T00:00:00Z
5040941361,4871401.12875267,2011-12-31T00:00:00Z
5040941361,4336337.04452973,2012-12-31T00:00:00Z
5040941361,4998911.97986023,2013-12-31T00:00:00Z
5040941361,3668655.53113218,2014-12-31T00:00:00Z
5040941361,3334825.24154609,2015-12-31T00:00:00Z
5040941361,2291765.57688958,2016-12-31T00:00:00Z
5040941361,2883836.96211985,2017-12-31T00:00:00Z
5040941361,2475193.50414518,2018-12-31T00:00:00Z
5040941361,2261143.93390151,2019-12-31T00:00:00Z
5040941361,2530993.17464868,2020-12-31T00:00:00Z
5040941372,2951503.33603345,2011-12-31T00:00:00Z
5040941372,3224804.34468778,2012-12-31T00:00:00Z
5040941372,3305754.09257605,2013-12-31T00:00:00Z
5040941372,3211525.99469192,2014-12-31T00:00:00Z
5040941372,2484121.00534118,2015-12-31T00:00:00Z
5040941372,2272697.32455977,2016-12-31T00:00:00Z
5040941372,2837575.43608241,2017-12-31T00:00:00Z
5040941372,2794692.32283496,2018-12-31T00:00:00Z
5040941372,2313125.56163897,2019-12-31T00:00:00Z
5040941372,1747590.52535266,2020-12-31T00:00:00Z
5040941374,4056552.47510416,2011-12-31T00:00:00Z
5040941374,4258207.94625937,2012-12-31T00:00:00Z
5040941374,4212371.07618069,2013-12-31T00:00:00Z
5040941374,4696401.14979332,2014-12-31T00:00:00Z
5040941374,4037116.14373162,2015-12-31T00:00:00Z
5040941374,3576846.60734202,2016-12-31T00:00:00Z
5040941374,4046066.9762073,2017-12-31T00:00:00Z
5040941374,5335310.52734309,2018-12-31T00:00:00Z
5040941374,5418828.76457911,2019-12-31T00:00:00Z
5040941374,5296420.52535627,2020-12-31T00:00:00Z
5040941377,4417337.43819985,2011-12-31T00:00:00Z
5040941377,4353546.09701219,2012-12-31T00:00:00Z
5040941377,4423739.040985,2013-12-31T00:00:00Z
5040941377,4941519.35526616,2014-12-31T00:00:00Z
5040941377,4227915.53043158,2015-12-31T00:00:00Z
5040941377,3987052.38558715,2016-12-31T00:00:00Z
5040941377,4499962.78664803,2017-12-31T00:00:00Z
5040941377,1908702.32149765,2018-04-30T00:00:00Z
5040944961,3631258.66026129,2011-12-31T00:00:00Z
5040944961,4272319.36929499,2012-12-31T00:00:00Z
5040944961,4069472.02503579,2013-12-31T00:00:00Z
5040944961,4574956.22071814,2014-12-31T00:00:00Z
5040944961,3674037.96226544,2015-12-31T00:00:00Z
5040944961,3434788.1274849,2016-12-31T00:00:00Z
5040944961,3141060.73516578,2017-12-31T00:00:00Z
5040944961,3229053.30344015,2018-12-31T00:00:00Z
5040944961,3365952.57769574,2019-12-31T00:00:00Z
5040944961,2511901.40143915,2020-12-31T00:00:00Z
5040945179,4167164.60593934,2011-12-31T00:00:00Z
5040945179,4187134.55950682,2012-12-31T00:00:00Z
5040945179,3968642.18203486,2013-12-31T00:00:00Z
5040945179,3447253.30787717,2014-12-31T00:00:00Z
5040945179,3073672.46535286,2015-12-31T00:00:00Z
5040945179,3756803.23870464,2016-12-31T00:00:00Z
5040945179,4551673.96889408,2017-12-31T00:00:00Z
5040945179,6125203.10334172,2018-12-31T00:00:00Z
5040945179,4818480.77508607,2019-12-31T00:00:00Z
5040945179,3914133.48180604,2020-12-31T00:00:00Z
5040945192,3881610.18740199,2011-12-31T00:00:00Z
5040945192,3798382.0639281,2012-12-31T00:00:00Z
5040945192,4525931.44943189,2013-12-31T00:00:00Z
5040945192,4236724.93069879,2014-12-31T00:00:00Z
5040945192,3802190.51450495,2015-12-31T00:00:00Z
5040945192,3361971.23890042,2016-12-31T00:00:00Z
5040945192,4471503.47089201,2017-12-31T00:00:00Z
5040945192,4702215.87044741,2018-12-31T00:00:00Z
5040945192,3699795.19784771,2019-12-31T00:00:00Z
5040945192,2946105.91951731,2020-12-31T00:00:00Z
5040945385,2591433.1524585,2011-12-31T00:00:00Z
5040945385,3022942.15906855,2012-12-31T00:00:00Z
5040945385,3701238.71326551,2013-12-31T00:00:00Z
5040945385,1878655.96051686,2014-12-31T00:00:00Z
5040945385,1753862.76634296,2015-12-31T00:00:00Z
5040945385,1628309.5723891,2016-12-31T00:00:00Z
5040945385,2335964.85794859,2017-12-31T00:00:00Z
5040945385,1956592.07288467,2018-12-31T00:00:00Z
5040945385,1752474.70142465,2019-12-31T00:00:00Z
5040945385,1371941.22231378,2020-12-31T00:00:00Z
5040945644,5931240.4631363,2011-12-31T00:00:00Z
5040945644,5702047.44953759,2012-12-31T00:00:00Z
5040945644,6222155.10896947,2013-12-31T00:00:00Z
5040945644,9116964.73459674,2014-12-31T00:00:00Z
5040945644,6608370.94065369,2015-12-31T00:00:00Z
5040945644,4240064.25868838,2016-12-31T00:00:00Z
5040945644,3531256.11970154,2017-12-31T00:00:00Z
5040945644,9383894.28796133,2018-12-31T00:00:00Z
5040945644,11574158.7099023,2019-12-31T00:00:00Z
5040945644,6746008.73591886,2020-12-31T00:00:00Z
5040945646,5814428.23256389,2010-12-31T00:00:00Z
5040945646,6680329.40087634,2011-12-31T00:00:00Z
5040945646,6476454.81124819,2012-12-31T00:00:00Z
5040945646,7131837.86482751,2013-12-31T00:00:00Z
5040945646,6923634.29861247,2014-12-31T00:00:00Z
5040945646,7410225.56189242,2015-12-31T00:00:00Z
5040945646,7634570.70312655,2016-12-31T00:00:00Z
5040945646,7904786.88231005,2017-12-31T00:00:00Z
5040945646,8741699.20281967,2018-12-31T00:00:00Z
5040945646,12061785.0515008,2019-12-31T00:00:00Z
5040945646,9929748.57002181,2020-12-31T00:00:00Z
5040945656,4669654.60902259,2011-12-31T00:00:00Z
5040945656,4412917.32807667,2012-12-31T00:00:00Z
5040945656,4344028.96239643,2013-12-31T00:00:00Z
5040945656,3492138.58965856,2014-12-31T00:00:00Z
5040945656,2891822.62643296,2015-12-31T00:00:00Z
5040945656,2525590.02108393,2016-12-31T00:00:00Z
5040945656,2574417.59294267,2017-12-31T00:00:00Z
5040945656,3127964.76265378,2018-12-31T00:00:00Z
5040945656,2956924.27716202,2019-12-31T00:00:00Z
5040945656,,2020-12-31T00:00:00Z
5040945665,3762559.89411428,2010-12-31T00:00:00Z
5040945665,3708454.84850168,2011-12-31T00:00:00Z
5040945665,4090247.59403058,2012-12-31T00:00:00Z
5040945665,5401209.42777948,2013-12-31T00:00:00Z
5040945665,3580317.47656242,2014-12-31T00:00:00Z
5040945665,3151235.21278007,2015-12-31T00:00:00Z
5040945665,2483639.86595834,2016-12-31T00:00:00Z
5040945665,2143289.23510676,2017-12-31T00:00:00Z
5040945665,2157662.34561669,2018-12-31T00:00:00Z
5040945665,2893340.62310241,2019-12-31T00:00:00Z
5040945665,,2020-12-31T00:00:00Z
5040945706,5731459.58708827,2011-12-31T00:00:00Z
5040945706,4980816.05999778,2012-12-31T00:00:00Z
5040945706,4897060.21277483,2013-12-31T00:00:00Z
5040945706,5230090.33352737,2014-12-31T00:00:00Z
5040945706,4357808.27251722,2015-12-31T00:00:00Z
5040945706,3910064.31680553,2016-12-31T00:00:00Z
5040945706,3832924.86671538,2017-12-31T00:00:00Z
5040945706,3865345.40809793,2018-12-31T00:00:00Z
5040945706,3370957.37336412,2019-12-31T00:00:00Z
5040945706,3000928.1062754,2020-12-31T00:00:00Z
5040945813,3398173.80637797,2010-12-31T00:00:00Z
5040945813,4108373.99035812,2011-12-31T00:00:00Z
5040945813,3942077.65215662,2012-12-31T00:00:00Z
5040945813,4321035.67049588,2013-12-31T00:00:00Z
5040945813,4606789.75389643,2014-12-31T00:00:00Z
5040945813,3481374.08644463,2015-12-31T00:00:00Z
5040945813,2890270.34689164,2016-12-31T00:00:00Z
5040945813,3239638.96080579,2017-12-31T00:00:00Z
5040945813,4678849.90603207,2018-12-31T00:00:00Z
5040945813,3760876.45407312,2019-12-31T00:00:00Z
5040945813,4893360.12893834,2020-12-31T00:00:00Z
5040945819,5442867.35558775,2011-12-31T00:00:00Z
5040945819,5976187.65558314,2012-12-31T00:00:00Z
5040945819,7453403.31007371,2013-12-31T00:00:00Z
5040945819,8860386.45717971,2014-12-31T00:00:00Z
5040945819,6085816.78971778,2015-12-31T00:00:00Z
5040945819,9030962.65655428,2016-12-31T00:00:00Z
5040945819,9623850.65744512,2017-12-31T00:00:00Z
5040945819,10038264.270351,2018-12-31T00:00:00Z
5040945819,10734945.4726004,2019-12-31T00:00:00Z
5040945819,10421228.4077286,2020-12-31T00:00:00Z
5040945827,1671733.07949631,2010-12-31T00:00:00Z
5040945827,2346799.86148376,2011-12-31T00:00:00Z
5040945827,2761192.47081036,2012-12-31T00:00:00Z
5040945827,2999858.14995837,2013-12-31T00:00:00Z
5040945827,3138149.70071596,2014-12-31T00:00:00Z
5040945827,1292215.26002136,2015-12-31T00:00:00Z
5040945827,1262556.65738784,2016-12-31T00:00:00Z
5040945827,1661781.83320911,2017-12-31T00:00:00Z
5040945827,1248111.43605949,2018-12-31T00:00:00Z
5040945827,1000049.17082661,2019-12-31T00:00:00Z
5040945827,675358.145043213,2020-12-31T00:00:00Z
5040945828,4912143.5614351,2011-12-31T00:00:00Z
5040945828,5079596.02124709,2012-12-31T00:00:00Z
5040945828,5402742.31390618,2013-12-31T00:00:00Z
5040945828,5068853.48797932,2014-12-31T00:00:00Z
5040945828,4331332.5270012,2015-12-31T00:00:00Z
5040945828,4802577.70241791,2016-12-31T00:00:00Z
5040945828,5661708.38685026,2017-12-31T00:00:00Z
5040945836,2660409.37621033,2011-12-31T00:00:00Z
5040945836,4110038.00438541,2012-12-31T00:00:00Z
5040945836,2866326.73625444,2013-12-31T00:00:00Z
5040945880,5507236.50345771,2010-12-31T00:00:00Z
5040945880,6719820.96939747,2011-12-31T00:00:00Z
5040945880,6913220.56325297,2012-12-31T00:00:00Z
5040945880,6194563.15868881,2013-12-31T00:00:00Z
5040945880,4869257.23495144,2014-12-31T00:00:00Z
5040945880,3281749.45123933,2015-12-31T00:00:00Z
5040945880,3136965.86140861,2016-12-31T00:00:00Z
5040945880,3459320.65774802,2017-12-31T00:00:00Z
5040945880,4563741.78659649,2018-12-31T00:00:00Z
5040945880,4784243.42290012,2019-12-31T00:00:00Z
5040945880,4223228.2234888,2020-12-31T00:00:00Z
5040945889,4046724.25669392,2011-12-31T00:00:00Z
5040945889,4856566.70107443,2012-12-31T00:00:00Z
5040945889,4177966.29867024,2013-12-31T00:00:00Z
5040945889,4313921.24865615,2014-12-31T00:00:00Z
5040945889,3545636.81147647,2015-12-31T00:00:00Z
5040945889,4079890.93911794,2016-12-31T00:00:00Z
5040945889,3781819.20182584,2017-12-31T00:00:00Z
5040945889,4783750.78838094,2018-12-31T00:00:00Z
5040945889,4583369.12402845,2019-12-31T00:00:00Z
5040945889,4415425.85099478,2020-12-31T00:00:00Z
5040945899,4981545.74630948,2010-12-31T00:00:00Z
5040945899,5015071.81242228,2011-12-31T00:00:00Z
5040945899,3917812.88815636,2012-12-31T00:00:00Z
5040945899,10658327.5596488,2013-12-31T00:00:00Z
5040945899,25066679.0305819,2014-12-31T00:00:00Z
5040945938,4120314.75186448,2010-12-31T00:00:00Z
5040945938,5094591.03410509,2011-12-31T00:00:00Z
5040945938,5137590.52811297,2012-12-31T00:00:00Z
5040945938,4489993.78579473,2013-12-31T00:00:00Z
5040945938,4398757.61457629,2014-12-31T00:00:00Z
5040945938,27967.3368126979,2015-12-31T00:00:00Z
5040945938,26933.906415863,2016-12-31T00:00:00Z
5040945975,3895516.05533562,2010-12-31T00:00:00Z
5040945975,3124301.28517339,2011-12-31T00:00:00Z
5040945975,3085066.83853022,2012-12-31T00:00:00Z
5040945975,3113802.68537665,2013-12-31T00:00:00Z
5040945975,2357113.96418658,2014-12-31T00:00:00Z
5040945975,244496.673380341,2015-12-31T00:00:00Z
5040946421,6434116.67476512,2010-12-31T00:00:00Z
5040946421,7647604.78732358,2011-12-31T00:00:00Z
5040946421,7759905.9453899,2012-12-31T00:00:00Z
5040946421,6931881.3856331,2013-12-31T00:00:00Z
5040946421,5447672.53280099,2014-12-31T00:00:00Z
5040946421,4351717.60805579,2015-12-31T00:00:00Z
5040946421,4470194.22899383,2016-12-31T00:00:00Z
5040946421,4754401.179854,2017-12-31T00:00:00Z
5040946421,6178083.97017644,2018-12-31T00:00:00Z
5040946421,5454658.55175044,2019-12-31T00:00:00Z
5040946421,5207681.11021477,2020-12-31T00:00:00Z
5041748646,8870771.24219729,2011-12-31T00:00:00Z
5041748646,10514903.1573066,2012-12-31T00:00:00Z
5041748646,13358250.9908156,2013-12-31T00:00:00Z
5041748646,16133712.1177557,2014-12-31T00:00:00Z
5041748646,14352091.4566282,2015-12-31T00:00:00Z
5041748646,17809628.4994697,2016-12-31T00:00:00Z
5041748767,13762364.892411,2011-12-31T00:00:00Z
5041748767,13221026.6601731,2012-12-31T00:00:00Z
5041748767,15535630.5734573,2013-12-31T00:00:00Z
5041748767,16536883.8154588,2014-12-31T00:00:00Z
5041748767,14319027.8495519,2015-12-31T00:00:00Z
5041748767,18846583.8964804,2016-12-31T00:00:00Z
5041748767,21883276.1608405,2017-12-31T00:00:00Z
5041748767,23380352.9302712,2018-12-31T00:00:00Z
5041748767,23542217.5879772,2019-12-31T00:00:00Z
5041748767,16435030.3107792,2020-12-31T00:00:00Z
5041748922,9602518.36212466,2010-12-31T00:00:00Z
5041748922,6033275.23972255,2011-12-31T00:00:00Z
5041748922,7407980.82212363,2012-12-31T00:00:00Z
5041748922,6112468.59056981,2013-12-31T00:00:00Z
5041748922,6246853.38324199,2014-12-31T00:00:00Z
5041748922,5380294.10638945,2015-12-31T00:00:00Z
5041748945,9279625.12806303,2011-12-31T00:00:00Z
5041748945,8597126.34866147,2012-12-31T00:00:00Z
5041748945,13205303.0195068,2013-12-31T00:00:00Z
5041748945,13115574.8371219,2014-12-31T00:00:00Z
5041748945,7866031.00230204,2015-12-31T00:00:00Z
5041748945,6822501.50703057,2016-12-31T00:00:00Z
5041748945,13273788.1790228,2017-12-31T00:00:00Z
5041748945,19501110.9222841,2018-12-31T00:00:00Z
5041748945,17497903.110207,2019-12-31T00:00:00Z
5041748945,19142649.0521037,2020-12-31T00:00:00Z
5041749244,7998382.83712885,2011-12-31T00:00:00Z
5041749244,6272183.35828142,2012-12-31T00:00:00Z
5041749244,5964630.23968331,2013-12-31T00:00:00Z
5041749244,5074424.35628553,2014-12-31T00:00:00Z
5041749244,3843706.47226247,2015-12-31T00:00:00Z
5041749244,3287485.87823708,2016-12-31T00:00:00Z
5041749244,3739554.09034137,2017-12-31T00:00:00Z
5041749244,4123231.86798725,2018-12-31T00:00:00Z
5041749244,3819000.33103996,2019-12-31T00:00:00Z
5041749244,4067400.95723672,2020-12-31T00:00:00Z
5041749808,5003814.03497056,2011-12-31T00:00:00Z
5041749808,5433758.32133607,2012-12-31T00:00:00Z
5041749808,5208065.77581486,2013-12-31T00:00:00Z
5041749808,4138525.81503212,2016-12-31T00:00:00Z
5041749808,4138525.81503212,2016-12-31T00:00:00Z
5041749808,4960034.87412518,2017-12-31T00:00:00Z
5041749808,5804597.47581122,2018-12-31T00:00:00Z
5041749808,5386638.82880296,2019-12-31T00:00:00Z
5041749808,4207762.82060957,2020-12-31T00:00:00Z
5041749821,9493522.89964577,2011-12-31T00:00:00Z
5041749821,10659975.4697337,2012-12-31T00:00:00Z
5041749821,11999091.958472,2013-12-31T00:00:00Z
5041749821,12728479.0736739,2014-12-31T00:00:00Z
5041749821,10716213.3717028,2015-12-31T00:00:00Z
5041749821,11735675.0729614,2016-12-31T00:00:00Z
5041749821,14098018.4047058,2017-12-31T00:00:00Z
5041749821,15535414.8459603,2018-12-31T00:00:00Z
