Instrument,Cost of Operating Revenue,Date
5044720454,,2020-12-31T00:00:00Z
5044720486,,
5044721501,,
5044722224,2829856.59021537,2012-12-31T00:00:00Z
5044722224,3388189.30205654,2013-12-31T00:00:00Z
5044722224,3061271.71809038,2014-12-31T00:00:00Z
5044722224,2729620.32101295,2016-12-31T00:00:00Z
5044722224,3116718.93743403,2017-12-31T00:00:00Z
5044722224,2495362.02079842,2018-12-31T00:00:00Z
5044722224,,2019-12-31T00:00:00Z
5044722799,400377882.185975,2017-07-31T00:00:00Z
5044722799,5746197.10426455,2020-12-31T00:00:00Z
5044722799,5746197.10426455,2020-12-31T00:00:00Z
5044723001,,
5044724148,5307512.95224895,2020-12-31T00:00:00Z
5044724148,5307512.95224895,2020-12-31T00:00:00Z
5044727426,1887732.71428573,2011-12-31T00:00:00Z
5044727426,2224958.39545698,2012-12-31T00:00:00Z
5044727426,4689098.66158542,2013-12-31T00:00:00Z
5044727426,3716405.83089962,2014-12-31T00:00:00Z
5044727426,1379224.75232754,2015-12-31T00:00:00Z
5044727426,1502935.81332057,2016-12-31T00:00:00Z
5044727426,2203598.76381526,2017-12-31T00:00:00Z
5044727426,1937776.32259232,2018-12-31T00:00:00Z
5044727426,1681383.85386248,2019-12-31T00:00:00Z
5044727426,1541100.73242726,2020-12-31T00:00:00Z
5044729193,,
5044729925,2423281.2702034,2011-12-31T00:00:00Z
5044729925,3770847.57995617,2012-12-31T00:00:00Z
5044729925,5261376.14888798,2013-12-31T00:00:00Z
5044729925,4105570.77400423,2014-12-31T00:00:00Z
5044729925,1871449.88023102,2015-12-31T00:00:00Z
5044729925,1478504.61502299,2016-12-31T00:00:00Z
5044729925,1080969.58484365,2017-12-31T00:00:00Z
5044729925,1528257.05152343,2018-12-31T00:00:00Z
5044729925,1917291.72241279,2019-12-31T00:00:00Z
5044729925,,2020-12-31T00:00:00Z
5044730162,1304860.28051522,2010-12-31T00:00:00Z
5044730162,2455982.43327746,2011-12-31T00:00:00Z
5044730162,2517340.19713394,2012-12-31T00:00:00Z
5044730162,2658535.50574577,2013-12-31T00:00:00Z
5044730162,4080581.45045927,2014-12-31T00:00:00Z
5044730162,4466694.43717465,2015-12-31T00:00:00Z
5044730162,3709370.96103423,2016-12-31T00:00:00Z
5044730162,3929444.33334325,2017-12-31T00:00:00Z
5044730162,3726871.32424701,2018-12-31T00:00:00Z
5044730162,7132743.79028604,2019-12-31T00:00:00Z
5044730162,5002044.5808965,2020-12-31T00:00:00Z
5044731508,268399.710039489,2011-12-31T00:00:00Z
5044731508,1458467.1978883,2012-12-31T00:00:00Z
5044731508,1049345.71406879,2013-12-31T00:00:00Z
5044731508,901843.994940993,2014-12-31T00:00:00Z
5044731508,700923.61016357,2015-12-31T00:00:00Z
5044731508,658093.058532724,2016-12-31T00:00:00Z
5044731508,533460.791086296,2017-12-31T00:00:00Z
5044731508,350858.402510369,2018-12-31T00:00:00Z
5044731508,,2019-12-31T00:00:00Z
5044731508,,2020-12-31T00:00:00Z
5044732659,5378894.58848113,2011-12-31T00:00:00Z
5044732659,4416359.13857316,2012-12-31T00:00:00Z
5044732659,3792700.91882547,2013-12-31T00:00:00Z
5044732659,2601913.83432764,2014-12-31T00:00:00Z
5044732659,2117189.54635859,2015-12-31T00:00:00Z
5044732659,2313336.53733769,2016-12-31T00:00:00Z
5044732659,4608108.18652092,2017-12-31T00:00:00Z
5044732659,3618158.10033563,2018-12-31T00:00:00Z
5044732659,3772819.71646357,2019-12-31T00:00:00Z
5044732771,6354747.32917731,2011-12-31T00:00:00Z
5044732771,3708550.80996967,2012-12-31T00:00:00Z
5044732771,5662140.71068053,2013-12-31T00:00:00Z
5044732771,4547579.3821848,2014-12-31T00:00:00Z
5044732771,1881269.52293414,2015-12-31T00:00:00Z
5044732771,1931256.43127903,2016-12-31T00:00:00Z
5044732771,1807953.7230709,2017-12-31T00:00:00Z
5044732771,2792109.76887326,2018-12-31T00:00:00Z
5044732771,1798769.06135714,2019-12-31T00:00:00Z
5044732771,1620134.27403765,2020-12-31T00:00:00Z
5044732776,718174.723467848,2011-12-31T00:00:00Z
5044732776,674939.038361997,2012-12-31T00:00:00Z
5044732776,838999.673348943,2013-12-31T00:00:00Z
5044732776,1007372.15742703,2014-12-31T00:00:00Z
5044732776,797877.044447589,2015-12-31T00:00:00Z
5044732776,1318331.29545255,2016-12-31T00:00:00Z
5044732776,1771985.99209414,2017-12-31T00:00:00Z
5044732776,1647177.51252151,2018-12-31T00:00:00Z
5044732776,2008970.47942897,2019-12-31T00:00:00Z
5044732776,2500169.02684112,2020-12-31T00:00:00Z
5044736640,4021706.97346787,2011-12-31T00:00:00Z
5044736640,5730614.47665847,2012-12-31T00:00:00Z
5044736640,6122176.86937226,2013-12-31T00:00:00Z
5044736640,8055316.40310072,2014-12-31T00:00:00Z
5044736640,6363625.66872391,2015-12-31T00:00:00Z
5044736640,6908904.52540004,2016-12-31T00:00:00Z
5044736640,6165498.82746752,2017-12-31T00:00:00Z
5044736640,8831473.69767862,2018-12-31T00:00:00Z
5044736640,9860471.17490761,2019-12-31T00:00:00Z
5044736640,9848901.84324627,2020-12-31T00:00:00Z
5044736655,2945758.14057616,2010-12-31T00:00:00Z
5044736655,3117868.26948669,2011-12-31T00:00:00Z
5044736655,2878386.1182159,2012-12-31T00:00:00Z
5044736655,3143438.48382625,2013-12-31T00:00:00Z
5044736655,2881730.59096482,2014-12-31T00:00:00Z
5044736655,2469702.2894733,2015-12-31T00:00:00Z
5044736655,2169490.40882465,2016-12-31T00:00:00Z
5044736655,2043015.56086852,2017-12-31T00:00:00Z
5044736655,1883419.71063663,2018-12-31T00:00:00Z
5044736655,1639866.79888617,2019-12-31T00:00:00Z
5044736655,,2020-12-31T00:00:00Z
5044738208,4175323.73864733,2012-04-30T00:00:00Z
5044738208,3951110.64858992,2013-04-30T00:00:00Z
5044738208,4716203.52909499,2014-04-30T00:00:00Z
5044738208,7761159.43024995,2016-04-30T00:00:00Z
5044738208,8249416.50627068,2017-04-30T00:00:00Z
5044738208,8116799.80126234,2018-04-30T00:00:00Z
5044738208,8025673.10290829,2019-04-30T00:00:00Z
5044738208,8073411.08189612,2020-04-30T00:00:00Z
5044738867,3771176.75144699,2011-12-31T00:00:00Z
5044738867,7732199.37089314,2012-12-31T00:00:00Z
5044738867,7176802.52454414,2013-12-31T00:00:00Z
5044738867,7887235.34791935,2014-12-31T00:00:00Z
5044738867,5551205.60913372,2015-12-31T00:00:00Z
5044738867,4861689.28464033,2016-12-31T00:00:00Z
5044738867,4563542.1090817,2017-12-31T00:00:00Z
5044738867,5108414.71499411,2018-12-31T00:00:00Z
5044738867,4272389.32045247,2019-12-31T00:00:00Z
5044738867,4783822.41337306,2020-12-31T00:00:00Z
5044738999,822353.838616331,2011-12-31T00:00:00Z
5044738999,1742932.83542333,2012-12-31T00:00:00Z
5044738999,1659093.75113521,2013-12-31T00:00:00Z
5044738999,1709301.56400835,2014-12-31T00:00:00Z
5044738999,1143926.2252767,2015-12-31T00:00:00Z
5044738999,704095.217278401,2016-12-31T00:00:00Z
5044738999,609877.081477999,2017-12-31T00:00:00Z
5044738999,1451764.26275321,2018-12-31T00:00:00Z
5044738999,,2019-12-31T00:00:00Z
5044738999,,2020-12-31T00:00:00Z
5044741178,5955900.35660198,2011-12-31T00:00:00Z
5044741178,5952611.25368217,2012-12-31T00:00:00Z
5044741178,6551725.62621068,2013-12-31T00:00:00Z
5044741178,6467459.76816755,2014-12-31T00:00:00Z
5044741178,5103355.32230638,2015-12-31T00:00:00Z
5044741178,6663519.95323074,2016-12-31T00:00:00Z
5044741178,6645552.98770953,2017-12-31T00:00:00Z
5044741178,7483011.59339324,2018-12-31T00:00:00Z
5044741178,7320878.60927457,2019-12-31T00:00:00Z
5044741178,7269059.32708941,2020-12-31T00:00:00Z
5044742390,4485374.64224672,2011-08-31T00:00:00Z
5044742390,4293908.22702728,2012-08-31T00:00:00Z
5044742390,4399800.27546596,2013-08-31T00:00:00Z
5044742390,4316452.92269482,2014-08-31T00:00:00Z
5044742390,3484734.22028352,2015-08-31T00:00:00Z
5044742390,2870486.72238705,2016-08-31T00:00:00Z
5044742390,2695615.51518279,2017-08-31T00:00:00Z
5044742390,2288639.7515774,2018-08-31T00:00:00Z
5044742390,2509901.45340041,2019-08-31T00:00:00Z
5044742390,,2020-08-31T00:00:00Z
5044743930,2621325.21350612,2010-12-31T00:00:00Z
5044743930,2720629.55083304,2011-12-31T00:00:00Z
5044743930,4333927.77718219,2012-12-31T00:00:00Z
5044743930,5566931.45014418,2013-12-31T00:00:00Z
5044743930,5637559.5582095,2014-12-31T00:00:00Z
5044743930,4481734.64941615,2015-12-31T00:00:00Z
5044743930,4613444.47462156,2016-12-31T00:00:00Z
5044743930,4735509.03833086,2017-12-31T00:00:00Z
5044743930,5482516.10315974,2018-12-31T00:00:00Z
5044743930,5008663.01048439,2019-12-31T00:00:00Z
5044743930,,2020-12-31T00:00:00Z
5044745025,7682986.37360043,2011-12-31T00:00:00Z
5044745025,7491616.81718838,2012-12-31T00:00:00Z
5044745025,7125025.03759772,2013-12-31T00:00:00Z
5044745025,5897957.85960792,2014-12-31T00:00:00Z
5044745025,4594225.49304056,2015-12-31T00:00:00Z
5044745025,4128157.45282778,2016-12-31T00:00:00Z
5044745025,4263932.12108,2017-12-31T00:00:00Z
5044745025,4577392.42896545,2018-12-31T00:00:00Z
5044745025,4346892.52869763,2019-12-31T00:00:00Z
5044745025,4103024.71283439,2020-12-31T00:00:00Z
5044745110,,
5044746849,1417579.02583907,2013-12-31T00:00:00Z
5044746849,1242144.46461693,2014-12-31T00:00:00Z
5044746849,1163814.1092324,2015-12-31T00:00:00Z
5044746849,1159230.56507566,2016-12-31T00:00:00Z
5044746849,1483517.52345224,2017-12-31T00:00:00Z
5044746849,1616555.80126141,2018-12-31T00:00:00Z
5044746849,1626331.10151033,2019-12-31T00:00:00Z
5044746849,1781614.41168696,2020-12-31T00:00:00Z
5044746993,4472196.76641698,2011-12-31T00:00:00Z
5044746993,3995769.89590189,2012-12-31T00:00:00Z
5044746993,4696081.80949595,2013-12-31T00:00:00Z
5044746993,4501579.92674217,2014-12-31T00:00:00Z
5044746993,3459000.21699447,2015-12-31T00:00:00Z
5044746993,4773736.97076906,2016-12-31T00:00:00Z
5044746993,7153218.73940845,2017-12-31T00:00:00Z
5044746993,5195237.71961112,2018-12-31T00:00:00Z
5044746993,5737202.01630155,2019-12-31T00:00:00Z
5044747248,,
5044747663,2276413.46237953,2012-12-31T00:00:00Z
5044747663,3036817.73768,2013-12-31T00:00:00Z
5044747663,3905974.52097634,2014-12-31T00:00:00Z
5044747663,3073921.0639023,2015-12-31T00:00:00Z
5044747663,4067854.10483474,2016-12-31T00:00:00Z
5044747663,4187152.52027439,2017-12-31T00:00:00Z
5044747663,3447832.5176238,2018-12-31T00:00:00Z
5044747663,5351832.74983652,2019-12-31T00:00:00Z
5044747663,4535949.33550186,2020-12-31T00:00:00Z
5044747972,4201652.71781525,2011-12-31T00:00:00Z
5044747972,4160632.61868384,2012-12-31T00:00:00Z
5044747972,3999299.90456893,2013-12-31T00:00:00Z
5044747972,4741445.5992406,2014-12-31T00:00:00Z
5044747972,3899143.94878897,2015-12-31T00:00:00Z
5044747972,3321689.55585369,2016-12-31T00:00:00Z
5044747972,3954876.06231672,2017-12-31T00:00:00Z
5044747972,5135347.06345179,2018-12-31T00:00:00Z
5044747972,5094768.2450517,2019-12-31T00:00:00Z
5044747972,7085927.62540918,2020-12-31T00:00:00Z
5044748023,,
5044748642,,
5044749161,1706536.10577705,2011-12-31T00:00:00Z
5044749161,1446248.77062576,2012-12-31T00:00:00Z
5044749161,1602206.64376645,2013-12-31T00:00:00Z
5044749161,1445083.23862853,2014-12-31T00:00:00Z
5044749161,1073945.7336076,2015-12-31T00:00:00Z
5044749161,972242.515666418,2016-12-31T00:00:00Z
5044749161,969433.287774301,2017-12-31T00:00:00Z
5044749161,991331.785010894,2018-12-31T00:00:00Z
5044749161,1052713.27070066,2019-12-31T00:00:00Z
5044749161,,2020-12-31T00:00:00Z
5044749646,,
5044750095,2926307.35792721,2011-12-31T00:00:00Z
5044750095,2597706.47222701,2012-12-31T00:00:00Z
5044750095,2986913.77822177,2013-12-31T00:00:00Z
5044750095,2815198.50662219,2014-12-31T00:00:00Z
5044750095,2401213.38910088,2015-12-31T00:00:00Z
5044750095,4293195.83927344,2020-12-31T00:00:00Z
5044750095,4293195.83927344,2020-12-31T00:00:00Z
5044750100,4174848.48578734,2011-12-31T00:00:00Z
5044750100,3761382.60109081,2012-12-31T00:00:00Z
5044750100,3521550.39507973,2013-12-31T00:00:00Z
5044750100,3841511.6162903,2014-12-31T00:00:00Z
5044750100,3312451.37209593,2015-12-31T00:00:00Z
5044750100,3210616.98603252,2016-12-31T00:00:00Z
5044750100,2732942.03687728,2017-12-31T00:00:00Z
5044750100,3058850.6994884,2018-12-31T00:00:00Z
5044750100,2927350.48457615,2019-12-31T00:00:00Z
5044750100,2896189.99850022,2020-12-31T00:00:00Z
5044750132,3410034.39859093,2011-12-31T00:00:00Z
5044750132,2476898.92380016,2012-12-31T00:00:00Z
5044750132,3364685.04811376,2013-12-31T00:00:00Z
5044750132,2877114.72865397,2014-12-31T00:00:00Z
5044750132,1638637.33867465,2015-12-31T00:00:00Z
5044750132,2082133.97783868,2016-12-31T00:00:00Z
5044750132,4636446.39880564,2017-12-31T00:00:00Z
5044750132,4116099.09990257,2018-12-31T00:00:00Z
5044750132,2734893.34205584,2019-12-31T00:00:00Z
5044750132,2230324.41108633,2020-12-31T00:00:00Z
5044751381,4858535.09737928,2011-12-31T00:00:00Z
5044751381,5431521.14451335,2012-12-31T00:00:00Z
5044751381,5726692.24868281,2013-12-31T00:00:00Z
5044751381,6160743.67599472,2014-12-31T00:00:00Z
5044751381,4199202.39797054,2015-12-31T00:00:00Z
5044751381,5140800.82811799,2016-12-31T00:00:00Z
5044751381,5869037.52971967,2017-12-31T00:00:00Z
5044751381,6498443.64018678,2018-12-31T00:00:00Z
5044751381,6288753.24802791,2019-12-31T00:00:00Z
5044751381,6567143.35227428,2020-12-31T00:00:00Z
5044751479,6493593.25108189,2011-12-31T00:00:00Z
5044751479,7073264.75133983,2012-12-31T00:00:00Z
5044751479,6542357.98876971,2013-12-31T00:00:00Z
5044751479,5918967.99150559,2014-12-31T00:00:00Z
5044751479,4414613.04106568,2015-12-31T00:00:00Z
5044751479,4069045.87060536,2016-12-31T00:00:00Z
5044751479,4553490.52096361,2017-12-31T00:00:00Z
5044751479,5170518.98883489,2018-12-31T00:00:00Z
5044751479,4764451.73093882,2019-12-31T00:00:00Z
5044751479,5133873.80819805,2020-12-31T00:00:00Z
5044751699,,
5044752956,1515733.39407327,2010-12-31T00:00:00Z
5044752956,,2011-04-30T00:00:00Z
5044752956,5278533.74668524,2012-04-30T00:00:00Z
5044752956,6164314.39591786,2013-04-30T00:00:00Z
5044752956,3633755.20533499,2014-04-30T00:00:00Z
5044752956,3088339.75875547,2015-04-30T00:00:00Z
5044752956,2982657.64172674,2016-04-30T00:00:00Z
5044752956,2242287.45839229,2017-04-30T00:00:00Z
5044752956,2643057.55358222,2018-04-30T00:00:00Z
5044752956,2947987.1930365,2019-04-30T00:00:00Z
5044752958,2340366.84579706,2011-12-31T00:00:00Z
5044752958,2823489.24079686,2012-12-31T00:00:00Z
5044752958,2726663.77804369,2013-12-31T00:00:00Z
5044752958,2786707.49442762,2014-12-31T00:00:00Z
5044752958,5169482.53645907,2015-12-31T00:00:00Z
5044752958,5100042.43876301,2016-12-31T00:00:00Z
5044752958,4460604.15847481,2017-12-31T00:00:00Z
5044752958,4408542.59137459,2018-12-31T00:00:00Z
5044752958,5622546.69735327,2019-12-31T00:00:00Z
5044752958,4201043.36970343,2020-12-31T00:00:00Z
5044753023,,
5044753029,4172346.75746474,2011-12-31T00:00:00Z
5044753029,3373146.37708656,2012-12-31T00:00:00Z
5044753029,3582865.84014786,2013-12-31T00:00:00Z
5044753029,3802197.20281511,2014-12-31T00:00:00Z
5044753029,3853153.21714143,2015-12-31T00:00:00Z
5044753029,3662534.56624912,2016-12-31T00:00:00Z
5044753029,4039648.49222828,2017-12-31T00:00:00Z
5044753029,5494568.02164765,2018-12-31T00:00:00Z
5044753029,4082320.83041025,2019-12-31T00:00:00Z
5044753167,24659.8934656788,2011-12-31T00:00:00Z
5044753167,6883.62099298314,2012-12-31T00:00:00Z
5044753167,63188.9725563252,2013-12-31T00:00:00Z
5044753167,16712.6049186029,2014-12-31T00:00:00Z
5044753167,8452.35068117091,2015-12-31T00:00:00Z
5044753167,31700.9694983166,2016-12-31T00:00:00Z
5044753167,10414.8985319912,2017-12-31T00:00:00Z
5044753167,5534.04420363357,2018-12-31T00:00:00Z
5044753167,20360.4187418065,2019-12-31T00:00:00Z
5044753167,,2020-12-31T00:00:00Z
5044753591,1721431.12028781,2013-12-31T00:00:00Z
5044753591,1605205.91051534,2014-12-31T00:00:00Z
5044753591,1441250.09041436,2015-12-31T00:00:00Z
5044753591,1473022.49247817,2016-12-31T00:00:00Z
5044753591,1487635.04147652,2017-12-31T00:00:00Z
5044753591,1794752.02461841,2018-12-31T00:00:00Z
5044753591,1651810.06127661,2019-12-31T00:00:00Z
5044753591,1945654.34015766,2020-12-31T00:00:00Z
5044754383,,
5044754794,1589174.26616934,2010-12-31T00:00:00Z
5044754794,3064795.89007143,2011-12-31T00:00:00Z
5044754794,2885613.92025853,2012-12-31T00:00:00Z
5044754794,3570432.43045349,2013-12-31T00:00:00Z
5044754794,3375627.85822601,2014-12-31T00:00:00Z
5044754794,2121912.91879807,2015-12-31T00:00:00Z
5044754794,1425351.86165364,2016-12-31T00:00:00Z
5044754794,2532757.99881471,2017-12-31T00:00:00Z
5044754794,1865710.769185,2018-12-31T00:00:00Z
5044755831,,
5044755871,4058696.81366639,2011-12-31T00:00:00Z
5044755871,4370410.968445,2012-12-31T00:00:00Z
5044755871,4364297.12340506,2013-12-31T00:00:00Z
5044755871,3903746.17365386,2014-12-31T00:00:00Z
5044755871,3397596.37528126,2015-12-31T00:00:00Z
5044755871,2990259.4950461,2016-12-31T00:00:00Z
5044755871,3246178.54825611,2017-12-31T00:00:00Z
5044755871,3552979.35749284,2018-12-31T00:00:00Z
5044755871,3455583.91830213,2019-12-31T00:00:00Z
5044755871,3199631.86878575,2020-12-31T00:00:00Z
5044756646,3672537.17758428,2011-12-31T00:00:00Z
5044756646,4079061.70991699,2012-12-31T00:00:00Z
5044756646,3414759.32825273,2013-12-31T00:00:00Z
5044756646,2797371.72804235,2014-12-31T00:00:00Z
5044756646,3181564.23581251,2015-12-31T00:00:00Z
5044756646,2829251.93943623,2016-12-31T00:00:00Z
5044756646,2633879.39735207,2017-12-31T00:00:00Z
5044756646,3631439.80642435,2018-12-31T00:00:00Z
5044756646,3773615.93395627,2019-12-31T00:00:00Z
5044756646,4109850.82169143,2020-12-31T00:00:00Z
5044757512,2625385.17969386,2011-12-31T00:00:00Z
5044757512,2464852.58706244,2012-12-31T00:00:00Z
5044757512,2299158.86937422,2013-12-31T00:00:00Z
5044757512,2417916.01255712,2014-12-31T00:00:00Z
5044757512,1930864.93354866,2015-12-31T00:00:00Z
5044757512,1951993.1556877,2016-12-31T00:00:00Z
5044757512,1934385.74711042,2017-12-31T00:00:00Z
5044757512,1727605.62161432,2018-12-31T00:00:00Z
5044757512,1829935.28892839,2019-12-31T00:00:00Z
5044757512,,2020-12-31T00:00:00Z
5044759678,3863562.00450319,2011-12-31T00:00:00Z
5044759678,3576385.28690439,2012-12-31T00:00:00Z
5044759678,3226044.01398748,2013-12-31T00:00:00Z
5044759678,3652420.42921125,2014-12-31T00:00:00Z
5044759678,2475295.75683584,2015-12-31T00:00:00Z
5044759678,3161635.41286031,2016-12-31T00:00:00Z
5044759678,4166564.93015301,2017-12-31T00:00:00Z
5044759678,10244622.6297665,2018-12-31T00:00:00Z
5044760099,,
5044760104,2890210.99212963,2011-12-31T00:00:00Z
5044760104,3687555.76594107,2012-12-31T00:00:00Z
5044760104,4297020.45451086,2013-12-31T00:00:00Z
5044760104,5380503.7777948,2014-12-31T00:00:00Z
5044760104,3621086.47123339,2015-12-31T00:00:00Z
5044760104,3288558.46743064,2016-12-31T00:00:00Z
5044760104,4551068.45153757,2017-12-31T00:00:00Z
5044760104,4880412.09380441,2018-12-31T00:00:00Z
5044760104,3884631.40150936,2019-12-31T00:00:00Z
5044760104,3671593.3014794,2020-12-31T00:00:00Z
5044761033,12686119.9536495,2018-12-31T00:00:00Z
5044761033,6124726.17197749,2020-12-31T00:00:00Z
5044761033,6124726.17197749,2020-12-31T00:00:00Z
5044763196,1512473.46589496,2011-12-31T00:00:00Z
5044763196,2453494.61242402,2012-12-31T00:00:00Z
5044763196,2720361.91285614,2013-12-31T00:00:00Z
5044763196,2636930.72082376,2014-12-31T00:00:00Z
5044763196,1423475.29412896,2015-12-31T00:00:00Z
5044763196,1336326.95858881,2016-12-31T00:00:00Z
5044763196,692832.959320022,2017-12-31T00:00:00Z
5044763196,1131773.52902311,2018-12-31T00:00:00Z
5044763196,,2019-12-31T00:00:00Z
5044763196,,2020-12-31T00:00:00Z
5044764167,4755070.76175154,2011-12-31T00:00:00Z
5044764167,5902188.72990857,2012-12-31T00:00:00Z
5044764167,5702677.03269779,2013-12-31T00:00:00Z
5044764167,5397693.88571107,2014-12-31T00:00:00Z
5044764167,4438851.39963668,2015-12-31T00:00:00Z
5044764167,4680898.41723828,2016-12-31T00:00:00Z
5044764167,4680285.85541704,2017-12-31T00:00:00Z
5044764167,5385608.84021611,2018-12-31T00:00:00Z
5044764167,4932681.11260994,2019-12-31T00:00:00Z
5044764167,4787555.44165425,2020-12-31T00:00:00Z
5044764241,3561388.96210854,2011-12-31T00:00:00Z
5044764241,3602715.13720255,2012-12-31T00:00:00Z
5044764241,3765449.6099063,2013-12-31T00:00:00Z
5044764241,3256411.27647331,2014-12-31T00:00:00Z
5044764241,2708605.49549111,2015-12-31T00:00:00Z
5044764241,2485785.04434544,2016-12-31T00:00:00Z
5044764241,2456705.01883691,2017-12-31T00:00:00Z
5044764241,2913735.76259312,2018-12-31T00:00:00Z
5044764241,,2019-12-31T00:00:00Z
5044764241,,2020-12-31T00:00:00Z
5044764406,3057648.09486398,2011-12-31T00:00:00Z
5044764406,5103344.51367288,2012-12-31T00:00:00Z
5044764406,4563401.99919575,2013-12-31T00:00:00Z
5044764406,4588007.96932123,2014-12-31T00:00:00Z
5044764406,3197225.94442762,2015-12-31T00:00:00Z
5044764406,2987995.14008193,2016-12-31T00:00:00Z
5044764406,2428972.3239087,2017-12-31T00:00:00Z
5044764406,2510488.40828835,2018-12-31T00:00:00Z
5044765391,,
5044766376,362272.087944215,2013-12-31T00:00:00Z
5044766376,422590.152941817,2014-12-31T00:00:00Z
5044766376,1454301.51426029,2015-12-31T00:00:00Z
5044767665,,
5044768524,,
5044768595,3636798.20154706,2011-12-31T00:00:00Z
5044768595,3148568.24219049,2012-12-31T00:00:00Z
5044768595,3262833.28102836,2013-12-31T00:00:00Z
5044768595,3151360.61698495,2014-12-31T00:00:00Z
5044768595,2470572.38439637,2015-12-31T00:00:00Z
5044768595,2383650.71780388,2016-12-31T00:00:00Z
5044768595,2677113.33660696,2017-12-31T00:00:00Z
5044768595,3065614.53129284,2018-12-31T00:00:00Z
5044768595,2724315.02393859,2019-12-31T00:00:00Z
5044768595,2344021.78673637,2020-12-31T00:00:00Z
5044768596,1918151.50654807,2013-12-31T00:00:00Z
5044768596,1478030.94546807,2014-12-31T00:00:00Z
5044768596,1306633.97588924,2015-12-31T00:00:00Z
5044768596,542968.485091468,2016-12-31T00:00:00Z
5044768596,454501.327797246,2017-12-31T00:00:00Z
5044768596,376437.984607164,2018-12-31T00:00:00Z
5044768596,533920.701530947,2019-12-31T00:00:00Z
5044768596,,2020-12-31T00:00:00Z
5044770915,4773118.94465033,2011-12-31T00:00:00Z
5044770915,4094894.03820085,2012-12-31T00:00:00Z
5044770915,4624717.44426388,2013-12-31T00:00:00Z
5044770915,5360130.31656069,2014-12-31T00:00:00Z
5044770915,4085965.75869779,2015-12-31T00:00:00Z
5044770915,4555763.01132387,2016-12-31T00:00:00Z
5044770915,4308013.78463401,2017-12-31T00:00:00Z
5044770915,6391575.09767662,2018-12-31T00:00:00Z
5044770915,7577601.87799109,2019-12-31T00:00:00Z
5044770915,5750463.4223002,2020-12-31T00:00:00Z
5044771162,2897894.87197763,2011-12-31T00:00:00Z
5044771162,3469172.88993868,2012-12-31T00:00:00Z
5044771162,3421231.51412104,2013-12-31T00:00:00Z
5044771162,3990810.88689649,2014-12-31T00:00:00Z
5044771623,,
5044772289,2106812.63739386,2011-12-31T00:00:00Z
5044772289,2488601.07948823,2012-12-31T00:00:00Z
5044772289,2830559.39329803,2013-12-31T00:00:00Z
5044772289,2826658.57856638,2014-12-31T00:00:00Z
5044772289,2384184.38846381,2015-12-31T00:00:00Z
5044772289,2415947.5701875,2016-12-31T00:00:00Z
5044772289,2629035.25849998,2017-12-31T00:00:00Z
5044772289,2921729.38199837,2018-12-31T00:00:00Z
5044772289,3210462.67590775,2019-12-31T00:00:00Z
5044772289,3043697.94458278,2020-12-31T00:00:00Z
5044772522,3967383.72989131,2011-12-31T00:00:00Z
5044772522,3942421.83320627,2012-12-31T00:00:00Z
5044772522,2827323.30036388,2013-12-31T00:00:00Z
5044772522,2347882.23956488,2014-12-31T00:00:00Z
5044772522,1877789.1432419,2015-12-31T00:00:00Z
5044772522,2295579.22735554,2016-12-31T00:00:00Z
5044772522,2349044.03284923,2017-12-31T00:00:00Z
5044772522,2437930.93984071,2018-12-31T00:00:00Z
5044772522,2432216.94947513,2019-12-31T00:00:00Z
5044772522,,2020-12-31T00:00:00Z
5044774001,1765476.69417535,2012-12-31T00:00:00Z
5044774001,2572523.56196964,2013-12-31T00:00:00Z
5044774001,2859924.62073769,2014-12-31T00:00:00Z
5044774001,4066185.63275588,2016-12-31T00:00:00Z
5044774001,5520017.32542666,2017-12-31T00:00:00Z
5044774001,2121137.65387271,2018-12-31T00:00:00Z
5044774001,3930470.78001745,2019-12-31T00:00:00Z
5044774001,3752546.68620584,2020-12-31T00:00:00Z
5044774459,,
5044775604,6348493.0083708,2011-12-31T00:00:00Z
5044775604,6706711.93346348,2012-12-31T00:00:00Z
5044775604,6897817.24948414,2013-12-31T00:00:00Z
5044775604,6791047.63292488,2014-12-31T00:00:00Z
5044775604,7046401.5847779,2015-12-31T00:00:00Z
5044775604,5920096.4655221,2016-12-31T00:00:00Z
5044775604,4866058.58039465,2017-12-31T00:00:00Z
5044775604,5575734.00330095,2018-12-31T00:00:00Z
5044775604,4988530.08245479,2019-12-31T00:00:00Z
5044775604,5663217.21847118,2020-12-31T00:00:00Z
5044775790,2579460.59548604,2011-12-31T00:00:00Z
5044775790,3292263.83041901,2012-12-31T00:00:00Z
5044775790,2590236.9127671,2013-12-31T00:00:00Z
5044775790,2551776.01957183,2014-12-31T00:00:00Z
5044777333,3519216.97038462,2011-12-31T00:00:00Z
5044777333,4503609.03465922,2012-12-31T00:00:00Z
5044777333,3635324.60981727,2013-12-31T00:00:00Z
5044777333,1284164.72841227,2014-12-31T00:00:00Z
5044777333,1297062.93173556,2015-12-31T00:00:00Z
5044777333,2225860.92977466,2016-12-31T00:00:00Z
5044777333,3044177.958124,2017-12-31T00:00:00Z
5044777333,3401715.48259352,2018-12-31T00:00:00Z
5044777333,4440391.2114114,2019-12-31T00:00:00Z
5044777333,2292186.02260324,2020-12-31T00:00:00Z
5044777904,,
5044778094,4172346.75746474,2011-12-31T00:00:00Z
5044778094,4082675.6109383,2012-12-31T00:00:00Z
