Instrument,Sales per Employee,Date
5066555711,307528.001544019,2020-12-31T00:00:00Z
5066556120,,2015-12-31T00:00:00Z
5066556120,136181.936995544,2016-12-31T00:00:00Z
5066556120,245881.989566479,2017-12-31T00:00:00Z
5066556120,306833.801531518,2018-12-31T00:00:00Z
5066556120,408586.226799113,2019-12-31T00:00:00Z
5066556120,357445.684064087,2020-12-31T00:00:00Z
5066556777,,2015-12-31T00:00:00Z
5066556777,702018.447763498,2016-12-31T00:00:00Z
5066556777,774876.540112816,2017-12-31T00:00:00Z
5066556777,740119.076558587,2018-12-31T00:00:00Z
5066556777,709519.32521239,2019-12-31T00:00:00Z
5066607259,,2015-12-31T00:00:00Z
5066607259,2497667.35454168,2016-12-31T00:00:00Z
5066607259,662267.670187738,2017-12-31T00:00:00Z
5066607259,507946.797550557,2018-12-31T00:00:00Z
5066607259,531108.825558839,2019-12-31T00:00:00Z
5066607259,315539.545420985,2020-12-31T00:00:00Z
5066620092,,2016-12-31T00:00:00Z
5066620092,,2017-12-31T00:00:00Z
5066620092,2309519.95091854,2018-12-31T00:00:00Z
5066620092,2570086.80397339,2019-12-31T00:00:00Z
5066620092,1836696.62737966,2020-12-31T00:00:00Z
5066620732,,2016-12-31T00:00:00Z
5066620732,421941.635189472,2017-12-31T00:00:00Z
5066620732,427827.682405917,2018-12-31T00:00:00Z
5066620732,408360.293447553,2019-12-31T00:00:00Z
5066621268,,2015-12-31T00:00:00Z
5066621268,318930.88579438,2016-12-31T00:00:00Z
5066621268,402552.69891556,2017-12-31T00:00:00Z
5066621268,411467.63454518,2018-12-31T00:00:00Z
5066621268,410667.091952975,2019-12-31T00:00:00Z
5066621268,457749.497168854,2020-12-31T00:00:00Z
5066621491,,2011-12-31T00:00:00Z
5066621491,271686.110103985,2012-12-31T00:00:00Z
5066621491,207512.541966822,2013-12-31T00:00:00Z
5066621491,182637.401855818,2014-12-31T00:00:00Z
5066625433,,2015-12-31T00:00:00Z
5066625433,288688.201921964,2016-12-31T00:00:00Z
5066625433,369546.322245238,2017-12-31T00:00:00Z
5066625433,364089.418461025,2018-12-31T00:00:00Z
5066625433,262881.618518181,2019-12-31T00:00:00Z
5066625433,244008.081590706,2020-12-31T00:00:00Z
5067159856,,
5067168389,,2017-12-31T00:00:00Z
5067168389,116725.688929494,2018-12-31T00:00:00Z
5067168389,163444.505832498,2019-12-31T00:00:00Z
5067168389,159172.602462919,2020-12-31T00:00:00Z
5067169661,,
5067176082,,
5067179420,,2010-12-31T00:00:00Z
5067179420,261407.636407546,2011-12-31T00:00:00Z
5067179420,316881.736854118,2012-12-31T00:00:00Z
5067179420,426994.696792989,2013-12-31T00:00:00Z
5067179420,653075.760482396,2014-12-31T00:00:00Z
5067179420,598249.884208338,2015-12-31T00:00:00Z
5067179420,577977.292279463,2016-12-31T00:00:00Z
5067179420,330431.190506616,2017-12-31T00:00:00Z
5067179420,320532.645635762,2018-12-31T00:00:00Z
5067179420,326237.615310129,2019-12-31T00:00:00Z
5067179420,325958.998043856,2020-12-31T00:00:00Z
5067452384,,
5067485444,,
5067496226,,
5067504105,,
5067508797,,
5067840337,,
5067945633,,
5068308116,,
5068340548,,
5068476941,,2014-12-31T00:00:00Z
5068476941,56555.9013940199,2015-12-31T00:00:00Z
5068476941,59069.3317334512,2016-12-31T00:00:00Z
5068476941,272206.652857317,2017-12-31T00:00:00Z
5068476941,134414.514529579,2018-12-31T00:00:00Z
5068476941,132066.587684923,2019-12-31T00:00:00Z
5068476941,163695.854074618,2020-12-31T00:00:00Z
5068481659,,
5068481981,,
5068485207,,
5069410287,,
5071150165,,
5071153616,,
5071514732,,
5071532292,,2019-12-31T00:00:00Z
5071532292,4109280.82630947,2020-12-31T00:00:00Z
5071536410,,2018-12-31T00:00:00Z
5071536410,192261.687779094,2019-12-31T00:00:00Z
5071536410,949753.306623869,2020-12-31T00:00:00Z
5071555001,,
5071561715,,
5072804455,,
5072805138,,
5073093345,,2017-12-31T00:00:00Z
5073093345,9483.80090098898,2018-12-31T00:00:00Z
5073093345,194837.102967666,2019-12-31T00:00:00Z
5073093345,237386.82985403,2020-12-31T00:00:00Z
5073151627,,
5073157223,,
5073345851,,
5073622555,,2013-12-31T00:00:00Z
5073622555,1116569.51383932,2014-12-31T00:00:00Z
5073622555,913157.272740839,2015-12-31T00:00:00Z
5073622555,661962.413959635,2016-12-31T00:00:00Z
5073622555,589902.082233324,2017-12-31T00:00:00Z
5073622555,639365.674954306,2018-12-31T00:00:00Z
5073622555,1807528.06656817,2019-12-31T00:00:00Z
5073622555,,2020-11-30T00:00:00Z
5073622555,,2021-06-30T00:00:00Z
5073651375,,2016-12-31T00:00:00Z
5073651375,129789.581892476,2017-12-31T00:00:00Z
5073651375,199357.597345721,2018-12-31T00:00:00Z
5073651375,304874.201711894,2019-12-31T00:00:00Z
5073651375,358151.935714068,2020-12-31T00:00:00Z
5073651385,,2016-12-31T00:00:00Z
5073651385,764971.97514317,2017-12-31T00:00:00Z
5073651385,860901.138674415,2018-12-31T00:00:00Z
5073651385,993168.296207574,2019-12-31T00:00:00Z
5073651385,991168.334574064,2020-12-31T00:00:00Z
5073651386,,2016-12-31T00:00:00Z
5073651386,436204.285540218,2017-12-31T00:00:00Z
5073651386,491434.456423962,2018-12-31T00:00:00Z
5073651386,465610.190923175,2019-12-31T00:00:00Z
5073651386,453039.205399923,2020-12-31T00:00:00Z
5073651420,,2016-12-31T00:00:00Z
5073651420,3575849.88424516,2017-12-31T00:00:00Z
5073651420,3342285.29755635,2018-12-31T00:00:00Z
5073651420,3686548.80160394,2019-12-31T00:00:00Z
5073651420,3526853.89197822,2020-12-31T00:00:00Z
5073651468,,2016-12-31T00:00:00Z
5073651468,541184.354819057,2017-12-31T00:00:00Z
5073651468,12215726.9033535,2018-12-31T00:00:00Z
5073651468,980076.095871685,2019-12-31T00:00:00Z
5073651468,320561.522150067,2020-12-31T00:00:00Z
5073651858,,2016-12-31T00:00:00Z
5073651858,1281564.51809431,2017-12-31T00:00:00Z
5073651858,1455103.19839791,2018-12-31T00:00:00Z
5073651858,1207684.59645704,2019-12-31T00:00:00Z
5073651858,994663.612306042,2020-12-31T00:00:00Z
5073651899,,
5073651918,,2016-12-31T00:00:00Z
5073651918,487510.661630316,2017-12-31T00:00:00Z
5073651918,673290.303075286,2018-12-31T00:00:00Z
5073651918,660313.952428689,2019-12-31T00:00:00Z
5073651918,533442.705302951,2020-12-31T00:00:00Z
5073651967,,2016-12-31T00:00:00Z
5073651967,391303.00095206,2017-12-31T00:00:00Z
5073651967,483231.4819682,2018-12-31T00:00:00Z
5073651967,622767.614349591,2019-12-31T00:00:00Z
5073651967,523043.274370861,2020-12-31T00:00:00Z
5073652044,,
5073652072,,2016-12-31T00:00:00Z
5073652072,992511.083409097,2017-12-31T00:00:00Z
5073652072,1018015.82799881,2018-12-31T00:00:00Z
5073652072,1005612.26039673,2019-12-31T00:00:00Z
5073652072,983010.604771176,2020-12-31T00:00:00Z
5073652101,,2015-12-31T00:00:00Z
5073652101,1181341.90112308,2016-12-31T00:00:00Z
5073652101,1410960.15596442,2017-12-31T00:00:00Z
5073652101,2085933.06863301,2018-12-31T00:00:00Z
5073652101,1801097.0108448,2019-12-31T00:00:00Z
5073652101,1393144.00960608,2020-12-31T00:00:00Z
5073652273,,
5073652295,,2016-12-31T00:00:00Z
5073652295,315232.254308652,2017-12-31T00:00:00Z
5073652295,262998.676498393,2018-12-31T00:00:00Z
5073652295,275778.792459234,2019-12-31T00:00:00Z
5073652295,307301.320836102,2020-12-31T00:00:00Z
5073665798,,2016-12-31T00:00:00Z
5073665798,1263907.50443389,2017-12-31T00:00:00Z
5073665798,1482833.06516027,2018-12-31T00:00:00Z
5073665798,1065598.51453568,2019-12-31T00:00:00Z
5073665798,2362320.61460264,2020-12-31T00:00:00Z
5073665865,,2016-12-31T00:00:00Z
5073665865,117380.365461272,2017-12-31T00:00:00Z
5073665865,69216.8261690318,2018-12-31T00:00:00Z
5073665865,168101.688866561,2019-12-31T00:00:00Z
5073665865,164157.781305222,2020-12-31T00:00:00Z
5073665871,,2016-12-31T00:00:00Z
5073665871,111525.566294705,2017-12-31T00:00:00Z
5073665871,160166.713036458,2018-12-31T00:00:00Z
5073665871,314220.466278191,2019-12-31T00:00:00Z
5073665871,299469.733684402,2020-12-31T00:00:00Z
5073666464,238695.484916732,2016-12-31T00:00:00Z
5073666464,344196.653083135,2017-12-01T00:00:00Z
5073666464,384506.257724243,2017-12-31T00:00:00Z
5073666464,371020.151594267,2018-12-01T00:00:00Z
5073666464,368954.323484519,2018-12-31T00:00:00Z
5073666464,390503.96427595,2019-12-31T00:00:00Z
5073666464,286487.548055065,2020-12-31T00:00:00Z
5073666482,72518.6696769712,2016-12-31T00:00:00Z
5073666482,91466.1298892633,2017-12-01T00:00:00Z
5073666482,95266.8257231238,2017-12-31T00:00:00Z
5073666482,114707.148023008,2018-12-01T00:00:00Z
5073666482,119868.553668523,2018-12-31T00:00:00Z
5073666482,113201.691621449,2019-12-31T00:00:00Z
5073666482,97519.9208468574,2020-12-31T00:00:00Z
5073666674,,
5073666678,132569.179113118,2016-12-31T00:00:00Z
5073666678,159580.329432791,2017-12-01T00:00:00Z
5073666678,163573.101552874,2017-12-31T00:00:00Z
5073666678,185477.740712532,2018-12-01T00:00:00Z
5073666678,157027.505702653,2018-12-31T00:00:00Z
5073666678,114338.756516699,2019-12-31T00:00:00Z
5073666678,102063.464959772,2020-12-31T00:00:00Z
5073666772,261664.92995253,2016-12-31T00:00:00Z
5073666772,115969.681234326,2017-12-01T00:00:00Z
5073666772,87760.4483977093,2017-12-31T00:00:00Z
5073666772,522722.510651177,2018-12-01T00:00:00Z
5073666772,594070.867144362,2018-12-31T00:00:00Z
5073666772,105903.885294207,2019-12-31T00:00:00Z
5073666772,123379.071023599,2020-12-31T00:00:00Z
5073666805,401991.432210258,2016-12-31T00:00:00Z
5073666805,1041336.08665725,2017-12-01T00:00:00Z
5073666805,1050712.8061411,2017-12-31T00:00:00Z
5073666805,1214629.94435779,2018-12-01T00:00:00Z
5073666805,1207866.9244215,2018-12-31T00:00:00Z
5073666805,1789642.75950059,2019-12-31T00:00:00Z
5073666805,2697420.11448023,2020-12-31T00:00:00Z
5073666812,,
5073666943,,
5073667000,213801.790043541,2016-12-31T00:00:00Z
5073667000,247579.588955527,2017-12-01T00:00:00Z
5073667000,235534.125920381,2017-12-31T00:00:00Z
5073667000,309514.386156298,2018-12-01T00:00:00Z
5073667000,262748.431829879,2018-12-31T00:00:00Z
5073667000,203909.596281783,2019-12-31T00:00:00Z
5073667000,243313.093486212,2020-12-31T00:00:00Z
5073671945,,
5073674941,,
5074624637,,2016-12-31T00:00:00Z
5074624637,891393.525851915,2017-12-31T00:00:00Z
5074624637,1063266.2432123,2018-12-31T00:00:00Z
5074624637,,2019-12-31T00:00:00Z
5074624637,,2020-11-30T00:00:00Z
5074753805,,
5074857483,,
5076086441,,
5076370506,,
5076942523,,
5076950843,,2016-12-31T00:00:00Z
5076950843,329022.263224773,2017-12-31T00:00:00Z
5076950843,,2018-12-31T00:00:00Z
5076950843,,2019-07-31T00:00:00Z
5076950843,373352.32951753,2020-12-31T00:00:00Z
5078355367,,
5078521479,,
5078521557,,
5078521579,,2018-12-31T00:00:00Z
5078521579,3873.1431695981,2019-12-31T00:00:00Z
5078521579,,2020-11-30T00:00:00Z
5078521726,,
5079143312,,
5079219899,,
5079219912,,
5079219917,,
5079242370,,2016-12-31T00:00:00Z
5079242370,548474.879168189,2017-12-31T00:00:00Z
5079242370,453270.360895351,2018-12-31T00:00:00Z
5079242370,408844.436343753,2019-12-31T00:00:00Z
5079684218,,
5079897001,,
5079901788,,
5079905935,,
5079906356,,
5079907959,,
5079909479,,
5080039973,,
5080201049,,
5081122035,,
5081155179,,
5081169593,,
5081394732,,
5081406812,,
5081414354,,2018-12-31T00:00:00Z
5081414354,274719.766700082,2019-12-31T00:00:00Z
5081414354,236095.081546765,2020-12-31T00:00:00Z
5081414396,,2018-12-31T00:00:00Z
5081414396,495400.474962608,2019-12-31T00:00:00Z
5081414396,416652.094335443,2020-12-31T00:00:00Z
5081414745,,2018-12-31T00:00:00Z
5081414745,533822.252706403,2019-12-31T00:00:00Z
5081414745,492597.785641538,2020-12-31T00:00:00Z
5081414822,,2017-12-31T00:00:00Z
5081414822,98565.7296567918,2018-12-31T00:00:00Z
5081414822,200122.753093682,2019-12-31T00:00:00Z
5081414847,,2018-12-31T00:00:00Z
5081414847,322971.893578356,2019-12-31T00:00:00Z
5081414847,264452.190448063,2020-12-31T00:00:00Z
5081414874,,2017-12-31T00:00:00Z
5081414874,60623.9745293994,2018-12-31T00:00:00Z
5081414874,100590.265052152,2019-12-31T00:00:00Z
5081414901,,2018-12-31T00:00:00Z
5081414901,385958.716850451,2019-12-31T00:00:00Z
5081414901,811643.875540634,2020-12-31T00:00:00Z
5081414907,,
5081415014,,
5081415017,,2017-12-31T00:00:00Z
5081415017,357530.646972345,2018-12-31T00:00:00Z
5081415017,350667.125705857,2019-12-31T00:00:00Z
5081415017,310074.227291728,2020-12-31T00:00:00Z
5081415042,,2018-12-31T00:00:00Z
5081415042,102791.676922094,2019-12-31T00:00:00Z
5081415042,181297.000546009,2020-12-31T00:00:00Z
5081415081,,2018-12-31T00:00:00Z
5081415081,217371.071353089,2019-12-31T00:00:00Z
5081415081,221112.60543744,2020-12-31T00:00:00Z
5081415151,,2018-12-31T00:00:00Z
5081415151,82122.569250064,2019-12-31T00:00:00Z
5081415151,186153.898251264,2020-12-31T00:00:00Z
5081415194,,2017-12-31T00:00:00Z
5081415194,2007709.49332654,2018-12-31T00:00:00Z
5081415194,1911168.32224551,2019-12-31T00:00:00Z
5081415196,,2018-12-31T00:00:00Z
5081415196,1409573.49858744,2019-12-31T00:00:00Z
5081415196,2002844.51905478,2020-12-31T00:00:00Z
5081415218,,
5081415290,,
5081415371,,2017-12-31T00:00:00Z
5081415371,154324.469040211,2018-12-31T00:00:00Z
5081415371,459827.727619832,2019-12-31T00:00:00Z
5081415371,415344.748048556,2020-12-31T00:00:00Z
5081415458,,2019-06-30T00:00:00Z
5081415458,1358051.65539955,2020-06-30T00:00:00Z
5081415484,,2018-12-31T00:00:00Z
5081415484,252327.106141352,2019-12-31T00:00:00Z
5081415484,279445.614556298,2020-12-31T00:00:00Z
5081415544,,2017-12-31T00:00:00Z
5081415544,322532.691017716,2018-12-31T00:00:00Z
5081415544,377679.423657111,2019-12-31T00:00:00Z
5081415544,437703.744199445,2020-12-31T00:00:00Z
5081415556,,2018-12-31T00:00:00Z
5081415556,226742.62963638,2019-12-31T00:00:00Z
5081415556,255012.367623228,2020-12-31T00:00:00Z
5081415654,,2018-12-31T00:00:00Z
5081415654,739124.821531638,2019-12-31T00:00:00Z
5081415654,777851.610922642,2020-12-31T00:00:00Z
5081415748,,
5081415750,,2018-12-31T00:00:00Z
5081415750,496075.594641393,2019-12-31T00:00:00Z
5081415750,542586.180766854,2020-12-31T00:00:00Z
5081415781,,2018-12-31T00:00:00Z
5081415781,345106.169689237,2019-12-31T00:00:00Z
5081415781,453877.988785134,2020-12-31T00:00:00Z
5081415828,,2018-12-31T00:00:00Z
5081415828,166236.178715128,2019-12-31T00:00:00Z
5081415828,103764.450632565,2020-12-31T00:00:00Z
5081415875,,2018-12-31T00:00:00Z
5081415875,453176.736838908,2019-12-31T00:00:00Z
5081415875,481265.810979377,2020-12-31T00:00:00Z
5081437355,,2018-12-31T00:00:00Z
5081437355,113441.32567818,2019-12-31T00:00:00Z
5081437355,133965.522697031,2020-12-31T00:00:00Z
5081437391,,2018-12-31T00:00:00Z
5081437391,696012.371274948,2019-12-31T00:00:00Z
5081437391,435158.954988983,2020-12-31T00:00:00Z
5081437472,,2018-12-31T00:00:00Z
5081437472,175670.425494155,2019-12-31T00:00:00Z
5081437472,191791.308673063,2020-12-31T00:00:00Z
5081437502,,2018-12-31T00:00:00Z
5081437502,422970.017315228,2019-12-31T00:00:00Z
5081437502,478483.616664291,2020-12-31T00:00:00Z
5081437538,,2018-12-31T00:00:00Z
5081437538,244477.085466465,2019-12-31T00:00:00Z
5081437538,887785.277670914,2020-12-31T00:00:00Z
5081437542,,2017-12-31T00:00:00Z
5081437542,176154.043488473,2018-12-31T00:00:00Z
5081437542,174386.372611561,2019-12-31T00:00:00Z
5081437542,291827.448054497,2020-12-31T00:00:00Z
5081437555,,2018-12-31T00:00:00Z
5081437555,1301319.14699717,2019-12-31T00:00:00Z
5081437555,1522517.16620618,2020-12-31T00:00:00Z
5081437602,,2018-12-31T00:00:00Z
5081437602,399030.136909477,2019-12-31T00:00:00Z
5081437602,320340.194435252,2020-12-31T00:00:00Z
5081437606,,2018-12-31T00:00:00Z
5081437606,874779.762447219,2019-12-31T00:00:00Z
5081437606,914365.209822139,2020-12-31T00:00:00Z
5081437619,,2017-12-31T00:00:00Z
5081437619,,2018-12-31T00:00:00Z
5081437619,508771.530119384,2019-12-31T00:00:00Z
5081437619,321442.311055153,2020-12-31T00:00:00Z
5081445971,,2018-12-31T00:00:00Z
5081445971,236917.889364805,2019-12-31T00:00:00Z
5081445971,145191.713589573,2020-12-31T00:00:00Z
5081445974,,2018-12-31T00:00:00Z
5081445974,181468.149093229,2019-12-31T00:00:00Z
5081445974,226208.198317517,2020-12-31T00:00:00Z
5081445979,,2017-12-31T00:00:00Z
5081445979,174508.827921413,2018-12-31T00:00:00Z
5081445979,204032.275024711,2019-12-31T00:00:00Z
5081445979,226400.221678786,2020-12-31T00:00:00Z
5081446438,,2017-12-31T00:00:00Z
5081446438,89698.3565793992,2018-12-31T00:00:00Z
5081446438,258028.725631023,2019-12-31T00:00:00Z
5081446438,217962.105277182,2020-12-31T00:00:00Z
5081450267,,2017-12-31T00:00:00Z
5081450267,188351.385174981,2018-12-31T00:00:00Z
5081450267,318086.745070495,2019-12-31T00:00:00Z
5081450267,283130.680780456,2020-12-31T00:00:00Z
5081450292,,2018-12-31T00:00:00Z
5081450292,215650.536164525,2019-12-31T00:00:00Z
5081450292,187442.38904225,2020-12-31T00:00:00Z
5081450322,,2018-12-31T00:00:00Z
5081450322,737166.551665777,2019-12-31T00:00:00Z
5081450322,605709.35610281,2020-12-31T00:00:00Z
5081450342,,2018-12-31T00:00:00Z
5081450342,177676.374477614,2019-12-31T00:00:00Z
5081450342,232265.02452187,2020-12-31T00:00:00Z
5081450420,,2018-12-31T00:00:00Z
5081450420,325008.273897174,2019-12-31T00:00:00Z
5081450420,255442.228836526,2020-12-31T00:00:00Z
5081459882,,2017-12-31T00:00:00Z
5081459882,159665.024322414,2018-12-31T00:00:00Z
5081459882,186854.176359518,2019-12-31T00:00:00Z
5081459891,,2018-12-31T00:00:00Z
5081459891,2006350.2978385,2019-12-31T00:00:00Z
5081459891,2423990.72033948,2020-12-31T00:00:00Z
5081459908,,2018-12-31T00:00:00Z
5081459908,880878.734433717,2019-12-31T00:00:00Z
5081459908,1632411.97340453,2020-12-31T00:00:00Z
5081460099,,
5081460115,,2018-12-31T00:00:00Z
5081460115,149355.883880537,2019-12-31T00:00:00Z
5081460115,159309.868108402,2020-12-31T00:00:00Z
5081460130,,2018-12-31T00:00:00Z
5081460130,659512.159215978,2019-12-31T00:00:00Z
5081460130,619274.755252092,2020-12-31T00:00:00Z
5081460588,,
5081462416,,
5082041311,,
5082055118,,
5082063997,,
5082097051,,
5082106298,,
5082148377,,
5082246360,,2018-12-31T00:00:00Z
5082246360,542923.539597193,2019-12-31T00:00:00Z
5082246360,802084.426258175,2020-12-31T00:00:00Z
5082344941,,
5082490428,,
5082511805,,
5082518597,,
5082553962,,
5082554091,,
5082554201,,
5082554203,,
5082554211,,
5082554240,,
5082554268,,
5082554269,,2019-12-31T00:00:00Z
5082554269,675194.394898518,2020-12-31T00:00:00Z
5082554338,,
5082554349,,
5082554393,,
5082554397,,
5082554437,,
5082554466,,
5082554476,,
5082554501,,
5082554502,,
5082554507,,
5082554523,,
5082554533,,
5082554548,,
5082554553,,
5082554581,,
5082554583,,
5082554587,,
5082554597,,
5082554607,,
5082554625,,
5082554631,,
5082554654,,
5082554656,,
5082554670,,
5082554689,,
5082554691,,
5082554710,,
5082554716,,
5082554730,,
5082554734,,
5082554742,,
5082554757,,
5082554773,,
5082554849,,
5082554864,,
5082554870,,
5082554890,,
5082554894,,
5082554905,,
5082554907,,
5082554922,,
5082554933,,
5082664507,,
5082664602,,
5082762739,,
5082853887,,
5082937306,,
5083111808,,
5083157968,,
5083169296,,2019-12-31T00:00:00Z
5083169296,109583.930798913,2020-12-31T00:00:00Z
5083170627,,
5083200047,,
5083200498,,
5083200716,,
5083201279,,
5083202007,,
5083202355,,
5083203516,,
5083227367,,
5083228252,,
5083228652,,
5083229655,,
5083230000,,
5083243523,,
5083255179,,2016-12-31T00:00:00Z
5083255179,1136005.84866577,2017-12-31T00:00:00Z
5083255179,1228124.60208133,2018-12-31T00:00:00Z
5083255179,1465010.07523517,2019-12-31T00:00:00Z
5083255179,2188122.96715979,2020-12-31T00:00:00Z
5083256854,,2016-12-31T00:00:00Z
5083256854,336470.301535991,2017-12-31T00:00:00Z
5083256854,375219.855384014,2018-12-31T00:00:00Z
5083256854,313058.188280324,2019-12-31T00:00:00Z
5083256854,340211.980534407,2020-12-31T00:00:00Z
5083256960,,2016-12-31T00:00:00Z
5083256960,285894.1553958,2017-12-31T00:00:00Z
5083256960,254063.432898212,2018-12-31T00:00:00Z
5083256960,286242.367629636,2019-12-31T00:00:00Z
5083256960,417085.100748935,2020-12-31T00:00:00Z
5083278136,,
5083281084,,
5083283330,,
5083284026,,
5083284176,,2016-12-31T00:00:00Z
5083284176,118776.20278985,2017-12-31T00:00:00Z
5083284176,104322.470547164,2018-12-31T00:00:00Z
5083284176,118858.330095721,2019-12-31T00:00:00Z
5083286284,,2016-12-31T00:00:00Z
5083286284,127457.472677089,2017-12-31T00:00:00Z
