Instrument,Sales per Employee,Date
5081415371,415344.748048556,2020
5081415458,1358051.65539955,2020
5081415484,252327.106141352,2019
5081415484,279445.614556298,2020
5081415544,322532.691017716,2018
5081415544,377679.423657111,2019
5081415544,437703.744199445,2020
5081415556,226742.62963638,2019
5081415556,255012.367623228,2020
5081415654,739124.821531638,2019
5081415654,777851.610922642,2020
5081415750,496075.594641393,2019
5081415750,542586.180766854,2020
5081415781,345106.169689237,2019
5081415781,453877.988785134,2020
5081415828,166236.178715128,2019
5081415828,103764.450632565,2020
5081415875,453176.736838908,2019
5081415875,481265.810979377,2020
5081437355,113441.32567818,2019
5081437355,133965.522697031,2020
5081437391,696012.371274948,2019
5081437391,435158.954988983,2020
5081437472,175670.425494155,2019
5081437472,191791.308673063,2020
5081437502,422970.017315228,2019
5081437502,478483.616664291,2020
5081437538,244477.085466465,2019
5081437538,887785.277670914,2020
5081437542,176154.043488473,2018
5081437542,174386.372611561,2019
5081437542,291827.448054497,2020
5081437555,1301319.14699717,2019
5081437555,1522517.16620618,2020
5081437602,399030.136909477,2019
5081437602,320340.194435252,2020
5081437606,874779.762447219,2019
5081437606,914365.209822139,2020
5081437619,508771.530119384,2019
5081437619,321442.311055153,2020
5081445971,236917.889364805,2019
5081445971,145191.713589573,2020
5081445974,181468.149093229,2019
5081445974,226208.198317517,2020
5081445979,174508.827921413,2018
5081445979,204032.275024711,2019
5081445979,226400.221678786,2020
5081446438,89698.3565793992,2018
5081446438,258028.725631023,2019
5081446438,217962.105277182,2020
5081450267,188351.385174981,2018
5081450267,318086.745070495,2019
5081450267,283130.680780456,2020
5081450292,215650.536164525,2019
5081450292,187442.38904225,2020
5081450322,737166.551665777,2019
5081450322,605709.35610281,2020
5081450342,177676.374477614,2019
5081450342,232265.02452187,2020
5081450420,325008.273897174,2019
5081450420,255442.228836526,2020
5081459882,159665.024322414,2018
5081459882,186854.176359518,2019
5081459891,2006350.2978385,2019
5081459891,2423990.72033948,2020
5081459908,880878.734433717,2019
5081459908,1632411.97340453,2020
5081460115,149355.883880537,2019
5081460115,159309.868108402,2020
5081460130,659512.159215978,2019
5081460130,619274.755252092,2020
5082246360,542923.539597193,2019
5082246360,802084.426258175,2020
5082554269,675194.394898518,2020
5083169296,109583.930798913,2020
5083255179,1136005.84866577,2017
5083255179,1228124.60208133,2018
5083255179,1465010.07523517,2019
5083255179,2188122.96715979,2020
5083256854,336470.301535991,2017
5083256854,375219.855384014,2018
5083256854,313058.188280324,2019
5083256854,340211.980534407,2020
5083256960,285894.1553958,2017
5083256960,254063.432898212,2018
5083256960,286242.367629636,2019
5083256960,417085.100748935,2020
5083284176,118776.20278985,2017
5083284176,104322.470547164,2018
5083284176,118858.330095721,2019
5083286284,127457.472677089,2017
5083286284,62341.7556041917,2018
5083286284,113756.313815371,2019
5083286284,131622.594638017,2020
5083291375,386177.305087991,2017
5083291375,381333.09667221,2018
5083291375,367341.049242079,2019
5083291375,416443.918175112,2020
5083322414,158433.857276309,2017
5083322414,141626.247776479,2018
5083322414,181443.384750712,2019
5083322414,207859.732568577,2020
5083506758,1666694.28536615,2017
5083506758,1601793.86558935,2018
5083506758,1543713.35702785,2019
5083506758,1718835.61244594,2020
5083512958,218336.944601904,2017
5083512958,238192.157180512,2018
5083512958,239768.8094475,2019
5083512958,267657.138718424,2020
5083528752,760772.838728981,2020
5083528798,75659.5437111647,2020
5083528904,360158.226066431,2020
5083560565,376877.693788803,2018
5083560565,222280.445943073,2019
5083560565,287568.441382312,2020
5083560702,20495.7543103143,2018
5083560702,35698.337477705,2019
5083561312,150211.995281276,2018
5083561312,242456.592588735,2019
5083561312,249894.662862872,2020
5083561417,330775.531993852,2018
5083561417,790379.416142654,2019
5083561417,2419415.00833537,2020
5083561942,278480.081766115,2018
5083561942,311071.02460049,2019
5083563385,180310.354431052,2018
5083563385,263412.51543925,2019
5083563385,287175.182737034,2020
5083563419,156014.950769573,2019
5083563419,108485.63720356,2020
5083563776,136692.534809626,2019
5083563776,142667.606469936,2020
5083584007,224512.947549979,2018
5083584007,476986.901734009,2019
5083584007,195470.601514038,2020
5083585222,132107.271961916,2019
5083585222,123870.366761984,2020
5083588660,503272.372882384,2018
5083588660,442594.633107711,2019
5083588660,468455.407076748,2020
5083601252,480502.46757807,2018
5083601252,280180.723313868,2019
5083601252,289456.460372419,2020
5083603297,78535.7089112284,2018
5083603297,94426.1726836,2019
5083603297,135052.6898738,2020
5083651977,720880.545176545,2019
5083651977,739174.531924049,2020
4295882999,1548831.57894737,2000
4295882999,1683506.66666667,2003
4295882999,1813006.4516129,2004
4295882999,1842111.80124224,2005
4295882999,1959251.61290323,2006
4296010073,145075.165027687,2011
4296010073,214229.045777909,2012
4296010073,192214.758629163,2013
4296095755,225747.133610726,2011
4296095755,230807.729896106,2012
4296095755,250315.871139579,2013
4296095755,245439.490795475,2014
4296206185,178912.516399895,2011
4296206185,183961.456902747,2012
4296206185,275423.695680727,2013
4296206189,1295198.58006309,2012
4296206189,1356386.33571393,2013
4296206189,1171764.78692447,2014
4296206189,1138214.68680121,2015
4296206189,1176417.15727502,2016
4296206193,148888.253860373,2012
4296206193,157759.163813421,2013
4296206193,145050.191181928,2014
4296206193,133266.388566386,2015
4296206193,190701.75871422,2017
4296206193,178082.750014227,2018
4296279877,22061.2121501129,2014
4296279877,178150.330752931,2015
4296291677,270365.538018126,2011
4296291677,242336.664134278,2012
4296291677,369273.37207962,2013
4296291677,296884.566221094,2014
4296291677,277658.116972725,2015
4296291692,404542.220814862,2012
4296291692,381013.411581396,2013
4296291692,277315.511579337,2014
4296291711,199520.544046217,2013
4296291711,499412.153670747,2014
4296291711,480989.398934686,2015
4296291711,439693.762782119,2016
4296291711,563915.799921331,2017
4296291711,552335.21520618,2018
4296408940,1204407.61044824,2011
4296408940,1100277.24665392,2012
4296408940,1236550.39494471,2013
4296408940,1240983.00438596,2017
4296511790,262542.353495533,2016
4296511790,298645.425202704,2017
4296511790,236728.621669698,2018
4296630955,159174.286118293,2011
4296630955,32201.9134299189,2012
4296630955,513963.045906211,2013
4296630955,461550.197288133,2014
4296630955,475655.653998785,2015
4296630955,392911.99289366,2016
4296630955,410542.167290179,2017
4296746314,7393897.05775711,2012
4296746314,4648163.64375233,2013
4296746314,4025504.80661356,2014
4296746314,3848739.12552905,2015
4296746314,4908240.42924338,2016
4296801406,225746.074189903,2011
4296801406,136181.703644933,2012
4296801406,251994.916628034,2013
4296801406,274258.472134939,2014
4296801406,193895.128968961,2015
4296801406,245811.259329706,2016
4296823808,180923.531476396,2011
4296823808,211072.506070216,2012
4296823808,217588.266025839,2013
4296823808,227827.445351415,2016
4296823808,204795.005034917,2017
4296916352,153313.183856502,2005
4296916352,142212.505617978,2008
4296916352,127663.73553719,2009
4296916352,121228.755905512,2010
4296916352,124331.427272727,2011
4296916352,120803.184584179,2012
4296961663,32557938.3450864,2016
4296961663,29021112.5511964,2017
4296995162,85428.2420388399,2014
4296995162,91089.0646816222,2015
4297406852,644996.613230977,2011
4297406852,559499.467129287,2012
4297406852,605461.357010889,2013
4297406852,560172.892310616,2014
4297547368,1086316.87371681,2011
4297547368,1004699.51204173,2012
4297547368,1294762.8458498,2013
4297547368,1336345.86305245,2014
4297547368,1303390.04065261,2015
4297548485,294778.882773228,2012
4297548485,271515.65543362,2013
4297548485,279111.589636562,2014
4297833018,7782876.79050391,2012
4297833018,7859989.21172786,2013
4297833018,14396739.3063272,2014
4298133405,185910.251416167,2011
4298133405,198906.187413055,2012
4298133405,276925.849942454,2013
4298281582,341941.93982505,2011
4298281582,403726.702100585,2012
4298281582,423942.911628125,2013
4298281597,208315.128571869,2012
4298281597,175723.340467999,2013
4298281597,172268.251376036,2014
4298281597,160183.047804797,2015
4298281617,234566.516767293,2012
4298281617,221942.677321215,2013
4298281617,237295.177259991,2014
4298281617,202532.577609984,2015
4298281617,184493.072675396,2016
4298281619,63105.0509432483,2013
4298281619,64814.9400295634,2014
4298281619,63306.4428858928,2015
4298281638,608633.670970341,2012
4298281638,426619.824809319,2013
4298281638,3914654.27129641,2016
4298281673,2796607.46286115,2011
4298281673,2267085.93488992,2012
4298281673,1739999.63844809,2013
4298281673,20113121.8083313,2014
4298281673,117206251.561126,2015
4298281673,184313505.046257,2016
4298281673,77109928.5037368,2017
4298281674,27182.3691477858,2012
4298281674,27849.2224659584,2013
4298281674,25704.0555507881,2014
4298281674,22250.6504098701,2015
4298281680,145438.332481689,2011
4298281680,159500.704193883,2012
4298281680,163396.915388241,2013
4298281680,135348.043399318,2014
4298281680,127577.720502956,2015
4298281692,152263.757171526,2012
4298281692,185195.044763702,2013
4298281720,204486.59997043,2011
4298281720,192398.489566755,2012
4298281720,212147.102077553,2013
4298281720,232131.788925795,2014
4298281720,179223.25001527,2015
4298281720,210380.626664564,2016
4298281720,244286.848525084,2017
4298281742,378953.370665693,2013
4298281742,374813.317088767,2014
4298281742,340245.122350008,2015
4298281796,41392.4512976712,2011
4298281796,57327.9749403051,2012
4298281796,61216.4615834617,2013
4298281796,51549.3872900799,2014
4298281796,51591.0799197283,2015
4298281815,259492.377464977,2011
4298281815,365563.708193854,2012
4298281815,640364.548019654,2013
4298281815,239308.739224997,2014
4298281815,476920.358664098,2016
4298281831,216308.896710643,2010
4298281831,230514.570066465,2011
4298281831,218963.298445608,2012
4298281831,218037.567070391,2013
4298281831,213421.416645923,2014
4298281832,709844.096218902,2010
4298281832,748174.923776522,2011
4298281832,860861.564913067,2012
4298281832,1026019.79327233,2013
4298281832,952296.422815568,2014
4298281832,571223.123821589,2017
4298281878,513485.697231922,2012
4298281878,610282.948892388,2013
4298281878,538920.023332893,2014
4298281884,104417.294932577,2012
4298281884,116872.840897637,2013
4298281924,708537.992143017,2011
4298281924,1154492.79475091,2012
4298281924,1140760.19273599,2013
4298281924,1511020.95791489,2014
4298281924,1887464.00749407,2017
4298281932,51880.3776039301,2015
4298342617,311309.796617891,2012
4298342617,353882.804090439,2013
4298342617,457044.460207226,2014
4298342617,970931.002134955,2016
4298342625,304221.917202846,2012
4298342625,1876628.13577028,2013
4298449837,157897.389376071,2013
4298449837,103404.947680397,2014
4298450130,2840537.60707976,2012
4298514488,2309487.84432364,2012
4298528711,178519.929203964,2012
4298528711,230031.744583865,2013
4298528711,321797.058563525,2014
4298528711,295624.71745358,2015
4298528711,275986.91943227,2016
4298542742,296657.547842927,2011
5000011542,502485.132955073,2012
5000011542,562267.754482324,2013
5000011542,255896.693532537,2014
5000011542,227194.823377863,2015
5000011542,210843.881095338,2016
5000011542,247725.401839685,2017
5000011542,247815.169455856,2018
5000011542,241590.734956635,2019
5000011542,112819.178907745,2020
5000020677,587733.1787474,2014
5000020677,462529.834925008,2015
5000020677,701054.492185695,2016
5000056110,39547754.1885925,2014
5000056110,155649.916920972,2015
5000067131,61369.0789053091,2011
5000067131,65604.9453317468,2012
5000067131,70947.9630759233,2013
5000067131,62940.5989885032,2014
5000067131,59710.3353884174,2015
5000069879,506580.102710199,2011
5000070839,359086.604745976,2014
5000070839,332550.50829542,2015
5000164400,221309.930116532,2010
5000164400,224352.997781756,2014
5000177043,196920.636840796,2014
5000184593,341654.615645788,2012
5000184593,676584.190519907,2013
5000184593,502885.37506862,2014
5000184593,381723.299162646,2015
5000201815,160897.28827221,2012
5000201815,156876.826932769,2013
5000208251,1233760.66648448,2013
5000208251,1278206.8762907,2014
5000208251,878237.328314977,2015
5000374643,354861.90905148,2011
5000374643,382665.44505706,2012
5000374643,468769.578370425,2013
5000374643,447858.20012348,2014
5000374643,441820.804111756,2015
5000374643,578982.048749624,2016
5000374643,808714.408308979,2017
5000374643,1225510.81587958,2018
5000437297,2067279.35942187,2012
5000437297,2231839.41468674,2013
5000437297,2008431.18646074,2014
5000444516,292456.683338237,2012
5000444516,5445678.81496554,2014
5000444516,4110725.3887564,2015
5000666922,13079468.0770191,2015
5000671124,1488162.52101941,2012
5000671124,1174579.931047,2014
5000671124,894059.020304392,2015
5000671124,948909.089130987,2016
5000671124,956118.127965189,2017
5000671124,3420132.6234483,2018
5000671124,4161749.54402799,2019
5000680240,403028.109971872,2011
5000680240,423281.760690122,2012
5000680240,444467.2922629,2013
5000680240,377530.121672904,2014
5000680240,367074.091416956,2015
5000680240,420288.788011664,2016
5000680240,482382.106767672,2017
5000685496,104705.636063362,2013
5000685496,87836.2745817199,2014
5000745152,272635.230396839,2014
5000745152,372235.717652036,2015
5000745152,218852.030088738,2016
5000745152,341465.447308126,2018
5000991464,120294.684373024,2011
5000991464,159154.906046196,2012
5000991464,184149.703726396,2013
5000991464,147059.114095043,2014
5000991464,173438.686441208,2017
5001201540,1682549.8783455,2012
5001348508,263307.534931127,2012
5001348508,80589.5153531077,2013
5001348508,86545.8931852973,2014
5001425634,218160.169469601,2012
5001425634,797506.740653631,2013
5001425634,528541.626504365,2014
5001425634,329250.608842002,2015
5034817544,120371.232433478,2012
5034817544,135727.735944891,2013
5034817544,135061.711288168,2014
5034817552,184356.927113418,2012
5034817552,201364.961142737,2013
5034845492,12709643.5545177,2012
5034845492,22068076.4249342,2013
5034845492,27451697.4231114,2014
5035396729,212573.087741584,2011
5035415798,304324.977697876,2012
5035415798,307697.084479348,2013
5035415798,362375.288344634,2014
5035415798,222786.487553949,2015
5035415798,213471.472896873,2016
5035415798,260823.577214567,2017
5035421021,351757.978942739,2013
5035421021,285169.2977681,2014
5035421021,225103.984535355,2015
5035421021,208371.243978897,2016
5035424951,59503.1518224745,2013
5035424951,125892.20090581,2014
5035455746,26757.5282900023,2011
5035455746,58509.5030430905,2012
5035455746,99118.3113394234,2013
5035455746,589133.56390983,2014
5035463852,601846.360454706,2016
5035707371,150260.310534162,2011
5035970252,294908.942258559,2011
5035970252,301631.413622359,2012
5035970252,274787.553548755,2013
5035970252,240841.37785036,2014
5036215191,393664.37923052,2014
5036215333,613546.75272557,2010
5036215333,796390.013869626,2011
5036215333,815243.975994451,2012
5036381425,302938.863014973,2010
5036381425,305948.009067191,2011
5036381425,280533.118981505,2012
5036381425,261588.794606354,2013
5036381425,1886478.10143231,2014
5036381425,1499805.59004121,2015
5036388496,762244.458494836,2013
5036388496,652226.283364008,2014
5036388496,1887155.25306136,2015
5036388496,1537416.68418839,2016
5036388496,1911792.08502777,2017
5036395521,191142.833281135,2011
5036395521,205509.513526234,2012
5036395521,257494.978354075,2013
5036395521,248340.591544184,2014
5036753402,588907.89656066,2011
5036753402,543750.252546307,2012
5036753402,527620.195940317,2017
5036753402,498379.414900378,2019
5036786510,228153.076599792,2012
5036786510,226014.135043467,2013
5036786510,202102.627780683,2014
5036793801,307640.39480669,2013
5036793801,268186.013051998,2015
5036793801,273014.696336154,2016
5036793801,258857.077914305,2017
5036793801,294350.789226321,2018
5036855936,891287.323789151,2011
5036855936,760221.595307092,2012
5036855936,604960.846531756,2013
5036855936,568817.31259986,2014
5036855936,543341.188736004,2015
5037336269,239936.375750654,2011
5037336269,268584.884185253,2012
5037336269,310544.145451383,2013
5037336269,321630.144686906,2014
5037589273,629146.026803766,2015
5037589273,355281.416169164,2016
5037589273,432618.997903864,2017
5037631039,3943790.53626463,2010
5037631039,4810790.3501982,2012
5037631039,5450128.74435312,2013
5037631039,4735848.2397247,2014
5037639151,159624.001836011,1998
5037639151,394089.717514124,2013
5037840939,1079237.52682678,2011
5037840939,962894.634795596,2012
5037958107,5344.34151005061,2013
5037961886,1125741.23918092,2012
5037961886,1072856.27888894,2013
5037967426,301577.94374306,2014
5038058799,208522.094778521,2013
5038058799,195469.474274591,2014
5038060678,2656161.76470588,2012
5038060678,4059444.69473684,2013
5038060678,7957565.39393939,2016
5038071756,2276809.64378482,2012
5038071756,2006840.91596338,2013
5038071756,1604788.04719735,2014
5038071756,1419891.53737537,2015
5038072574,5001504.0625819,2014
5039189219,245092.926490985,2011
5039189219,217654.690649745,2012
5039189219,259589.731208563,2013
5039189219,245332.96587504,2014
5039612880,1065460106.1937,2011
5039612880,932312712.346356,2012
5039612880,895364618.726517,2013
5039612880,828306196.674494,2014
5039612930,141792.43306855,2011
5039612930,141183.903773256,2012
5039612933,247388.019478493,2013
5039612933,242221.543686609,2014
5039612933,208459.458260246,2015
5039612933,187321.435334483,2016
5039612975,239765.111865244,2012
5039612975,256202.933657175,2013
5039612975,229910.309882337,2014
5039612975,246611.62677946,2015
5039613023,29804426.3214671,2011
5039613023,16066207.515305,2012
5039613023,13124762.5069216,2013
5039613023,20886808.6364592,2016
5039613023,38403931.8582594,2017
5039613237,588009.080985113,2017
5039937952,132624667.234791,2013
5039937952,15660198.7772531,2016
5039937952,10109446.305687,2017
5039937952,5480866.73385246,2018
5039937952,6807336.51177684,2019
5039937952,5244220.14752091,2020
5040038666,2298369.17722844,2012
5040038666,3649498.79252708,2013
5040038666,7550613.43324817,2014
5040044234,93806.7944255601,2015
5040046550,3756705.28586839,2011
5040046550,1130213.66748093,2012
5040053957,252888.003313954,2013
5040053957,218849.638097542,2014
5040053957,214863.12881817,2015
5040057659,208731.435678871,2012
5040057659,201387.805770852,2013
5040188570,268083.401543811,2013
5040188570,227831.231876475,2014
5040188570,244800.244631805,2018
5040188583,115593.492016343,2012
5040188583,126237.595599025,2013
5040188583,101536.088932658,2014
5040188583,108199.298780382,2015
5040188583,144892.538034291,2016
5040190166,1799176.78207023,2012
5040190166,2052661.96535518,2013
5040190166,3501773.79506721,2014
5040190173,181005.702626507,2013
5040190173,163172.382507712,2014
5040190173,155466.588318099,2015
5040190173,131023.327259135,2016
5040251921,120804.320180008,2011
5040698769,195352.293816336,2013
5040698769,189667.723376776,2014
5040698769,202922.181256316,2015
5082355554,1101894.33553951,2010
5082355554,1748434.87808989,2011
5082355554,1622298.93699766,2012
5082355554,1497764.65316417,2013
5082355554,1421584.1144304,2015
5082355554,1408448.70039059,2016
5082355554,1723218.13267246,2017
5082355554,1842845.65975029,2018
5082355554,1960747.12645006,2019
5082355554,1887980.8297741,2020
5082355746,221183.312278502,2020
5082360812,857341.928045985,2020
5082360815,28159.15276865,2020
5082360849,285047.227532808,2019
5082360849,346710.665087777,2020
5082535415,443979.572717002,2011
5082535505,486709.230445976,2015
5082535505,542669.58021176,2016
5082535505,599755.824579783,2017
5082535505,554749.394456557,2018
5082535505,613327.383830394,2019
5082535505,461482.628861784,2020
5082535661,2222279.77903482,2012
5082535661,1742893.07363905,2013
5082535661,1848798.06509181,2014
5082535661,1840586.92965415,2015
5082535661,1791554.2866618,2016
5082535661,2342097.97406331,2019
5082535661,2125790.21986773,2020
5082535661,2152808.7812841,2021
5083253506,513375.551925558,2016
5083255085,336598.158752081,2011
5083255085,214605.199515945,2012
5083255085,200649.711939019,2013
5083255085,179042.174525082,2014
5083255085,152137.524478459,2015
5083255085,230058.432737655,2016
5083255085,306626.870324871,2017
5083255085,369902.22294711,2018
5083255085,422181.499527758,2019
5083255085,776136.322923836,2020
5083256099,373254.455559612,2010
5083256099,449090.381569916,2013
5083256099,494523.824402649,2014
5083256099,723956.244772009,2015
5083256099,1410635.33627741,2016
5083256099,1036932.21869406,2017
5083256099,980504.128735956,2018
5083256099,942037.240335985,2019
5083256099,760823.071177626,2020
5083257071,564903.136673657,2016
5083257071,607393.181215593,2017
5083257071,575028.915135112,2018
5083257071,454709.982653281,2019
5083257071,297176.198386919,2020
5083257071,276385.959998057,2021
5083257687,1632161.78747867,2018
5083258871,333925.205982524,2020
5083264964,194293.297107889,2018
5083264964,180354.978750065,2019
5083264964,195201.867745361,2020
5083265385,236936.295229699,2010
5083265385,265446.032640804,2011
5083265385,272502.76916813,2012
5083265385,269001.938467948,2013
5083265385,280550.237651895,2016
5083265385,351802.939283397,2017
5083265385,354889.284690526,2018
5083265385,390408.846257159,2019
5083265385,435888.912470124,2020
5083278570,158936.80206593,2018
5083278570,220278.782610038,2019
5083278570,308382.581599608,2020
5083279147,1160345.85974399,2010
5083279147,751631.190211609,2015
5083279147,600514.502959125,2016
5083279147,691228.058272457,2017
5083279147,734239.167904612,2018
5083279147,748137.649000336,2019
5083279147,917924.875482296,2020
5083279464,422777.873813532,2015
5083279464,244583.695772021,2016
5083279464,298105.17278243,2017
5083279464,152747.903950557,2020
5083279993,50795.1352029255,2020
5083290123,1108105.4754834,2018
5083290123,1097571.69669084,2019
5083290123,1094507.00274884,2020
