Instrument,Full-Time Employees (Pvt),Date
5060884500,,
5060884519,,
5060884520,,
5060884527,6,2015-12-31T00:00:00Z
5060884527,6,2016-12-31T00:00:00Z
5060884527,6,2017-12-31T00:00:00Z
5060884527,,2018-12-31T00:00:00Z
5060884527,,2019-12-31T00:00:00Z
5060884531,,
5060884533,,2006-12-31T00:00:00Z
5060884533,,2007-12-31T00:00:00Z
5060884533,,2008-12-31T00:00:00Z
5060884533,,2009-12-31T00:00:00Z
5060884533,,2010-12-31T00:00:00Z
5060884533,,2011-12-31T00:00:00Z
5060884533,,2012-12-31T00:00:00Z
5060884533,,2013-12-31T00:00:00Z
5060884533,,2014-12-31T00:00:00Z
5060884533,,2015-12-31T00:00:00Z
5060884533,1,2016-12-31T00:00:00Z
5060884533,1,2017-12-31T00:00:00Z
5060884533,,2018-12-31T00:00:00Z
5060884533,1,2019-12-31T00:00:00Z
5060884533,1,2020-12-31T00:00:00Z
5060884540,,
5060884541,,2007-12-31T00:00:00Z
5060884541,,2008-12-31T00:00:00Z
5060884541,,2009-12-31T00:00:00Z
5060884541,,2010-12-31T00:00:00Z
5060884541,,2011-12-31T00:00:00Z
5060884541,1,2012-12-31T00:00:00Z
5060884541,1,2013-12-31T00:00:00Z
5060884541,1,2014-12-31T00:00:00Z
5060884541,1,2015-12-31T00:00:00Z
5060884541,1,2016-12-31T00:00:00Z
5060884541,1,2017-12-31T00:00:00Z
5060884541,,2018-12-31T00:00:00Z
5060884541,,2019-12-31T00:00:00Z
5060884547,6,2015-12-31T00:00:00Z
5060884547,6,2016-12-31T00:00:00Z
5060884547,6,2017-12-31T00:00:00Z
5060884547,,2018-12-31T00:00:00Z
5060884547,,2019-12-31T00:00:00Z
5060884550,,
5060884554,,
5060884555,,
5060884556,,2015-12-31T00:00:00Z
5060884556,1,2016-12-31T00:00:00Z
5060884556,1,2017-12-31T00:00:00Z
5060884556,,2018-12-31T00:00:00Z
5060884556,,2019-12-31T00:00:00Z
5060884556,,2020-12-31T00:00:00Z
5060884564,,
5060884580,,2006-12-31T00:00:00Z
5060884580,,2007-12-31T00:00:00Z
5060884580,,2008-12-31T00:00:00Z
5060884580,,2009-12-31T00:00:00Z
5060884580,,2010-12-31T00:00:00Z
5060884580,1,2011-12-31T00:00:00Z
5060884580,,2012-12-31T00:00:00Z
5060884580,,2013-12-31T00:00:00Z
5060884580,,2014-12-31T00:00:00Z
5060884580,,2015-12-31T00:00:00Z
5060884580,,2016-12-31T00:00:00Z
5060884580,,2017-12-31T00:00:00Z
5060884580,,2018-12-31T00:00:00Z
5060884580,1,2019-12-31T00:00:00Z
5060884580,1,2020-12-31T00:00:00Z
5060884581,,2006-12-31T00:00:00Z
5060884581,,2007-12-31T00:00:00Z
5060884581,,2008-12-31T00:00:00Z
5060884581,,2009-12-31T00:00:00Z
5060884581,,2010-12-31T00:00:00Z
5060884581,1,2011-12-31T00:00:00Z
5060884581,1,2012-12-31T00:00:00Z
5060884581,1,2013-12-31T00:00:00Z
5060884581,1,2014-12-31T00:00:00Z
5060884581,,2015-12-31T00:00:00Z
5060884581,,2016-12-31T00:00:00Z
5060884581,1,2017-12-31T00:00:00Z
5060884581,,2018-12-31T00:00:00Z
5060884581,,2019-12-31T00:00:00Z
5060884583,,2007-12-31T00:00:00Z
5060884583,,2008-12-31T00:00:00Z
5060884583,,2009-12-31T00:00:00Z
5060884583,4,2010-12-31T00:00:00Z
5060884583,1,2011-12-31T00:00:00Z
5060884583,1,2012-12-31T00:00:00Z
5060884583,3,2013-12-31T00:00:00Z
5060884583,3,2014-12-31T00:00:00Z
5060884584,,
5060884591,,
5060884603,,
5060884607,,
5060884616,,
5060884618,,
5060884621,,
5060884625,,
5060884627,,
5060884639,,2006-12-31T00:00:00Z
5060884639,,2007-12-31T00:00:00Z
5060884639,,2008-12-31T00:00:00Z
5060884639,,2009-12-31T00:00:00Z
5060884639,,2010-12-31T00:00:00Z
5060884639,,2011-12-31T00:00:00Z
5060884639,,2012-12-31T00:00:00Z
5060884639,1,2013-12-31T00:00:00Z
5060884639,1,2014-12-31T00:00:00Z
5060884639,1,2015-12-31T00:00:00Z
5060884639,1,2016-12-31T00:00:00Z
5060884639,1,2017-12-31T00:00:00Z
5060884639,,2018-12-31T00:00:00Z
5060884639,,2019-12-31T00:00:00Z
5060884639,,2020-12-31T00:00:00Z
5060884645,,
5060884648,,
5060884655,,
5060884656,,2006-12-31T00:00:00Z
5060884656,,2007-12-31T00:00:00Z
5060884656,,2008-12-31T00:00:00Z
5060884656,4,2009-12-31T00:00:00Z
5060884656,4,2010-12-31T00:00:00Z
5060884656,4,2011-12-31T00:00:00Z
5060884656,,2012-12-31T00:00:00Z
5060884656,,2013-12-31T00:00:00Z
5060884656,3,2014-12-31T00:00:00Z
5060884656,,2015-12-31T00:00:00Z
5060884656,3,2016-12-31T00:00:00Z
5060884656,3,2017-12-31T00:00:00Z
5060884656,,2018-12-31T00:00:00Z
5060884656,3,2019-12-31T00:00:00Z
5060884656,3,2020-12-31T00:00:00Z
5060884659,,2008-12-31T00:00:00Z
5060884659,,2009-12-31T00:00:00Z
5060884659,1,2010-12-31T00:00:00Z
5060884659,1,2011-12-31T00:00:00Z
5060884659,1,2012-12-31T00:00:00Z
5060884659,,2013-12-31T00:00:00Z
5060884659,1,2014-12-31T00:00:00Z
5060884659,1,2015-12-31T00:00:00Z
5060884659,,2016-12-31T00:00:00Z
5060884663,,
5060884664,,2015-12-31T00:00:00Z
5060884664,6,2016-12-31T00:00:00Z
5060884664,6,2017-12-31T00:00:00Z
5060884664,,2018-12-31T00:00:00Z
5060884664,,2019-12-31T00:00:00Z
5060884664,,2020-12-31T00:00:00Z
5060884665,,
5060884667,,
5060884678,,
5060884681,,
5060884685,,
5060884689,,
5060884693,,
5060884694,,
5060884698,,
5060884704,,2006-12-31T00:00:00Z
5060884704,,2007-12-31T00:00:00Z
5060884704,,2008-12-31T00:00:00Z
5060884704,7,2009-12-31T00:00:00Z
5060884704,7,2010-12-31T00:00:00Z
5060884704,7,2011-12-31T00:00:00Z
5060884704,7,2012-12-31T00:00:00Z
5060884704,,2013-12-31T00:00:00Z
5060884704,7,2014-12-31T00:00:00Z
5060884704,,2015-12-31T00:00:00Z
5060884704,,2016-12-31T00:00:00Z
5060884704,,2017-12-31T00:00:00Z
5060884704,7,2018-12-31T00:00:00Z
5060884704,7,2019-12-31T00:00:00Z
5060884707,,
5060884717,,2006-12-31T00:00:00Z
5060884717,,2007-12-31T00:00:00Z
5060884717,,2008-12-31T00:00:00Z
5060884717,,2009-12-31T00:00:00Z
5060884717,,2010-12-31T00:00:00Z
5060884717,,2011-12-31T00:00:00Z
5060884717,1,2012-12-31T00:00:00Z
5060884717,1,2013-12-31T00:00:00Z
5060884717,1,2014-12-31T00:00:00Z
5060884717,1,2015-12-31T00:00:00Z
5060884717,1,2016-12-31T00:00:00Z
5060884717,1,2017-12-31T00:00:00Z
5060884717,1,2018-12-31T00:00:00Z
5060884717,,2019-12-31T00:00:00Z
5060884717,,2020-12-31T00:00:00Z
5060884720,,2006-12-31T00:00:00Z
5060884720,,2007-12-31T00:00:00Z
5060884720,,2008-12-31T00:00:00Z
5060884720,,2009-12-31T00:00:00Z
5060884720,,2010-12-31T00:00:00Z
5060884720,,2011-12-31T00:00:00Z
5060884720,,2012-12-31T00:00:00Z
5060884720,,2013-12-31T00:00:00Z
5060884720,,2014-12-31T00:00:00Z
5060884720,7,2015-12-31T00:00:00Z
5060884720,7,2016-12-31T00:00:00Z
5060884720,7,2017-12-31T00:00:00Z
5060884720,,2018-12-31T00:00:00Z
5060884720,,2019-12-31T00:00:00Z
5060884720,,2020-12-31T00:00:00Z
5060884728,,
5060884731,,2006-12-31T00:00:00Z
5060884731,,2007-12-31T00:00:00Z
5060884731,,2008-12-31T00:00:00Z
5060884731,,2009-12-31T00:00:00Z
5060884731,,2010-12-31T00:00:00Z
5060884731,1,2011-12-31T00:00:00Z
5060884731,,2012-12-31T00:00:00Z
5060884731,,2013-12-31T00:00:00Z
5060884731,,2014-12-31T00:00:00Z
5060884731,,2015-12-31T00:00:00Z
5060884731,,2016-12-31T00:00:00Z
5060884731,,2017-12-31T00:00:00Z
5060884731,,2018-12-31T00:00:00Z
5060884731,,2019-12-31T00:00:00Z
5060884731,,2020-12-31T00:00:00Z
5060884738,,2007-12-31T00:00:00Z
5060884738,,2008-12-31T00:00:00Z
5060884738,4,2009-12-31T00:00:00Z
5060884738,4,2010-12-31T00:00:00Z
5060884738,4,2011-12-31T00:00:00Z
