Instrument,Full-Time Employees (Pvt),Date
5081872389,,
5081872391,,
5081872401,,
5081872409,47,2019-12-31T00:00:00Z
5081872413,,
5081872428,5,2017-12-31T00:00:00Z
5081872440,,
5081872447,16,2018-12-31T00:00:00Z
5081872453,7,2019-12-31T00:00:00Z
5081872460,10,2019-12-31T00:00:00Z
5081872498,3,2018-12-31T00:00:00Z
5081872498,,2019-12-31T00:00:00Z
5081872498,,2020-12-31T00:00:00Z
5081872499,15,2020-12-31T00:00:00Z
5081872501,,
5081872512,13,2020-12-31T00:00:00Z
5081872514,6,2019-12-31T00:00:00Z
5081872525,,
5081872537,,
5081872544,,
5081872545,,
5081872548,5,2020-12-31T00:00:00Z
5081872549,,
5081872552,24,2019-12-31T00:00:00Z
5081872554,,
5081872598,,
5081872601,,
5081872605,,
5081872610,,2019-12-31T00:00:00Z
5081872610,152,2020-12-31T00:00:00Z
5081872632,8,2020-12-31T00:00:00Z
5081872634,16,2020-12-31T00:00:00Z
5081872666,,2019-12-31T00:00:00Z
5081872666,348,2020-12-31T00:00:00Z
5081872673,8,2020-12-31T00:00:00Z
5081872678,2,2020-12-31T00:00:00Z
5081872708,4,2016-12-31T00:00:00Z
5081872708,,2017-12-31T00:00:00Z
5081872708,,2018-12-31T00:00:00Z
5081872708,,2019-12-31T00:00:00Z
5081872708,,2020-12-31T00:00:00Z
5081872709,,
5081872711,49,2020-12-31T00:00:00Z
5081872712,14,2020-12-31T00:00:00Z
5081872717,18,2019-12-31T00:00:00Z
5081872717,18,2020-12-31T00:00:00Z
5081872724,18,2019-12-31T00:00:00Z
5081872727,,
5081872733,,
5081872737,,
5081872741,14,2018-12-31T00:00:00Z
5081872744,,
5081872763,,
5081872765,11,2018-12-31T00:00:00Z
5081872770,,
5081872772,,
5081872781,1,2020-12-31T00:00:00Z
5081872782,,
5081872788,28,2017-12-31T00:00:00Z
5081872788,,2018-12-31T00:00:00Z
5081872788,,2019-12-31T00:00:00Z
5081872789,,2019-12-31T00:00:00Z
5081872789,29,2020-12-31T00:00:00Z
5081872794,,
5081872797,,2017-12-31T00:00:00Z
5081872797,14,2018-12-31T00:00:00Z
5081872800,14,2019-12-31T00:00:00Z
5081872810,7,2019-12-31T00:00:00Z
5081872816,,2018-12-31T00:00:00Z
5081872816,82,2019-12-31T00:00:00Z
5081872816,67,2020-12-31T00:00:00Z
5081872817,,
5081872822,,
5081872837,7,2016-12-31T00:00:00Z
5081872857,12,2019-12-31T00:00:00Z
5081872864,,
5081872867,11,2018-12-31T00:00:00Z
5081872875,9,2020-12-31T00:00:00Z
5081872879,,
5081872883,7,2019-12-31T00:00:00Z
5081872884,,
