Instrument,Cost of Revenues - Total,Date
5081885004,24380748.3615976,2020-12-31T00:00:00Z
5081885040,,
5081885107,,
5081885250,12105056.6331001,2019-12-31T00:00:00Z
5081885250,20650206.5390271,2020-12-31T00:00:00Z
5081885292,,
5081885300,,
5081885303,,
5081885321,39319029.604822,2019-12-31T00:00:00Z
5081885321,36392417.6032524,2020-12-31T00:00:00Z
5081885322,24986328.2965789,2019-12-31T00:00:00Z
5081885349,,
5081885404,,
5081885418,21089555.7898231,2019-12-31T00:00:00Z
5081885418,15544885.2430155,2020-12-31T00:00:00Z
5081885458,,
5082052506,,
5082055255,4249159.71426121,2017-12-31T00:00:00Z
5082055255,34111631.8251881,2018-12-31T00:00:00Z
5082055255,65194828.2552805,2019-12-31T00:00:00Z
5082055255,47103321.6593766,2020-12-31T00:00:00Z
5082060778,,
5082061843,,
5082065324,,
5082068188,,
