Instrument,Operating Profit before Non-Recurring Income/Expense,Date
5040933966,685473.560393795,2011-12-31T00:00:00Z
5040933966,588205.41385041,2012-12-31T00:00:00Z
5040933966,589139.234696304,2013-12-31T00:00:00Z
5040933966,461427.063419333,2014-12-31T00:00:00Z
5040933966,164696.53900811,2015-12-31T00:00:00Z
5040933966,458233.938800855,2016-12-31T00:00:00Z
5040933966,945333.696985159,2017-12-31T00:00:00Z
5040933966,1064996.06229926,2018-12-31T00:00:00Z
5040933966,1066590.2041448,2019-12-31T00:00:00Z
5040933966,1072445.69621123,2020-12-31T00:00:00Z
5040934228,805377.824998654,2011-12-31T00:00:00Z
5040934228,1124095.30815415,2012-12-31T00:00:00Z
5040934228,1233973.33199616,2013-12-31T00:00:00Z
5040934228,1432190.65769133,2014-12-31T00:00:00Z
5040934228,925035.202489322,2015-12-31T00:00:00Z
5040934228,424387.790915434,2016-12-31T00:00:00Z
5040934228,-527163.41057858,2017-12-31T00:00:00Z
5040934228,642195.085141656,2018-12-31T00:00:00Z
5040934228,776880.782159431,2019-12-31T00:00:00Z
5040934228,,2020-12-31T00:00:00Z
5040934387,224440.769513714,2011-12-31T00:00:00Z
5040934387,112375.11271045,2012-12-31T00:00:00Z
5040934387,427164.267307988,2013-12-31T00:00:00Z
5040934387,742039.65838597,2014-12-31T00:00:00Z
5040934387,448968.980299843,2015-12-31T00:00:00Z
5040934387,352881.84467863,2016-12-31T00:00:00Z
5040934387,392859.660904414,2017-12-31T00:00:00Z
5040934387,500523.553528637,2018-12-31T00:00:00Z
5040934387,567589.326936393,2019-12-31T00:00:00Z
5040934387,488280.099180011,2020-12-31T00:00:00Z
5040934389,137595.05774328,2011-12-31T00:00:00Z
5040934389,328692.902414945,2012-12-31T00:00:00Z
5040934389,258546.793370624,2013-12-31T00:00:00Z
5040934389,261194.13972788,2014-12-31T00:00:00Z
5040934389,87879.5872292328,2015-12-31T00:00:00Z
5040934389,128829.879803309,2016-12-31T00:00:00Z
5040934391,243203.731933252,2011-12-31T00:00:00Z
5040934391,263126.412456781,2012-12-31T00:00:00Z
5040934391,207620.909827926,2013-12-31T00:00:00Z
5040934391,,2014-12-31T00:00:00Z
5040934391,,2015-12-31T00:00:00Z
5040934391,,2016-12-31T00:00:00Z
5040934391,,2017-12-31T00:00:00Z
5040934391,,2018-12-31T00:00:00Z
5040934391,,2019-12-31T00:00:00Z
5040934394,-124667.123738718,2010-12-31T00:00:00Z
5040934394,-532510.742954513,2011-12-31T00:00:00Z
5040934394,-689394.642447262,2012-12-31T00:00:00Z
5040934394,-729824.116991519,2013-12-31T00:00:00Z
5040934440,232482.039122088,2011-12-31T00:00:00Z
5040934440,404412.73333776,2012-12-31T00:00:00Z
5040934440,729142.83426854,2013-12-31T00:00:00Z
5040934440,-67168.7550061947,2014-12-31T00:00:00Z
5040934440,-59290.7540429195,2015-12-31T00:00:00Z
5040934440,20260.0181004279,2016-12-31T00:00:00Z
5040934440,208419.074111127,2017-12-31T00:00:00Z
5040934440,482814.612077009,2018-12-31T00:00:00Z
5040934440,734681.255046525,2019-12-31T00:00:00Z
5040934440,,2020-12-31T00:00:00Z
5040934642,-123656.857088766,2011-12-31T00:00:00Z
5040934642,60231.6836886025,2012-12-31T00:00:00Z
5040934642,153969.89539331,2013-12-31T00:00:00Z
5040934642,94068.0905418508,2014-12-31T00:00:00Z
5040934642,99190.821229035,2015-12-31T00:00:00Z
5040934642,-71505.9462368044,2016-12-31T00:00:00Z
5040934642,40690.7663575472,2017-12-31T00:00:00Z
5040934642,106253.648709765,2018-12-31T00:00:00Z
5040934642,,2019-12-31T00:00:00Z
5040934642,,2020-12-31T00:00:00Z
5040934798,639727.671066159,2011-12-31T00:00:00Z
5040934798,822076.437087012,2012-12-31T00:00:00Z
5040934798,732378.927202691,2013-12-31T00:00:00Z
5040934798,1099689.40364407,2014-12-31T00:00:00Z
5040934798,507886.836518593,2015-12-31T00:00:00Z
5040934798,899306.450504877,2016-12-31T00:00:00Z
5040934798,716811.446637863,2017-12-31T00:00:00Z
5040934798,1125009.69721867,2018-12-31T00:00:00Z
5040934798,1169302.26070263,2019-12-31T00:00:00Z
5040934798,1177717.09374087,2020-12-31T00:00:00Z
5040934829,290915.264942935,2011-12-31T00:00:00Z
5040934829,942367.713939392,2012-12-31T00:00:00Z
5040934829,973382.6904566,2013-12-31T00:00:00Z
5040934832,-343451.559717642,2011-12-31T00:00:00Z
5040934832,-391161.762926267,2012-12-31T00:00:00Z
5040934832,171853.566871515,2013-12-31T00:00:00Z
5040935378,995347.62091391,2010-12-31T00:00:00Z
5040935378,1198506.56140803,2011-12-31T00:00:00Z
5040935378,1235609.96824047,2012-12-31T00:00:00Z
5040935378,971168.521606917,2013-12-31T00:00:00Z
5040935378,713071.143193725,2014-12-31T00:00:00Z
5040935378,93100.1567676031,2015-12-31T00:00:00Z
5040935378,-11679.3045520114,2016-12-31T00:00:00Z
5040935378,-97730.5013408946,2017-12-31T00:00:00Z
5040935378,-270799.229697803,2018-12-31T00:00:00Z
5040935378,,2019-12-31T00:00:00Z
5040935378,,2020-12-31T00:00:00Z
5040935472,,
5040935473,184591.811232219,2011-12-31T00:00:00Z
5040935473,378943.335663722,2012-12-31T00:00:00Z
5040935473,255140.379755728,2013-12-31T00:00:00Z
5040935509,-146172.411992212,2011-12-31T00:00:00Z
5040935509,170369.619576333,2012-12-31T00:00:00Z
5040935509,324290.576138122,2013-12-31T00:00:00Z
5040935509,476707.159344912,2014-12-31T00:00:00Z
5040935509,593653.336077533,2015-12-31T00:00:00Z
5040935509,441430.041435206,2016-12-31T00:00:00Z
5040935509,126310.920568219,2017-12-31T00:00:00Z
5040935509,588207.409466209,2018-12-31T00:00:00Z
5040935509,138200.607660865,2019-12-31T00:00:00Z
5040935509,368716.536230952,2020-12-31T00:00:00Z
5040935598,-892223.536769088,2011-12-31T00:00:00Z
5040935598,62985.1320857958,2012-12-31T00:00:00Z
5040935598,89929.3194332607,2013-12-31T00:00:00Z
5040935598,-111417.36612402,2014-12-31T00:00:00Z
5040935598,172900.291139834,2015-12-31T00:00:00Z
5040935598,-8699.89012547787,2016-12-31T00:00:00Z
5040935598,-105481.123504237,2017-12-31T00:00:00Z
5040935598,-607515.074798886,2018-12-31T00:00:00Z
5040935601,,
5040935707,664208.869651652,2011-12-31T00:00:00Z
5040935707,184997.314186422,2012-12-31T00:00:00Z
5040935707,229932.919005496,2013-12-31T00:00:00Z
5040935707,132427.498021692,2014-12-31T00:00:00Z
5040935707,476314.820738925,2015-12-31T00:00:00Z
5040935707,630324.916077431,2016-12-31T00:00:00Z
5040935707,106086.640860748,2017-12-31T00:00:00Z
5040935707,309168.602842996,2018-12-31T00:00:00Z
5040935707,116247.753933666,2019-12-31T00:00:00Z
5040935707,586085.440147261,2020-12-31T00:00:00Z
5040935710,85045.5245717582,2010-12-31T00:00:00Z
5040935710,86667.0168902479,2011-12-31T00:00:00Z
5040935710,141286.320880979,2012-12-31T00:00:00Z
5040935710,104065.93593508,2013-12-31T00:00:00Z
5040935710,102185.641502315,2014-12-31T00:00:00Z
5040935710,122186.187052809,2015-12-31T00:00:00Z
5040935710,67096.4128855348,2016-12-31T00:00:00Z
5040935710,111415.193598046,2017-12-31T00:00:00Z
5040935710,112525.565473883,2018-12-31T00:00:00Z
5040935710,,2019-12-31T00:00:00Z
5040935710,,2020-12-31T00:00:00Z
5040935733,118117.315802998,2011-12-31T00:00:00Z
5040935733,243852.273676428,2012-12-31T00:00:00Z
5040935733,291248.364073628,2013-12-31T00:00:00Z
5040935733,345075.499652678,2014-12-31T00:00:00Z
5040935733,347789.370675238,2015-12-31T00:00:00Z
5040935733,419859.080987103,2016-12-31T00:00:00Z
5040935733,408482.008702401,2017-12-31T00:00:00Z
5040935733,48576.6102318947,2018-12-31T00:00:00Z
5040935733,420971.562924166,2019-12-31T00:00:00Z
5040935733,860942.979593938,2020-12-31T00:00:00Z
5040935778,-361142.352856064,2011-12-31T00:00:00Z
5040935778,-23748.4924257919,2012-12-31T00:00:00Z
5040935778,419499.836674472,2013-12-31T00:00:00Z
5040935778,339822.96667826,2014-12-31T00:00:00Z
5040935778,-243875.177006725,2015-12-31T00:00:00Z
5040935778,337269.713083594,2016-12-31T00:00:00Z
5040935778,146171.889861784,2017-12-31T00:00:00Z
5040935778,351104.36003053,2018-12-31T00:00:00Z
5040935778,125916.109202122,2019-12-31T00:00:00Z
5040935778,19625.0629639847,2020-12-31T00:00:00Z
5040935786,426544.679004168,2011-12-31T00:00:00Z
5040935786,154881.472342121,2012-12-31T00:00:00Z
5040935786,362783.049986449,2013-12-31T00:00:00Z
5040935786,724053.712140236,2014-12-31T00:00:00Z
5040935786,768915.313437106,2015-12-31T00:00:00Z
5040935786,424626.144069557,2016-12-31T00:00:00Z
5040935786,633492.258381933,2017-12-31T00:00:00Z
5040935786,266494.973094977,2018-12-31T00:00:00Z
5040935786,853203.916102181,2019-12-31T00:00:00Z
5040935786,397407.525020691,2020-12-31T00:00:00Z
5040935805,283816.643405166,2010-12-31T00:00:00Z
5040935805,238200.275288042,2011-12-31T00:00:00Z
5040935805,288939.991180467,2012-12-31T00:00:00Z
5040935805,313049.411208964,2013-12-31T00:00:00Z
5040935805,179222.79179378,2014-12-31T00:00:00Z
5040935805,17899.0955601266,2015-12-31T00:00:00Z
5040935805,313076.867940142,2016-12-31T00:00:00Z
5040935805,402547.938608592,2017-12-31T00:00:00Z
5040935805,532866.967429873,2018-12-31T00:00:00Z
5040935805,545522.727853094,2019-12-31T00:00:00Z
5040935805,421832.19577478,2020-12-31T00:00:00Z
5040935981,703521.743292589,2011-12-31T00:00:00Z
5040935981,1043040.67096177,2012-12-31T00:00:00Z
5040935981,1534419.01283001,2013-12-31T00:00:00Z
5040935981,1053371.61286966,2014-12-31T00:00:00Z
5040935981,309878.091884692,2015-12-31T00:00:00Z
5040935981,117031.398674237,2016-12-31T00:00:00Z
5040935981,277569.156224697,2017-12-31T00:00:00Z
5040935981,560783.145968202,2018-12-31T00:00:00Z
5040935981,741960.957836892,2019-12-31T00:00:00Z
5040935981,,2020-12-31T00:00:00Z
5040936224,931715.105290211,2011-12-31T00:00:00Z
5040936224,1767369.68994842,2012-12-31T00:00:00Z
5040936224,1694861.09409162,2013-12-31T00:00:00Z
5040936224,1809895.52885175,2014-12-31T00:00:00Z
5040936224,1097065.39870609,2015-12-31T00:00:00Z
5040936224,922903.412763023,2016-12-31T00:00:00Z
5040936224,-96761.6735704768,2017-12-31T00:00:00Z
5040936224,519954.197621394,2018-12-31T00:00:00Z
5040936224,-16265.5859222253,2019-12-31T00:00:00Z
5040936224,-33063.9647762786,2020-12-31T00:00:00Z
5040936236,227121.192716505,2011-12-31T00:00:00Z
5040936236,485123.189480487,2012-12-31T00:00:00Z
5040936236,1006765.54388258,2013-12-31T00:00:00Z
5040936236,641923.196540244,2014-12-31T00:00:00Z
5040936236,973884.817455501,2015-12-31T00:00:00Z
5040936236,208439.833280285,2016-12-31T00:00:00Z
5040936236,125947.610154313,2017-12-31T00:00:00Z
5040936236,-206358.359415492,2018-12-31T00:00:00Z
5040936236,-10350.8274050525,2019-12-31T00:00:00Z
5040936236,333306.096535067,2020-12-31T00:00:00Z
5040936237,22601.8085565868,2014-12-31T00:00:00Z
5040936237,393158.60594917,2015-12-31T00:00:00Z
5040936237,263737.765036747,2016-12-31T00:00:00Z
5040936237,272119.500016097,2017-12-31T00:00:00Z
5040936237,123101.738840827,2018-12-31T00:00:00Z
5040936237,-124323.674216729,2019-12-31T00:00:00Z
5040936237,133322.438614027,2020-12-31T00:00:00Z
5040936268,,
5040936277,282873.995334562,2011-12-31T00:00:00Z
5040936277,42162.1785820218,2012-12-31T00:00:00Z
5040936277,603786.813240358,2013-12-31T00:00:00Z
5040936277,378341.541823992,2014-12-31T00:00:00Z
5040936277,354998.728609178,2015-12-31T00:00:00Z
5040936277,514485.283173808,2016-12-31T00:00:00Z
5040936277,570155.14289087,2017-12-31T00:00:00Z
5040936277,320605.627530505,2018-12-31T00:00:00Z
5040936277,481142.85630079,2019-12-31T00:00:00Z
5040936277,447750.077841347,2020-12-31T00:00:00Z
5040936425,796443.08098935,2011-12-31T00:00:00Z
5040936425,877661.676605351,2012-12-31T00:00:00Z
5040936425,766272.742670909,2013-12-31T00:00:00Z
5040936425,786129.101837904,2014-12-31T00:00:00Z
5040936425,846478.060864322,2015-12-31T00:00:00Z
5040936425,744376.900325134,2016-12-31T00:00:00Z
5040936425,965679.080163932,2017-12-31T00:00:00Z
5040936425,577016.342298861,2018-12-31T00:00:00Z
5040936425,343055.993996024,2019-12-31T00:00:00Z
5040936425,361357.137619458,2020-12-31T00:00:00Z
5040936593,132948.990858442,2011-12-31T00:00:00Z
5040936593,-20650.8629789494,2012-12-31T00:00:00Z
5040936593,215115.019780697,2013-12-31T00:00:00Z
5040936593,229678.941881372,2014-12-31T00:00:00Z
5040936593,88873.9814270176,2015-12-31T00:00:00Z
5040936593,-275893.775897004,2016-12-31T00:00:00Z
5040936593,-50621.2510043295,2017-12-31T00:00:00Z
5040936593,116214.928276305,2018-12-31T00:00:00Z
5040936593,463284.835393172,2019-12-31T00:00:00Z
5040936593,786175.756019192,2020-12-31T00:00:00Z
5040936670,908663.465746207,2011-12-31T00:00:00Z
5040936670,887126.655470703,2012-12-31T00:00:00Z
5040936670,707001.145771714,2013-12-31T00:00:00Z
5040936670,976016.127246412,2014-12-31T00:00:00Z
5040936670,684391.806625397,2015-12-31T00:00:00Z
5040936670,502210.09573649,2016-12-31T00:00:00Z
5040936670,283382.122847204,2017-12-31T00:00:00Z
5040936670,564841.445050867,2018-12-31T00:00:00Z
5040936670,403454.778084847,2019-12-31T00:00:00Z
5040936670,607310.372374614,2020-12-31T00:00:00Z
5040936695,362562.499490127,2010-12-31T00:00:00Z
5040936695,847907.20648294,2011-12-31T00:00:00Z
5040936695,682683.111979103,2012-12-31T00:00:00Z
5040936695,219883.998841552,2013-12-31T00:00:00Z
5040936695,198004.576368972,2014-12-31T00:00:00Z
5040936695,206461.095315072,2015-12-31T00:00:00Z
5040936695,585872.052833551,2016-12-31T00:00:00Z
5040936695,-489136.920589682,2017-12-31T00:00:00Z
5040936695,-88298.7497379757,2018-12-31T00:00:00Z
5040936695,-970247.887528543,2019-12-31T00:00:00Z
5040936695,88526.0992397137,2020-12-31T00:00:00Z
5040936962,-172246.198888999,2010-12-31T00:00:00Z
5040936962,259822.355790558,2011-12-31T00:00:00Z
5040936962,1084514.48744449,2012-12-31T00:00:00Z
5040936962,1376361.42109883,2013-12-31T00:00:00Z
5040936962,-582235.321830948,2014-12-31T00:00:00Z
5040936962,-387316.540037184,2015-12-31T00:00:00Z
5040936962,-207449.714483425,2020-12-31T00:00:00Z
5040936962,-207449.714483425,2020-12-31T00:00:00Z
5040936963,114900.807959648,2011-12-31T00:00:00Z
5040936963,445026.09719636,2012-12-31T00:00:00Z
5040936963,876640.543793547,2013-12-31T00:00:00Z
5040936963,181291.971450369,2014-12-31T00:00:00Z
5040936963,-143192.764481013,2015-12-31T00:00:00Z
5040936963,500422.44708057,2016-12-31T00:00:00Z
5040936963,833434.089501904,2017-12-31T00:00:00Z
5040936963,220009.001784455,2018-12-31T00:00:00Z
5040936963,1070457.54625218,2019-12-31T00:00:00Z
5040936963,431751.385207664,2020-12-31T00:00:00Z
5040937024,607205.202872293,2011-12-31T00:00:00Z
5040937024,500267.15566505,2012-12-31T00:00:00Z
5040937024,831164.922034682,2013-12-31T00:00:00Z
5040937024,800931.694765809,2014-12-31T00:00:00Z
5040937024,1204832.86989102,2015-12-31T00:00:00Z
5040937024,1736641.08093786,2016-12-31T00:00:00Z
5040937024,2530093.72244606,2017-12-31T00:00:00Z
5040937024,3003633.23621214,2018-12-31T00:00:00Z
5040937024,3157457.3399654,2019-12-31T00:00:00Z
5040937024,2689060.25786947,2020-12-31T00:00:00Z
5040937027,-101677.386825878,2011-12-31T00:00:00Z
5040937027,276893.654442747,2012-12-31T00:00:00Z
5040937027,289545.15726618,2013-12-31T00:00:00Z
5040937027,52684.4974100721,2014-12-31T00:00:00Z
5040937027,-262768.666764637,2015-12-31T00:00:00Z
5040937027,101300.09050214,2016-12-31T00:00:00Z
5040937027,24947.3150882581,2017-12-31T00:00:00Z
5040937027,-198610.697530405,2018-12-31T00:00:00Z
5040937027,-202466.73385707,2019-12-31T00:00:00Z
5040937027,116363.824422322,2020-12-31T00:00:00Z
5040937038,375437.94327095,2011-12-31T00:00:00Z
5040937038,220275.871775461,2012-12-31T00:00:00Z
5040937038,287501.309097242,2013-12-31T00:00:00Z
5040937038,64303.7370201484,2014-12-31T00:00:00Z
5040937038,125915.165294502,2015-12-31T00:00:00Z
5040937038,90097.4922583736,2016-12-31T00:00:00Z
5040937038,323346.268376937,2017-12-31T00:00:00Z
5040937038,328353.289415592,2018-12-31T00:00:00Z
5040937038,,2019-12-31T00:00:00Z
5040937038,,2020-12-31T00:00:00Z
5040937050,56467.5821388007,2011-12-31T00:00:00Z
5040937050,752035.593483409,2012-12-31T00:00:00Z
5040937050,765761.780628674,2013-12-31T00:00:00Z
5040937050,214398.845955792,2014-12-31T00:00:00Z
5040937050,192166.678721915,2015-12-31T00:00:00Z
5040937050,270650.006506305,2016-12-31T00:00:00Z
5040937050,238210.528051474,2017-12-31T00:00:00Z
5040937050,323311.160252281,2018-12-31T00:00:00Z
5040937050,,2019-12-31T00:00:00Z
5040937050,,2020-12-31T00:00:00Z
5040937078,43601.5507654031,2011-12-31T00:00:00Z
5040937078,513862.307126192,2012-12-31T00:00:00Z
5040937078,394973.658647219,2013-12-31T00:00:00Z
5040937078,488803.901952663,2014-12-31T00:00:00Z
5040937078,295086.478192643,2015-12-31T00:00:00Z
5040937078,438450.627008673,2016-12-31T00:00:00Z
5040937078,464795.122857935,2017-12-31T00:00:00Z
5040937078,327246.480574865,2018-12-31T00:00:00Z
5040937078,437919.620982988,2019-12-31T00:00:00Z
5040937078,620109.326481561,2020-12-31T00:00:00Z
5040937092,255176.288905719,2011-12-31T00:00:00Z
5040937092,155569.834441419,2012-12-31T00:00:00Z
5040937092,148689.954290221,2013-12-31T00:00:00Z
5040937092,147548.42628138,2014-12-31T00:00:00Z
5040937092,250338.739292327,2015-12-31T00:00:00Z
5040937092,24073.6685663908,2016-12-31T00:00:00Z
5040937092,-12110.3471302224,2017-12-31T00:00:00Z
5040937092,59521.7198790811,2018-12-31T00:00:00Z
5040937092,,2019-12-31T00:00:00Z
5040937092,,2020-12-31T00:00:00Z
5040937101,224632.915779205,2010-12-31T00:00:00Z
5040937101,15546.4545761888,2011-12-31T00:00:00Z
5040937101,1330431.84741882,2012-12-31T00:00:00Z
5040937101,185990.183373335,2013-12-31T00:00:00Z
5040937101,,2014-12-31T00:00:00Z
5040937101,,2015-12-31T00:00:00Z
5040937101,,2016-12-31T00:00:00Z
5040937101,-59825.1148232985,2017-12-31T00:00:00Z
5040937101,-33327.2439818822,2018-12-31T00:00:00Z
5040937101,787572.845632782,2019-12-31T00:00:00Z
5040937137,578077.937401963,2011-12-31T00:00:00Z
