Instrument,Revenue from Business Activities - Total,Date
5083265453,16475141.4603391,2019
5083265453,18292227.1712842,2020
5083265745,9234715.40159301,2016
5083265801,8544426.69448625,2017
5083265828,11893890.1792873,2019
5083265989,9055199.43864615,2016
5083266116,10044147.0891019,2015
5083266310,8267227.92821116,2016
5083266951,9086550.19506641,2015
5083277508,10137057.0166183,2020
5083277895,8625681.84309043,2018
5083278261,16772622.7928776,2017
5083278570,6660340.06384067,2015
5083278570,10824138.1199073,2016
5083278570,11747322.8711824,2017
5083278570,16101546.5321691,2018
5083278570,21951519.4292251,2019
5083278570,28684378.9553345,2020
5083278576,7709695.98695072,2019
5083278862,8977498.98437153,2014
5083278917,1665127.44112249,2019
5083279147,18555981.9669966,2008
5083279147,24361217.4746282,2009
5083279147,28715395.1173832,2010
5083279147,34449203.349094,2012
5083279147,37873977.6539622,2013
5083279147,42126542.9325818,2014
5083279147,44941492.5722424,2015
5083279147,45012492.4275346,2016
5083279147,49622488.5492515,2017
5083279147,58019672.3464046,2018
5083279147,61201394.2551159,2019
5083279147,65092672.4441627,2020
5083279159,8628577.69344708,2017
5083279203,10206423.567128,2019
5083279273,5689615.0232782,2019
5083279464,1589398.86198328,2013
5083279464,7711206.27375881,2014
5083279464,9452040.28246253,2015
5083279464,10185082.6801078,2016
5083279464,11263492.9778681,2017
5083279464,12247858.7430164,2018
5083279464,11761471.5192528,2019
5083279464,5134549.69746417,2020
5083279478,8330063.09713339,2017
5083279587,32223391.8485031,2020
5083279986,38540696.352667,2016
5083279993,28392584.5244607,2019
5083279993,32324692.773852,2020
5083280256,4582649.4104656,2018
5083280278,4663195.9655016,2015
5083280869,14411995.8640386,2020
5083281067,19057172.9703341,2016
5083281251,5249705.19363181,2019
5083281279,17160797.2693229,2012
5083281279,18268051.4575405,2013
5083281589,11330219.0459919,2016
5083281594,7881848.30266832,2017
5083281849,22150402.0923466,2015
5083281879,5696521.61074604,2020
5083282541,19292656.8327898,2015
5083282749,7119361.43436829,2016
5083283739,9203373.47603931,2015
5083284069,8617764.82686203,2019
5083284839,5862118.16919796,2020
5083285171,6593700.87931567,2018
5083285575,28232580.1826189,2020
5083287987,12955188.7532883,2019
5083287987,13004316.3448856,2020
5083288216,8980347.21236378,2015
5083289422,9329245.48479465,2017
5083290123,29096886.1705303,2016
5083290123,42447106.4633999,2017
5083290123,54445997.7009813,2018
5083290123,57681245.0226447,2019
5083290123,53927037.7010807,2020
5083290779,2779474.54263145,2020
5083291679,8748160.69197037,2017
5083291697,10840512.3450168,2019
5083291946,2145728.21880021,2018
5083292009,7757562.79273614,2018
5083292205,13454025.324411,2018
5083292523,11788765.5108383,2018
5083292574,5204167.65267232,2019
5083292797,5867538.40323316,2018
5083292797,6774783.21633172,2019
5083292807,6548719.31913092,2017
5083292975,14931714.2936416,2020
5083293095,12220708.9097992,2017
5083293095,15886627.4609148,2018
5083293095,25654795.4975288,2019
5083293095,29608453.2064777,2020
5083293166,7050167.32445045,2020
5083293202,6230676.66339352,2020
5083293263,9525848.57328096,2019
5083293263,6925690.11621399,2020
5083293603,6403609.29756757,2019
5083293934,7209537.85266195,2019
5083294323,18544271.404963,2017
5083294323,18272845.3741332,2018
5083294323,8142191.39906714,2019
5083294323,8279002.45347457,2020
5083294613,5753635.98898357,2012
5083294613,39989262.3653065,2013
5083294613,72205547.4564394,2014
5083294613,98425432.9307018,2015
5083294613,138244800.705244,2016
5083294613,131262779.227685,2017
5083294613,98365390.4488295,2018
5083294613,76607831.1357473,2019
5083294613,55836624.4924812,2020
5083294785,7211256.250434,2019
5083294786,7248885.0682623,2018
5083294930,7317796.91230149,2019
5083295555,10304390.3504262,2018
5083295555,11315648.0788559,2019
5083295555,10535413.9975262,2020
5083295836,20466976.6640758,2019
5083295977,8057567.1531717,2019
5083296332,6371818.93878453,2019
5083296625,5375519.0512854,2020
5083296969,6221519.86087238,2018
5083297207,7017048.01276007,2020
5083297223,12189021.4842329,2019
5083297223,14244139.7201655,2020
5083297674,6417503.54985209,2020
5083297969,10385876.4608563,2020
5083298434,6140660.07264529,2020
5083299041,5454194.5285065,2019
5083299928,6370756.25946578,2018
5083300215,7109011.58299666,2019
5083300583,91386371.5112125,2020
5083303455,6958602.07343733,2018
5083304359,9531027.56039188,2019
5083304359,17563591.6955349,2020
5083304540,6861307.23763219,2016
5083304983,8341961.98444701,2019
5083305024,6319844.04102147,2020
5083305055,9386884.31115874,2018
5083305055,9485974.06947793,2019
5083305055,10497617.2387643,2020
5083305221,11450789.7136702,2020
5083305497,5247287.87012519,2020
5083306137,6555687.50039455,2019
5083306255,5217565.41091587,2020
5083306846,46587044.6358345,2017
5083306846,43073310.0078087,2018
5083306846,38291406.3009794,2019
5083306846,37624539.1607264,2020
5083306959,6183654.38274437,2019
5083307128,5027341.67197623,2020
5083307216,47684990.8265959,2017
5083307216,78007014.0326041,2018
5083307216,73703661.6435268,2019
5083307216,58171163.7854159,2020
5083307760,6518602.11950283,2017
5083307798,9423693.38195641,2019
5083307983,6290970.79493242,2020
5083308245,10409654.4282238,2020
5083308374,5984925.57041943,2018
5083308723,32294227.387814,2018
5083308723,29791708.7727699,2019
5083308723,29641696.1593523,2020
5083308734,5931909.10913813,2019
5083308804,5909397.39308252,2018
5083309094,5153205.64167329,2018
5083309150,7648013.3611179,2020
5083309157,6367522.94435439,2019
5083309159,6971005.2361014,2018
5083309159,7243839.84654539,2019
5083309159,6645209.3369264,2020
5083309224,6728377.62926581,2018
5083309546,5138645.99303003,2018
5083309624,8616458.04582709,2020
5083309809,5083020.60974235,2019
5083309881,5837490.98871024,2020
5083310035,6336828.3034268,2020
5083310055,6734400.8686884,2019
5083310143,6666530.71767608,2017
5083310154,6420793.27528813,2019
5083310189,5944711.95678008,2015
5083310341,6028563.94077015,2020
5083310397,4816736.8181502,2020
5083310544,12350221.961644,2018
5083310757,6636452.19568119,2019
5083310900,10249297.0203798,2008
5083310900,7898023.48612352,2009
5083310900,9083235.84377381,2010
5083310900,14081072.8515001,2011
5083310900,19903334.8675467,2012
5083310900,33900119.3636593,2013
5083310900,61170941.3863687,2014
5083310900,64877654.5780057,2015
5083310900,76120611.1284233,2016
5083310900,80849758.1725943,2017
5083310900,78596912.9872589,2018
5083310900,86663001.7571415,2019
5083310900,204141036.007368,2020
5083310925,4820982.88375153,2020
5083310954,6675116.14555246,2019
5083311002,11295383.7126615,2020
5083311023,8720569.53201418,2020
5083311060,9453972.03759006,2020
5083311178,16670902.7639469,2020
5083311208,12959162.0953384,2019
5083311208,8449120.16992757,2020
5083311272,18970981.3992464,2018
5083311272,18465604.1102951,2019
5083311272,20313485.0047973,2020
5083311463,19597467.3914154,2019
5083311492,18191818.0138734,2019
5083311508,5319300.30340008,2019
5083311512,8273883.43075413,2020
5083311536,10185821.1792187,2017
5083311536,5910642.3640686,2018
5083311536,11440039.4017908,2019
5083311536,11539635.4773052,2020
5083311562,19170986.1900107,2020
5083311570,5366177.70696247,2020
5083311609,7709117.30480135,2017
5083311633,6181076.78608629,2019
5083311648,7276555.36577214,2019
5083311670,12961539.8546239,2020
5083311711,6283321.45352363,2019
5083311802,25565401.5051855,2018
5083311802,30703957.3002019,2019
5083311802,40688711.2503941,2020
5083311827,5893539.05464781,2020
5083311832,7253356.99584938,2019
5083311861,9795673.34227126,2020
5083311910,14104580.7145022,2020
5083311988,7293677.10993155,2017
5083312053,7776438.10397002,2017
5083312076,4798054.12950434,2020
5083312081,7342612.80640328,2018
5083312168,25509414.401029,2018
5083312275,20175605.3112857,2020
5083312354,37167742.2680495,2019
5083312361,12889127.3621367,2018
5083312361,16287809.8520814,2019
5083312361,15839279.2625634,2020
5083312389,130406630.096446,2017
5083312389,145005178.258637,2018
5083312389,159647712.473305,2019
5083312389,98072798.6756555,2020
5083312394,6120073.66517829,2019
5083312408,8908245.63159302,2020
5083312425,13887485.1634475,2020
5083312441,33383614.5830713,2016
5083312441,39262518.4730091,2017
5083312441,38220993.2642163,2018
5083312441,32665760.6195154,2019
5083312441,21912491.6437988,2020
5083312506,7574981.032775,2020
5083312536,5668497.57777726,2020
5083312557,24446338.5356229,2019
5083312557,28901944.4363028,2020
5083312589,8777632.47558143,2017
5083312589,17557197.6579061,2018
5083312589,15686009.8783071,2019
5083312589,16032369.5076523,2020
5083312780,4829475.01495419,2020
5083312816,4789561.99830168,2020
5083312845,5925809.15321793,2020
5083312894,2577334.45208416,2016
5083312894,5058519.49848596,2017
5083312894,5443761.1330623,2018
5083312919,4956856.98299413,2020
5083312997,5382881.02096617,2019
5083313055,12754401.7899676,2015
5083313055,15132781.108469,2016
5083313055,9555256.49809247,2017
5083313055,8819912.51082192,2018
5083313055,8689583.17045503,2019
5083313055,10795751.9596211,2020
5083313148,7996190.74042706,2020
5083313187,9468371.72402987,2019
5083313219,7597447.47469674,2017
5083313219,8785705.09953293,2018
5083313224,12473566.1299046,2018
5083313224,18203578.2917523,2019
5083313224,27562094.5769783,2020
5083313246,16509313.8595362,2019
5083313246,18375192.9815761,2020
5083313283,31507149.0111517,2020
5083313303,24024330.2394166,2018
5083313340,93665217.6817885,2019
5083313340,97437144.5150947,2020
5083313363,36655361.3124548,2008
5083313363,37779406.4571522,2009
5083313363,39045724.2094522,2018
5083313363,35994411.359397,2019
5083313363,39347007.5554312,2020
5083313427,5350231.4632971,2019
5083313432,12968747.9857084,2019
5083313457,1835958.71258415,2016
5083313457,2488292.69557887,2017
5083313457,3833370.37093723,2018
5083313457,5883220.44681295,2019
5083313457,6805159.50366728,2020
5083313488,22676537.9504698,2020
5083313721,17077557.880502,2018
5083313721,9339645.89668828,2020
5083313724,8005728.80265064,2008
5083313724,6948752.48675019,2009
5083313724,9374627.84583476,2010
5083313724,10020461.6375965,2011
5083313724,7587568.65179378,2012
5083313724,9075197.01556463,2013
5083313724,13629005.8709277,2014
5083313724,14664133.2196735,2015
5083313724,12913838.8771446,2016
5083313724,13429937.5402129,2017
5083313724,13473365.1868871,2018
5083313724,9321750.54163654,2019
5083313724,6088485.73311804,2020
5083313768,31311434.3853675,2018
5083323092,1398636.24779301,2018
5083323868,6592790.90127547,2018
5083324711,14366138.3555442,2020
5083324714,7499467.12405414,2014
5083324739,7273134.26541889,2015
5083324982,10695525.3830114,2015
5083325171,313018733.893308,2008
5083325171,320914579.148872,2009
5083325171,355656514.877831,2010
5083325171,361717671.588736,2011
5083325171,379565004.95186,2012
5083325171,351391836.81743,2013
5083325171,367142623.495114,2014
5083325171,366161007.320281,2015
5083325171,386574921.583449,2016
5083325171,415091402.117289,2017
5083325171,448612465.937297,2018
5083325171,435382764.591122,2019
5083325171,330170125.571331,2020
5083325471,3915635.50699632,2018
5083325706,8697670.09259387,2017
5083326404,21147736.8875894,2014
5083337851,29682743.9156134,2019
5083337921,19361209.9289504,2020
5083338108,10620557.4301936,2019
5083338529,11868455.576331,2015
5083338529,17983712.0111574,2016
5083338529,22183341.0210075,2017
5083338529,22993425.7243081,2018
5083338529,23652672.0322753,2019
5083338529,23327627.2702828,2020
5083338748,11480615.5151077,2019
5083339016,8348835.57553523,2019
5083339713,20454893.3474058,2017
5083339724,20640549.6882574,2015
5083339852,6374396.53544261,2019
5083340104,21435132.9418978,2014
5083340104,23789558.9997428,2015
5083340104,24364611.171566,2016
5083340104,30447630.4430603,2017
5083340104,33122486.4243792,2018
5083340104,29754010.927606,2019
5083340104,19983421.8483237,2020
5083340212,4093207.23968335,2020
5083340358,14358931.7833019,2019
5083340391,9596237.66873982,2019
5083340391,7458746.66413447,2020
5083340856,12406154.4739697,2020
5083340936,8971473.49836782,2018
5083341011,10301861.3931456,2018
5083341380,4741059.45310316,2019
5083341446,875398.874675914,2018
5083341476,7398561.60758813,2019
5083341591,21000158.505673,2008
5083341591,18040297.9203659,2009
5083341591,20259088.1721364,2010
5083341591,22077953.7880088,2011
5083341591,20826138.4020731,2012
5083341591,21783757.8987947,2013
5083341591,24388515.3910736,2014
5083341591,22237345.3225555,2015
5083341591,22331995.0043607,2016
5083341591,24392387.4207571,2017
5083341591,29126660.8042488,2018
5083341591,28553439.2669135,2019
5083341591,29835221.0656847,2020
5083341643,18586377.1787833,2020
5083341740,13882499.8889463,2015
5083375603,6952232.22715591,2018
5083375605,9260445.59361107,2019
5083375605,7370320.67079083,2020
5083375610,5348344.23143688,2020
5083375720,46999700.1411359,2020
5083375751,12989368.7589731,2019
5083375763,6858984.70716247,2019
5083375771,9546853.89803324,2020
5083375777,6062532.4655808,2020
5083375788,17362170.9496122,2019
5083375788,17793376.7690452,2020
5083375792,6170382.53185461,2020
5083375827,51819042.736314,2019
5083375827,63476688.2107774,2020
5083375835,7472226.24522278,2020
5083375850,46261527.9539631,2019
5083375850,41919786.6469394,2020
5083375863,13643091.4315237,2017
5083375890,9790289.2037068,2020
5083375893,29248264.965267,2020
5083375898,32643501.0592699,2019
5083375898,21824547.7334577,2020
5083375899,4979785.73724132,2020
5083375907,14511869.1850149,2019
5083375909,12727313.0987345,2019
5083375919,8741489.46645008,2019
5083375924,5309849.11565378,2019
5083375950,11850930.2349858,2019
5083375964,7339882.87228267,2018
5083375972,9749329.75976107,2019
5083376008,6433681.25857855,2019
5083376051,9029683.10779109,2020
5083376056,12430889.4830548,2019
5083376088,13767204.2293867,2018
5083376088,15562925.3985962,2019
5083376107,8110837.48410544,2019
5083376125,10510579.972782,2019
5083376130,5997143.0553203,2020
5083376143,9097197.80526572,2019
5083376156,147219.519046377,2019
5083376156,19369312.8640816,2020
5083376176,28782711.162617,2019
5083376176,30249244.5892452,2020
5083376180,6633211.96416301,2020
5083376216,7563941.26221154,2020
5083376229,10269145.0858081,2019
5083376267,14308041.4559532,2020
5083376273,5660973.38810693,2018
5083376285,10430145.0248428,2017
5083376285,10816465.8883132,2018
5083376285,10069259.0404227,2019
5083376285,10721301.9192282,2020
5083376317,5524980.56045226,2020
5083376338,28533560.8409462,2020
5083376349,10209240.1318409,2020
5083376370,2294100.70972163,2018
5083376370,16065820.2443187,2019
5083376370,8425997.38152217,2020
5083376378,7498551.85195104,2020
5083376379,5174954.89054736,2019
5083376390,6273870.26577732,2019
5083376408,22600957.9827661,2020
5083376414,5406939.93673525,2020
5083376440,7055262.60317205,2020
5083376446,5215337.23819068,2019
5083376472,7141319.51181299,2017
5083376505,22509292.4161647,2019
5083376508,5720546.18317522,2019
5083376510,8574504.87532838,2020
5083376553,7871980.19378963,2019
5083376565,9421170.35623384,2020
5083376573,15833617.8995436,2018
5083376608,18843189.9255879,2020
5083376674,36585172.9951159,2020
5083376702,8888705.91247396,2018
5083376702,25680858.1753411,2019
5083376702,22473746.2598773,2020
5083376725,24511168.4909256,2018
5083376727,5915618.59577474,2020
5083376753,8278381.26688093,2019
5083376765,58621181.6919796,2020
5083376768,9635056.30791933,2019
5083376772,6471003.97642887,2020
5083376773,9398253.19922333,2018
5083376778,10735690.0809213,2019
5083376778,10811332.2341097,2020
5083376814,6777569.91284498,2020
5083376815,14173685.6249714,2017
5083376815,21540116.0727249,2019
5083376816,6615831.42241652,2019
5083376817,7450900.19318751,2018
5083376819,38491814.1311566,2020
5083376824,5858721.3167169,2020
5083376841,16105326.8258495,2020
5083376858,5142305.33287829,2019
5083376865,5433573.75524183,2019
5083376876,10282272.4601838,2020
5083376879,9796522.55539152,2020
5083376880,9529020.42250765,2020
5083376921,17441139.0640284,2020
5083376929,5701643.8076826,2019
5083376931,12299153.6208162,2020
5083376934,11592608.3047547,2020
5083376954,6941467.80022117,2019
5083376961,16178402.228259,2019
5083376961,14841910.8401007,2020
5083376976,9106961.50173532,2020
5083377002,6205134.35489507,2019
5083377020,10578456.6847782,2019
5083377024,6283865.12240156,2017
5083377029,8835901.16672675,2020
5083377050,6726968.43727275,2018
5083377050,7688291.20474679,2019
5083377050,7120783.56928308,2020
5083377062,11410756.3202514,2019
5083377062,19315103.9084269,2020
5083425906,5498654.953724,2020
5083426091,5365230.52504074,2018
5083426504,15552359.035995,2019
5083426702,24184210.1855958,2009
5083426702,41884924.6369546,2010
5083426702,56201930.1412223,2011
5083426702,55844263.4912889,2012
5083426702,55717912.3207884,2013
5083426702,42219964.5473443,2014
5083426702,52542501.8570611,2015
5083426702,46165185.7923313,2016
5083426702,26948182.6949494,2017
5083426702,29061215.7423239,2018
5083426702,32493550.6053627,2020
5083426792,11162906.4658999,2020
5083426815,34940873.8333551,2020
5083427074,13207605.2760242,2019
5083427460,6639888.9912253,2019
5083427530,12010800.152648,2018
5083427790,7001762.17659528,2020
5083427995,4330483.59364907,2016
5083427995,6343638.33875143,2017
5083427995,16222090.8354066,2018
5083427995,11843048.0397765,2019
5083427995,11114838.3393113,2020
5083428515,5755773.33750237,2019
5083428535,6950059.78908145,2019
5083429325,8727974.47039865,2016
5083429325,9180476.89134977,2017
5083429325,8120870.43604374,2018
5083429325,10191790.1960509,2019
5083429325,7045415.63990495,2020
5083429560,14795100.9678449,2008
5083429560,10594804.0727115,2009
5083429560,14693703.022224,2010
5083429560,20071925.6691418,2011
5083429560,21329431.0769175,2012
5083429560,22183435.8884893,2013
5083429560,23804686.7505948,2014
5083429560,23673349.4755422,2015
5083429560,21909345.2008776,2016
5083429560,23748788.5045934,2017
5083429560,22079724.3588066,2018
5083429560,20713502.6472698,2019
5083429983,43822646.6224983,2020
5083430332,13336869.7542266,2019
5083430332,12769037.5384608,2020
5083430438,5333058.39527208,2020
5083466956,6183969.94177887,2020
5083518424,12365077.9784032,2020
5083522153,5772950.79157,2020
5083564447,8269637.3651528,2020
5083564529,13052262.8388197,2017
5083564906,1417985.95867684,2012
5083564906,2023168.51614717,2013
5083564906,3814501.78785624,2014
5083564906,5703098.73208117,2015
5083564906,7030903.52130744,2016
5083564906,8696430.38450618,2017
5083564906,10723732.3767093,2018
5083564906,12723061.9424575,2019
5083564906,13246161.6730801,2020
5083564978,6127806.45515254,2019
5083565139,70068041.4889481,2010
5083565139,73987123.0940776,2011
5083565139,125988988.553108,2012
5083565139,187817919.401385,2013
5083565139,300135097.399583,2014
5083565139,389522386.596164,2015
5083565139,437222297.357655,2016
5083565139,529545294.332814,2017
5083565139,597910144.912504,2018
5083565139,648605270.397196,2019
5083565139,825848751.251923,2020
5083565380,20958380.357068,2019
5083565380,19955165.884212,2020
