Instrument,Total Assets,Date,Total Fixed Assets - Net,Revenue from Business Activities - Total,Intangible Assets - Gross - Total,Full-Time Employees (Pvt),Salaries and Wages from CSR reporting,Revenue from Goods & Services (ASR),Operating Profit before Non-Recurring Income/Expense,Sales per Employee,Labor & Related Expenses - Total,"Employees Full-Time/Full-Time Equiv Period End (BUS,ASR)",Cost of Operating Revenue,Market Capitalization,International/Export Sales - Geographic Segment,Cost of Revenues - Total,Stock Based Compensation - Mean,Labor Expenses including Stock-Based Compensation in COGS,Intangible Assets - excluding Goodwill - Gross - Total (ASR)
5060886236,76684.9243061396,2016,,,,2.0,,,,,,,,,,,,,
5060886236,83881.0714842672,2017,,,,2.0,,,,,,,,,,,,,
5060886236,95690.017432792,2018,,,,,,,,,,,,,,,,,
5060886236,121770.161199919,2019,,,,2.0,,,,,,,,,,,,,
5060886236,143851.257938447,2020,,,,2.0,,,,,,,,,,,,,
5060886237,22313.2447447249,2006,,,,,,,,,,,,,,,,,
5060886237,23908.1479320155,2007,,,,,,,,,,,,,,,,,
5060886237,25546.469856446,2008,,,,,,,,,,,,,,,,,
5060886237,27740.2078680639,2009,,,,,,,,,,,,,,,,,
5060886237,28038.2449334493,2010,,,,,,,,,,,,,,,,,
5060886237,29025.0485436893,2011,,,,1.0,,,,,,,,,,,,,
5060886237,32420.1173410754,2014,,,,1.0,,,,,,,,,,,,,
5060886237,30136.8034665132,2015,,,,1.0,,,,,,,,,,,,,
5060886237,30254.4259882254,2016,,,,1.0,,,,,,,,,,,,,
5060886237,35248.3415506052,2017,,,,1.0,,,,,,,,,,,,,
5060886237,34402.5025231673,2018,,,,,,,,,,,,,,,,,
5060886237,34513.1381297222,2019,,,,,,,,,,,,,,,,,
5060886237,38588.5319980459,2020,,,,,,,,,,,,,,,,,
5060886241,71789.1555930906,2006,,,,,,,,,,,,,,,,,
5060886241,104950.310015318,2007,,,,,,,,,,,,,,,,,
5060886241,66790.8751624942,2008,,,,,,,,,,,,,,,,,
5060886241,70620.6837313176,2009,,,,,,,,,,,,,,,,,
5060886241,66092.2881412615,2010,,,,,,,,,,,,,,,,,
5060886241,68372.5307443366,2011,,,,,,,,,,,,,,,,,
5060886241,55350.2628259041,2016,,,,,,,,,,,,,,,,,
5060886241,64414.5703626396,2017,,,,,,,,,,,,,,,,,
5060886241,63106.8102578218,2018,,,,,,,,,,,,,,,,,
5060886241,66791.1799654732,2019,,,,,,,,,,,,,,,,,
5060886243,54428.3791451683,2006,,,,,,,,,,,,,,,,,
5060886243,63332.511488803,2007,,,,,,,,,,,,,,,,,
5060886243,62866.9434310395,2008,,,,,,,,,,,,,,,,,
5060886243,67107.5273435263,2009,,,,,,,,,,,,,,,,,
5060886243,48139.2147682429,2010,,,,,,,,,,,,,,,,,
5060886243,49341.1003236246,2011,,,,7.0,,,,,,,,,,,,,
5060886243,51735.7108929702,2012,,,,1.0,,,,,,,,,,,,,
5060886243,55760.1781345356,2013,,,,1.0,,,,,,,,,,,,,
5060886243,50486.058186657,2014,,,,1.0,,,,,,,,,,,,,
5060886243,46664.5453459454,2015,,,,1.0,,,,,,,,,,,,,
5060886243,46419.13372582,2016,,,,1.0,,,,,,,,,,,,,
5060886243,54361.9198426123,2017,,,,1.0,,,,,,,,,,,,,
5060886243,53357.3607670428,2018,,,,,,,,,,,,,,,,,
5060886243,53604.4884873215,2019,,,,,,,,,,,,,,,,,
5060886245,75183.1065834444,2006,,,,,,,,,,,,,,,,,
5060886245,86733.5764826027,2007,,,,,,,,,,,,,,,,,
5060886245,79522.6373687815,2008,,,,,,,,,,,,,,,,,
5060886245,77345.1297028002,2009,,,,,,,,,,,,,,,,,
5060886245,68566.5841749716,2010,,,,,,,,,,,,,,,,,
5060886245,62766.0582524272,2011,,,,,,,,,,,,,,,,,
5060886245,47998.1863793834,2015,,,,1.0,,,,,,,,,,,,,
5060886245,46465.9377628259,2016,,,,1.0,,,,,,,,,,,,,
5060886245,53051.9187629707,2017,,,,1.0,,,,,,,,,,,,,
5060886245,50564.6618955867,2018,,,,,,,,,,,,,,,,,
5060886245,50029.6728919579,2019,,,,,,,,,,,,,,,,,
5060886245,57803.0898876405,2020,,,,,,,,,,,,,,,,,
5060886248,140697.603027754,2016,,,,,,,,,,,,,,,,,
5060886248,160411.091517616,2017,,,,,,,,,,,,,,,,,
5060886248,105113.4507753,2018,,,,,,,,,,,,,,,,,
5060886248,80971.1902786808,2019,,,,,,,,,,,,,,,,,
5060886248,118303.199804592,2020,,,,,,,,,,,,,,,,,
5060886255,1961995.08352177,2007,,,,,,,,,,,,,,,,,
5060886255,1712777.88960177,2008,,,,,,,,,,,,,,,,,
5060886255,1383396.35228769,2009,,,,,,,,,,,,,,,,,
5060886255,1200795.31803893,2010,,,,35.0,,,,,,,,,,,,,
5060886255,1282674.21359223,2011,,,,35.0,,,,,,,,,,,,,
5060886255,1043797.03662656,2012,,,,35.0,,,,,,,,,,,,,
5060886255,1131515.76545619,2013,,,,35.0,,,,,,,,,,,,,
5060886255,219796.624710852,2015,,,,20.0,,,,,,,,,,,,,
5060886255,215662.626156434,2016,,,,20.0,,,,,,,,,,,,,
5060886255,238568.205798697,2018,,,,,,,,,,,,,,,,,
5060886255,234766.372217115,2019,,,,,,,,,,,,,,,,,
5060886255,257586.761113825,2020,,,,,,,,,,,,,,,,,
5060886257,82289.5616018674,2007,,,,,,,,,,,,,,,,,
5060886257,83786.1366209586,2008,,,,,,,,,,,,,,,,,
5060886257,90144.2192063219,2009,,,,,,,,,,,,,,,,,
5060886257,90490.5625041803,2010,,,,,,,,,,,,,,,,,
5060886257,94071.8317152104,2011,,,,4.0,,,,,,,,,,,,,
5060886257,102652.925141995,2015,,,,,,,,,,,,,,,,,
5060886257,105669.743481918,2016,,,,4.0,,,,,,,,,,,,,
5060886257,128034.968390494,2017,,,,4.0,,,,,,,,,,,,,
5060886257,129550.440407377,2018,,,,,,,,,,,,,,,,,
5060886257,134511.882608793,2019,,,,,,,,,,,,,,,,,
5060886259,996323.709109143,2006,,,,,,,,,,,,,,,,,
5060886259,1181476.91297688,2007,,,,,,,,,,,,,,,,,
5060886259,1367841.71314351,2008,,,,,,,,,,,,,,,,,
5060886259,1420773.07736357,2009,,,,,,,,,,,,,,,,,
5060886259,1006540.77988094,2010,,,,,,,,,,,,,,,,,
5060886259,1119383.33980583,2011,,,,7.0,,,,,,,,,,,,,
5060886259,1459088.55815917,2012,,,,4.0,,,,,,,,,,,,,
5060886259,1698875.66319378,2013,,,,4.0,,,,,,,,,,,,,
5060886259,1280045.87189258,2014,,,,5.0,,,,,,,,,,,,,
5060886259,1423225.71431674,2015,,,,5.0,,,,,,,,,,,,,
5060886259,1177366.96804037,2016,,,,5.0,,,,,,,,,,,,,
5060886259,1312936.37312412,2017,,,,5.0,,,,,,,,,,,,,
5060886259,1199474.27516286,2018,,,,,,,,,,,,,,,,,
5060886259,1025016.8934825,2019,,,,,,,,,,,,,,,,,
5060886274,52866.9341308629,2007,,,,,,,,,,,,,,,,,
5060886274,56951.8178387219,2008,,,,,,,,,,,,,,,,,
5060886274,68882.69484052,2009,,,,,,,,,,,,,,,,,
5060886274,71897.1306267139,2010,,,,,,,,,,,,,,,,,
5060886274,77962.9385113269,2011,,,,,,,,,,,,,,,,,
5060886274,85237.5580536205,2012,,,,1.0,,,,,,,,,,,,,
5060886274,98782.0600929159,2013,,,,1.0,,,,,,,,,,,,,
5060886274,94402.9032843404,2014,,,,1.0,,,,,,,,,,,,,
5060886274,88953.7363842704,2015,,,,1.0,,,,,,,,,,,,,
5060886274,93330.5193439866,2016,,,,,,,,,,,,,,,,,
5060886274,114749.703098571,2017,,,,,,,,,,,,,,,,,
5060886274,117090.547297917,2018,,,,,,,,,,,,,,,,,
5060886274,119710.479115755,2019,,,,,,,,,,,,,,,,,
5060886274,134942.208109428,2020,,,,,,,,,,,,,,,,,
5060886277,13856.0660218671,2016,,,,,,,,,,,,,,,,,
5060886277,17739.6024519859,2017,,,,,,,,,,,,,,,,,
5060886277,15675.1651527663,2018,,,,,,,,,,,,,,,,,
5060886277,16528.5070510952,2019,,,,,,,,,,,,,,,,,
5060886292,1717.4936921783,2016,,,,,,,,,,,,,,,,,
5060886292,1607.41833711208,2017,,,,,,,,,,,,,,,,,
5060886292,1393.74025139921,2018,,,,,,,,,,,,,,,,,
5060886292,2183.5078357958,2019,,,,,,,,,,,,,,,,,
5060886292,3721.00635075721,2020,,,,,,,,,,,,,,,,,
5060886294,32040.3805719092,2016,,,,,,,,,,,,,,,,,
5060886294,90238.9366730246,2017,,,,,,,,,,,,,,,,,
5060886294,135713.907239196,2018,,,,,,,,,,,,,,,,,
5060886294,248093.020648835,2019,,,,,,,,,,,,,,,,,
5060886294,248318.13629702,2020,,,,,,,,,,,,,,,,,
5060886322,16062.1740958789,2016,,,,,,,,,,,,,,,,,
5060886322,20404.9135686952,2017,,,,,,,,,,,,,,,,,
5060886322,20894.2104780255,2018,,,,,,,,,,,,,,,,,
5060886322,22104.6678474542,2019,,,,,,,,,,,,,,,,,
5060886330,2124.65306980656,2016,,,,,,,,,,,,,,,,,
5060886330,3197.32248893368,2017,,,,,,,,,,,,,,,,,
5060886330,2465.24910542252,2018,,,,,,,,,,,,,,,,,
5060886330,3026.66860973477,2019,,,,,,,,,,,,,,,,,
5060886330,3086.08939912066,2020,,,,,,,,,,,,,,,,,
5060886339,10729.4773080223,2015,,,,,,,,,,,,,,,,,
5060886339,19473.5597140454,2016,,,,1.0,,,,,,,,,,,,,
5060886341,40152.5546677881,2016,,,,,,,,,,,,,,,,,
5060886341,94311.8484663092,2017,,,,,,,,,,,,,,,,,
5060886341,165458.700339481,2018,,,,,,,,,,,,,,,,,
5060886344,164818.08104934,2006,,,,,,,,,,,,,,,,,
5060886344,170432.679261799,2007,,,,,,,,,,,,,,,,,
5060886344,155630.30989223,2008,,,,,,,,,,,,,,,,,
5060886344,85632.0363053313,2009,,,,1.0,,,,,,,,,,,,,
5060886344,74164.9254230486,2010,,,,1.0,,,,,,,,,,,,,
5060886344,76255.9741100324,2011,,,,1.0,,,,,,,,,,,,,
5060886354,78408.6116572756,2006,,,,,,,,,,,,,,,,,
5060886354,93657.7284995259,2007,,,,,,,,,,,,,,,,,
5060886354,100748.046574691,2008,,,,,,,,,,,,,,,,,
5060886354,114505.053541774,2009,,,,,,,275.829954759548,,,,,,,,,,
5060886354,117550.183934185,2010,,,,,,,,,,,,,,,,,
5060886354,124203.236245955,2011,,,,,,,,,,,,,,,,,
5060886354,135061.048659489,2012,,,,,,,,,,,,,,,,,
5060886354,115847.093691405,2014,,,,,,,,,,,,,,,,,
5060886354,341643.891925988,2016,,,,,,,,,,,,,,,,,
5060886354,479682.741329879,2017,,,,,,,,,,,,,,,,,
5060886354,535017.077254794,2018,,,,,,,,,,,,,,,,,
5060886360,601.282590412111,2016,,,,,,,,,,,,,,,,,
5060886360,1275.80043425583,2017,,,,,,,,,,,,,,,,,
5060886362,26336.5643397813,2016,,,,,,,,,,,,,,,,,
5060886362,59415.9139165797,2017,,,,,,,,,,,,,,,,,
5060886362,45247.1212955317,2018,,,,,,,,,,,,,,,,,
5060886362,69137.7261619174,2019,,,,,,,,,,,,,,,,,
5060886380,29072.8678692548,2006,,,,,,,,,,,,,,,,,
5060886380,31628.0399737399,2007,,,,,,,,,,,,,,,,,
5060886380,29438.3640150403,2008,,,,,,,,,,,,,,,,,
5060886380,29953.4014774094,2009,,,,,,,,,,,,,,,,,
5060886380,18221.5102668718,2010,,,,,,,,,,,,,,,,,
5060886380,17161.0355987055,2011,,,,,,,,,,,,,,,,,
5060886380,16638.6620697998,2014,,,,,,,,,,,,,,,,,
5060886380,15130.0702642239,2015,,,,,,,,,,,,,,,,,
5060886380,15086.0071488646,2016,,,,,,,,,,,,,,,,,
5060886380,17734.9839853169,2017,,,,,,,,,,,,,,,,,
5060886380,17363.7948435636,2018,,,,,,,,,,,,,,,,,
5060886380,17322.4670986257,2019,,,,,,,,,,,,,,,,,
5060886389,58715.456380887,2006,,,,,,,,,,,,,,,,,
5060886389,70182.1577066161,2007,,,,,,,,,,,,,,,,,
5060886389,71639.6611733132,2008,,,,,,,,,,,,,,,,,
5060886389,78099.1954417912,2009,,,,4.0,,,,,,,,,,,,,
5060886389,77928.9278309143,2010,,,,4.0,,,,,,,,,,,,,
5060886389,79887.6634304207,2011,,,,4.0,,,,,,,,,,,,,
5060886389,77316.0804074674,2015,,,,4.0,,,,,,,,,,,,,
5060886389,77170.5214465938,2016,,,,4.0,,,,,,,,,,,,,
5060886389,90713.1992178597,2017,,,,4.0,,,,,,,,,,,,,
5060886389,90609.2072667217,2018,,,,,,,,,,,,,,,,,
5060886389,89903.45940856,2019,,,,,,,,,,,,,,,,,
5060886396,46343.5161847957,2006,,,,,,,,,,,,,,,,,
5060886396,38878.7967738779,2008,,,,,,,,,,,,,,,,,
5060886396,42119.080341293,2009,,,,,,,,,,,,,,,,,
5060886396,42560.1364457227,2010,,,,,,,,,,,,,,,,,
5060886396,44067.6634304207,2011,,,,,,,,,,,,,,,,,
5060886396,48609.7670351353,2015,,,,1.0,,,,,,,,,,,,,
5060886396,50698.8665521319,2016,,,,1.0,,,,,,,,,,,,,
5060886396,57014.0038343832,2017,,,,1.0,,,,,,,,,,,,,
5060886396,58859.5123761802,2018,,,,,,,,,,,,,,,,,
5060886396,58897.1208791209,2019,,,,1.0,,,,,,,,,,,,,
5060886396,67874.2659345906,2020,,,,1.0,,,,,,,,,,,,,
5060886414,127664.045077262,2006,,,,,,,,,,,,,,,,,
5060886414,148400.029177912,2007,,,,,,,,,,,,,,,,,
5060886414,151399.994408801,2008,,,,,,,,,,,,,,,,,
5060886414,164530.607570291,2009,,,,,,,,,,,,,,,,,
5060886414,162743.936860411,2010,,,,,,,,,,,,,,,,,
5060886414,166696.323624595,2011,,,,,,,,,,,,,,,,,
5060886414,179650.015832806,2012,,,,1.0,,,,,,,,,,,,,
5060886414,197477.843142645,2013,,,,1.0,,,,,,,,,,,,,
5060886414,183568.692917196,2014,,,,1.0,,,,,,,,,,,,,
5060886414,168090.615870809,2015,,,,,,,,,,,,,,,,,
5060886414,166151.766190076,2016,,,,,,,,,,,,,,,,,
5060886414,193369.273401231,2017,,,,,,,,,,,,,,,,,
5060886414,188542.056610698,2018,,,,,,,,,,,,,,,,,
5060886414,187922.774252853,2019,,,,,,,,,,,,,,,,,
5060886418,85359.0388728142,2008,,,,,,,,,,,,,,,,,
5060886418,90501.0021187654,2009,,,,,,,,,,,,,,,,,
5060886418,84204.6418299779,2010,,,,,,,,,,,,,,,,,
5060886418,86369.8770226537,2011,,,,,,,,,,,,,,,,,
5060886418,105937.264886687,2018,,,,,,,,,,,,,,,,,
5060886418,108277.683115486,2019,,,,,,,,,,,,,,,,,
5060886419,13102.4915895711,2016,,,,,,,,,,,,,,,,,
5060886419,15266.3355765886,2017,,,,,,,,,,,,,,,,,
5060886419,15084.6293237912,2018,,,,,,,,,,,,,,,,,
5060886419,15227.8097885792,2019,,,,,,,,,,,,,,,,,
5060886419,17096.1284807035,2020,,,,,,,,,,,,,,,,,
5060886427,53249.1064264352,2007,,,,,,,,,,,,,,,,,
5060886427,51498.3296291637,2008,,,,,,,,,,,,,,,,,
5060886427,55306.6912901563,2009,,,,,,,,,,,,,,,,,
5060886427,53867.1259447529,2010,,,,,,,,,,,,,,,,,
5060886427,54500.0258899676,2011,,,,,,,,,,,,,,,,,
5060886427,34486.6802054713,2015,,,,,,,,,,,,,,,,,
5060886427,34451.145920942,2016,,,,,,,,,,,,,,,,,
5060886427,40939.732008973,2017,,,,,,,,,,,,,,,,,
5060886427,40900.6560234884,2018,,,,,,,,,,,,,,,,,
5060886427,41040.0309396229,2019,,,,,,,,,,,,,,,,,
5060886427,45926.4167073767,2020,,,,,,,,,,,,,,,,,
5060886430,318948.575500455,2006,,,,,,,,,,,,,,,,,
5060886430,1123346.47311985,2007,,,,,,,,,,,,,,,,,
5060886430,1486908.79355894,2008,,,,,,,,,,,,,,,,,
5060886430,985216.643761095,2009,,,,,,,,,,,,,,,,,
5060886430,739453.253962946,2010,,,,,,,,,,,,,,,,,
5060886430,672455.080906149,2011,,,,,,,,,,,,,,,,,
5060886430,896669.635317712,2012,,,,4.0,,,,,,,,,,,,,
5060886430,920034.596035957,2013,,,,4.0,,,,,,,,,,,,,
5060886430,1394040.803242,2014,,,,5.0,,,,,,,,,,,,,
5060886430,941771.35348226,2015,,,,5.0,,,,,,,,,,,,,
5060886431,504456.476030278,2016,,,,1.0,,,,,,,,,,,,,
5060886431,629818.896126486,2017,,,,1.0,,,,,,,,,,,,,
5060886431,514471.763464538,2018,,,,,,,,,,,,,,,,,
5060886431,611007.387395467,2019,,,,,,,,,,,,,,,,,
5060886431,495525.65950171,2020,,,,,,,,,,,,,,,,,
5060886433,979534.482758621,2016,,,,,,,,,,,,,,,,,
5060886433,994816.017082329,2017,,,,,,,,,,,,,,,,,
5060886433,1640634.17515368,2018,,,,,,,,,,,,,,,,,
5060886433,1955846.37804632,2019,,,,,,,,,,,,,,,,,
5060886436,30315.559293524,2016,,,,1.0,,,,,,,,,,,,,
5060886436,36561.2816544907,2017,,,,1.0,,,,,,,,,,,,,
5060886436,37375.6651986421,2018,,,,,,,,,,,,,,,,,
5060886436,38334.9326278501,2019,,,,,,,,,,,,,,,,,
5060886436,44423.5710796287,2020,,,,,,,,,,,,,,,,,
5060886440,78429.3719659865,2015,,,,1.0,,,,,,,,,,,,,
5060886440,81841.2426408747,2016,,,,1.0,,,,,,,,,,,,,
5060886440,105483.823370641,2017,,,,1.0,,,,,,,,,,,,,
5060886440,169596.981374438,2018,,,,,,,,,,,,,,,,,
5060886440,440681.321884178,2019,,,,,,,,,,,,,,,,,
5060886440,371225.146555936,2020,,,,,,,,,,,,,,,,,
5060886442,250992.357022708,2016,,,,,,,,,,,,,,,,,
5060886442,351274.48087235,2017,,,,,,,,,,,,,,,,,
5060886442,291841.235434444,2018,,,,,,,,,,,,,,,,,
5060886442,318936.730713181,2019,,,,,,,,,,,,,,,,,
5060886442,495964.582315584,2020,,,,,,,,,,,,,,,,,
5060886454,60281.2604858122,2007,,,,,,,,,,,,,,,,,
5060886454,61590.1930361611,2008,,,,,,,,,,,,,,,,,
5060886454,67208.1830155185,2009,,,,,,,,,,,,,,,,,
5060886454,66934.7735937395,2010,,,,,,,,,,,,,,,,,
5060886454,68937.1521035599,2011,,,,,,,,,,,,,,,,,
5060886454,72873.6017661901,2016,,,,,,,,,,,,,,,,,
5060886454,85910.0298700831,2017,,,,,,,,,,,,,,,,,
5060886454,85231.0877144692,2018,,,,,,,,,,,,,,,,,
5060886454,85381.0954420106,2019,,,,,,,,,,,,,,,,,
5060886454,96166.6951636541,2020,,,,,,,,,,,,,,,,,
5060886458,21470.9629941127,2016,,,,,,,,,,,,,,,,,
5060886458,77129.0411583354,2017,,,,,,,,,,,,,,,,,
5060886458,109590.937241949,2018,,,,,,,,,,,,,,,,,
5060886458,93539.5601192745,2019,,,,,,,,,,,,,,,,,
5060886462,36826.3816412951,2017,,,,,,,,,,,,,,,,,
5060886462,34072.3346178548,2018,,,,,,,,,,,,,,,,,
5060886462,35770.9795305249,2019,,,,,,,,,,,,,,,,,
5060886462,60666.145578896,2020,,,,,,,,,,,,,,,,,
5060886463,6849.83179142136,2016,,,,,,,,,,,,,,,,,
5060886463,9114.09412075191,2017,,,,,,,,,,,,,,,,,
5060886463,12243.542985595,2018,,,,,,,,,,,,,,,,,
5060886463,15285.0480909356,2019,,,,,,,,,,,,,,,,,
5060886463,19913.2510991695,2020,,,,,,,,,,,,,,,,,
5060886471,81979.2367535744,2016,,,,,,,,,,,,,,,,,
5060886471,102011.948033253,2017,,,,,,,,,,,,,,,,,
5060886471,199015.781264336,2018,,,,,,,,,,,,,,,,,
5060886471,133668.957245028,2019,,,,,,,,,,,,,,,,,
5060886477,13598.5599635104,2015,,,,,,,,,,,,,,,,,
5060886477,13322.2350714886,2016,,,,,,,,,,,,,,,,,
5060886477,14825.2660116841,2017,,,,,,,,,,,,,,,,,
5060886477,13747.2359849527,2018,,,,,,,,,,,,,,,,,
5060886477,12394.6035020066,2019,,,,,,,,,,,,,,,,,
5060886499,214314.815059184,2006,,,,,,,,,,,,,,,,,
5060886499,204609.891312277,2007,,,,,,,,,,,,,,,,,
5060886499,146658.503515467,2008,,,,,,,,,,,,,,,,,
5060886499,196203.501689286,2009,,,,4.0,,,,,,,,,,,,,
5060886499,207681.586515952,2010,,,,4.0,,,,,,,,,,,,,
5060886499,265667.987055016,2011,,,,4.0,,,,,,,,,,,,,
5060886499,317492.439835339,2012,,,,4.0,,,,,,,,,,,,,
5060886499,292723.795255244,2013,,,,4.0,,,,,,,,,,,,,
5060886499,394062.844008952,2014,,,,3.0,,,,,,,,,,,,,
5060886499,376638.915737231,2015,,,,3.0,,,,,,,,,,,,,
5060886499,500376.251051304,2016,,,,3.0,,,,,,,,,,,,,
5060886499,595439.474094601,2017,,,,3.0,,,,,,,,,,,,,
5060886499,632793.97192403,2018,,,,,,,,,,,,,,,,,
5060886499,681273.479362375,2019,,,,,,,,,,,,,,,,,
5060886522,83854.8712738021,2006,,,,,,,,,,,,,,,,,
5060886522,97393.3182580786,2007,,,,,,,,,,,,,,,,,
5060886522,99869.1239988258,2008,,,,,,,,,,,,,,,,,
5060886522,98849.6106052797,2009,,,,,,,,,,,,,,,,,
5060886522,93054.5114039195,2010,,,,,,,,,,,,,,,,,
5060886522,91848.9061488673,2011,,,,,,,,,,,,,,,,,
5060886522,94845.7093096897,2012,,,,1.0,,,,,,,,,,,,,
5060886522,78828.3851976451,2016,,,,,,,,,,,,,,,,,
5060886522,91789.8657645662,2017,,,,,,,,,,,,,,,,,
5060886522,89239.494449032,2018,,,,,,,,,,,,,,,,,
5060886522,92609.062170706,2019,,,,,,,,,,,,,,,,,
5060886523,51802.7869782663,2006,,,,,,,,,,,,,,,,,
5060886523,56447.1515063097,2007,,,,,,,,,,,,,,,,,
5060886523,40470.8908178527,2008,,,,,,,,,,,,,,,,,
5060886523,43860.5623317872,2009,,,,,,,,,,,,,,,,,
5060886523,43538.8937194836,2010,,,,,,,,,,,,,,,,,
5060886523,45035.2491909385,2011,,,,,,,,,,,,,,,,,
5060886523,50252.335338822,2012,,,,,,,,,,,,,,,,,
5060886523,54632.5013057701,2013,,,,,,,,,,,,,,,,,
5060886523,49503.9496764048,2014,,,,,,,,,,,,,,,,,
5060886523,47453.8395543055,2015,,,,,,,,,,,,,,,,,
5060886523,48087.752312868,2016,,,,,,,,,,,,,,,,,
5060886523,56496.7910653663,2017,,,,,,,,,,,,,,,,,
5060886523,56180.6702449766,2018,,,,,,,,,,,,,,,,,
5060886523,56814.967603076,2019,,,,,,,,,,,,,,,,,
5060886523,63759.1475329751,2020,,,,,,,,,,,,,,,,,
5060886525,50823.0295192726,2006,,,,,,,,,,,,,,,,,
5060886525,65024.2030782697,2007,,,,,,,,,,,,,,,,,
5060886525,67895.9757341944,2008,,,,,,,,,,,,,,,,,
5060886525,75417.0245662257,2009,,,,1.0,,,,,,,,,,,,,
5060886525,77711.8052304194,2010,,,,1.0,,,,,,,,,,,,,
5060886525,83096.1682847896,2011,,,,1.0,,,,,,,,,,,,,
5060886525,86284.9641123074,2012,,,,1.0,,,,,,,,,,,,,
5060886525,93987.7257607829,2013,,,,1.0,,,,,,,,,,,,,
5060886525,88772.2736345491,2014,,,,1.0,,,,,,,,,,,,,
5060886525,85806.5075693861,2016,,,,,,,,,,,,,,,,,
5060886525,102112.366694258,2017,,,,,,,,,,,,,,,,,
5060886525,98778.8673272777,2018,,,,,,,,,,,,,,,,,
5060886525,101823.09485909,2019,,,,,,,,,,,,,,,,,
5060886526,21078.4798149706,2016,,,,,,,,,,,,,,,,,
5060886526,18408.0085411643,2017,,,,,,,,,,,,,,,,,
5060886526,185845.761495864,2019,,,,,,,,,,,,,,,,,
5060886526,80645.4201270152,2020,,,,,,,,,,,,,,,,,
5060886531,1226.56644238856,2016,,,,,,,,,,,,,,,,,
5060886531,1905.12349899833,2017,,,,,,,,,,,,,,,,,
5060886531,2098.96550142215,2018,,,,,,,,,,,,,,,,,
5060886531,2143.54415622268,2019,,,,,,,,,,,,,,,,,
5060886531,2726.86858817782,2020,,,,,,,,,,,,,,,,,
5060886533,4923.79100084104,2016,,,,,,,,,,,,,,,,,
5060886562,28554.1626529077,2006,,,,,,,,,,,,,,,,,
5060886562,36979.8526515428,2007,,,,,,,,,,,,,,,,,
5060886562,38837.1982499546,2008,,,,,,,,,,,,,,,,,
5060886562,46320.7782168012,2009,,,,,,,,,,,,,,,,,
5060886562,44495.0973179052,2010,,,,,,,,,,,,,,,,,
5060886562,42828.8414239482,2011,,,,,,,,,,,,,,,,,
5060886562,49191.3506320692,2014,,,,,,,,,,,,,,,,,
5060886562,43404.9043776675,2015,,,,,,,,,,,,,,,,,
5060886562,41892.7775441548,2016,,,,,,,,,,,,,,,,,
5060886562,38060.9157759624,2017,,,,,,,,,,,,,,,,,
5060886562,39104.0806496009,2018,,,,,,,,,,,,,,,,,
5060886562,38296.9082797121,2019,,,,,,,,,,,,,,,,,
5060886571,13234.9663582843,2016,,,,,,,,,,,,,,,,,
5060886571,14566.5479060952,2017,,,,,,,,,,,,,,,,,
5060886571,14091.6368474172,2018,,,,,,,,,,,,,,,,,
5060886571,14549.5482366657,2019,,,,,,,,,,,,,,,,,
5060886575,27905.6665264929,2016,,,,,,,,,,,,,,,,,
5060886575,31473.6387519344,2017,,,,,,,,,,,,,,,,,
5060886575,31617.1323057161,2018,,,,,,,,,,,,,,,,,
5060886575,32256.3504696993,2019,,,,,,,,,,,,,,,,,
5060886575,35177.9433317049,2020,,,,,,,,,,,,,,,,,
5060886586,26335.1871320437,2016,,,,1.0,,,,,,,,,,,,,
5060886586,25789.4938880292,2017,,,,1.0,,,,,,,,,,,,,
5060886586,82046.0707404349,2018,,,,,,,,,,,,,,,,,
5060886600,17407.5378469302,2016,,,,,,,,,,,,,,,,,
5060886600,18417.4614028143,2017,,,,,,,,,,,,,,,,,
5060886600,1191.65749151298,2018,,,,,,,,,,,,,,,,,
5060886600,1681.50124431092,2019,,,,,,,,,,,,,,,,,
5060886603,61910.5976432087,2006,,,,,,,,,,,,,,,,,
5060886603,73361.1641987016,2007,,,,,,,,,,,,,,,,,
5060886603,69180.1204903482,2008,,,,,,,,,,,,,,,,,
5060886603,75645.0924812461,2009,,,,4.0,,,,,,,,,,,,,
5060886603,75048.3981004615,2010,,,,4.0,,,,,,,,,,,,,
5060886603,77886.0841423948,2011,,,,4.0,,,,,,,,,,,,,
5060886603,84813.7006544226,2012,,,,4.0,,,,,,,,,,,,,
5060886603,94845.644225747,2013,,,,4.0,,,,,,,,,,,,,
5060886603,88847.2751466764,2014,,,,3.0,,,,,,,,,,,,,
5060886603,85545.7694855616,2015,,,,3.0,,,,,,,,,,,,,
5060886603,88692.1783010934,2016,,,,3.0,,,,,,,,,,,,,
5060886603,108469.188229508,2017,,,,3.0,,,,,,,,,,,,,
5060886603,111257.913570052,2018,,,,,,,,,,,,,,,,,
5060886603,116393.516131202,2019,,,,,,,,,,,,,,,,,
5060886614,918216.684188394,2016,,,,1.0,,,,,,,,,,,,,
5060886614,1349932.49841053,2017,,,,1.0,,,,,,,,,,,,,
5060886614,1242975.62849803,2018,,,,,,,,,,,,,,,,,
5060886614,1011608.71466045,2019,,,,,,,,,,,,,,,,,
5060886617,277665.008379409,2006,,,,,,,,,,,,,,,,,
5060886617,343594.820920563,2007,,,,,,,,,,,,,,,,,
5060886617,254129.939475266,2008,,,,,,,,,,,,,,,,,
5060886617,250934.905228197,2009,,,,,,,,,,,,,,,,,
