Instrument,Revenue from Business Activities - Total,Date
5081872810,9348083.87998593,2019-12-31T00:00:00Z
5081872816,6915855.71850206,2018-12-31T00:00:00Z
5081872816,10590286.8550497,2019-12-31T00:00:00Z
5081872816,16132982.4863018,2020-12-31T00:00:00Z
5081872817,,
5081872822,,
5081872837,45980252.1247915,2016-12-31T00:00:00Z
5081872857,5382881.02096617,2019-12-31T00:00:00Z
5081872864,,
5081872867,6584601.09891363,2018-12-31T00:00:00Z
5081872875,5099524.78719886,2020-12-31T00:00:00Z
5081872879,,
5081872883,16113415.9085713,2019-12-31T00:00:00Z
5081872884,,
5081872903,,
5081872917,,
5081872919,12251316.9158749,2019-12-31T00:00:00Z
5081872922,,
5081872930,39006879.8155226,2015-12-31T00:00:00Z
5081872930,56196226.7446537,2016-12-31T00:00:00Z
5081872930,64659442.2027183,2017-12-31T00:00:00Z
5081872930,62854988.7237337,2018-12-31T00:00:00Z
5081872930,69111666.4936798,2019-12-31T00:00:00Z
5081872930,86312531.6512447,2020-12-31T00:00:00Z
5081872951,,
5081872963,,
5081872965,20220156.3503045,2017-12-31T00:00:00Z
5081872965,,2018-12-31T00:00:00Z
5081872965,,2019-12-31T00:00:00Z
5081872965,,2020-12-31T00:00:00Z
5081872968,1914126.37308014,2020-12-31T00:00:00Z
5081872982,,
5081872986,6027694.538309,2018-12-31T00:00:00Z
5081872992,,
5081873000,,
5081873003,,
5081873008,32711267.989706,2019-12-31T00:00:00Z
5081873008,49702828.0855225,2020-12-31T00:00:00Z
5081873012,166554.744853141,2018-12-31T00:00:00Z
5081873012,9623271.84187337,2019-12-31T00:00:00Z
5081873028,7289645.42436554,2020-12-31T00:00:00Z
5081873055,9824407.67867997,2017-12-31T00:00:00Z
5081873072,12345672.071443,2018-12-31T00:00:00Z
5081873074,6795403.98959639,2019-12-31T00:00:00Z
5081873077,7753012.90253512,2018-12-31T00:00:00Z
5081873077,,2019-12-31T00:00:00Z
5081873087,,
5081873100,,
5081873102,,
5081873115,,
5081873127,,
5081873130,7023210.51429179,2018-12-31T00:00:00Z
5081873130,,2019-12-31T00:00:00Z
5081873130,,2020-12-31T00:00:00Z
5081873147,,
5081873180,,
5081873183,22073678.5809484,2019-12-31T00:00:00Z
5081873184,,
5081873200,,
5081873204,6444678.36970061,2020-12-31T00:00:00Z
5081873253,,
5081873262,7808294.26627563,2017-12-31T00:00:00Z
5081873262,9306855.04399433,2018-12-31T00:00:00Z
5081873273,,
5081873282,6208571.15043919,2019-12-31T00:00:00Z
5081873291,8549888.11486581,2019-12-31T00:00:00Z
5081873291,7725291.75506213,2020-12-31T00:00:00Z
5081873295,,
5081873296,,
5081873304,,
5081873308,6369241.34212645,2019-12-31T00:00:00Z
5081873308,,2020-12-31T00:00:00Z
5081873317,,
5081873322,6837504.73501177,2019-12-31T00:00:00Z
5081873380,26899215.0613731,2019-12-31T00:00:00Z
5081873380,37830832.8380827,2020-12-31T00:00:00Z
5081873383,,
5081873408,4866570.62761223,2016-12-31T00:00:00Z
5081873408,42577690.0498859,2017-12-31T00:00:00Z
5081873408,72682955.0899915,2018-12-31T00:00:00Z
5081873408,69268947.2093424,2019-12-31T00:00:00Z
5081873408,70749609.4179301,2020-12-31T00:00:00Z
5081873412,6952507.81561983,2020-12-31T00:00:00Z
5081873416,6489370.7198638,2017-12-31T00:00:00Z
5081873416,,2018-12-31T00:00:00Z
5081873416,,2019-12-31T00:00:00Z
5081873416,,2020-12-31T00:00:00Z
5081873418,5330469.88891845,2019-12-31T00:00:00Z
5081873420,7336242.96012185,2018-12-31T00:00:00Z
5081873420,,2019-12-31T00:00:00Z
5081873426,,
5081873430,9281776.01007726,2018-12-31T00:00:00Z
5081873430,,2019-12-31T00:00:00Z
5081873439,,
5081873447,19431671.0705088,2018-12-31T00:00:00Z
5081873447,24287834.1102429,2019-12-31T00:00:00Z
5081873447,,2020-12-31T00:00:00Z
5081873453,8061665.70044779,2017-12-31T00:00:00Z
5081873456,6535066.72712987,2019-12-31T00:00:00Z
5081873457,8344368.11973623,2020-12-31T00:00:00Z
5081873458,7504588.89755953,2018-12-31T00:00:00Z
5081873460,30461436.1391908,2020-12-31T00:00:00Z
5081873466,14598648.2725038,2019-12-31T00:00:00Z
5081873467,17261955.0956522,2020-12-31T00:00:00Z
5081873473,4039903.15156949,2017-12-31T00:00:00Z
5081873473,6849956.68946237,2018-12-31T00:00:00Z
5081873473,7841408.90676843,2019-12-31T00:00:00Z
5081873473,,2020-12-31T00:00:00Z
5081873481,,
5081873485,11205285.9337421,2020-12-31T00:00:00Z
5081873487,9764795.33970957,2019-12-31T00:00:00Z
5081873487,,2020-12-31T00:00:00Z
5081873491,10307168.6727184,2017-12-31T00:00:00Z
5081873491,,2018-12-31T00:00:00Z
5081873491,,2019-12-31T00:00:00Z
5081873491,,2020-12-31T00:00:00Z
5081873493,1697930.33838017,2018-12-31T00:00:00Z
5081873493,11334631.1021928,2019-12-31T00:00:00Z
5081873493,15632159.435866,2020-12-31T00:00:00Z
5081873504,5388895.41316836,2019-12-31T00:00:00Z
5081873512,21659180.6323908,2020-12-31T00:00:00Z
5081873518,,
5081873519,6544517.91487618,2019-12-31T00:00:00Z
5081873520,11591452.1714054,2019-12-31T00:00:00Z
5081873520,,2020-12-31T00:00:00Z
5081873522,8676190.35111194,2019-12-31T00:00:00Z
5081873527,8770702.22857504,2019-12-31T00:00:00Z
5081873529,5462598.17534253,2018-12-31T00:00:00Z
5081873529,,2019-12-31T00:00:00Z
5081873529,,2020-12-31T00:00:00Z
5081873537,,
5081873540,,
5081873547,,
5081873548,19825419.2981519,2019-12-31T00:00:00Z
5081873548,21382738.6954174,2020-12-31T00:00:00Z
5081873550,6754766.99243172,2018-12-31T00:00:00Z
5081873550,,2019-12-31T00:00:00Z
5081873554,43280968.3457938,2019-12-31T00:00:00Z
5081873554,47780197.680367,2020-12-31T00:00:00Z
5081873555,5246593.33521066,2017-12-31T00:00:00Z
5081873560,,
5081873570,9965847.87904015,2019-12-31T00:00:00Z
5081873570,,2020-12-31T00:00:00Z
5081873571,7665772.46114288,2019-12-31T00:00:00Z
5081873571,6785212.83092738,2020-12-31T00:00:00Z
5081873575,7600457.42638299,2020-12-31T00:00:00Z
5081873584,5113961.41024339,2020-12-31T00:00:00Z
5081873586,,
5081873591,6038449.77100562,2019-12-31T00:00:00Z
5081873609,,
5081873610,4566218.94767166,2020-12-31T00:00:00Z
5081873623,12203925.2082538,2019-12-31T00:00:00Z
5081873623,5947948.4067654,2020-12-31T00:00:00Z
5081873624,,
5081873625,,
5081873627,,
5081873628,,
5081873640,5095049.39414675,2019-12-31T00:00:00Z
5081873640,,2020-12-31T00:00:00Z
5081873642,10984114.4649132,2019-12-31T00:00:00Z
5081873642,11950855.7704353,2020-12-31T00:00:00Z
5081873646,6679061.1908941,2020-12-31T00:00:00Z
5081873650,42283053.6675148,2019-12-31T00:00:00Z
5081873650,44142993.9299645,2020-12-31T00:00:00Z
5081873653,5048652.65430123,2019-12-31T00:00:00Z
5081873667,10585774.5416891,2018-12-31T00:00:00Z
5081873668,8457094.63517478,2019-12-31T00:00:00Z
5081873678,,
5081873679,,
5081873685,26918701.099261,2019-12-31T00:00:00Z
5081873685,,2020-12-31T00:00:00Z
5081873697,6404425.44695331,2018-12-31T00:00:00Z
5081873697,,2019-12-31T00:00:00Z
5081873697,,2020-12-31T00:00:00Z
5081873701,,
5081873703,,
5081873706,7835689.46069674,2020-12-31T00:00:00Z
5081873710,,
5081873714,23417533.8952536,2018-12-31T00:00:00Z
5081873714,16349535.9166793,2019-12-31T00:00:00Z
5081873717,15804104.3096012,2019-12-31T00:00:00Z
5081873720,14685225.6128066,2018-12-31T00:00:00Z
5081873731,38217163.8196637,2019-12-31T00:00:00Z
5081873731,47941644.1894991,2020-12-31T00:00:00Z
5081873737,9203771.79744568,2020-12-31T00:00:00Z
5081873741,6101171.28968567,2019-12-31T00:00:00Z
5081873741,,2020-12-31T00:00:00Z
5081873752,16219970.5970855,2020-12-31T00:00:00Z
5081873765,7167437.10724657,2019-12-31T00:00:00Z
5081873769,,
5081873770,,
5081873776,6304279.57061013,2019-12-31T00:00:00Z
5081873776,19753421.6317647,2020-12-31T00:00:00Z
5081873784,16372881.5318112,2019-12-31T00:00:00Z
5081873784,12769610.7157055,2020-12-31T00:00:00Z
5081873787,3487072.26983024,2020-12-31T00:00:00Z
5081873788,6403515.46891311,2018-12-31T00:00:00Z
5081873791,,
5081873794,,
5081873800,4582353.99695671,2020-12-31T00:00:00Z
5081873802,8251803.8896272,2020-12-31T00:00:00Z
5081873806,5251533.93572652,2020-12-31T00:00:00Z
5081873807,6260399.12260284,2020-12-31T00:00:00Z
5081873816,,
5081873820,,
5081873831,9588465.34092629,2020-12-31T00:00:00Z
5081873832,,
5081873842,7788982.7390821,2020-12-31T00:00:00Z
5081873847,5564044.3639845,2020-12-31T00:00:00Z
5081873849,,
5081873851,,
5081873853,26882751.8578652,2019-12-31T00:00:00Z
5081873853,32999110.8935305,2020-12-31T00:00:00Z
5081873854,67915485.2387686,2019-12-31T00:00:00Z
5081873854,46150678.5914606,2020-12-31T00:00:00Z
5081873882,11085890.0279888,2018-12-31T00:00:00Z
5081873882,19265491.3948686,2019-12-31T00:00:00Z
5081873882,16373026.5867615,2020-12-31T00:00:00Z
5081873886,7962222.21561641,2020-12-31T00:00:00Z
5081873887,,
5081873890,8389217.92317855,2019-12-31T00:00:00Z
5081873897,5220544.01664836,2018-12-31T00:00:00Z
5081873897,,2019-12-31T00:00:00Z
5081873905,,
5081873911,10293671.5907837,2018-12-31T00:00:00Z
5081873911,,2019-12-31T00:00:00Z
5081873911,18501806.2512409,2020-12-31T00:00:00Z
5081873923,95343628.909527,2017-12-31T00:00:00Z
5081873923,118542684.553744,2018-12-31T00:00:00Z
5081873923,119157677.377319,2019-12-31T00:00:00Z
5081873923,96132447.2172041,2020-12-31T00:00:00Z
5081873930,5204167.65267232,2019-12-31T00:00:00Z
5081873937,5966277.06457926,2019-12-31T00:00:00Z
5081873937,,2020-12-31T00:00:00Z
5081873940,6257009.00444032,2018-12-31T00:00:00Z
5081873947,,
5081873948,9894191.23113432,2018-12-31T00:00:00Z
5081873949,5790345.17211042,2020-12-31T00:00:00Z
5081873957,,
5081873971,52431279.0295014,2019-12-31T00:00:00Z
5081873971,62304254.2598476,2020-12-31T00:00:00Z
5081873973,13223097.4956659,2020-12-31T00:00:00Z
5081873999,8790197.75115943,2019-12-31T00:00:00Z
5081873999,1638665.08024316,2020-12-31T00:00:00Z
5081874011,,
5081874022,27922245.3981418,2019-12-31T00:00:00Z
5081874032,6626555.59377861,2016-12-31T00:00:00Z
5081874039,,
5081874045,,
5081874052,,
5081874054,6294491.039042,2019-12-31T00:00:00Z
5081874054,,2020-12-31T00:00:00Z
5081874057,28323805.2002404,2020-12-31T00:00:00Z
5081874068,5203308.45378629,2019-12-31T00:00:00Z
5081874069,21633273.1085675,2020-12-31T00:00:00Z
5081874072,,
5081874082,,
5081874083,8249256.2502664,2020-12-31T00:00:00Z
5081874084,,
5081874093,25516643.3393408,2020-12-31T00:00:00Z
5081874101,,
5081874104,6074536.1242188,2019-12-31T00:00:00Z
5081874105,,
5081874108,,
5081874111,3019489.19226965,2016-12-31T00:00:00Z
5081874111,946510.771551691,2017-12-31T00:00:00Z
5081874111,7542003.24526801,2018-12-31T00:00:00Z
5081874111,7424083.37846015,2019-12-31T00:00:00Z
5081874116,,
5081874119,,
5081874123,8953711.59129903,2019-12-31T00:00:00Z
5081874126,,
5081874129,,
5081874133,11512782.2714496,2020-12-31T00:00:00Z
5081874142,,
5081874188,,
5081874197,,
5081874293,,
5081874300,10209043.6330448,2018-12-31T00:00:00Z
5081874300,,2019-12-31T00:00:00Z
5081874300,,2020-12-31T00:00:00Z
5081874309,,
5081874310,7984535.24785931,2019-12-31T00:00:00Z
5081874311,,
5081874313,,
5081874320,10906855.265313,2017-12-31T00:00:00Z
5081874406,5491717.47262905,2018-12-31T00:00:00Z
5081874406,,2019-12-31T00:00:00Z
5081874406,,2020-12-31T00:00:00Z
5081874410,,
5081874416,5352003.53390897,2017-12-31T00:00:00Z
5081874416,,2018-12-31T00:00:00Z
5081874416,,2019-12-31T00:00:00Z
5081874478,,
5081874746,6405612.87015171,2016-12-31T00:00:00Z
5081874759,,
5081874792,5711094.99542891,2019-12-31T00:00:00Z
5081874795,,
5081874796,,
5081874820,,
5081874837,5462988.00267282,2020-12-31T00:00:00Z
5081874838,,
5081874865,57084350.1020715,2016-12-31T00:00:00Z
5081874865,,2017-12-31T00:00:00Z
5081874865,,2018-12-31T00:00:00Z
5081874865,,2019-12-31T00:00:00Z
5081874907,5891526.76149481,2019-12-31T00:00:00Z
5081874909,,
5081874910,6122651.26183638,2019-12-31T00:00:00Z
5081874930,13681415.2435578,2020-12-31T00:00:00Z
5081874937,10956156.5206605,2019-12-31T00:00:00Z
5081874937,13401660.7036878,2020-12-31T00:00:00Z
5081874940,29935348.3881057,2019-12-31T00:00:00Z
5081874940,,2020-12-31T00:00:00Z
5081874943,6944045.39687926,2019-12-31T00:00:00Z
5081874966,5215084.14840714,2018-12-31T00:00:00Z
5081874966,,2019-12-31T00:00:00Z
5081874966,,2020-12-31T00:00:00Z
5081874967,10923854.6369615,2019-12-31T00:00:00Z
5081874967,,2020-12-31T00:00:00Z
5081874975,4067312.06721319,2018-12-31T00:00:00Z
5081874975,9144134.57738708,2019-12-31T00:00:00Z
5081874975,12902389.1885514,2020-12-31T00:00:00Z
5081874980,1722133.12968245,2017-12-31T00:00:00Z
5081874980,5834334.06346781,2018-12-31T00:00:00Z
5081874980,7487404.16860163,2019-12-31T00:00:00Z
5081874980,5393447.56055285,2020-12-31T00:00:00Z
5081874985,,
5081874988,,
5081875018,,
5081875057,33252196.1741317,2021-03-31T00:00:00Z
5081875058,,
5081875069,10998159.1205683,2020-12-31T00:00:00Z
5081875111,,
5081875123,17346876.4076788,2020-12-31T00:00:00Z
5081875125,9556195.24235617,2020-12-31T00:00:00Z
5081875133,,
5081875134,18911976.1883295,2020-12-31T00:00:00Z
5081875146,6148914.40555624,2017-12-31T00:00:00Z
5081875146,12100412.5542312,2018-12-31T00:00:00Z
5081875149,11350352.7963133,2018-12-31T00:00:00Z
5081875149,11660856.1927638,2019-12-31T00:00:00Z
5081875149,11903259.9982638,2020-12-31T00:00:00Z
5081875153,19079370.4631404,2019-12-31T00:00:00Z
5081875166,5998841.48156083,2020-12-31T00:00:00Z
5081875168,26589018.7414323,2018-12-31T00:00:00Z
5081875168,24927223.0274407,2019-12-31T00:00:00Z
5081875168,39203917.4332957,2020-12-31T00:00:00Z
5081875177,31866634.3566081,2019-12-31T00:00:00Z
5081875177,38115021.0423753,2020-12-31T00:00:00Z
5081875206,8008716.73183235,2018-12-31T00:00:00Z
5081875206,,2019-06-30T00:00:00Z
5081875206,7107913.81662856,2020-12-31T00:00:00Z
5081875207,,
5081875236,,
5081875243,11077985.1538733,2020-12-31T00:00:00Z
5081875256,40407258.688509,2020-12-31T00:00:00Z
5081875257,12148842.8985291,2020-12-31T00:00:00Z
5081875258,12658577.1878523,2019-12-31T00:00:00Z
5081875265,15355419.2125027,2018-12-31T00:00:00Z
5081875265,20041149.4933885,2019-12-31T00:00:00Z
5081875265,21874636.2110917,2020-12-31T00:00:00Z
5081875268,14974118.1856981,2019-12-31T00:00:00Z
5081875269,5912221.74329367,2020-12-31T00:00:00Z
5081875276,5617743.53062739,2017-12-31T00:00:00Z
5081875277,,
5081875289,,
5081875303,8338423.62789436,2020-12-31T00:00:00Z
5081875308,,
5081875309,8484488.28458016,2020-12-31T00:00:00Z
5081875310,,
5081875311,5467941.71068295,2019-12-31T00:00:00Z
5081875313,6041027.36766371,2019-12-31T00:00:00Z
5081875314,6734400.8686884,2019-12-31T00:00:00Z
5081875322,5043497.46098506,2019-12-31T00:00:00Z
5081875329,,
5081875332,,
5081875338,7147877.50579969,2018-12-31T00:00:00Z
5081875339,11933991.9791017,2020-12-31T00:00:00Z
5081875342,,
5081875351,9574053.18701133,2019-12-31T00:00:00Z
5081875362,5557250.65902238,2020-12-31T00:00:00Z
5081875365,9334554.73640907,2018-12-31T00:00:00Z
5081875365,,2019-12-31T00:00:00Z
5081875378,13659543.890075,2019-12-31T00:00:00Z
5081875382,,
5081875396,15200273.1835618,2018-12-31T00:00:00Z
5081875406,9964129.48126809,2019-12-31T00:00:00Z
5081875406,,2020-12-31T00:00:00Z
5081875411,4798054.12950434,2020-12-31T00:00:00Z
5081875413,12558163.6224974,2020-12-31T00:00:00Z
5081875419,11887043.1391803,2018-12-31T00:00:00Z
5081875419,,2019-12-31T00:00:00Z
5081875432,,
5081875434,6097350.20351171,2020-12-31T00:00:00Z
5081875437,5393636.13339485,2017-12-31T00:00:00Z
5081875438,6848674.32053014,2019-12-31T00:00:00Z
5081875452,,
5081875455,6166136.46625328,2020-12-31T00:00:00Z
5081875459,26387716.1876956,2019-12-31T00:00:00Z
5081875468,16542156.1526994,2019-12-31T00:00:00Z
5081875468,,2020-12-31T00:00:00Z
5081875470,5124262.1562717,2019-12-31T00:00:00Z
5081875486,10326431.5424377,2020-12-31T00:00:00Z
5081875493,8154993.59391685,2020-12-31T00:00:00Z
5081875494,,
5081875500,8954570.79018506,2019-12-31T00:00:00Z
5081875504,,
5081875518,5400924.19757276,2019-12-31T00:00:00Z
5081875518,,2020-12-31T00:00:00Z
5081875519,7841280.77243488,2018-12-31T00:00:00Z
5081875522,,
5081875524,26258518.8917529,2020-12-31T00:00:00Z
5081875535,8888665.49670928,2018-12-31T00:00:00Z
5081875537,5107937.37743717,2019-12-31T00:00:00Z
5081875540,,
5081875544,7410602.70848766,2017-12-31T00:00:00Z
5081875544,,2018-12-31T00:00:00Z
5081875544,,2019-12-31T00:00:00Z
5081875544,,2020-12-31T00:00:00Z
5081875555,3689579.43751135,2020-12-31T00:00:00Z
5081875572,5175814.08943339,2019-12-31T00:00:00Z
5081875584,,
5081875585,8152938.22952082,2019-12-31T00:00:00Z
5081875585,,2020-12-31T00:00:00Z
5081875587,5572763.97477838,2019-12-31T00:00:00Z
5081875593,11154714.6915652,2020-06-30T00:00:00Z
5081875598,6107540.76095491,2020-12-31T00:00:00Z
5081875614,,
5081875619,7723338.78650676,2019-12-31T00:00:00Z
5081875639,,
5081875646,7865411.91990606,2020-12-31T00:00:00Z
5081875647,8425304.27639174,2019-12-31T00:00:00Z
5081875659,14238021.6236855,2020-12-31T00:00:00Z
5081875669,31104869.3702413,2018-12-31T00:00:00Z
5081875669,,2019-12-31T00:00:00Z
5081875679,,
5081875687,,
5081875690,,
5081875695,35850555.4455981,2020-12-31T00:00:00Z
5081875701,39000878.1198556,2017-12-31T00:00:00Z
5081875701,32242845.2002306,2018-12-31T00:00:00Z
5081875706,46296264.0374629,2019-12-31T00:00:00Z
5081875706,45793768.5251974,2020-12-31T00:00:00Z
5081875736,,
5081875741,,
5081875746,13071435.5385345,2018-12-31T00:00:00Z
5081875746,17259001.9302373,2019-12-31T00:00:00Z
5081875746,22843131.5038076,2020-12-31T00:00:00Z
5081875750,,
5081875762,,
5081875764,9611188.06063098,2018-12-31T00:00:00Z
5081875764,,2019-12-31T00:00:00Z
5081875766,,
5081875770,15978040.0064498,2017-12-31T00:00:00Z
5081875770,18317354.0034609,2018-12-31T00:00:00Z
5081875777,,
5081875780,7226803.65346583,2020-12-31T00:00:00Z
5081875792,,
5081875796,6172484.79722601,2019-12-31T00:00:00Z
5081875805,9733680.78449182,2020-12-31T00:00:00Z
5081875810,,
5081875813,6054993.87951511,2018-12-31T00:00:00Z
5081875818,,
5081875827,6187950.37717451,2019-12-31T00:00:00Z
5081875831,6762284.07668019,2020-12-31T00:00:00Z
5081875832,6336591.78445738,2019-12-31T00:00:00Z
5081875835,9379015.03988295,2019-12-31T00:00:00Z
5081875841,8333578.89218505,2018-12-31T00:00:00Z
5081875841,,2019-12-31T00:00:00Z
5081875841,,2020-12-31T00:00:00Z
5081875847,10342176.9911205,2019-12-31T00:00:00Z
5081875847,,2020-12-31T00:00:00Z
5081875850,,
5081875865,,
5081875873,22039628.1102701,2020-12-31T00:00:00Z
5081875878,4792958.85078275,2020-12-31T00:00:00Z
5081875886,7494305.7863497,2020-12-31T00:00:00Z
5081875888,6095942.89132427,2018-12-31T00:00:00Z
5081875890,,
5081875894,10067421.5407565,2020-12-31T00:00:00Z
5081875903,,
5081875906,110634.458358393,2017-12-31T00:00:00Z
5081875906,2183841.27039741,2018-12-31T00:00:00Z
5081875906,-1361219.14976765,2019-12-31T00:00:00Z
5081875906,10411622.0397376,2020-12-31T00:00:00Z
5081875907,,
5081875916,6539102.19690345,2018-12-31T00:00:00Z
5081875916,,2019-12-31T00:00:00Z
5081875918,7688743.90505294,2017-12-31T00:00:00Z
5081875918,,2018-12-31T00:00:00Z
5081875918,,2019-12-31T00:00:00Z
5081875918,,2020-12-31T00:00:00Z
5081875926,,
5081875938,7121040.36740105,2019-12-31T00:00:00Z
5081875938,,2020-12-31T00:00:00Z
5081875939,15091828.4330839,2019-12-31T00:00:00Z
5081875940,,
5081875945,9015246.48474657,2020-12-31T00:00:00Z
5081875954,,
5081875964,47025725.58689,2018-12-31T00:00:00Z
5081875964,58557009.8861146,2019-12-31T00:00:00Z
5081875964,9606614.43500016,2020-12-31T00:00:00Z
5081875968,6962947.77237188,2019-12-31T00:00:00Z
5081875977,6459934.10740573,2018-12-31T00:00:00Z
5081875977,,2019-12-31T00:00:00Z
5081875994,0.0,2017-12-31T00:00:00Z
5081875994,28728201.7666426,2018-12-31T00:00:00Z
5081875994,37941026.4455848,2019-12-31T00:00:00Z
5081875994,42229905.7980515,2020-12-31T00:00:00Z
5081875996,14059071.3720781,2019-12-31T00:00:00Z
5081876001,,
5081876005,12597486.3693249,2017-12-31T00:00:00Z
5081876005,23003969.9328729,2018-12-31T00:00:00Z
5081876005,22762608.7727388,2019-12-31T00:00:00Z
5081876005,11863046.289682,2020-12-31T00:00:00Z
5081876007,43445316.0217249,2020-12-31T00:00:00Z
5081876020,,
5081876026,6905897.48129018,2017-12-31T00:00:00Z
5081876026,8219323.43262371,2018-12-31T00:00:00Z
5081876026,8101934.18171279,2019-12-31T00:00:00Z
5081876026,7958569.66506483,2020-12-31T00:00:00Z
5081876030,8441866.27896929,2018-12-31T00:00:00Z
5081876053,8378167.81615503,2018-12-31T00:00:00Z
5081876053,,2019-12-31T00:00:00Z
5081876057,9016944.9109871,2020-12-31T00:00:00Z
5081876058,,
5081876061,11478037.9184496,2019-12-31T00:00:00Z
5081876066,,
5081876079,5730131.7191624,2018-12-31T00:00:00Z
5081876080,12741593.6564749,2020-12-31T00:00:00Z
5081876081,50880850.362367,2020-12-31T00:00:00Z
5081876083,14223470.5513395,2020-12-31T00:00:00Z
5081876085,16355709.9944313,2019-12-31T00:00:00Z
5081876093,,
5081876102,5432714.5563558,2019-12-31T00:00:00Z
5081876107,6291689.27828159,2016-12-31T00:00:00Z
5081876109,12564924.5092752,2019-12-31T00:00:00Z
5081876117,5299741.33455435,2017-12-31T00:00:00Z
5081876117,,2018-12-31T00:00:00Z
5081876117,,2019-12-31T00:00:00Z
5081876117,,2020-12-31T00:00:00Z
5081876118,9004559.67857677,2020-12-31T00:00:00Z
5081876123,119761257.892899,2020-12-31T00:00:00Z
5081876128,,
5081876134,5740141.47760464,2018-12-31T00:00:00Z
5081876134,,2019-12-31T00:00:00Z
5081876134,,2020-12-31T00:00:00Z
5081876138,,
5081876139,,
5081876140,,
5081876142,,
5081876158,,
5081876166,,
5081876167,5864032.39714191,2019-12-31T00:00:00Z
5081876170,,
5081876171,5725701.37649138,2019-12-31T00:00:00Z
5081876191,,
5081876195,6648489.51856451,2020-12-31T00:00:00Z
5081876200,,
5081876208,10418335.6302974,2019-12-31T00:00:00Z
5081876208,9135796.4899241,2020-12-31T00:00:00Z
5081876210,5773816.51410896,2019-12-31T00:00:00Z
5081876228,31978945.3260214,2019-12-31T00:00:00Z
5081876228,61752160.2840322,2020-12-31T00:00:00Z
5081876232,6958602.07343733,2018-12-31T00:00:00Z
5081876235,8030556.20479724,2018-12-31T00:00:00Z
5081876236,22744873.788195,2019-12-31T00:00:00Z
5081876236,74279697.6170582,2020-12-31T00:00:00Z
5081876243,,
5081876248,5749172.82420255,2020-12-31T00:00:00Z
5081876249,6517262.72393856,2018-12-31T00:00:00Z
5081876249,,2019-12-31T00:00:00Z
5081876252,13868690.9421109,2019-12-31T00:00:00Z
5081876252,15486239.3152532,2020-12-31T00:00:00Z
5081876256,,
5081876257,9049941.86653418,2019-12-31T00:00:00Z
5081876276,7746537.15642952,2019-12-31T00:00:00Z
5081876278,15543767.0471347,2019-12-31T00:00:00Z
5081876283,,
5081876284,9645362.61998413,2020-12-31T00:00:00Z
5081876287,6012673.80442478,2019-12-31T00:00:00Z
5081876300,10281221.5156376,2020-12-31T00:00:00Z
5081876306,58125053.7065376,2019-06-30T00:00:00Z
5081876306,9536271.84824633,2020-12-31T00:00:00Z
5081876312,10457309.6418482,2019-12-31T00:00:00Z
