Instrument,Total Fixed Assets - Net,Date
5060879366,27966.6726453378,
5060879366,30502.0639960918,
5060879379,,
5060879379,,
5060879379,,
5060879379,,
5060879379,,
5060879379,4027.96410544027,
5060879380,,
5060879380,62488.1897459845,
5060879380,444.102186711522,
5060879380,45966.3391753938,
5060879380,32193.3204881182,
5060879380,18563.7737371926,
5060879386,,
5060879387,,
5060879387,5123.42394196414,
5060879387,36051.3036164844,
5060879387,39347.8125262413,
5060879387,26144.6004220571,
5060879387,20596.1482411497,
5060879387,34827.7967757694,
5060879394,3049.67035625718,
5060879394,3801.00129234044,
5060879398,,
5060879398,161651.328721452,
5060879398,444368.933978133,
5060879398,613224.949316827,
5060879398,640394.485732636,
5060879398,646633.152478533,
5060879403,593661.933730091,
5060879403,40031.3954336567,
5060879403,73912.6235305629,
5060879403,570670.918513428,
5060879403,377213.56431008,
5060879403,2847.89644012945,
5060879403,399196.485117163,
5060879403,508661.86051626,
5060879403,2064135.86161011,
5060879403,1741202.85400897,
5060879403,1592494.29142136,
5060879403,1377449.8626456,
5060879403,919971.040921186,
5060879403,938253.032307244,
5060879408,,
5060879415,,
5060879415,,
5060879415,1217.32548359966,
5060879415,5279.69913988556,
5060879415,6559.2600238554,
5060879415,57367.2174517409,
5060879419,,
5060879422,7248.63978453753,
5060879422,3812.7102607233,
5060879422,11884.4543611521,
5060879422,9590.32938801725,
5060879422,10886.0390556689,
5060879423,,
5060879426,,
5060879426,,
5060879426,,
5060879426,108129.700939288,
5060879426,93912.2396550142,
5060879426,19180.9295338879,
5060879431,,
5060879437,,
5060879437,247.640664197826,
5060879437,17656.2132043734,
5060879437,11437.626707933,
5060879437,8855.83539774291,
5060879437,12382.3285429231,
5060879441,,
5060879445,1811.93975684994,
5060879445,696.821276919234,
5060879445,629819.974768713,
5060879445,708767.601156416,
5060879445,668167.675933572,
5060879445,643973.230500191,
5060879445,691668.001954079,
5060879450,,
5060879455,,
5060879456,,
5060879456,6759.80929833516,
5060879456,1214.25567703953,
5060879456,1385.54000071976,
5060879456,1324.66281310212,
5060879456,1294.75595811941,
5060879456,1410.60087933561,
5060879463,,
5060879472,,
5060879474,,
5060879475,,
5060879478,,
5060879478,19285.1945569662,
5060879478,18669.0496215307,
5060879478,12396.6243207255,
5060879478,7266.0679878888,
5060879478,,
5060879478,879.33561309233,
5060879497,,
5060879499,,
5060879499,301.223922416134,
5060879499,1342.90370058873,
5060879499,2731.93699691702,
5060879499,3758.79667859437,
5060879499,4794.93531825214,
5060879499,7055.89887640449,
5060879508,,
5060879515,,
5060879517,,
5060879525,,
5060879526,1256017.88642608,
5060879526,1230451.94491169,
5060879526,1164414.97822723,
5060879526,932133.33792091,
5060879526,665790.518574984,
5060879527,,
5060879529,1.2097018085042,
5060879529,490.329166711917,
5060879529,23551.0723296888,
5060879529,581.806840129077,
5060879529,556.243692081842,
5060879529,16274.0174427729,
5060879530,111679.159676125,
5060879530,77207.7130596441,
5060879530,95714.596575617,
5060879530,91509.4776269146,
5060879530,73022.6796116505,
5060879530,,
5060879530,,
5060879530,53314.4861791568,
5060879530,,
5060879530,33992.2413793103,
5060879530,40297.621189765,
5060879530,35942.2424075603,
5060879530,36059.693294173,
5060879536,,
5060879536,1590.93851132686,
5060879536,5195.79902892126,
5060879538,,
5060879542,1432.43448702773,
5060879542,,
5060879542,,
5060879542,,
5060879542,,
5060879542,,
5060879543,,
5060879553,,
5060879561,,
5060879561,86926.7275550874,
5060879561,94311.8797308663,
5060879561,85627.703602404,
5060879561,80135.1844205891,
5060879561,59878.1584198372,
5060879579,,
5060879592,977.400332316113,
5060879592,8246.42556770395,
5060879592,6885.71394297094,
5060879592,9446.9676117075,
5060879592,7716.96971055759,
5060879592,6827.06399609184,
5060879593,,
5060879593,6626.80683311432,
5060879593,24074.3692178301,
5060879593,58369.3693693694,
5060879593,104073.114505918,
5060879598,,
5060879606,672432.048559878,
5060879606,817511.847417194,
5060879606,823531.231083111,
5060879607,,
5060879611,,
5060879611,1016.61059714045,
5060879611,614.19608689915,
5060879611,1.14689421047803,
5060879612,,
5060879613,,
5060879613,9606.75926629815,
5060879613,35557.1909167368,
5060879613,77256.7507587481,
5060879613,73130.5624369208,
5060879613,113278.254825909,
5060879621,16721.2895458498,
5060879621,,
5060879621,,
5060879621,,
5060879621,,
5060879621,,
5060879621,,
5060879621,,
5060879621,,
5060879621,,
5060879628,15904.4754075216,
5060879628,10914.6341463415,
5060879628,9296.91342474299,
5060879628,89869.4834388476,
5060879628,71381.9698226577,
5060879634,,
5060879644,,
5060879648,,
5060879651,,
5060879654,2129.0751829674,
5060879654,1591.55526112879,
5060879654,1737.13204373423,
5060879654,13333.8731541128,
5060879654,9461.04000367006,
5060879654,118687.722798915,
5060879659,,
5060879664,15121.2726063025,
5060879664,13575.0046155016,
5060879664,13141.2952060555,
5060879664,14995.0216528113,
5060879664,,
5060879664,,
5060879664,,
5060879665,,
5060879670,,
5060879673,1873.03569683214,
5060879673,,
5060879673,,
5060879679,,
5060879681,15614.5133089345,
5060879683,18236.1952002334,
5060879683,17472.4982876952,
5060879683,17894.9779533872,
5060879683,16721.2895458498,
5060879683,16181.2297734628,
5060879683,,
5060879683,,
5060879683,,
5060879683,,
5060879683,,
5060879683,,
5060879683,,
5060879683,,
5060879684,,
5060879705,,
5060879731,,
5060879733,,
5060879746,,
5060879749,,
5060879755,,
5060879755,543.000184620063,
5060879755,42880.9819175778,
5060879755,3352.8868415686,
5060879755,94814.8912744289,
5060879755,354629.666165953,
5060879756,,
5060879761,,
5060879761,65470.5965400028,
5060879761,101687.478973928,
5060879761,111342.378330394,
5060879761,102303.147077714,
5060879778,1511.16951379763,
5060879778,6173.04457527334,
5060879778,5131.53632993846,
5060879778,3076.19965134416,
5060879778,113081.407080241,
5060879778,142669.760625305,
5060879781,,
5060879781,27115.8653793942,
5060879781,26249.5374264088,
5060879781,29952.3278271614,
5060879781,28636.2969079732,
5060879781,27989.7764724346,
5060879789,18636.776316504,
5060879794,,
5060879795,,
5060879797,17214.5936729619,
5060879797,22762.0479394449,
5060879797,30278.7514545171,
5060879797,60.2119460500963,
5060879797,41336.9055893101,
5060879830,22004328.7974718,
5060879830,21289786.5853659,
5060879830,24280302.5395569,
5060879830,23200701.8992568,
5060879830,22664404.8606596,
5060879830,24678981.4362482,
5060879842,,
5060879843,287757.6481576,
5060879843,286176.597981497,
5060879843,310857.283381917,
5060879843,314895.632626846,
5060879843,276225.085756564,
5060879848,,
5060879850,,
5060879851,,
5060879851,,
5060879851,,
5060879851,,
5060879851,,
5060879851,3961.85881778212,
5060879852,,
5060879852,,
5060879852,157.695542472666,
5060879852,179.940259833735,
5060879852,172.034131571704,
5060879852,168.150124431092,
5060879852,610.649731314118,
5060879879,366.648521139539,
5060879879,1580.9667575287,
5060879879,514.087468460892,
5060879879,1245.18659804945,
5060879879,2144.69217359391,
5060879879,1156.87285608591,
5060879879,72.3497801660967,
5060879880,14661.0049847417,
5060879880,1453.42724978974,
5060879880,5923.03355286045,
5060879880,1094.34351775392,
5060879880,7805.22610586732,
5060879884,18236.1952002334,
5060879884,17472.4982876952,
5060879884,17894.9779533872,
5060879884,16721.2895458498,
5060879884,16181.2297734628,
5060879884,,
5060879884,,
5060879884,,
5060879884,,
5060879884,,
5060879884,,
5060879884,,
5060879884,,
5060879886,,
5060879886,,
5060879886,,
5060879886,19049.5075634889,
5060879886,17807.4020552344,
5060879886,17877.2728291819,
5060879887,24879.7191908262,
5060879887,20579.1523816471,
5060879887,19752.0582602983,
5060879887,28091.5650231919,
5060879887,69192.3617149355,
5060879887,72084.4660194175,
5060879887,47752.7047709521,
5060879887,,
5060879887,,
5060879887,5167.62415699221,
5060879887,2402.02901597982,
5060879887,4942.25117261069,
5060879887,4640.96476740985,
5060879887,4620.26096899312,
5060879904,4323548.47362648,
5060879904,4210461.70100925,
5060879904,4553851.5252936,
5060879904,221470.054592164,
5060879904,203578.425218035,
5060879904,3870995.56668295,
5060879908,9805.49733386909,
5060879908,11369.8486122792,
5060879908,15191.4684324804,
5060879908,8609.73483805854,
5060879908,2242.00165908123,
5060879908,301.587689301417,
5060879912,,
5060879915,131031.960990867,
5060879915,,
5060879915,672526.56518036,
5060879923,1.08600036924013,
5060879923,1364.73927670311,
5060879923,3156.00820527585,
5060879923,74930.9799064134,
5060879923,138377.149519091,
5060879935,,
5060879935,12699.8002523129,
5060879935,14492.7723995633,
5060879935,13856.9593540692,
5060879935,13544.1113826424,
5060879938,401.885296641001,
5060879938,267.945752733389,
5060879938,788.018377898538,
5060879938,516.859344894027,
5060879938,673.015268031298,
5060879942,105906.361752946,
5060879942,68098.5775767744,
5060879942,30221.1319383291,
5060879942,22639.2945083892,
5060879942,19111.0962477426,
5060879942,20607.1197411003,
5060879942,41993.2182816128,
5060879942,,
5060879942,,
5060879942,13477.26458227,
5060879942,40964.5710681245,
5060879942,54396.5403486043,
5060879942,39764.5426185889,
5060879942,42934.8922718203,
5060879949,3624.2666182786,
5060879949,2564.04687177594,
5060879949,478.153910849453,
5060879949,7108.83986516477,
5060879949,63083.7691531333,
5060879949,54260.9241530839,
5060879949,44705.6668295066,
5060879955,33255.9124175891,
5060879955,54673.6025890249,
5060879955,69522.7081581161,
5060879955,73035.3522630487,
5060879963,664.744461012655,
5060879963,0.729447808009337,
5060879963,,
5060879963,,
5060879963,,
5060879963,,
5060879963,,
5060879963,,
5060879963,,
5060879963,,
5060879963,,
5060879963,,
5060879963,,
5060879963,,
5060879963,,
5060879964,,
5060879964,2103273.8278376,
5060879964,2052033.15210356,
5060879964,2280108.2436141,
5060879964,,
5060879964,,
5060879964,,
5060879964,,
5060879964,,
5060879964,,
5060879964,,
5060879967,42195.339201119,
5060879967,28832.6500838865,
5060879967,13772.9274122531,
5060879967,64274.3944339461,
5060879967,48280.9711724968,
5060879967,34395.28802589,
5060879967,,
5060879967,,
5060879967,766.358192705498,
5060879967,42523.973458151,
5060879967,33316.3372582002,
5060879967,29326.0637468361,
5060879967,38452.277731902,
5060879967,85073.0556240612,
5060879967,15660.3566194431,
5060879969,6307.05585832861,
5060879969,4177.27040630243,
5060879969,21715.0864539215,
5060879969,17960.3160968906,
5060879969,12784.9508394087,
5060879969,9147.57281553398,
5060879969,767.37650411653,
5060879969,970.901943535751,
5060879969,278.134639811287,
5060879969,91.1045709755541,
5060879969,97.098402018503,
5060879969,,
5060879969,,
5060879975,,
5060879991,,
5060879991,,
5060879991,,
5060879991,,
5060879991,248.862184158016,
5060879991,369.90718124084,
5060879999,,
5060879999,,
5060879999,,
5060879999,1.2097018085042,
5060879999,1.08600036924013,
5060879999,1.05130361648444,
5060879999,1.1996017322249,
5060879999,1.14689421047803,
5060879999,1.12100082954061,
5060880006,431.64170675818,
5060880006,1679.67830109336,
5060880006,3493.66010484519,
5060880006,44.2357096981374,
5060880006,,
5060880008,1411.80048001216,
5060880008,2628.2590412111,
5060880008,2999.00433056225,
5060880008,2867.23552619506,
5060880008,2802.50207385153,
5060880008,3053.24865657059,
5060880009,,
5060880018,,
5060880023,26515.3402567926,
5060880023,26448.0122547232,
5060880023,58588.7812582994,
5060880023,55258.2603218233,
5060880023,40531.0681559762,
5060880023,23820.0647249191,
5060880023,,
5060880023,,
5060880023,12988.5683179096,
5060880023,3994.26591805041,
5060880023,4436.24894869639,
5060880023,5903.18014419213,
5060880023,240.710156895128,
5060880023,23205.8381723203,
5060880040,83236.4983004094,
5060880040,78740.5382674517,
5060880040,90653.9029042358,
5060880040,122701.624002202,
5060880040,133769.028989081,
5060880043,19927.4356369011,
5060880043,,
5060880043,35750.9400204079,
5060880043,34189.9158220237,
5060880043,31310.9089692997,
5060880043,23772.7766990291,
5060880043,32496.5827527971,
5060880043,1659.44140528356,
5060880043,,
5060880043,1075.14036554772,
5060880043,23792.0521446594,
5060880043,1850.87750866712,
5060880043,2813.59528397101,
5060880043,1856.80335403448,
5060880050,,
5060880055,,
5060880056,,
5060880058,,
5060880060,,
5060880060,,
5060880060,23994.0379793908,
5060880060,23398.5916139095,
5060880060,23327.7245925162,
5060880075,1717.61895192801,
5060880075,1810.93804084458,
5060880078,,
5060880102,,
5060880102,99958.3894028596,
5060880102,65994.7937284822,
5060880102,47936.8290668869,
5060880102,48493.3748850974,
5060880105,34706.3998001759,
5060880105,44186.2910008411,
5060880105,45346.1450798335,
5060880105,36056.0601890082,
5060880105,37652.1758626101,
5060880110,25001.3792204689,
5060880110,,
5060880110,,
5060880110,13845.5821635012,
5060880110,18646.0551980808,
5060880110,2871.27503663898,
5060880113,,
5060880114,,
5060880115,,
5060880117,378266.233860967,
5060880117,501607.106414504,
5060880117,464903.997022276,
5060880117,,
5060880117,318921.346278317,
5060880117,253948.200337767,
5060880117,284928.581246392,
5060880117,315493.788181213,
5060880117,336975.054571519,
5060880117,337093.145500421,
5060880117,380811.170691331,
5060880117,324095.100467933,
5060880117,372574.714705289,
5060880121,,
5060880126,5032.30851098489,
