Instrument,Cost of Revenues - Total,Date
5063191925,,
5063191933,,
5063191982,,
5063191992,,
5063192122,,
5063192205,,
5063282442,1382580.83274506,2015-12-31T00:00:00Z
5063282442,2105969.29325095,2016-12-31T00:00:00Z
5063282442,1118027.24706213,2017-12-31T00:00:00Z
5063282442,1171618.64728927,2018-12-31T00:00:00Z
5063282442,1069433.83804729,2019-12-31T00:00:00Z
5063282442,1160971.79545094,2020-12-31T00:00:00Z
5063297241,,
5063313957,0.0,2016-12-31T00:00:00Z
5063313957,0.0,2017-12-31T00:00:00Z
5063313957,0.0,2018-12-31T00:00:00Z
5063313957,0.0,2019-12-31T00:00:00Z
5063313957,0.0,2020-12-31T00:00:00Z
5063353452,1424.02355714692,2016-09-30T00:00:00Z
5063353452,9578899.36763816,2017-09-30T00:00:00Z
5063353452,5566012.47134914,2018-09-30T00:00:00Z
5063353452,4855382.92572426,2019-09-30T00:00:00Z
5063353452,3637559.01628597,2020-09-30T00:00:00Z
5063735128,,
5063737684,0.0,2014-12-31T00:00:00Z
5063737684,124.299274723102,2015-12-31T00:00:00Z
5063737684,1310.94234767475,2016-12-31T00:00:00Z
5063737684,1332.13818432446,2017-12-31T00:00:00Z
5063737684,1352.76636088821,2018-12-31T00:00:00Z
5063737684,1251.19891709425,2019-12-31T00:00:00Z
5063737684,0.0,2020-12-31T00:00:00Z
5063763695,2404928.01211674,2013-12-31T00:00:00Z
5063763695,,2014-12-31T00:00:00Z
5063763695,1889721.87361531,2015-12-31T00:00:00Z
5063763695,162795.204265791,2016-12-31T00:00:00Z
5063763810,3741554.32211047,2014-12-31T00:00:00Z
5063763810,3638736.96824408,2015-12-31T00:00:00Z
5063763810,4364127.07540924,2016-12-31T00:00:00Z
5063763810,4639110.67517429,2017-12-31T00:00:00Z
5063763810,5104110.45839129,2018-12-31T00:00:00Z
5063763847,4179583.73864376,2014-12-31T00:00:00Z
5063763847,3398342.1709296,2015-12-31T00:00:00Z
5063763847,4384148.74035554,2016-12-31T00:00:00Z
5063763847,5144112.15050456,2017-12-31T00:00:00Z
5063763847,5477842.91027667,2018-12-31T00:00:00Z
5063763847,4928586.27979036,2019-12-31T00:00:00Z
5063763847,4484326.88727051,2020-12-31T00:00:00Z
5063764057,7119728.86299074,2014-12-31T00:00:00Z
5063764057,7469516.31593534,2015-12-31T00:00:00Z
5063764057,1547984.55944975,2016-12-31T00:00:00Z
5063764057,3818392.45015912,2017-12-31T00:00:00Z
5063764057,4147950.59876348,2018-12-31T00:00:00Z
5063764057,3611528.80151451,2019-12-31T00:00:00Z
5063764057,,2020-12-31T00:00:00Z
5063765506,46575164.8901603,2014-12-31T00:00:00Z
5063765506,38291634.5711987,2015-12-31T00:00:00Z
5063765506,25345401.8202124,2016-12-31T00:00:00Z
5063765506,25147620.229792,2017-12-31T00:00:00Z
5063770819,,
5064611730,3795616.45113215,2018-12-31T00:00:00Z
5064611730,9831921.09052664,2019-12-31T00:00:00Z
5064611730,10446613.0000407,2020-12-31T00:00:00Z
5064705883,,
5065875254,,
5065875577,5787872.36444023,2018-12-31T00:00:00Z
5065875577,11508755.1301451,2019-12-31T00:00:00Z
5065875577,-14932.113124771,2020-12-31T00:00:00Z
5066545550,1218008.59301167,2015-12-31T00:00:00Z
5066545550,5107073.85680963,2016-12-31T00:00:00Z
5066545550,2718530.72379232,2017-12-31T00:00:00Z
5066545550,2375211.77219953,2018-12-31T00:00:00Z
5066545550,2790514.82118848,2019-12-31T00:00:00Z
5066545550,2120146.7478157,2020-12-31T00:00:00Z
5066545600,0.0,2016-12-31T00:00:00Z
5066545600,4633055.50160918,2017-12-31T00:00:00Z
5066545600,4942639.34640527,2018-12-31T00:00:00Z
5066545600,5621522.98914838,2019-12-31T00:00:00Z
5066545600,6485443.3618916,2020-12-31T00:00:00Z
5066545616,0.0,2016-12-31T00:00:00Z
5066545616,0.0,2017-12-31T00:00:00Z
5066545616,0.0,2018-12-31T00:00:00Z
5066545616,0.0,2019-12-31T00:00:00Z
5066545616,0.0,2020-12-31T00:00:00Z
5066545625,2600340.82720728,2015-12-31T00:00:00Z
5066545625,8331038.61947302,2016-12-31T00:00:00Z
5066545625,8626684.67474261,2017-12-31T00:00:00Z
5066545625,5989434.55221258,2018-12-31T00:00:00Z
5066545625,5446696.37682348,2019-12-31T00:00:00Z
5066545663,0.0,2015-12-31T00:00:00Z
5066545663,12770366.115008,2016-12-31T00:00:00Z
5066545663,12298420.8211547,2017-12-31T00:00:00Z
5066545664,0.0,2015-12-31T00:00:00Z
5066545664,24745347.7547085,2016-12-31T00:00:00Z
5066545664,25144713.7464807,2017-12-31T00:00:00Z
5066555711,2189407.42497271,2015-12-31T00:00:00Z
5066555711,2885741.6369633,2016-12-31T00:00:00Z
5066555711,2534090.13699903,2017-12-31T00:00:00Z
5066555711,2215585.34161472,2018-12-31T00:00:00Z
5066555711,1892722.72549531,2019-12-31T00:00:00Z
5066555711,2651943.29095933,2020-12-31T00:00:00Z
5066556120,2507613.56826385,2015-12-31T00:00:00Z
5066556120,1918862.06726465,2016-12-31T00:00:00Z
5066556120,2581078.2838643,2017-12-31T00:00:00Z
5066556120,3048151.54736137,2018-12-31T00:00:00Z
5066556120,3809445.7211276,2019-12-31T00:00:00Z
5066556120,2799771.21089456,2020-12-31T00:00:00Z
5066556777,2189780.32279688,2015-12-31T00:00:00Z
5066556777,3419533.52562105,2016-12-31T00:00:00Z
5066556777,4055876.35738278,2017-12-31T00:00:00Z
5066556777,4071088.87371302,2018-12-31T00:00:00Z
5066556777,3882242.74903127,2019-12-31T00:00:00Z
5066607259,25836971.5432186,2015-12-31T00:00:00Z
5066607259,16908891.9300401,2016-12-31T00:00:00Z
5066607259,4358998.34605224,2017-12-31T00:00:00Z
5066607259,3325099.71506321,2018-12-31T00:00:00Z
5066607259,1605743.19205632,2019-12-31T00:00:00Z
5066607259,706608.924654341,2020-12-31T00:00:00Z
5066620092,2327518.55000798,2016-12-31T00:00:00Z
5066620092,7734757.60860173,2017-12-31T00:00:00Z
5066620092,8833687.31536007,2018-12-31T00:00:00Z
5066620092,9557794.7823269,2019-12-31T00:00:00Z
5066620092,6385398.20395564,2020-12-31T00:00:00Z
5066620732,,
5066621268,1459273.48524921,2015-12-31T00:00:00Z
5066621268,2700183.7064788,2016-12-31T00:00:00Z
5066621268,3373579.40006605,2017-12-31T00:00:00Z
5066621268,3862885.83289632,2018-12-31T00:00:00Z
5066621268,3748819.44632658,2019-12-31T00:00:00Z
5066621268,3788490.41565618,2020-12-31T00:00:00Z
5066621491,2313026.52912859,2011-12-31T00:00:00Z
5066621491,3063555.52292715,2012-12-31T00:00:00Z
5066621491,2077912.30508671,2013-12-31T00:00:00Z
5066621491,2580107.86410051,2014-12-31T00:00:00Z
5066625433,2435022.79182556,2015-12-31T00:00:00Z
5066625433,2897063.41178413,2016-12-31T00:00:00Z
5066625433,3644124.55495522,2017-12-31T00:00:00Z
5066625433,3008183.45033513,2018-12-31T00:00:00Z
5066625433,1997140.96239463,2019-12-31T00:00:00Z
5066625433,1989064.12617039,2020-12-31T00:00:00Z
5067159856,,
5067168389,648145.778409502,2017-12-31T00:00:00Z
5067168389,1624918.3569469,2018-12-31T00:00:00Z
5067168389,1891471.52657821,2019-12-31T00:00:00Z
5067168389,1559125.92612787,2020-12-31T00:00:00Z
5067169661,306024.814368276,2015-12-31T00:00:00Z
5067169661,6686878.56233477,2016-12-31T00:00:00Z
5067169661,756170.074811085,2017-12-31T00:00:00Z
5067169661,415668.209072922,2018-12-31T00:00:00Z
5067169661,6539561.75822726,2019-12-31T00:00:00Z
5067169661,454362.870796603,2020-12-31T00:00:00Z
5067176082,,
5067179420,66630930.4618522,2010-12-31T00:00:00Z
5067179420,72917696.7240905,2011-12-31T00:00:00Z
5067179420,72304866.5481956,2012-12-31T00:00:00Z
5067179420,66567112.9382178,2013-12-31T00:00:00Z
5067179420,68556856.2204341,2014-12-31T00:00:00Z
5067179420,54322387.7329624,2015-12-31T00:00:00Z
5067179420,56146588.1617159,2016-12-31T00:00:00Z
5067179420,29262352.8742276,2017-12-31T00:00:00Z
5067179420,24676672.0402823,2018-12-31T00:00:00Z
5067179420,18969426.782066,2019-12-31T00:00:00Z
5067179420,21377773.0709802,2020-12-31T00:00:00Z
5067452384,,
5067485444,,
5067496226,101457309.205765,2020-12-31T00:00:00Z
5067496226,101457309.205765,2020-12-31T00:00:00Z
5067504105,,
5067508797,0.0,2015-12-31T00:00:00Z
5067508797,11172446.5697695,2016-12-31T00:00:00Z
5067508797,4937994.04234817,2017-12-31T00:00:00Z
5067508797,8873163.49734599,2018-12-31T00:00:00Z
5067508797,7295285.90415219,2019-12-31T00:00:00Z
5067508797,1663010.77029592,2020-12-31T00:00:00Z
5067840337,,
5067945633,,
5068308116,160118.345625131,2018-12-31T00:00:00Z
5068308116,170845.524861415,2019-12-31T00:00:00Z
5068308116,3470223.09019678,2020-12-31T00:00:00Z
5068340548,60521454.3639602,2020-12-31T00:00:00Z
5068340548,60521454.3639602,2020-12-31T00:00:00Z
5068476941,309899.445490666,2014-12-31T00:00:00Z
5068476941,317211.749093355,2015-12-31T00:00:00Z
5068476941,226793.026147731,2016-12-31T00:00:00Z
5068476941,246324.460628723,2017-12-31T00:00:00Z
5068476941,269569.442096995,2018-12-31T00:00:00Z
5068476941,256950.75942872,2019-12-31T00:00:00Z
5068476941,653279.94920873,2020-12-31T00:00:00Z
5068481659,39948308.8745034,2020-12-31T00:00:00Z
5068481659,39948308.8745034,2020-12-31T00:00:00Z
5068481981,,
5068485207,,
5069410287,,
5071150165,0.0,2018-12-31T00:00:00Z
5071150165,26656451.6926248,2019-12-31T00:00:00Z
5071153616,14715810.8003636,2020-12-31T00:00:00Z
5071153616,14715810.8003636,2020-12-31T00:00:00Z
5071514732,1908732.05821443,2016-12-31T00:00:00Z
5071514732,2550318.00215353,2017-12-31T00:00:00Z
5071514732,2472487.9714234,2018-12-31T00:00:00Z
5071532292,1654994.9312474,2019-12-31T00:00:00Z
5071532292,2416762.50924418,2020-12-31T00:00:00Z
5071536410,0.0,2018-12-31T00:00:00Z
5071536410,720804.321602389,2019-12-31T00:00:00Z
5071536410,4983699.41334321,2020-12-31T00:00:00Z
5071555001,,
5071561715,,
5072804455,,
5072805138,,
5073093345,203090.521373829,2017-12-31T00:00:00Z
5073093345,178688.138397324,2018-12-31T00:00:00Z
5073093345,8709936.89796139,2019-12-31T00:00:00Z
5073093345,10890203.4177973,2020-12-31T00:00:00Z
5073151627,,
5073157223,,
5073345851,,
5073622555,76084291.9368764,2013-12-31T00:00:00Z
5073622555,81378289.2109886,2014-12-31T00:00:00Z
5073622555,63892810.3902676,2015-12-31T00:00:00Z
5073622555,68208687.8792483,2016-12-31T00:00:00Z
5073622555,76198788.5572444,2017-12-31T00:00:00Z
5073622555,86613325.8310691,2018-12-31T00:00:00Z
5073622555,1098153061.02781,2021-12-31T00:00:00Z
5073651375,2419165.33776816,2016-12-31T00:00:00Z
5073651375,3234552.6150111,2017-12-31T00:00:00Z
5073651375,5480794.40051861,2018-12-31T00:00:00Z
5073651375,8543413.69663176,2019-12-31T00:00:00Z
5073651375,9179836.51730563,2020-12-31T00:00:00Z
5073651385,3289631.05662419,2016-12-31T00:00:00Z
5073651385,4567296.31669207,2017-12-31T00:00:00Z
5073651385,5038439.80050817,2018-12-31T00:00:00Z
5073651385,5254807.96108366,2019-12-31T00:00:00Z
5073651385,4926530.75166551,2020-12-31T00:00:00Z
5073651386,3103715.5964085,2016-12-31T00:00:00Z
5073651386,3843703.07566128,2017-12-31T00:00:00Z
5073651386,5041883.20579043,2018-12-31T00:00:00Z
5073651386,4659009.7858346,2019-12-31T00:00:00Z
5073651386,4236027.17759575,2020-12-31T00:00:00Z
5073651420,2899208.59017124,2016-12-31T00:00:00Z
5073651420,616174.461985715,2017-12-31T00:00:00Z
5073651420,622395.504768656,2018-12-31T00:00:00Z
5073651420,581352.51502443,2019-12-31T00:00:00Z
5073651420,5374174.17155597,2020-12-31T00:00:00Z
5073651468,0.0,2016-12-31T00:00:00Z
5073651468,1984401.48075824,2017-12-31T00:00:00Z
5073651468,10969336.4629223,2018-12-31T00:00:00Z
5073651468,7284025.11389834,2019-12-31T00:00:00Z
5073651468,5598369.18432932,2020-12-31T00:00:00Z
5073651858,3858818.38866915,2016-12-31T00:00:00Z
5073651858,5276478.24463789,2017-12-31T00:00:00Z
5073651858,6553169.18842272,2018-12-31T00:00:00Z
5073651858,6523637.40837333,2019-12-31T00:00:00Z
5073651858,5998656.47402407,2020-12-31T00:00:00Z
5073651899,39056008.4573474,2020-12-31T00:00:00Z
5073651899,39056008.4573474,2020-12-31T00:00:00Z
5073651918,2427388.52158539,2016-12-31T00:00:00Z
5073651918,3285052.76254412,2017-12-31T00:00:00Z
5073651918,4708610.76597161,2018-12-31T00:00:00Z
5073651918,5137650.2443012,2019-12-31T00:00:00Z
5073651918,4177471.96255647,2020-12-31T00:00:00Z
5073651967,2569327.82486545,2016-12-31T00:00:00Z
5073651967,10068058.1901817,2017-12-31T00:00:00Z
5073651967,11908279.2961388,2018-12-31T00:00:00Z
5073651967,15609502.7082435,2019-12-31T00:00:00Z
5073651967,11371764.0660711,2020-12-31T00:00:00Z
5073652044,0.0,2016-12-31T00:00:00Z
5073652044,0.0,2017-12-31T00:00:00Z
5073652044,0.0,2018-12-31T00:00:00Z
5073652044,0.0,2019-12-31T00:00:00Z
5073652044,0.0,2020-12-31T00:00:00Z
5073652072,0.0,2016-12-31T00:00:00Z
5073652072,4172741.20718942,2017-12-31T00:00:00Z
5073652072,5054181.0817985,2018-12-31T00:00:00Z
5073652072,4577454.36551127,2019-12-31T00:00:00Z
5073652072,3183206.5443485,2020-12-31T00:00:00Z
5073652101,0.0,2015-12-31T00:00:00Z
5073652101,4041039.37499594,2016-12-31T00:00:00Z
5073652101,4703658.82537837,2017-12-31T00:00:00Z
5073652101,7890194.26802059,2018-12-31T00:00:00Z
5073652101,6257473.27510056,2019-12-31T00:00:00Z
5073652101,4295222.34034037,2020-12-31T00:00:00Z
5073652273,13548112.4569103,2016-12-31T00:00:00Z
5073652273,15870488.8106851,2017-12-31T00:00:00Z
5073652273,10325296.6963794,2018-12-31T00:00:00Z
5073652273,0.0,2019-12-31T00:00:00Z
5073652273,0.0,2020-12-31T00:00:00Z
5073652295,0.0,2016-12-31T00:00:00Z
5073652295,5918447.74601098,2017-12-31T00:00:00Z
5073652295,5929789.85357341,2018-12-31T00:00:00Z
5073652295,5729353.58673068,2019-12-31T00:00:00Z
5073652295,5377480.5680336,2020-12-31T00:00:00Z
5073665798,1553347.50541752,2016-12-31T00:00:00Z
5073665798,4616464.32604077,2017-12-31T00:00:00Z
5073665798,5169166.222474,2018-12-31T00:00:00Z
5073665798,3429081.25033095,2019-12-31T00:00:00Z
5073665798,7594046.10345496,2020-12-31T00:00:00Z
5073665865,2382935.65834151,2016-12-31T00:00:00Z
5073665865,2912780.69176109,2017-12-31T00:00:00Z
5073665865,2156678.51553604,2018-12-31T00:00:00Z
5073665865,5856179.6587816,2019-12-31T00:00:00Z
5073665865,5155098.7404254,2020-12-31T00:00:00Z
5073665871,3109316.89553038,2016-12-31T00:00:00Z
5073665871,4289848.26393867,2017-12-31T00:00:00Z
5073665871,4799123.13339103,2018-12-31T00:00:00Z
5073665871,4719294.82456732,2019-12-31T00:00:00Z
5073665871,4555574.39846584,2020-12-31T00:00:00Z
5073666464,2296505.36574785,2018-12-31T00:00:00Z
5073666464,2296505.36574785,2018-12-31T00:00:00Z
5073666464,2003851.9384045,2019-12-31T00:00:00Z
5073666464,1314025.95497985,2020-12-31T00:00:00Z
5073666482,2280149.19065711,2018-12-31T00:00:00Z
5073666482,2280149.19065711,2018-12-31T00:00:00Z
5073666482,1984970.20929198,2019-12-31T00:00:00Z
5073666482,1587923.5728685,2020-12-31T00:00:00Z
5073666674,0.0,2018-12-31T00:00:00Z
5073666674,0.0,2019-12-31T00:00:00Z
5073666674,0.0,2020-12-31T00:00:00Z
5073666678,3649025.7691159,2018-12-31T00:00:00Z
5073666678,3649025.7691159,2018-12-31T00:00:00Z
5073666678,3431583.64816514,2019-12-31T00:00:00Z
5073666678,2416762.50924418,2020-12-31T00:00:00Z
5073666772,137859.190050516,2018-12-31T00:00:00Z
5073666772,60057.5480205241,2019-12-31T00:00:00Z
5073666772,65274.6659454274,2020-12-31T00:00:00Z
5073666805,6003085.19458154,2018-12-31T00:00:00Z
5073666805,7662683.4043535,2019-12-31T00:00:00Z
5073666805,10887643.6269759,2020-12-31T00:00:00Z
5073666812,1912688.65553584,2018-12-31T00:00:00Z
5073666812,2765149.6067783,2019-12-31T00:00:00Z
5073666812,2592854.78616559,2020-12-31T00:00:00Z
5073666943,5148382.81202035,2018-12-31T00:00:00Z
5073666943,4339385.33519507,2019-12-31T00:00:00Z
5073666943,4324553.27683546,2020-12-31T00:00:00Z
5073667000,3125136.25117192,2018-12-31T00:00:00Z
5073667000,3125136.25117192,2018-12-31T00:00:00Z
5073667000,2715556.63151893,2019-12-31T00:00:00Z
5073667000,2765853.98251115,2020-12-31T00:00:00Z
5073671945,,
5073674941,35633461.471199,2020-12-31T00:00:00Z
5074624637,712199.224518572,2016-12-31T00:00:00Z
5074624637,1167558.56682474,2017-12-31T00:00:00Z
5074624637,2749805.07540548,2018-12-31T00:00:00Z
5074624637,1721032.69558075,2020-12-31T00:00:00Z
5074624637,1721032.69558075,2020-12-31T00:00:00Z
5074753805,0.0,2018-12-31T00:00:00Z
5074753805,0.0,2019-12-31T00:00:00Z
5074753805,0.0,2020-12-31T00:00:00Z
5074857483,2052534.95081507,2019-12-31T00:00:00Z
5076086441,,
5076370506,0.0,2019-12-31T00:00:00Z
5076370506,161736116.731448,2020-12-31T00:00:00Z
5076942523,4459368.92676196,2020-12-31T00:00:00Z
5076950843,,2016-12-31T00:00:00Z
5076950843,2977813.25585038,2017-12-31T00:00:00Z
5076950843,2671650.92406453,2019-12-31T00:00:00Z
5076950843,2671650.92406453,2019-12-31T00:00:00Z
5076950843,3099480.05289889,2020-12-31T00:00:00Z
5078355367,361700.911381169,2016-12-31T00:00:00Z
5078355367,5988324.44895236,2017-12-31T00:00:00Z
5078355367,9386230.88440286,2018-12-31T00:00:00Z
5078521479,,
5078521557,0.0,2018-12-31T00:00:00Z
5078521557,0.0,2020-12-31T00:00:00Z
5078521557,0.0,2020-12-31T00:00:00Z
5078521579,0.0,2018-12-31T00:00:00Z
5078521579,18913654.4315403,2020-12-31T00:00:00Z
5078521726,11759679.0334625,2020-12-31T00:00:00Z
5078521726,11759679.0334625,2020-12-31T00:00:00Z
5079143312,,
5079219899,,
5079219912,,
5079219917,,
5079242370,,
5079684218,,
5079897001,11238014.9956535,2020-12-31T00:00:00Z
5079901788,4144301.33982929,2020-12-31T00:00:00Z
5079905935,2104899.43470395,2017-12-31T00:00:00Z
5079905935,2403004.97197778,2018-12-31T00:00:00Z
5079905935,3103769.53188644,2019-12-31T00:00:00Z
5079906356,,
5079907959,,
5079909479,89985636.1535019,2017-08-31T00:00:00Z
5079909479,1091857.44327343,2020-12-31T00:00:00Z
5080039973,,
5080201049,,
5081122035,0.0,2017-12-31T00:00:00Z
5081122035,2164729.77128823,2020-12-31T00:00:00Z
5081122035,2164729.77128823,2020-12-31T00:00:00Z
5081155179,,
5081169593,0.0,2019-12-31T00:00:00Z
5081169593,0.0,2020-12-31T00:00:00Z
5081394732,,
5081406812,,
5081414354,1297179.96133171,2018-12-31T00:00:00Z
5081414354,1333095.57348588,2019-12-31T00:00:00Z
5081414354,846117.524420059,2020-12-31T00:00:00Z
5081414396,2674542.07423607,2018-12-31T00:00:00Z
5081414396,2268878.61811628,2019-12-31T00:00:00Z
5081414396,1479132.46295946,2020-12-31T00:00:00Z
5081414745,2815967.64832892,2018-12-31T00:00:00Z
5081414745,3071920.83217859,2019-12-31T00:00:00Z
5081414745,3112172.34905495,2020-12-31T00:00:00Z
5081414822,1118996.07483255,2017-12-31T00:00:00Z
5081414822,2780795.72294583,2018-12-31T00:00:00Z
5081414822,3942072.80633959,2019-12-31T00:00:00Z
5081414847,6368455.09078144,2018-12-31T00:00:00Z
5081414847,2015795.20079494,2019-12-31T00:00:00Z
5081414847,1455241.08195982,2020-12-31T00:00:00Z
5081414874,311478.12818932,2017-12-31T00:00:00Z
5081414874,450102.261895531,2018-12-31T00:00:00Z
5081414874,574527.793658461,2019-12-31T00:00:00Z
5081414901,1918714.6147798,2018-12-31T00:00:00Z
5081414901,2009311.71549727,2019-12-31T00:00:00Z
5081414901,3996366.76194317,2020-12-31T00:00:00Z
5081414907,1741625.20026353,2018-12-31T00:00:00Z
5081414907,6466082.258187,2019-12-31T00:00:00Z
5081414907,3018739.98407424,2020-12-31T00:00:00Z
5081415014,10585765.7102305,2018-12-31T00:00:00Z
5081415014,9467594.71494001,2019-12-31T00:00:00Z
5081415014,6842640.8394263,2020-12-31T00:00:00Z
5081415017,2340808.99680068,2017-12-31T00:00:00Z
5081415017,3577452.1307489,2018-12-31T00:00:00Z
5081415017,2903122.72372696,2019-12-31T00:00:00Z
5081415017,2251336.0274119,2020-12-31T00:00:00Z
5081415042,744267.456008675,2018-12-31T00:00:00Z
5081415042,2352822.69091769,2019-12-31T00:00:00Z
5081415042,4863602.56063969,2020-12-31T00:00:00Z
5081415081,2126056.80427594,2018-12-31T00:00:00Z
5081415081,2300499.82711193,2019-12-31T00:00:00Z
5081415081,2005702.76650942,2020-12-31T00:00:00Z
5081415151,110926.841592833,2018-12-31T00:00:00Z
5081415151,2388197.49666463,2019-12-31T00:00:00Z
5081415151,3025886.06678395,2020-12-31T00:00:00Z
5081415194,6139219.37419493,2017-12-31T00:00:00Z
5081415194,4894308.69369353,2018-12-31T00:00:00Z
5081415194,3587869.76744582,2019-12-31T00:00:00Z
5081415196,4380380.45531609,2018-12-31T00:00:00Z
