Instrument,Full-Time Employees (Pvt),Date
5040936593,22,2020-12-31T00:00:00Z
5040936670,16,2011-12-31T00:00:00Z
5040936670,17,2012-12-31T00:00:00Z
5040936670,19,2013-12-31T00:00:00Z
5040936670,21,2014-12-31T00:00:00Z
5040936670,21,2015-12-31T00:00:00Z
5040936670,23,2016-12-31T00:00:00Z
5040936670,25,2017-12-31T00:00:00Z
5040936670,24,2018-12-31T00:00:00Z
5040936670,26,2019-12-31T00:00:00Z
5040936670,26,2020-12-31T00:00:00Z
5040936695,21,2010-12-31T00:00:00Z
5040936695,25,2011-12-31T00:00:00Z
5040936695,27,2012-12-31T00:00:00Z
5040936695,27,2013-12-31T00:00:00Z
5040936695,28,2014-12-31T00:00:00Z
5040936695,30,2015-12-31T00:00:00Z
5040936695,23,2016-12-31T00:00:00Z
5040936695,21,2017-12-31T00:00:00Z
5040936695,18,2018-12-31T00:00:00Z
5040936695,19,2019-12-31T00:00:00Z
5040936695,19,2020-12-31T00:00:00Z
5040936962,49,2010-12-31T00:00:00Z
5040936962,51,2011-12-31T00:00:00Z
5040936962,42,2012-12-31T00:00:00Z
5040936962,30,2013-12-31T00:00:00Z
5040936962,32,2014-12-31T00:00:00Z
5040936962,43,2015-12-31T00:00:00Z
5040936962,,2020-12-31T00:00:00Z
5040936962,,2020-12-31T00:00:00Z
5040936963,35,2011-12-31T00:00:00Z
5040936963,28,2012-12-31T00:00:00Z
5040936963,33,2013-12-31T00:00:00Z
5040936963,40,2014-12-31T00:00:00Z
5040936963,39,2015-12-31T00:00:00Z
5040936963,38,2016-12-31T00:00:00Z
5040936963,37,2017-12-31T00:00:00Z
5040936963,51,2018-12-31T00:00:00Z
5040936963,47,2019-12-31T00:00:00Z
5040936963,47,2020-12-31T00:00:00Z
5040937024,10,2011-12-31T00:00:00Z
5040937024,20,2012-12-31T00:00:00Z
5040937024,26,2013-12-31T00:00:00Z
5040937024,23,2014-12-31T00:00:00Z
5040937024,25,2015-12-31T00:00:00Z
5040937024,21,2016-12-31T00:00:00Z
5040937024,23,2017-12-31T00:00:00Z
5040937024,27,2018-12-31T00:00:00Z
5040937024,27,2019-12-31T00:00:00Z
5040937024,27,2020-12-31T00:00:00Z
5040937027,32,2011-12-31T00:00:00Z
5040937027,41,2012-12-31T00:00:00Z
5040937027,43,2013-12-31T00:00:00Z
5040937027,40,2014-12-31T00:00:00Z
5040937027,35,2015-12-31T00:00:00Z
5040937027,28,2016-12-31T00:00:00Z
5040937027,30,2017-12-31T00:00:00Z
5040937027,30,2018-12-31T00:00:00Z
5040937027,26,2019-12-31T00:00:00Z
5040937027,26,2020-12-31T00:00:00Z
5040937038,16,2011-12-31T00:00:00Z
5040937038,14,2012-12-31T00:00:00Z
5040937038,16,2013-12-31T00:00:00Z
5040937038,14,2014-12-31T00:00:00Z
5040937038,12,2015-12-31T00:00:00Z
5040937038,13,2016-12-31T00:00:00Z
5040937038,13,2017-12-31T00:00:00Z
5040937038,13,2018-12-31T00:00:00Z
5040937038,,2019-12-31T00:00:00Z
5040937038,14,2020-12-31T00:00:00Z
5040937050,24,2011-12-31T00:00:00Z
5040937050,24,2012-12-31T00:00:00Z
5040937050,26,2013-12-31T00:00:00Z
5040937050,28,2014-12-31T00:00:00Z
5040937050,24,2015-12-31T00:00:00Z
5040937050,25,2016-12-31T00:00:00Z
5040937050,25,2017-12-31T00:00:00Z
5040937050,25,2018-12-31T00:00:00Z
5040937050,,2019-12-31T00:00:00Z
5040937050,29,2020-12-31T00:00:00Z
5040937078,9,2011-12-31T00:00:00Z
5040937078,9,2012-12-31T00:00:00Z
5040937078,10,2013-12-31T00:00:00Z
5040937078,10,2014-12-31T00:00:00Z
5040937078,9,2015-12-31T00:00:00Z
5040937078,11,2016-12-31T00:00:00Z
5040937078,9,2017-12-31T00:00:00Z
5040937078,9,2018-12-31T00:00:00Z
5040937078,7,2019-12-31T00:00:00Z
5040937078,7,2020-12-31T00:00:00Z
5040937092,6,2011-12-31T00:00:00Z
5040937092,6,2012-12-31T00:00:00Z
5040937092,9,2013-12-31T00:00:00Z
5040937092,13,2014-12-31T00:00:00Z
5040937092,16,2015-12-31T00:00:00Z
5040937092,15,2016-12-31T00:00:00Z
5040937092,15,2017-12-31T00:00:00Z
5040937092,15,2018-12-31T00:00:00Z
5040937092,,2019-12-31T00:00:00Z
5040937092,14,2020-12-31T00:00:00Z
5040937101,18,2010-12-31T00:00:00Z
5040937101,17,2011-12-31T00:00:00Z
5040937101,17,2012-12-31T00:00:00Z
5040937101,17,2013-12-31T00:00:00Z
5040937101,,2014-12-31T00:00:00Z
5040937101,,2015-12-31T00:00:00Z
5040937101,,2016-12-31T00:00:00Z
5040937101,25,2017-12-31T00:00:00Z
5040937101,23,2018-12-31T00:00:00Z
5040937101,23,2019-12-31T00:00:00Z
5040937137,16,2011-12-31T00:00:00Z
5040937137,15,2012-12-31T00:00:00Z
5040937137,10,2013-12-31T00:00:00Z
5040937137,8,2014-12-31T00:00:00Z
5040937137,8,2015-12-31T00:00:00Z
5040937137,9,2016-12-31T00:00:00Z
5040937137,10,2017-12-31T00:00:00Z
5040937137,10,2018-12-31T00:00:00Z
5040937137,10,2019-12-31T00:00:00Z
5040937137,13,2020-12-31T00:00:00Z
5040937241,36,2011-12-31T00:00:00Z
5040937241,33,2012-12-31T00:00:00Z
5040937241,29,2013-12-31T00:00:00Z
5040937241,50,2014-12-31T00:00:00Z
5040937241,51,2015-12-31T00:00:00Z
5040937241,35,2016-12-31T00:00:00Z
5040937241,40,2017-12-31T00:00:00Z
5040937241,40,2018-12-31T00:00:00Z
5040937241,41,2019-12-31T00:00:00Z
5040937241,41,2020-12-31T00:00:00Z
5040937274,6,2011-12-31T00:00:00Z
5040937274,7,2012-12-31T00:00:00Z
5040937274,6,2013-12-31T00:00:00Z
5040937274,6,2014-12-31T00:00:00Z
5040937274,4,2015-12-31T00:00:00Z
5040937274,4,2016-12-31T00:00:00Z
5040937274,4,2017-12-31T00:00:00Z
5040937274,4,2018-12-31T00:00:00Z
5040937274,4,2019-12-31T00:00:00Z
5040937274,4,2020-12-31T00:00:00Z
5040937450,48,2011-12-31T00:00:00Z
5040937450,42,2012-12-31T00:00:00Z
5040937450,43,2013-12-31T00:00:00Z
5040937450,44,2014-12-31T00:00:00Z
5040937450,40,2015-12-31T00:00:00Z
5040937450,43,2016-12-31T00:00:00Z
5040937450,48,2017-12-31T00:00:00Z
5040937450,52,2018-12-31T00:00:00Z
5040937450,55,2019-12-31T00:00:00Z
5040937450,55,2020-12-31T00:00:00Z
5040937492,33,2011-12-31T00:00:00Z
5040937492,27,2012-12-31T00:00:00Z
5040937492,27,2013-12-31T00:00:00Z
5040937492,25,2014-12-31T00:00:00Z
5040937492,25,2015-12-31T00:00:00Z
5040937492,26,2016-12-31T00:00:00Z
5040937492,26,2017-12-31T00:00:00Z
5040937492,28,2018-12-31T00:00:00Z
5040937492,27,2019-12-31T00:00:00Z
5040937492,27,2020-12-31T00:00:00Z
5040937497,20,2010-12-31T00:00:00Z
5040937497,25,2011-12-31T00:00:00Z
5040937497,19,2012-12-31T00:00:00Z
5040937497,22,2013-12-31T00:00:00Z
5040937497,25,2014-12-31T00:00:00Z
5040937497,22,2015-12-31T00:00:00Z
5040937497,18,2016-12-31T00:00:00Z
5040937497,24,2017-12-31T00:00:00Z
5040937497,19,2018-12-31T00:00:00Z
5040937497,19,2019-12-31T00:00:00Z
5040937497,19,2020-12-31T00:00:00Z
5040937520,,
5040937524,16,2011-12-31T00:00:00Z
5040937524,18,2012-12-31T00:00:00Z
5040937524,19,2013-12-31T00:00:00Z
5040937524,19,2014-12-31T00:00:00Z
5040937524,19,2015-12-31T00:00:00Z
5040937524,19,2016-12-31T00:00:00Z
5040937536,13,2011-12-31T00:00:00Z
5040937536,19,2012-12-31T00:00:00Z
5040937536,17,2013-12-31T00:00:00Z
5040937536,16,2014-12-31T00:00:00Z
5040937536,14,2015-12-31T00:00:00Z
5040937536,13,2016-12-31T00:00:00Z
5040937536,13,2017-12-31T00:00:00Z
5040937536,13,2018-12-31T00:00:00Z
5040937536,,2019-12-31T00:00:00Z
5040937536,,2020-12-31T00:00:00Z
5040937540,13,2011-12-31T00:00:00Z
5040937540,18,2012-12-31T00:00:00Z
5040937540,18,2013-12-31T00:00:00Z
5040937540,20,2014-12-31T00:00:00Z
5040937540,19,2015-12-31T00:00:00Z
5040937540,19,2016-12-31T00:00:00Z
5040937540,19,2017-12-31T00:00:00Z
5040937540,22,2018-12-31T00:00:00Z
5040937540,21,2019-12-31T00:00:00Z
5040937540,21,2020-12-31T00:00:00Z
5040937553,9,2011-12-31T00:00:00Z
5040937553,10,2012-12-31T00:00:00Z
5040937553,10,2013-12-31T00:00:00Z
5040937553,12,2014-12-31T00:00:00Z
5040937553,11,2015-12-31T00:00:00Z
5040937553,13,2016-12-31T00:00:00Z
5040937553,15,2017-12-31T00:00:00Z
5040937553,13,2018-12-31T00:00:00Z
5040937553,13,2019-12-31T00:00:00Z
5040937553,13,2020-12-31T00:00:00Z
5040937555,13,2011-12-31T00:00:00Z
5040937555,16,2012-12-31T00:00:00Z
5040937555,18,2013-12-31T00:00:00Z
5040937555,21,2014-12-31T00:00:00Z
5040937555,20,2015-12-31T00:00:00Z
5040937555,20,2016-12-31T00:00:00Z
5040937555,22,2017-12-31T00:00:00Z
5040937555,20,2018-12-31T00:00:00Z
5040937555,24,2019-12-31T00:00:00Z
5040937555,24,2020-12-31T00:00:00Z
5040937614,4,2011-12-31T00:00:00Z
5040937614,4,2012-12-31T00:00:00Z
5040937614,4,2013-12-31T00:00:00Z
5040937649,3,2011-12-31T00:00:00Z
5040937649,17,2012-12-31T00:00:00Z
5040937649,13,2013-12-31T00:00:00Z
5040937649,10,2014-12-31T00:00:00Z
5040937649,12,2016-12-31T00:00:00Z
5040937649,12,2017-12-31T00:00:00Z
5040937649,12,2018-12-31T00:00:00Z
5040937649,,2019-12-31T00:00:00Z
5040937649,7,2020-12-31T00:00:00Z
5040937677,,
5040937708,27,2015-12-31T00:00:00Z
5040937708,26,2016-12-31T00:00:00Z
5040937708,28,2017-12-31T00:00:00Z
5040937708,32,2018-12-31T00:00:00Z
5040937708,30,2019-12-31T00:00:00Z
5040937708,31,2020-12-31T00:00:00Z
5040937711,12,2011-12-31T00:00:00Z
5040937711,21,2012-12-31T00:00:00Z
5040937711,23,2013-12-31T00:00:00Z
5040937711,33,2014-12-31T00:00:00Z
5040937711,32,2015-12-31T00:00:00Z
5040937711,38,2016-12-31T00:00:00Z
5040937711,36,2017-12-31T00:00:00Z
5040937711,34,2018-12-31T00:00:00Z
5040937711,34,2019-12-31T00:00:00Z
5040937711,34,2020-12-31T00:00:00Z
5040937814,16,2011-12-31T00:00:00Z
5040937814,51,2012-12-31T00:00:00Z
5040937814,43,2013-12-31T00:00:00Z
5040937814,38,2014-12-31T00:00:00Z
5040937814,45,2015-12-31T00:00:00Z
5040937814,45,2016-12-31T00:00:00Z
5040937814,45,2017-12-31T00:00:00Z
5040937814,36,2018-12-31T00:00:00Z
5040937814,36,2019-12-31T00:00:00Z
5040937814,36,2020-12-31T00:00:00Z
5040937980,30,2011-12-31T00:00:00Z
5040937980,56,2012-12-31T00:00:00Z
5040937980,60,2013-12-31T00:00:00Z
5040937980,55,2014-12-31T00:00:00Z
5040937980,58,2015-12-31T00:00:00Z
5040937980,55,2016-12-31T00:00:00Z
5040937980,54,2017-12-31T00:00:00Z
5040937980,63,2018-12-31T00:00:00Z
5040937980,62,2019-12-31T00:00:00Z
5040937980,62,2020-12-31T00:00:00Z
5040937986,21,2011-12-31T00:00:00Z
5040937986,19,2012-12-31T00:00:00Z
5040937986,19,2013-12-31T00:00:00Z
5040937986,21,2014-12-31T00:00:00Z
5040937986,18,2015-12-31T00:00:00Z
5040937986,16,2016-12-31T00:00:00Z
5040937986,18,2017-12-31T00:00:00Z
5040937986,18,2018-12-31T00:00:00Z
5040937986,18,2019-12-31T00:00:00Z
5040937986,,2020-12-31T00:00:00Z
5040937999,23,2011-12-31T00:00:00Z
5040937999,24,2012-12-31T00:00:00Z
5040937999,23,2013-12-31T00:00:00Z
5040937999,28,2014-12-31T00:00:00Z
5040937999,31,2015-12-31T00:00:00Z
5040937999,36,2016-12-31T00:00:00Z
5040937999,39,2017-12-31T00:00:00Z
5040937999,39,2018-12-31T00:00:00Z
5040937999,39,2019-12-31T00:00:00Z
5040937999,39,2020-12-31T00:00:00Z
5040938038,15,2011-12-31T00:00:00Z
5040938038,16,2012-12-31T00:00:00Z
5040938038,19,2013-12-31T00:00:00Z
5040938038,19,2014-12-31T00:00:00Z
5040938038,20,2015-12-31T00:00:00Z
5040938038,19,2016-12-31T00:00:00Z
5040938038,19,2017-12-31T00:00:00Z
5040938038,19,2018-12-31T00:00:00Z
5040938038,19,2019-12-31T00:00:00Z
5040938038,19,2020-12-31T00:00:00Z
5040938057,17,2011-12-31T00:00:00Z
5040938057,19,2012-12-31T00:00:00Z
5040938057,17,2013-12-31T00:00:00Z
5040938057,18,2014-12-31T00:00:00Z
5040938057,18,2015-12-31T00:00:00Z
5040938057,18,2016-12-31T00:00:00Z
5040938057,19,2017-12-31T00:00:00Z
5040938057,20,2018-12-31T00:00:00Z
5040938057,20,2019-12-31T00:00:00Z
5040938057,20,2020-12-31T00:00:00Z
5040938066,32,2011-12-31T00:00:00Z
