Instrument,Cost of Revenues - Total,Date
5081877085,4721279.64418906,2020
5081877088,5871087.23207637,2020
5081877103,10570183.7251933,2020
5081877123,227.928280485539,2019
5081877123,6713632.44556607,2020
5081877195,10008005.4086748,2018
5081877195,24648811.1227859,2019
5081877195,29147906.8567052,2020
5081877211,0.0,2018
5081877211,2506935.40965995,2019
5081877211,11127653.8756526,2020
5081877224,13584989.6373737,2017
5081877224,13761334.6044038,2018
5081877224,16140689.9803443,2019
5081877224,13535604.3521335,2020
5081877319,43797170.0325452,2019
5081877319,59293290.2067349,2020
5081877420,1608028.85042326,2018
5081877420,6740195.60755458,2019
5081877420,21023799.6101905,2020
5081877468,5283067.1792556,2019
5081877468,6031396.95480316,2020
5081877475,74715746.5529014,2020
5081877651,18531644.0294904,2019
5081877651,22357227.5194852,2020
5081877715,4172672.83129879,2019
5081877715,4816696.27162056,2020
5081877946,26050763.3398675,2020
5081878070,4512269.4730202,2018
5081878070,6617994.73227413,2019
5081878070,23701704.7096811,2020
5081878089,12267416.588912,2018
5081878089,12839298.172292,2019
5081878089,8206253.90498164,2020
5081878125,12658999.1155084,2019
5081878125,7817215.72433598,2020
5081878367,6549486.22763058,2020
5081878468,6938857.85095871,2020
5081878689,24550662.3933333,2019
5081878852,48537042.371536,2020
5081878852,75078006.5402261,2021
5081878907,11111169.4891225,2019
5081878907,18084563.5152982,2020
5081878949,35615993.7522021,2019
5081878949,35395826.0451982,2020
5081878962,13083404.1883147,2019
5081878962,18003460.9431324,2020
5081879194,1053103.16127459,2019
5081879194,4903863.05174947,2020
5081879226,11588302.6447734,2020
5081879257,0.0,2019
5081879257,10201478.1761586,2020
5081879292,927432.504086403,2019
5081879292,6439001.86489232,2020
5081879455,0.0,2019
5081879455,0.0,2020
5081879755,12724782.433238,2019
5081879755,12986877.2218535,2020
5081880452,4866671.09707506,2019
5081880452,5960438.17646162,2020
5081880800,17156066.5274069,2020
5081881014,213303.508270906,2019
5081881014,8125509.5546879,2020
5081881015,4153338.66805149,2017
5081881015,11519562.8843871,2018
5081881015,8557628.17452184,2019
5081881015,9519056.38926744,2020
5081881023,112533354.252596,2019
5081881023,86342853.1946434,2020
5081881354,51763758.9557033,2020
5081881882,66434003.5273372,2020
5081881979,15682393.170555,2020
5081882661,-6212170.3070784,2019
5081882661,-14265941.8666759,2020
5081882923,96298613.8677095,2020
5081882948,47572849.2913551,2020
5081883014,129573366.403166,2020
5081883208,19688977.5417717,2020
5081883262,24125725.3492775,2020
5081883620,40400924.2905021,2019
5081883620,38998318.9133075,2020
5081883757,14567696.3251489,2019
5081883757,15731353.9916741,2020
5081884240,23904137.7577912,2019
5081884240,26784490.4350791,2020
5081884263,90658892.2567548,2019
5081884263,52266693.3418783,2020
5081884946,12054266.3840469,2019
5081884946,2635721.46104329,2020
5081885004,46984.3227653031,2019
5081885004,24380748.3615976,2020
5081885250,12105056.6331001,2019
5081885250,20650206.5390271,2020
5081885321,39319029.604822,2019
5081885321,36392417.6032524,2020
5081885322,24986328.2965789,2019
5081885418,21089555.7898231,2019
5081885418,15544885.2430155,2020
5082055255,4249159.71426121,2017
5082055255,34111631.8251881,2018
5082055255,65194828.2552805,2019
5082055255,47103321.6593766,2020
5040933966,13229139.3699357,2011
5040933966,12659151.0966208,2012
5040933966,14315964.1786437,2013
5040933966,13890721.3700133,2014
5040933966,10548160.7522771,2015
5040933966,11713389.0530509,2016
5040933966,13666042.3225707,2017
5040933966,16038520.9534507,2018
5040933966,15695152.9613864,2019
5040933966,17826276.6222043,2020
5040934228,1870756.70066805,2011
5040934228,3020877.07277065,2012
5040934228,2511208.11690151,2013
5040934228,1870538.4095564,2014
5040934228,1561820.38689577,2015
5040934228,721018.291221111,2016
5040934228,375905.174922103,2017
5040934228,1191541.20642235,2018
5040934228,1328318.2685297,2019
5040934387,4171274.58818362,2011
5040934387,3556078.60497509,2012
5040934387,3432983.64109243,2013
5040934387,3488636.90100894,2014
5040934387,2780326.17700634,2015
5040934387,2334311.61490048,2016
5040934387,2439629.4293833,2017
5040934387,2876719.15580881,2018
5040934387,2935085.16879092,2019
5040934387,2971703.82773121,2020
5040934389,6377262.88408075,2011
5040934389,6684512.25576111,2012
5040934389,6863412.47197369,2013
5040934389,7111133.8090326,2014
5040934389,4750221.08281805,2015
5040934389,4721895.15974738,2016
5040934391,5149450.36232221,2011
5040934391,4973588.25795515,2012
5040934391,4230084.42697815,2013
5040934394,4105228.7036461,2010
5040934394,5689466.29024454,2011
5040934394,4828343.8550032,2012
5040934394,3916183.41236546,2013
5040934440,960306.286119984,2011
5040934440,899000.901683598,2012
5040934440,978321.9901982,2013
5040934440,797589.173782089,2014
5040934440,589178.562187501,2015
5040934440,319274.049947332,2016
5040934440,451837.051428597,2017
5040934440,461908.222863282,2018
5040934440,779838.161418018,2019
5040934642,3641086.87867153,2011
5040934642,3430108.3408035,2012
5040934642,3235922.61347068,2013
5040934642,3150723.94632138,2014
5040934642,2408671.34558426,2015
5040934642,2508786.12371828,2016
5040934642,2600697.04621526,2017
5040934642,2880531.49737132,2018
5040934798,8392583.74281934,2011
5040934798,9290823.25422935,2012
5040934798,8715138.91303128,2013
5040934798,8916731.81090529,2014
5040934798,6373321.01215231,2015
5040934798,6371179.80969928,2016
5040934798,7224548.68400546,2017
5040934798,7794147.85639753,2018
5040934798,7360461.99319719,2019
5040934798,8129575.67487978,2020
5040934829,1769972.7882431,2011
5040934829,2348863.57333067,2012
5040934829,2801264.23620992,2013
5040934832,5435362.17061994,2011
5040934832,4111758.90963366,2012
5040934832,4665424.08696189,2013
5040935378,3621314.6954103,2010
5040935378,3672715.87246446,2011
5040935378,3847427.8635031,2012
5040935378,3800024.7080975,2013
5040935378,2952082.69928884,2014
5040935378,2171881.22723675,2015
5040935378,2556814.284274,2016
5040935378,2702787.27252303,2017
5040935378,2314583.24347972,2018
5040935473,6863312.95818689,2011
5040935473,7826677.06902183,2012
5040935473,7641096.7002545,2013
5040935509,4207192.25910102,2011
5040935509,3381062.5412285,2012
5040935509,3527511.6189058,2013
5040935509,3800923.86148798,2014
5040935509,2816497.26595076,2015
5040935509,3002177.15275223,2016
5040935509,3168672.32662268,2017
5040935509,3952537.34899518,2018
5040935509,3946508.87522747,2019
5040935509,4080946.51699991,2020
5040935598,3420756.09140209,2011
5040935598,2651914.98754676,2012
5040935598,914281.41423815,2013
5040935598,808253.407396816,2014
5040935598,730258.238998222,2015
5040935598,584441.933908815,2016
5040935598,745512.96933649,2017
5040935598,1054419.88893232,2018
5040935707,4808679.22580736,2011
5040935707,3895785.30097881,2012
5040935707,3919760.1466611,2013
5040935707,3789941.29254147,2014
5040935707,3147630.5338131,2015
5040935707,2654658.25404136,2016
5040935707,2728703.41538171,2017
5040935707,2848925.95603056,2018
5040935707,2804732.99070092,2019
5040935707,3071962.30156896,2020
5040935710,3545221.33131978,2010
5040935710,4199687.07413321,2011
5040935710,4419456.76802,2012
5040935710,4703916.56081021,2013
5040935710,3904382.84431743,2014
5040935710,2838249.6390273,2015
5040935710,2834614.88540399,2016
5040935710,2811053.77586722,2017
5040935710,2880408.51861123,2018
5040935733,5532750.88032135,2011
5040935733,5364750.02088141,2012
5040935733,5804017.83774096,2013
5040935733,5811688.98469475,2014
5040935733,5045307.56101069,2015
5040935733,5490941.61152421,2016
5040935733,6962965.18599266,2017
5040935733,7860310.42932097,2018
5040935733,7297333.32056198,2019
5040935733,8276123.69940432,2020
5040935778,1888626.18868666,2011
5040935778,2421829.95585629,2012
5040935778,1898564.62826242,2013
5040935778,1290690.60271382,2014
5040935778,822736.899392209,2015
5040935778,1580877.29471868,2016
5040935778,1516942.08153166,2017
5040935778,1957452.92420524,2018
5040935778,1469817.49151745,2019
5040935778,1724552.40796016,2020
5040935786,3863204.61474282,2011
5040935786,3626463.62962834,2012
5040935786,4117332.13632508,2013
5040935786,4446826.24967551,2014
5040935786,3423823.52224783,2015
5040935786,2526781.78685455,2016
5040935786,3515028.25454705,2017
5040935786,4986542.76375409,2018
5040935786,3626770.67923184,2019
5040935786,3368471.40504655,2020
5040935805,4404794.51826825,2010
5040935805,5102810.99859364,2011
5040935805,4629063.02725634,2012
5040935805,4319332.46368843,2013
5040935805,4547579.3821848,2014
5040935805,3636126.68347489,2015
5040935805,3978590.8486158,2016
5040935805,4267928.53563297,2017
5040935805,4629289.46571952,2018
5040935805,4900036.19540939,2019
5040935805,5201388.29111219,2020
5040935981,2057492.8504625,2011
5040935981,2100020.67443433,2012
5040935981,2205482.49496457,2013
5040935981,1984343.29066879,2014
5040935981,1179848.71567168,2015
5040935981,966641.216544535,2016
5040935981,1055780.06281279,2017
5040935981,1353873.16972893,2018
5040935981,1434215.19505831,2019
5040936224,1342713.32971819,2011
5040936224,1287065.03516302,2012
5040936224,1325605.85823687,2013
5040936224,1069765.88245648,2014
5040936224,954121.232774528,2015
5040936224,1181874.11471732,2016
5040936224,1136919.38858528,2017
5040936224,1144809.27759167,2018
5040936224,896995.87820048,2019
5040936224,924404.460374215,2020
5040936236,1386314.88048359,2011
5040936236,1646562.14152157,2012
5040936236,2882336.88024445,2013
5040936236,2219433.93319047,2014
5040936236,1915700.42203244,2015
5040936236,2066283.49308953,2016
5040936236,1629931.62025663,2017
5040936236,1819962.67043496,2018
5040936236,1324792.16249061,2019
5040936236,1445428.55047783,2020
5040936237,2630086.51119043,2014
5040936237,2640116.59511868,2015
5040936237,2761082.93735714,2016
5040936237,2902971.31058561,2017
5040936237,2958745.98878267,2018
5040936237,2024326.1025024,2019
5040936237,2245896.47191645,2020
5040936277,1691347.04096123,2011
5040936277,2349896.11647962,2012
5040936277,1190882.19976772,2013
5040936277,954846.827682848,2014
5040936277,936346.436489124,2015
5040936277,1112751.70002174,2016
5040936277,1036161.30046183,2017
5040936277,1050853.50488998,2018
5040936277,1111292.1290919,2019
5040936277,1136760.44059864,2020
5040936425,3710956.57682428,2011
5040936425,3443187.22069017,2012
5040936425,3718611.42270148,2013
5040936425,3543072.24274382,2014
5040936425,3692434.25492446,2015
5040936425,3679934.34650008,2016
5040936425,3602101.65041334,2017
5040936425,3751590.05502324,2018
5040936425,3224112.11863969,2019
5040936425,3683965.62378278,2020
5040936593,5810085.33437014,2011
5040936593,4666922.94271775,2012
5040936593,4101321.99233507,2013
5040936593,3794875.49018411,2014
5040936593,3247194.25286631,2015
5040936593,3189403.5553156,2016
5040936593,3575822.19714076,2017
5040936593,3416103.99752296,2018
5040936593,3059181.35229545,2019
5040936593,3586586.9146191,2020
5040936670,4477557.61282256,2011
5040936670,4227575.8328406,2012
5040936670,4019057.10353533,2013
5040936670,3438499.08625314,2014
5040936670,2735827.03665547,2015
5040936670,2876803.3936837,2016
5040936670,2705814.85930559,2017
5040936670,2943250.6650125,2018
5040936670,3190443.49323424,2019
5040936670,3425000.1190189,2020
5040936695,4700713.15639806,2010
5040936695,8198163.71317689,2011
5040936695,7045213.99579342,2012
5040936695,8684651.51117796,2013
5040936695,9469680.28221221,2014
5040936695,8985843.16828246,2015
5040936695,9116769.79203844,2016
5040936695,8687115.30692242,2017
5040936695,9742008.43731646,2018
5040936695,7379912.4490902,2019
5040936695,8051395.39687651,2020
5040936962,2772683.0379389,2010
5040936962,3276191.93333156,2011
5040936962,3901808.46934767,2012
5040936962,5125119.60429213,2013
5040936962,3752377.72339109,2014
5040936962,3235261.52249289,2015
5040936962,5667163.56265415,2020
5040936963,3514749.59837997,2011
5040936963,4498102.13786484,2012
5040936963,6267460.41004759,2013
5040936963,5865487.65576606,2014
5040936963,3175970.76844997,2015
5040936963,4774094.50050025,2016
5040936963,6047422.94294785,2017
5040936963,3966679.90640446,2018
5040936963,7173805.86383795,2019
5040936963,4401560.31737892,2020
5040937024,1695278.32832532,2011
5040937024,2257999.7762233,2012
5040937024,3012802.52169498,2013
5040937024,3737097.62746551,2014
5040937024,3967259.95133723,2015
5040937024,4346965.6483124,2016
5040937024,5493132.35479757,2017
5040937024,6855450.98070119,2018
5040937024,7657337.37261683,2019
5040937024,8248819.26397616,2020
5040937027,2130936.44621898,2011
5040937027,2740025.33625694,2012
5040937027,4280158.70711712,2013
5040937027,3220598.55164773,2014
5040937027,1859392.85058288,2015
5040937027,4447669.85592924,2016
5040937027,5942305.12985752,2017
5040937027,2506553.08796577,2018
5040937027,2040364.19771243,2019
5040937027,1981064.77985354,2020
5040937038,4042792.96932983,2011
5040937038,4105907.83178962,2012
5040937038,3986014.89147083,2013
5040937038,3801878.86748333,2014
5040937038,2999092.90051899,2015
5040937038,2778601.89418516,2016
5040937038,2963280.83929411,2017
5040937038,2711681.65978045,2018
5040937050,2231005.57912318,2011
5040937050,3748475.81172897,2012
5040937050,1798756.70934596,2013
5040937050,1961900.64977809,2014
5040937050,1324408.77217465,2015
5040937050,1161614.09661689,2016
5040937050,1208612.64359619,2017
5040937050,1847140.97641281,2018
5040937078,7066846.42671883,2011
5040937078,7372874.35505942,2012
5040937078,7079719.7365196,2013
5040937078,6464913.08551329,2014
5040937078,4727971.51264261,2015
5040937078,5825708.61648952,2016
5040937078,5116742.76599026,2017
5040937078,5042006.18455051,2018
5040937078,5099204.31393958,2019
5040937078,3965542.61413561,2020
5040937092,4656431.18788882,2011
5040937092,4829720.5792018,2012
5040937092,3584398.72627457,2013
5040937092,3398707.16978027,2014
5040937092,2525512.66382398,2015
5040937092,2593401.49343184,2016
5040937092,2818683.29455926,2017
5040937092,2554145.86811702,2018
5040937101,1843647.71688601,2010
5040937101,1763003.68791585,2011
5040937101,2876321.03191801,2012
5040937101,2171077.71745412,2013
5040937101,953689.836505012,2017
5040937101,1144686.29883158,2018
5040937101,2997417.62393343,2019
5040937137,7512332.76302272,2011
5040937137,5884119.22480199,2012
5040937137,5822242.15058065,2013
5040937137,6781815.90830318,2014
5040937137,3303253.22576642,2015
5040937137,3504268.07191166,2016
5040937137,3259742.13704196,2017
5040937137,3380440.15709955,2018
5040937137,2656977.7731277,2019
5040937241,2630031.2465787,2011
5040937241,3079215.76068618,2012
5040937241,3251251.47473771,2013
5040937241,2259544.18499512,2014
5040937241,1454425.81353501,2015
5040937241,1530703.95577586,2016
5040937241,1237071.95935222,2017
5040937241,3155634.98367194,2018
5040937241,1579922.99622174,2019
5040937241,1083858.09695659,2020
5040937274,6304176.67808465,2011
5040937274,6056898.11172587,2012
5040937274,6965093.91837834,2013
5040937274,6654004.27259234,2014
5040937274,6026774.6342243,2015
5040937274,5663151.76537785,2016
5040937274,5814056.55374846,2017
5040937274,5181956.0135224,2018
5040937274,5549749.66944961,2019
5040937274,5624927.01410123,2020
5040937450,6146210.40400016,2011
5040937450,4464200.30447439,2012
5040937450,5238042.21562595,2013
5040937450,5236616.20782892,2014
5040937450,5188500.32549171,2015
5040937450,5150334.9542829,2016
5040937450,6820668.60721254,2017
5040937450,3914905.84841047,2018
5040937450,5144361.22031107,2019
5040937450,5128327.5947517,2020
5040937492,1985657.5086277,2011
5040937492,2294655.05801093,2012
5040937492,2368990.34847959,2013
5040937492,2600640.49300051,2014
5040937492,1501783.83720451,2015
5040937492,715774.521830412,2016
5040937492,1065952.75440217,2017
5040937492,1063520.31717829,2018
5040937492,1514633.16182064,2019
5040937492,1383566.93896092,2020
5040937497,3680995.76528522,2010
5040937497,4600499.69039058,2011
5040937497,3875650.70957433,2012
5040937497,3759829.02744172,2013
5040937497,3736620.12446783,2014
5040937497,3374725.30873221,2015
5040937497,3569696.01271834,2016
5040937497,3584662.75054582,2017
5040937497,4695206.0811228,2018
5040937497,4851580.67371101,2019
5040937497,4045002.78754957,2020
5040937520,4543138.63385085,2011
5040937520,3766889.4978852,2012
5040937520,2846739.85796879,2013
5040937520,0.0,2014
5040937520,0.0,2015
5040937520,0.0,2016
5040937520,0.0,2017
5040937524,2910403.51359065,2011
5040937524,3081108.75645926,2012
5040937524,2854574.60928305,2013
5040937524,2269571.74794628,2014
5040937524,2241861.71890586,2015
5040937524,2110736.35633341,2016
5040937536,5144089.51591663,2011
5040937536,5728893.57141022,2012
5040937536,5516175.88728222,2013
5040937536,4101750.75002284,2014
5040937536,2931971.29216852,2015
5040937536,2996695.03020741,2016
5040937536,3521688.94546867,2017
5040937536,2923328.10587942,2018
5040937540,4757572.49007414,2011
5040937540,4750214.75673284,2012
5040937540,4841705.99153277,2013
5040937540,4371380.77604296,2014
5040937540,3770618.49872529,2015
5040937540,3272350.45295029,2016
5040937540,3446120.37937608,2017
5040937540,4115976.12114249,2018
5040937540,4130548.86139643,2019
5040937540,4175978.75124399,2020
5040937553,6444988.24367128,2011
5040937553,7776426.63577306,2012
5040937553,6809420.81617758,2013
5040937553,6389149.27654896,2014
5040937553,2973735.84847548,2015
5040937553,4157117.36105369,2016
5040937553,3507883.14974021,2017
5040937553,5102634.71327032,2018
5040937553,5003089.48803552,2019
5040937553,3791583.49623203,2020
5040937555,3516000.46254127,2011
5040937555,3710960.07731721,2012
5040937555,4292932.75817298,2013
5040937555,4228766.54740422,2014
5040937555,3999329.16421579,2015
5040937555,3555871.52977922,2016
5040937555,4287910.60839784,2017
5040937555,3821933.90578943,2018
5040937555,4694953.31836203,2019
5040937555,3815901.50903522,2020
5040937614,2107527.4169146,2011
5040937614,2778745.70434247,2012
5040937614,2168863.54860443,2013
5040937649,255891.068426464,2011
5040937649,3307407.79660358,2012
5040937649,336042.703109514,2013
5040937649,324542.87075268,2014
5040937649,171852.624122453,2016
5040937649,62489.3911919475,2017
5040937649,50052.3553528637,2018
5040937708,1154243.06507872,2015
5040937708,2752025.51750048,2016
5040937708,1431927.44467749,2017
5040937708,2342991.33705837,2018
5040937708,1834257.61246017,2019
5040937708,1545473.7084138,2020
5040937711,4522231.33286908,2011
5040937711,5529440.65313854,2012
5040937711,5827351.77100299,2013
5040937711,5905120.40457304,2014
5040937711,6486060.45432616,2015
5040937711,6555069.26810492,2016
5040937711,7743840.3689494,2017
5040937711,9680396.07851601,2018
5040937711,9739218.62530556,2019
5040937711,10937666.2059439,2020
5040937814,325224.681938662,2011
5040937814,446402.821394957,2012
5040937814,817879.908936587,2013
5040937814,963760.216972769,2014
5040937814,1515083.85959989,2015
5040937814,3852621.20666196,2016
5040937814,2933852.69576767,2017
5040937814,4866761.45143545,2018
5040937814,5040397.96483615,2019
5040937814,5307512.95224895,2020
5040937980,2617701.29984586,2011
5040937980,4827999.67395355,2012
5040937980,2987935.70230624,2013
5040937980,3701921.5733035,2014
5040937980,3436377.74899487,2015
5040937980,4128276.62940484,2016
5040937980,5661345.07643636,2017
5040937980,4475320.05809843,2018
5040937980,5725258.7539111,2019
5040937980,4225041.40865395,2020
5040937986,3204713.98125712,2011
5040937986,5237919.3040857,2012
5040937986,5170254.58468951,2013
5040937986,2207337.19058272,2014
5040937986,1708120.63324486,2015
5040937986,1563715.86762185,2016
5040937986,1220480.78378381,2017
5040937986,1365925.08821685,2018
5040937986,1901594.86327107,2019
5040937999,2929523.86577056,2011
5040937999,3939496.29428425,2012
5040937999,3729682.26694989,2013
5040937999,4429317.80642745,2014
5040937999,3786404.50661512,2015
5040937999,2979295.24995646,2016
5040937999,2532515.7918721,2017
5040937999,3949339.90123308,2018
5040937999,4846803.36875484,2019
5040937999,4914798.37706748,2020
5040938038,3718997.84643266,2011
5040938038,3862743.92021249,2012
5040938038,3831363.71335454,2013
5040938038,3732959.26815233,2014
5040938038,3174230.57860384,2015
5040938038,3484603.93669654,2016
5040938038,3785088.995551,2017
5040938038,4334878.31408622,2018
5040938038,3808080.77685441,2019
5040938038,2642664.04923179,2020
5040938057,3195600.54236763,2011
5040938057,3980970.11076698,2012
5040938057,2891023.23496244,2013
5040938057,3139263.8743772,2014
5040938057,2273433.73468553,2015
5040938057,2463141.49470379,2016
5040938057,2914355.03688801,2017
5040938057,3280827.36143414,2018
5040938057,2771405.60136377,2019
5040938057,2386684.96709286,2020
5040938066,2513700.87957756,2011
5040938066,2665682.22953272,2012
5040938066,2674205.00837429,2013
5040938066,2594910.45702842,2014
5040938066,2281513.18754253,2015
5040938066,2356835.98796507,2016
5040938066,2573933.17905746,2017
5040938066,2718322.51282481,2018
5040938066,2436994.25443131,2019
5040938066,2496222.68265814,2020
5040938088,1167262.2583036,2010
5040938088,1539992.47744362,2011
5040938088,2174535.87168337,2012
5040938088,2394879.0919528,2013
5040938088,3175235.76686867,2014
5040938088,1999353.83392109,2015
5040938088,2069024.55436194,2016
5040938088,2820742.0535714,2017
5040938088,3366297.59969026,2018
5040938088,2354073.88983479,2019
5040938088,2302105.21203612,2020
5040938144,4709324.8724239,2011
5040938144,4557473.36892932,2012
5040938144,4846474.97059362,2013
5040938144,4556811.10680651,2014
5040938144,3631279.01176069,2015
5040938144,3628092.5354784,2016
5040938144,3360863.53557931,2017
5040938153,2505587.53443693,2013
5040938153,2417916.01255712,2014
5040938153,2300779.57512461,2015
5040938153,3005156.56717877,2016
5040938153,2983020.70511638,2017
5040938153,3131285.18917596,2018
5040938153,3376303.40510079,2019
5040938153,3068549.24714044,2020
5040938156,3329621.70250719,2011
5040938156,5754190.87855943,2012
5040938156,4057549.57738365,2013
5040938156,5849252.55384514,2014
5040938156,4476638.3791525,2015
5040938156,2850227.01699902,2016
5040938156,5134302.76932908,2017
5040938156,4867991.23903625,2018
5040938156,3763020.2515552,2019
5040938156,4846106.93465894,2020
5040938167,4038682.98708555,2011
5040938167,6386451.46676494,2012
5040938167,4952244.11333615,2013
