Instrument,Cost of Revenues - Total,Date
5041964100,4439224.29746085,2015
5041964100,4351971.06454898,2016
5041964100,3166492.46413924,2017
5041964100,4042926.73765453,2018
5041964100,3717994.45482362,2019
5041964100,3099160.07904622,2020
5041972998,5334399.5633148,2011
5041972998,4827139.22132943,2012
5041972998,4919372.2219524,2013
5041972998,4961415.31350259,2014
5041972998,4176082.73287204,2015
5041972998,3319306.02431246,2016
5041976760,6436410.88942235,2011
5041976760,13111577.0863846,2012
5041976760,14643661.1683967,2013
5041976760,14226246.8097125,2014
5041976760,8905918.7346355,2015
5041976760,6586174.35471793,2016
5041976799,8860152.16518054,2010
5041976799,9906308.07287561,2011
5041976799,10576511.5651938,2012
5041976799,11405524.3860763,2013
5041976799,12101040.1347298,2014
5041976799,10229954.608986,2015
5041976799,10453096.7506273,2016
5041976799,9195870.98986306,2017
5041976799,9612265.84543128,2018
5041976799,8739055.70912286,2019
5041976799,8642387.10276477,2020
5041978702,8441040.24264558,2012
5041978702,5056310.04927123,2013
5041978702,4823098.61184292,2014
5041978721,12509057.7964242,2020
5041980166,6368226.27386215,2020
5041980497,291989072.6046,2017
5041980497,504220614.531011,2019
5042212854,735932997.644195,2017
5042212854,8084779.33550547,2020
5042214061,18089811.7885101,2012
5042214061,16954912.8061038,2013
5042214061,15351403.0398992,2014
5042216993,395357879.18702,2016
5042216993,435180168.771109,2017
5042216993,316263987.743184,2018
5042217138,1373347779.86196,2017
5042217138,9408937.79581998,2020
5042217312,0.0,2011
5042217312,0.0,2012
5042217312,0.0,2013
5042217312,0.0,2014
5042217312,0.0,2015
5042218071,134563216.387885,2013
5042218071,8083966.58296119,2014
5042218071,5394712.82225733,2015
5042218071,6794971.7177294,2016
5042218071,9615131.20751136,2017
5042218071,9870152.3053206,2018
5042218071,9453945.27220807,2019
5042218071,10405016.3991931,2020
5042218283,9353330.50378209,2013
5042218283,10657548.5727601,2014
5042218283,9218655.70983883,2015
5042218283,10494451.0228675,2016
5042218283,11078061.1408422,2017
5042218283,13518809.1381563,2018
5042218283,13391240.7735915,2019
5042218283,12820072.381223,2020
5042218730,244144.598145283,2017
5042218730,251178.493068759,2018
5042222306,3145652.65267593,2013
5042222306,3627271.9380004,2014
5042222306,2584430.52004273,2015
5042222306,2378883.65472142,2016
5042222306,4451884.70854105,2017
5042222306,6229735.04941035,2018
5042222306,7481487.05208703,2019
5042222306,9531701.09729577,2020
5042230428,73807.3020167251,2020
5042236226,14507002.6511747,2016
5042236226,2479487053.43213,2017
5042238426,0.0,2014
5042238426,0.0,2015
5042238426,39808480.300885,2020
5042953654,980137781.833863,2017
5042953654,9927722.06895488,2020
5042953719,517904930.883032,2017
5042953968,8647720.00030933,2020
5042954199,1009035325.20444,2017
5042954199,10568309.7220076,2020
5042954310,1396592408.1595,2017
5042954310,14045785.5528649,2020
5042954917,1669278980.25644,2017
5042954917,18986075.1801954,2020
5042955309,1445245273.0802,2017
5042955309,24188636.7087674,2020
5042955501,2843571.62840106,2011
5042955501,2391542.02348717,2012
5042955501,1701673.92132142,2013
5042955501,1426142.28638745,2014
5042955501,1570148.43830222,2015
5042955501,1852719.0669956,2016
5042955501,3634194.07030843,2017
5042955501,2505569.25788512,2018
5042955501,1900229.91899787,2019
5042955501,1643172.39143016,2020
5042955618,7461896.90230073,2020
5042955633,951528315.832723,2017
5042955633,8936123.0995192,2020
5042955930,0.0,2014
5042955930,0.0,2015
5042955930,25813357.2746934,2020
5042955946,590458286.639732,2017
5042955946,3407508.21507274,2020
5042955965,6048.37130387535,2014
5042955965,6960.75938449369,2015
5042955965,5720.47569894435,2016
5042955965,3754.20761036894,2017
5042955965,3812.34156250313,2018
5042955965,11374.5356099478,2019
5042955965,13225.5859105114,2020
5042956038,9231.72462170448,2014
5042956038,7209.35793393989,2015
5042956038,1191.76577061341,2016
5042956162,14484.2575961225,2014
5042956162,7457.95648338609,2015
5042956162,112446491.20199,2020
5042956436,1550174588.48352,2017
5042956436,15671359.382398,2020
5042956488,26575321.6758603,2020
5042956622,822929484.988402,2017
5042956622,13970591.6974866,2020
5042956645,3432146.20172861,2020
5042956660,3313288.47782168,2019
5042956660,3808222.13657106,2020
5042956823,724232052.253472,2017
5042956823,7173493.80309087,2020
5042956824,1103033888.2994,2017
5042956824,10251215.634008,2020
5042956825,1044197586.98801,2017
5042956830,0.0,2014
5042956830,0.0,2016
5042956830,0.0,2017
5042956830,0.0,2018
5042956830,0.0,2019
5042956830,0.0,2020
5042956928,6672269.38622109,2017
5042956932,608611593.201643,2017
5042956932,6293672.36618919,2020
5042957110,0.0,2014
5042957110,0.0,2015
5042957110,0.0,2016
5042957110,9082.76034766678,2017
5042957110,5780.00172379507,2018
5042957110,5346.03173667544,2019
5042957110,5012.9236918874,2020
5042957502,0.0,2014
5042957502,15537.4093403877,2015
5042957502,79252.4237457916,2016
5042957502,24220.6942604448,2017
5042957502,0.0,2018
5042957502,0.0,2019
5042960443,0.0,2014
5042960443,0.0,2015
5042960443,0.0,2016
5042960443,289328143.617942,2020
5042963013,45840.2877767395,2014
5042963013,32690.7092521757,2015
5042963013,23358.6091040228,2016
5042963013,10778.2089458979,2017
5042963013,9592.34328629819,2018
5042963013,9895.84598065454,2019
5042963013,15785.3767319008,2020
5042979040,0.0,2016
5042979040,0.0,2017
5042979040,0.0,2018
5042979040,0.0,2019
5042979040,0.0,2020
5043331364,0.0,2014
5043331364,0.0,2015
5043331364,0.0,2016
5043331364,1816.55206953336,2017
5043331364,16233.1963306585,2018
5043331364,50275.4473959691,2019
5043331364,43196.4701109446,2020
5043437233,8973520.79830428,2011
5043437233,7674893.22612656,2012
5043437233,13114.6924173505,2013
5043437233,7806219.00598059,2014
5043437233,4972343.88674823,2015
5043437233,2860.23784947218,2016
5043437233,2906.48331125337,2017
5043437233,2951.49024193791,2018
5043437233,0.0,2019
5043437233,0.0,2020
5043439364,4189548.10496088,2013
5043439364,4868302.22895609,2014
5043439364,3706355.77369344,2015
5043439364,3351960.40642727,2016
5043439364,4093539.53695777,2017
5043439364,3961514.79848107,2018
5043439364,3751435.58951687,2019
5043439364,4354630.81898678,2020
5043447447,0.0,2018
5043447447,0.0,2019
5043447447,0.0,2020
5043447717,14384317.8889937,2020
5043953784,0.0,2014
5043953784,0.0,2015
5043953784,0.0,2016
5043953784,0.0,2017
5043953784,0.0,2018
5043953784,0.0,2019
5043953784,0.0,2020
5043953820,413746381.702768,2017
5043953820,6288979.41634997,2020
5044013243,8276.71862635574,2014
5044013243,7706.5550328323,2015
5044013243,0.0,2019
5044167986,0.0,2014
5044167986,0.0,2015
5044167986,0.0,2020
5044168073,10967103.8003898,2020
5044168195,0.0,2014
5044168195,0.0,2015
5044168195,2453.13287049809,2020
5044169700,4313711.88122385,2013
5044169700,2858014.60874699,2014
5044169700,1534350.24718197,2015
5044169700,15676052.3322373,2020
5044175345,571314742.544541,2017
5044178317,3778324.54665443,2011
5044178317,4011258.0431361,2012
5044178317,3795426.04971739,2013
5044178317,3938763.06014998,2014
5044178317,7550808.04160425,2015
5044199305,11882548.9928892,2020
5044244506,8134727.03071083,2011
5044244506,9537256.88577815,2012
5044244506,11044614.8635781,2013
5044244506,8470584.84341153,2014
5044244506,10327156.6418194,2015
5044244506,8446759.07579959,2016
5044244506,7807783.00179697,2017
5044244506,8035555.16243603,2018
5044244506,6700852.67317632,2019
5044244506,6135498.62501751,2020
5044310415,12216495.0371296,2020
5044310465,1009035325.20444,2017
5044310465,10568309.7220076,2020
5044313130,0.0,2014
5044313130,0.0,2015
5044313130,15538356.9176367,2020
5044315458,56205.8246457879,2013
5044315458,123991.611729445,2014
5044315458,112490.843624407,2015
5044315463,0.0,2014
5044315463,0.0,2015
5044315463,0.0,2016
5044315463,0.0,2017
5044315463,0.0,2018
5044315463,0.0,2019
5044315463,0.0,2020
5044340216,21623062.0239576,2013
5044340216,82974104.2292163,2014
5044340216,64548116.1666078,2015
5044340216,60773499.5895454,2016
5044340216,73035444.783359,2017
5044340216,89032318.0418573,2018
5044340216,81797129.2050368,2019
5044340216,76816976.0749736,2020
5044342764,0.0,2014
5044342764,0.0,2015
5044342764,0.0,2016
5044365639,0.0,2015
5044365639,0.0,2016
5044534848,2317851.29089362,2011
5044534848,4500339.31468755,2012
5044534848,4583840.48088512,2013
5044534848,5640424.57619555,2014
5044534848,4045444.19513806,2015
5044534848,3828428.36151851,2016
5044534848,9206528.09533766,2017
5044534848,4334632.35656606,2018
5044534848,345330.901118014,2019
5044534848,1865874.19289103,2020
5044535415,9085562.48818095,2011
5044535415,11190874.7388175,2012
5044535415,4993291.39739565,2013
5044535415,8666361.07245803,2014
5044535415,5618327.21748419,2015
5044535415,5580562.39747434,2016
5044535415,8906312.58997944,2017
5044535574,2353257.74131795,2010
5044535574,2530319.50343487,2011
5044535574,2312036.20101821,2012
5044535574,2603010.96382296,2013
5044535574,3011133.90333457,2014
5044535574,2279275.80059751,2015
5044535574,2398309.43678242,2016
5044535574,2757041.62766643,2017
5044535574,2801702.11215956,2018
5044535574,2011814.11333146,2019
5044535574,2140731.7323377,2020
5044539202,1092719.19233787,2011
5044539202,1435751.24861146,2012
5044539202,1058032.06878677,2013
5044539202,1439512.37032233,2014
5044540738,2797825.73907342,2011
5044540738,2630059.49089403,2012
5044540738,3192831.48124224,2013
5044540738,2820291.87193072,2014
5044540738,3643336.04140883,2015
5044540738,3449685.19961757,2016
5044540738,3008694.64103245,2017
5044540738,4216080.83184822,2018
5044540739,5156278.65644326,2010
5044540739,5588146.29317903,2011
5044540739,7723766.93517674,2012
5044540739,8611072.9770962,2013
5044540739,5577712.51583431,2014
5044540739,3997464.67509495,2015
5044540739,4735600.46610944,2016
5044540739,5003147.70990877,2017
5044540739,4747103.11787688,2018
5044540739,4100065.10596177,2019
5044540741,5845109.53088661,2011
5044540741,5819929.45904242,2012
5044540741,6827304.48765578,2013
5044540741,5725420.10978158,2014
5044540741,5171719.92340409,2015
5044540741,4928428.16779468,2016
5044540741,4988494.1898812,2017
5044540741,4929726.57659679,2018
5044540741,4479747.10462182,2019
5044540741,5451181.21209943,2020
5044540939,2489755.76563263,2011
5044540939,2142699.12459083,2012
5044540939,2256408.37850727,2013
5044540939,2143988.45955792,2014
5044540939,1573255.9201703,2015
5044540939,1621635.68407366,2016
5044540939,1565867.88393775,2017
5044540939,0.0,2018
5044540939,0.0,2019
5044540939,0.0,2020
5044540941,4439674.29822311,2011
5044540941,5993224.61754077,2012
5044540941,5526906.09016915,2013
5044540941,5531394.7250599,2014
5044540941,4730333.19886235,2015
5044540941,5230064.08433694,2016
5044540941,5747812.95494615,2017
5044540941,5683955.312172,2018
5044540941,5609465.98140183,2019
5044540941,4603037.18661244,2020
5044543313,11195412.938538,2011
5044543313,9364305.90832944,2012
5044543313,11455258.0248538,2013
5044543313,5988365.09383427,2014
5044543313,6675741.14755362,2015
5044543313,4853466.1008231,2016
5044543313,7198753.64461809,2017
5044543313,5929297.93853309,2018
5044543313,5380041.59814919,2019
5044543313,2899603.05292874,2020
5044552717,2392130.8506827,2014
5044552717,2270574.8513669,2015
5044552717,2100367.99412907,2016
5044552717,2139777.23443899,2017
5044552717,2563123.31760291,2018
5044552717,2049008.84477599,2019
5044555468,4037074.73316388,2011
5044555468,4520301.81556721,2012
5044555468,8159552.8524417,2013
5044555468,8619247.44335415,2014
5044555468,4037240.44300634,2015
5044555468,4021613.59293494,2016
5044555468,3744640.43613606,2017
5044555468,4893693.79989313,2018
5044555468,6023499.07760393,2019
5044555468,5258983.58459345,2020
5044555481,4595674.92862556,2011
5044555481,7088408.71752439,2012
5044555481,6604695.35792232,2013
5044555481,5419022.35294053,2014
5044555481,3437496.44246737,2015
5044555481,4003260.4000675,2016
5044555481,3858114.38874625,2017
5044555481,5405285.44182903,2018
5044555481,6253264.69692488,2019
5044555481,5712066.55997936,2020
5044555820,3738118.19861257,2011
5044555820,3250617.92341147,2012
5044555820,3812969.0798341,2013
5044555820,3849151.66425309,2014
5044555820,3241973.68332794,2015
5044555820,2980963.72203532,2016
5044555820,2942814.35264404,2017
5044555820,2773539.97610107,2018
5044555820,2801434.37537403,2019
5044560741,3157294.37713282,2010
5044560741,2841605.98471901,2011
5044560741,4091796.40875401,2012
5044560741,4636980.5332775,2013
5044560741,6402837.69581562,2014
5044560741,3241476.48622904,2015
5044560741,4412393.58911908,2016
5044560741,13823961.2491488,2017
5044560741,4688565.22807844,2018
5044560741,5067355.61423172,2019
5044560741,3139156.81063043,2020
5044561289,1012127.80137395,2011
5044561289,1828461.82626115,2012
5044561289,1440061.35569738,2013
5044561289,1609344.26982852,2014
5044561289,790170.489414757,2015
5044563678,5021333.12622609,2010
5044563678,4738809.5276546,2011
5044563678,4957411.74862164,2012
5044563678,5489776.18176678,2013
5044563678,5514841.28780719,2014
5044563678,5593094.4647154,2015
5044563678,5940475.66019959,2016
5044563678,3480029.3513407,2017
5044563678,3418686.55148466,2018
5044563678,5821714.81588346,2019
5044563678,2490356.49535913,2020
5044565578,1905558.38138256,2012
5044565578,3300644.47215371,2013
5044565578,1723944.98927037,2014
5044565578,2796609.38199506,2015
5044565578,2506879.2984853,2016
5044565578,2522706.41069662,2017
5044565578,4925176.3624738,2018
5044565578,8844725.14493927,2019
5044565578,5537040.86256686,2020
5044565589,3469897.18345326,2011
5044565589,3198474.49438962,2012
5044565589,2017618.78410304,2013
5044565589,1995644.19494708,2014
5044565589,1850319.00352809,2015
5044565589,1856771.07061569,2016
5044565589,2399907.49079617,2017
5044565589,3175926.47908527,2018
5044565589,2681091.78862078,2019
5044565589,2304771.6608084,2020
5044569295,1659003.26764755,2011
5044569295,2551586.21157403,2012
5044569295,5368848.49843796,2013
5044569295,5399126.3947041,2014
5044569295,4118283.5701258,2015
5044569295,5674473.54019868,2016
5044569295,6420784.9449726,2017
5044569295,5431725.87524639,2018
5044569295,5401766.96116419,2019
5044569295,4595891.10390273,2020
5044569786,6084739.36521614,2011
5044569786,4015560.30625672,2012
5044569786,3069348.98770226,2013
5044569786,3454097.5175105,2014
5044569786,3117550.10933011,2015
5044569786,3237074.18614014,2016
5044569786,2810932.67239592,2017
5044569786,2390215.18092938,2018
5044569786,3008450.92347508,2019
5044569786,4038816.62639788,2020
5044570194,11957608.2454255,2011
5044570194,16614291.394909,2012
5044570194,16645379.3206046,2013
5044570194,17601655.8585726,2014
5044570194,15538339.9816964,2015
5044570194,13898557.5946924,2016
5044570194,15032973.7472473,2017
5044570194,20013964.6000007,2018
5044570194,20903887.4223535,2019
5044570194,18161186.7464892,2020
5044573977,3095174.01970306,2011
5044573977,3086787.74377847,2012
5044573977,4212541.39686143,2013
5044573977,3122232.93412681,2014
5044573977,2341549.73723379,2015
5044573977,2626413.40527783,2016
5044573977,3034610.78389112,2017
5044573977,3022448.9865045,2018
5044573977,2417771.28925049,2019
5044573977,3247947.92053947,2020
5044574847,754520.615699517,2013
5044574847,555495.153961183,2014
5044574847,326658.493972311,2015
5044574847,260758.350610214,2016
5044574847,212173.281721496,2017
5044574847,225789.00350825,2018
5044574847,401066.125606758,2019
5044575714,3721114.70670114,2010
5044575714,5435362.17061994,2011
5044575714,6374749.31107686,2012
5044575714,9034319.86874706,2013
5044575714,9730715.2542742,2014
5044575714,7300469.30231192,2015
5044575714,7480832.91871742,2016
5044575714,8756386.49250729,2017
5044575714,16269966.9799226,2018
5044575714,21319178.348369,2019
5044575714,26096000.8445551,2020
5044576061,4826012.62918541,2011
5044576061,4583803.21922748,2012
5044576061,4566808.41281064,2013
5044576061,3972984.10831665,2014
5044576061,2320543.15980558,2015
5044576061,1731278.1349701,2016
5044576061,1795601.16899807,2017
5044576061,2766284.2292563,2018
5044576061,2706002.02160657,2019
5044576061,2527153.4884166,2020
5044576757,894546.570211507,2011
5044576757,4915077.47951479,2012
5044576757,4017353.89672788,2013
5044576757,3465080.08645701,2014
5044576757,1257908.66019779,2015
5044576757,4749663.30220267,2016
5044576757,3604039.30595418,2017
5044576757,8296639.07008745,2018
5044576757,8465498.12770361,2019
5044576757,3874030.09227094,2020
5044577928,6198568.00389468,2011
5044577928,7053646.43150983,2012
5044577928,6909228.73509404,2013
5044577928,7508734.63842946,2014
5044577928,8412699.21253424,2015
5044577928,7803086.38309128,2016
5044579151,8212459.30359178,2011
5044579151,9826541.05800826,2012
5044579151,8156998.04223053,2013
5044579151,9291253.32874788,2014
5044579151,7178034.51670967,2015
5044579151,7396217.54900387,2016
5044579151,7310532.14863004,2017
5044579151,9134001.44747725,2018
5044579151,10199773.5721523,2019
5044579151,5106462.714819,2020
5044581050,8060568.65543361,2011
5044581050,14692228.5568984,2012
5044581050,17005838.6896465,2013
5044581050,13137380.807349,2014
5044581050,9233944.52062977,2015
5044581050,11735555.8963843,2016
5044581050,17816863.8014545,2017
5044581050,15347134.3642767,2018
5044581050,13654788.763674,2019
5044581050,13426849.4638432,2020
5044582648,7193898.48653113,2011
5044582648,7869871.7907528,2012
5044582648,6396733.8067329,2013
5044582648,7608214.42961162,2014
5044582648,4059862.91100594,2015
5044582648,5410497.42200781,2016
5044582648,6870199.92697516,2017
5044582648,9995221.70432272,2018
5044582648,13793330.6074031,2019
5044582648,6967430.64196903,2020
5044588454,5051541.07021038,2013
5044588454,5569754.13253974,2014
5044588454,1112354.20949704,2015
5044588454,1332990.0144311,2016
5044588454,2548138.13967009,2017
5044588454,4803673.34751402,2018
5044588454,1965519.75339897,2019
5044588454,1318718.90481906,2020
5044590258,875764745.904543,2017
5044590258,15135616.4950714,2020
5044594299,4750245.99998651,2011
5044594299,7293884.80416494,2012
5044594299,14345089.015051,2013
5044594299,16545001.3664192,2014
5044594299,10727897.5035267,2015
5044594299,9749120.70992592,2016
5044594299,12772298.7043603,2017
5044594299,11984895.0636691,2018
5044594299,12434756.074151,2019
5044594299,12040402.7602082,2020
5044594302,3032461.47264445,2010
5044594302,3839259.50079789,2011
5044594302,4239966.35062797,2012
5044594302,5179792.54281122,2013
5044594302,5342940.20864441,2014
5044594302,4034381.55968771,2015
5044594302,3792913.74155423,2016
5044601039,1920433.87735978,2011
5044601039,2059407.31057573,2012
5044601039,1883235.76699539,2013
5044601039,1582285.76662697,2014
5044601039,1734223.48093671,2015
5044601039,1026825.38796051,2016
5044601039,1714946.25711079,2017
5044601039,4690710.02224502,2020
5044601134,807343.468680701,2011
5044601134,1119965.13555836,2012
5044601134,1443638.08999303,2013
5044601134,1492833.53839597,2014
5044601134,704279.690581093,2015
5044601134,516749.638137973,2016
5044601134,531886.445959367,2017
5044601134,1053313.08009159,2018
5044601134,872768.117351291,2019
5044601136,3209538.74302215,2011
5044601136,3751745.53170064,2012
5044601136,3756592.93450757,2013
5044601136,3432291.54728337,2014
5044601136,2696299.86729352,2015
5044601136,2048049.47679914,2016
5044601136,1882674.56486437,2017
5044601136,1543506.41777344,2018
5044603553,7018420.1141884,2011
5044603553,6883620.99298314,2012
5044603553,7560024.05621997,2013
5044603553,6889254.08277991,2014
5044603553,5233372.36366674,2015
5044604006,1565009.76066967,2011
5044604006,1611971.94603183,2012
5044604006,172705.170275239,2013
5044604094,6092601.93994433,2011
5044604094,5976187.65558314,2012
5044604094,7337925.88852873,2013
5044604094,7528630.59666589,2014
5044604094,11192528.1924417,2015
5044604094,10781189.8672771,2016
5044604094,19261991.5245039,2017
5044604094,15967808.1664042,2018
5044604094,16924285.2793974,2019
5044604094,24547327.3976146,2020
5044607168,5184831.94859906,2011
5044607168,6074623.4357828,2012
5044607168,5517197.81136669,2013
5044607168,5415202.32895913,2014
5044607168,5173087.21542604,2015
5044607168,4626315.54494419,2016
5044607168,13966378.9314003,2017
5044607168,15618794.4452951,2018
5044607168,15491662.5193244,2019
5044607168,16331892.0722674,2020
5044609529,5598510.59622983,2011
5044609529,4686713.35307257,2012
5044609529,4603597.67985152,2013
5044609529,4724892.16198789,2014
5044609529,4150974.27937798,2015
5044609529,4451364.32981814,2016
5044609529,4264295.4314939,2017
5044609529,4851266.12766527,2018
5044609529,3859038.69638697,2019
5044609529,3912106.98073911,2020
5044609853,3478295.84282201,2011
5044609853,1831215.27465834,2012
5044609853,2574908.05150007,2013
5044609853,1941527.18854399,2014
5044609853,543436.4290894,2015
5044609853,1308916.34586471,2016
5044609853,1657543.21171354,2017
5044609853,2616373.12071787,2018
5044609859,5717342.69155357,2011
5044609859,7465975.32898952,2012
5044609859,7652337.86518365,2013
5044609859,7425967.4521659,2014
5044609859,7241800.04464262,2015
5044609859,8324841.43746583,2016
5044609859,7851622.45840838,2017
5044609859,8163576.05168009,2018
5044609859,7588407.68682054,2019
5044609859,8074966.80402347,2020
5044614094,5434647.39109919,2011
5044614094,8507123.00417822,2012
5044614094,7010399.21945646,2013
5044614094,7733320.21500231,2014
5044614094,5014729.93942881,2015
5044614094,8367029.94574555,2016
5044614094,10414535.2215773,2017
5044614094,8171446.69232525,2018
5044614094,7720466.04525204,2019
5044614094,7809921.79605879,2020
5044617011,2553192.44809868,2011
5044617011,2042026.16756845,2012
5044617011,2002119.60215526,2013
5044617011,2073318.01590211,2014
5044617011,830194.855875595,2015
5044617011,1404257.60751378,2016
5044617011,1987065.75712689,2017
5044617011,2191481.5046389,2018
5044617011,1572984.52949967,2019
5044617011,2186381.33531915,2020
5044617012,2403982.22314331,2011
5044617012,3579827.09740088,2012
5044617012,3568388.58228455,2013
5044617012,3254501.26448261,2014
5044617012,3066711.70596836,2015
5044617012,3551819.52615914,2016
5044617012,4332839.99625096,2017
5044617012,4348897.89273542,2018
5044617012,3304757.57611422,2019
5044617012,3083588.0182161,2020
5044620611,2996355.75096016,2011
5044620611,3134456.81915487,2012
5044620611,2572353.24128889,2013
5044620611,2313342.85606643,2014
5044620611,2062373.5662057,2015
5044620611,2102036.46620793,2016
5044620611,1617942.37659771,2017
5044620611,2290356.42774381,2018
5044620611,1654994.9312474,2019
5044620611,1858728.11018131,2020
5044621519,2231899.05352412,2011
5044621519,2197940.18305952,2012
5044621519,2733817.24663498,2013
5044621519,2333079.64663697,2014
5044621519,1255049.77687916,2015
5044621519,981299.93552308,2016
5044621519,1755515.91999704,2017
5044621519,876715.580615639,2018
5044621519,1375636.33666708,2019
5044624696,1846465.9896301,2010
5044624696,2615914.351044,2011
5044624696,3613556.8402665,2012
5044624696,3335219.57034491,2013
5044624696,3153748.13197332,2014
5044624696,1565300.76658802,2015
5044624696,2510692.94895127,2016
5044624696,4034925.45684749,2017
5044624696,3331781.06993997,2020
5044630248,1805711.76428032,2011
5044630248,3624226.45280563,2012
5044630248,3629022.74462971,2013
5044630248,4245001.64932515,2014
5044630248,3384047.75433644,2015
5044630248,4446358.91358156,2016
5044630248,4597935.49493153,2017
5044630248,4498931.98003393,2018
5044630248,4317432.48146787,2019
5044630248,3798942.89484352,2020
5044630471,0.0,2014
5044630471,0.0,2015
5044630471,0.0,2016
5044630471,0.0,2017
5044630471,0.0,2018
5044630471,0.0,2019
5044630471,0.0,2020
5044630619,456074184.142126,2017
5044630619,5654686.36727279,2018
5044630619,5614474.53491389,2020
5044632323,4254010.31770977,2011
5044632323,5456130.08956326,2012
5044632323,4478411.97950408,2013
5044632323,3202135.10240432,2014
5044632323,3301015.83882141,2015
5044632323,4901494.26137882,2016
5044632323,5715599.43157975,2017
5044632323,4804165.26255435,2018
5044632323,2791766.02010558,2019
5044632323,3930345.49034151,2020
5044632607,3945582.9545086,2011
5044632607,4385210.75357991,2012
5044632607,4934190.1211772,2013
5044632607,5381777.11912193,2014
5044632607,4874644.65681587,2015
5044632607,5232328.4393011,2016
5044632607,5850629.80208173,2017
5044632607,5577209.74842192,2018
5044632607,5069630.52135371,2019
5044632607,5249811.0008168,2020
5044633438,2782457.97937742,2011
5044633438,3981314.29181663,2012
5044633438,3234900.68938621,2013
5044633438,3321033.34882524,2014
5044633438,2535208.00725238,2015
5044633438,3133390.56409677,2016
5044633438,2420979.49480276,2017
5044633438,2127532.54939691,2018
5044633438,2931786.55346403,2019
5044633438,2975970.14576686,2020
5044634233,5571706.36420191,2011
5044634233,5296602.17305088,2012
5044634233,6412062.66799993,2013
5044634233,6646364.22462955,2014
5044634233,5334303.3747419,2015
5044634233,6518005.35263885,2016
5044634233,7540507.64063296,2017
5044634233,7709046.55442165,2018
5044634233,7667119.47324138,2019
5044634233,6953138.47654961,2020
5044635197,2356270.69013363,2011
5044635197,2376398.05730261,2012
5044635197,2555150.85253367,2013
5044635197,2205268.01092613,2014
5044635197,1951250.01460325,2015
5044635197,1667518.66624228,2016
5044635197,1644100.72639899,2017
5044635197,2050793.80310652,2018
5044635197,1811167.30517198,2019
5044635197,1682849.14916169,2020
5044635622,6375475.93527889,2011
5044635622,6663861.39278216,2012
5044635622,6855237.07929793,2013
5044635622,6992872.23327525,2014
5044635622,1617382.162697,2015
5044635622,2177475.23948776,2016
5044635622,1955336.64764571,2017
5044635622,1829923.9500015,2018
5044635622,2060724.61645423,2019
5044635674,2508823.62737108,2013
5044635674,276792.570985243,2014
5044635674,454438.148387659,2015
5044635932,3811383.09948886,2011
5044635932,4582598.5855537,2012
5044635932,4128743.62193499,2013
5044635932,2977708.69349737,2014
5044635932,2434525.59472667,2015
5044635932,2093098.22292833,2016
5044635932,2736211.83060244,2017
5044635932,2247436.84047563,2018
5044635932,3115826.53963299,2019
5044635932,2225844.7771489,2020
5044637111,1531361203.40524,2017
5044637877,6324498.87782809,2012
5044637877,5863970.71736313,2013
5044637877,12932532.0213467,2014
5044639932,3740441.23205499,2011
5044639932,7402473.92532925,2012
5044639932,6674526.83702769,2013
5044639932,7816564.90426354,2014
5044639932,5639333.7949124,2015
5044639932,5591407.46598692,2016
5044639932,8192407.62665283,2017
5044639932,6894066.31136655,2018
5044639932,14977988.4911792,2019
5044639932,17794599.2107896,2020
5044640193,4476.08024061885,2010
5044640193,1373270.15423001,2011
5044640193,3140996.25909821,2012
5044640193,3673306.12162336,2013
5044640193,3377537.87021671,2014
5044640193,3215125.03998775,2015
5044640193,3621180.29400884,2016
5044640193,3818271.34668781,2017
5044640193,4989740.21151619,2018
5044640193,4983070.30536201,2019
5044640193,4406039.95131635,2020
5044640213,3668069.80557962,2011
5044640213,4442861.07939615,2012
5044640213,3166261.45504605,2013
5044640213,2114860.77669978,2014
5044640213,1681023.39135523,2015
5044640529,1727766.97287888,2010
5044640529,2289796.1947044,2011
5044640529,2300678.22637979,2012
5044640529,2906863.0582717,2013
5044640529,3209456.81503533,2014
5044640529,2262495.39850989,2015
5044640529,2107637.76532981,2016
5044640529,2674206.85329571,2017
5044640529,2585874.38821785,2018
5044640529,2422662.33956277,2019
5044640529,2157690.34652941,2020
5044641698,4181281.50147404,2011
5044641698,5015062.07443787,2012
5044641698,5226801.05069679,2013
5044641698,4870689.74394446,2014
5044641698,3447067.48662105,2015
5044641698,4172014.43318636,2016
5044641698,4552885.0036071,2017
5044641698,5457428.43610327,2018
5044641698,5296666.25212827,2019
5044641698,5562745.42873165,2020
5044644974,1411332.16370964,2011
5044644974,3509269.98222281,2012
5044644974,3052657.56098926,2013
5044644974,3324853.37280664,2014
5044647374,3149139.87351925,2011
5044647374,3928998.77226995,2012
5044647374,4953606.67878211,2013
5044647374,3714654.98657481,2014
5044647374,2233409.36822469,2015
5044647374,2703997.35694476,2016
5044647374,2892435.30858231,2017
5044647374,3194988.18689778,2018
5044647374,2674267.06725482,2019
5044647818,6333303.94355498,2011
5044647818,6086841.86304535,2012
5044647818,6611508.18515211,2013
5044647818,4098249.06137322,2014
5044647818,3623945.35455203,2015
5044647818,3851191.08773723,2016
5044647818,4642501.57237075,2017
5044647818,6886072.6919613,2018
5044647818,4172520.89779713,2019
5044647818,4179285.14772162,2020
5044647819,2627172.12849572,2011
5044647819,5753330.42593531,2012
5044647819,6289261.45718292,2013
5044647819,5476800.21565913,2014
