Instrument,Labor & Related Expenses - Total,Date
5083703481,614986.383697635,2013
5083703481,482110.546782864,2014
5083703481,565859.981154239,2015
5083703481,598196.866992493,2016
5083703484,122577.427133742,2018
5083703484,150530.594031889,2019
5083703598,560328.062217565,2014
5083703598,555533.628844425,2015
5083703598,572755.024105646,2016
5083703598,562866.430181053,2017
5083703598,611870.752076307,2018
5083703598,631399.575591367,2019
5083703598,860349.57119582,2020
5083703612,146063.775405332,2014
5083703643,5620.48032832825,2013
5083703667,0.0,2009
5083703667,26601.0692248371,2010
5083703667,74346.4485431321,2011
5083703667,84267.4853352755,2012
5083703667,91161.4740504666,2013
5083703667,95382.8185647782,2014
5083703667,136531.695932225,2015
5083703697,210377.234756526,2013
5083703701,2664288.47418552,2009
5083703701,2046122.63315504,2010
5083703701,1072351.15132311,2011
5083703701,1177432.01903352,2012
5083703701,22457.695112884,2013
5083703701,7738.99668218633,2014
5083703701,35.2239892630411,2015
5083703701,0.0,2016
5083703702,258346.019702301,2008
5083703702,136799.523634467,2009
5083703702,146493.961825999,2010
5083703710,538632.983091892,2013
5083703710,677098.836342597,2014
5083703710,498683.682863046,2015
5083703710,646224.306212868,2016
5083703710,778448.745705061,2017
5083703710,745309.521491675,2018
5083703710,525414.376352509,2019
5083703710,510212.112893211,2020
5083703767,1206042.9515605,2019
5083703767,1296592.89786674,2020
5083703846,3226.34593691922,2009
5083703846,346070.599797884,2010
5083703846,508069.630918836,2011
5083703846,122930.644081213,2012
5083703846,60209.6436634057,2013
5083703846,37903.4170322448,2014
5083703846,60198.449913856,2015
5083703846,44436.749709764,2016
5083703846,139437.540042308,2017
5083703852,1730794.73209697,2010
5083703852,1957595.98725262,2011
5083703879,64871.9217118472,2013
5083703879,85743.6498654257,2014
5083703879,135047.805732283,2015
5083703882,237073.471440591,2020
5083703889,75013.9781353959,2012
5083703889,185660.47159973,2013
5083703889,248090.83288917,2014
5083703889,327635.997196892,2015
5083703889,456922.771049312,2016
5083703889,501548.459258059,2017
5083703889,634526.652788976,2018
5083703889,719264.568465904,2019
5083703889,742073.782532333,2020
5083703894,0.0,2015
5083703894,12117.6071295473,2016
5083703894,49632.7950960926,2017
5083703899,192800.554433315,2018
5083703899,364659.373143211,2019
5083703899,371191.70791327,2020
5083703917,16962.3636747011,2013
5083703917,46824.5245862569,2014
5083703917,55514.9541332357,2015
5083703917,176276.3471088,2016
5083703928,175382.365383002,2018
5083703928,78093.3222253422,2019
5083703981,405982.728294494,2019
5083703981,540606.734477778,2020
5083703987,161912.428189317,2013
5083703987,84775.383114458,2014
5083703987,30975.8522544385,2015
4295888263,6051481.98482597,2004
4295888263,11684600.4499039,2005
4295888263,27463952.2620722,2006
4295888263,19276655.3335186,2007
4295888263,24383757.1380753,2008
4295888263,42580725.3131944,2009
4295888263,44338667.5446827,2010
4295888270,164947.847446975,2004
4295888270,183757.895401699,2005
4295888270,190613.778764048,2006
4295888270,786970.812347632,2007
4295888270,1051597.153955,2008
4295888270,728112.435352888,2009
4295888271,2821459.17088102,2012
4295888271,2786800.89760294,2013
4295888281,114033.878664451,2005
4295888281,108468.217086043,2006
4295888281,141365.073135596,2007
4295888281,844056.231883366,2008
4295888291,706387.002866862,2004
4295888291,707898.218702109,2005
4295888291,1048139.82313441,2006
4295888291,726650.587363405,2007
4295888291,760449.448337955,2008
4295888294,85821.4588618089,2004
4295888294,79847.0879945519,2005
4295888294,73713.9222535623,2006
4295888294,86391.8996432885,2007
4295888294,96204.9451024996,2008
4295888294,88330.8443162545,2009
4295888294,84023.3741245308,2010
4295888294,89355.6683826195,2011
4295888294,82022.9301901245,2012
4295888294,83509.7166975211,2013
4295888306,44993612.4993248,2004
4295888306,51846298.9148195,2005
4295888306,62899484.7543633,2006
4295888306,81235422.5506964,2007
4295888306,94733568.0859525,2008
4295888306,80286194.8711315,2009
4295888306,71190836.4007506,2010
4295888306,70143357.3065815,2011
4295888306,47120252.1271339,2012
4295888306,41369059.1051464,2013
4295888306,43536167.4774505,2014
4295888306,36173932.3014783,2015
4295888306,3586391.19072934,2017
4295888306,3204703.79361795,2018
4295888306,3247942.21101799,2019
4295888306,2851921.98068167,2020
4295888322,149555.522770545,2005
4295888322,242068.802167515,2006
4295888322,661474.14279344,2007
4295888322,910152.085675463,2008
4295888322,317661.120084009,2009
4295888322,272017.993558897,2010
4295888322,307211.627139085,2011
4295888322,450710.74170102,2012
4295888322,172812.206852834,2013
4295888338,143759.038660147,2005
4295888338,243510.780308275,2006
4295888338,314928.993524456,2007
4295888338,418482.538774916,2008
4295888338,197690.916415375,2009
4295888338,233437.335032396,2010
4295888338,239527.938599015,2011
4295888339,9741230.46697223,2005
4295888339,4707030.87328339,2006
4295888339,3255831.99277932,2007
4295888339,4074808.79792733,2008
4295888339,3599923.23939266,2009
4295888339,3899005.96533892,2010
4295888339,4845656.97861888,2011
4295888339,4508066.76456785,2012
4295888339,4518984.9476112,2013
4295888339,4507270.84017988,2014
4295888339,3417487.31883522,2015
4295888339,3660654.02317418,2016
4295888348,809.636398490055,2004
4295888348,0.0,2005
4295888348,0.0,2006
4295888348,27420.7768816379,2007
4295888350,35744.9853391585,2005
4295888350,1045664.86429713,2006
4295888350,1052076.25427815,2007
4295888350,1081103.18090599,2008
4295888350,1026175.00119725,2009
4295888350,677406.190532955,2010
4295888350,646539.276574878,2011
4295888350,631482.170894614,2012
4295888350,723285.082915809,2013
4295888350,608903.141487584,2014
4295888363,14365.8561970588,2004
4295888363,34415.3259024954,2005
4295888363,97682.2206328674,2006
4295888363,225620.894259805,2007
4295888363,271255.40708838,2008
4295888363,232159.551225047,2009
4295888363,192072.573675482,2010
4295888363,140808.693959335,2011
4295888366,159628.121081244,2004
4295888366,1179371.56274663,2005
4295888366,33419673.2774982,2006
4295888366,40347623.4782583,2007
4295888366,47563462.452135,2008
4295888366,43786631.1184906,2009
4295888366,39952986.3381004,2010
4296264318,1229831.09958241,2005
4296264318,1943524.34798863,2006
4296264318,3040524.0527047,2007
4296264318,3523290.26146503,2008
4296264318,2823310.1342736,2009
4296264318,119884.954147926,2010
4296264318,124163.109698643,2011
4296393538,4480760.20046606,1999
4296393538,4371008.06269798,2000
4296393538,5025523.36110629,2001
4296393538,6529621.21945912,2002
4296393538,8847284.26592375,2003
4296393538,11101895.2654799,2004
4297820783,210590.58057046,2003
4297820783,271991.734052904,2004
4297820783,895632.956263111,2005
4297820783,1018575.66122412,2006
4297826062,192629.586554662,2007
4297826062,517811.651436931,2008
4297826062,406655.707681521,2009
4297826062,384604.298723376,2010
4297885257,13710.388440819,2007
4297885257,88253.3208902849,2008
4297885257,128808.029123697,2009
4298007877,1119114.92781323,1998
4298007877,1224608.04234537,1999
4298007877,1170814.87641218,2000
4298007877,1221527.1549494,2001
4298130548,232204.758757374,2004
4298130548,403395.819669856,2005
4298130548,428094.468682644,2006
4298130548,618338.518680935,2007
4298130548,1241430.04719001,2008
4298130548,241874.466016058,2009
4298130548,381002.747206817,2010
4298130548,411615.850493647,2011
4298130548,357497.137989926,2012
4298130548,248654.90029918,2013
4298130548,209751.591225516,2014
4298130548,170404.455413062,2015
4298130548,165120.827905048,2016
4298130548,181282.77730562,2017
5000688202,1362847.57037623,2006
5000688202,1055994.68329454,2007
5000688202,374027.705500546,2009
5000688202,125304.532774908,2010
5000688202,2856147.42962092,2012
5000688202,13528075.9875834,2013
5000688202,13086852.6712816,2014
5000688202,7809992.91506111,2015
5000688202,3629235.37265677,2016
5000688202,3706159.62292282,2017
5000688202,3950138.76151509,2018
5001446365,636197.339329875,2020
5036227711,4839859.87819859,2019
5036227711,3620030.34414885,2020
5060885115,3713546.75738168,2017
5060885115,948371.935064188,2018
5060885115,990758.257567982,2019
5060885115,1035719.35367124,2020
5060886062,19432817.3402835,2019
5060888656,517923.568551117,2006
5060889371,562540.77523335,2019
5060889546,1522.53863635295,2007
5060889546,6748.43727074378,2008
5062165127,89122.5799764638,2015
5062165127,111906.805860599,2016
5062165127,95792.845800059,2017
5062165127,129619.613125106,2018
5062165175,0.0,2016
5062165175,0.0,2017
5062165175,0.0,2018
5062388231,259124.960071291,2014
5062388231,178369.459227651,2015
5062388231,267670.592079771,2016
5062388231,144113.130849646,2017
5062388231,245.957520161492,2018
5062388231,0.0,2019
5062388231,1599.86926336832,2020
5062388318,0.0,2014
5062388318,0.0,2015
5062388318,0.0,2016
5062388318,0.0,2017
5062388318,0.0,2018
5062388318,0.0,2019
5062388318,0.0,2020
5062388420,22442.6408906954,2014
5062388420,2858.88331863134,2015
5062388420,1906.82523298145,2016
5062388447,685216.80166272,2014
5062388447,621869.271439677,2015
5062388447,680736.608174378,2016
5062388447,466248.364513562,2017
5062388447,588453.36698637,2018
5062388447,541769.131101811,2019
5062388447,522197.32756342,2020
5062388646,911075.719562697,2014
5062388646,789921.89086531,2015
5062388646,779772.343712352,2016
5062388646,835492.848514042,2017
5062388646,871796.430212409,2018
5062388646,864009.724931631,2019
5062388646,828412.304572116,2020
5062388819,0.0,2014
5062388819,0.0,2015
5062388819,0.0,2016
5062389008,126538.294383708,2014
5062389008,101801.10599822,2015
5062389008,98559.0292297288,2016
5062389008,104875.606147726,2017
5062389008,106868.542510168,2018
