Instrument,Revenue from Business Activities - Total,Date
5040933966,15181380.9359686,2011-12-31T00:00:00Z
5040933966,14510673.0532085,2012-12-31T00:00:00Z
5040933966,16247571.0189706,2013-12-31T00:00:00Z
5040933966,15581559.4847782,2014-12-31T00:00:00Z
5040933966,11756349.7025857,2015-12-31T00:00:00Z
5040933966,13229315.1132712,2016-12-31T00:00:00Z
5040933966,15637364.6284283,2017-12-31T00:00:00Z
5040933966,18319899.9317086,2018-12-31T00:00:00Z
5040933966,17959481.7652587,2019-12-31T00:00:00Z
5040933966,20019910.698184,2020-12-31T00:00:00Z
5040934228,4209872.68230381,2011-12-31T00:00:00Z
5040934228,6360465.79751642,2012-12-31T00:00:00Z
5040934228,6293519.47420154,2013-12-31T00:00:00Z
5040934228,6078453.99272883,2014-12-31T00:00:00Z
5040934228,4519645.9282067,2015-12-31T00:00:00Z
5040934228,3041147.89345129,2016-12-31T00:00:00Z
5040934228,1459781.24307701,2017-12-31T00:00:00Z
5040934228,3819843.26686805,2018-12-31T00:00:00Z
5040934228,4230644.77476397,2019-12-31T00:00:00Z
5040934228,,2020-12-31T00:00:00Z
5040934387,6984289.39207286,2011-12-31T00:00:00Z
5040934387,6052595.84860525,2012-12-31T00:00:00Z
5040934387,6110424.74240087,2013-12-31T00:00:00Z
5040934387,6361294.93501795,2014-12-31T00:00:00Z
5040934387,4926353.15510068,2015-12-31T00:00:00Z
5040934387,4277962.41019389,2016-12-31T00:00:00Z
5040934387,4648798.95287846,2017-12-31T00:00:00Z
5040934387,5314650.09564952,2018-12-31T00:00:00Z
5040934387,5499701.71276584,2019-12-31T00:00:00Z
5040934387,5559865.66405758,2020-12-31T00:00:00Z
5040934389,9600918.5226376,2011-12-31T00:00:00Z
5040934389,9908284.05729994,2012-12-31T00:00:00Z
5040934389,10374062.3434857,2013-12-31T00:00:00Z
5040934389,10535626.1406873,2014-12-31T00:00:00Z
5040934389,7065916.57090943,2015-12-31T00:00:00Z
5040934389,7046672.64848296,2016-12-31T00:00:00Z
5040934391,5462345.09752803,2011-12-31T00:00:00Z
5040934391,5358210.58093808,2012-12-31T00:00:00Z
5040934391,4523376.63922071,2013-12-31T00:00:00Z
5040934391,,2014-12-31T00:00:00Z
5040934391,,2015-12-31T00:00:00Z
5040934391,,2016-12-31T00:00:00Z
5040934391,,2017-12-31T00:00:00Z
5040934391,,2018-12-31T00:00:00Z
5040934391,,2019-12-31T00:00:00Z
5040934394,5413736.16065367,2010-12-31T00:00:00Z
5040934394,7243754.35810305,2011-12-31T00:00:00Z
5040934394,6156710.61612412,2012-12-31T00:00:00Z
5040934394,4898933.74026303,2013-12-31T00:00:00Z
5040934440,4622121.7708931,2011-12-31T00:00:00Z
5040934440,5184399.15086525,2012-12-31T00:00:00Z
5040934440,6458219.57248178,2013-12-31T00:00:00Z
5040934440,5578508.35416377,2014-12-31T00:00:00Z
5040934440,3650296.80079332,2015-12-31T00:00:00Z
5040934440,2367323.52674647,2016-12-31T00:00:00Z
