Instrument,Total Fixed Assets - Net,Date
5060884500,,
5060884500,,
5060884500,755.749091301688,
5060884500,582.622258922837,
5060884500,432.706320202677,
5060884500,3069.12554958476,
5060884519,,
5060884520,,
5060884527,21720.9739251311,
5060884527,14048.4440706476,
5060884527,11470.6397476038,
5060884527,8815.60234883934,
5060884527,20498.0494585566,
5060884531,24358.9781328848,
5060884531,111040.258634133,
5060884533,,
5060884540,,
5060884541,317920.577722664,
5060884541,323591.716638012,
5060884541,301367.076103762,
5060884541,277090.508996054,
5060884541,249139.171521036,
5060884541,248638.339138695,
5060884541,248457.321934189,
5060884541,183328.022742394,
5060884541,170410.052019418,
5060884541,124585.19764508,
5060884541,129549.225657082,
5060884541,77003.176896963,
5060884541,,
5060884547,488.635006135902,
5060884547,70213.4146341463,
5060884547,8582.41863701251,
5060884547,7307.67730984494,
5060884547,3779.74575701186,
5060884550,,
5060884554,,
5060884555,,
5060884555,31407.0437342305,
5060884555,54989.1076162714,
5060884555,54028.4659143041,
5060884555,52778.5574961325,
5060884556,,
5060884564,,
5060884580,53189.7969147939,
5060884580,61370.1072288278,
5060884580,61778.6444136928,
5060884580,65765.1033613927,
5060884580,62747.9098388068,
5060884580,61300.4660194175,
5060884580,,
5060884580,,
5060884580,61645.2186536019,
5060884580,55823.3837599505,
5060884580,53452.8490328007,
5060884580,,
5060884580,,
5060884580,,
5060884580,,
5060884581,,
5060884583,5937.88022466993,
5060884583,1000.82470191918,
5060884583,360.762755540285,
5060884583,19475.8210153167,
5060884583,45172.9579288026,
5060884583,67589.5345155162,
5060884583,88291.4204030019,
5060884583,63111.086917075,
5060884584,,
5060884591,,
5060884603,250.126156433978,
5060884603,209.930303139358,
5060884603,1915.3133314983,
5060884603,4001.97296145999,
5060884607,,
5060884616,,
5060884616,228042.682926829,
5060884616,11503.3168987896,
5060884616,563.583815028902,
5060884616,179685.974037621,
5060884616,174.804592085979,
5060884618,,
5060884618,,
5060884618,,
5060884618,31578.1043972661,
5060884618,29810.2757354938,
5060884618,32647.06686291,
5060884618,38319.2020249277,
5060884618,38495.1945132581,
5060884618,39430.6436786763,
5060884618,44798.8519785051,
5060884621,,
5060884621,,
5060884621,706.949292834779,
5060884621,1075.17891549683,
5060884621,1068.49315068493,
5060884625,,
5060884627,,
5060884639,,
5060884645,,
5060884648,,
5060884648,16668.4188393608,
5060884648,7554.67184894615,
5060884648,16150.5528030095,
5060884648,15725.2819653825,
5060884655,,
5060884656,,
5060884659,3841.54540752855,
5060884659,3934.43280077879,
5060884659,,
5060884659,,
5060884659,,
5060884659,,
5060884659,,
5060884659,,
5060884659,,
5060884663,,
5060884664,,
5060884664,1188886.42767031,
5060884664,1257744.86870359,
5060884664,1052716.71713001,
5060884664,928608.31110015,
5060884664,,
5060884665,,
5060884665,358303.238015139,
5060884665,456616.535310277,
5060884665,279803.720524819,
5060884665,256605.205927852,
5060884665,256605.205927852,
5060884667,,
5060884678,,
5060884681,,
5060884685,35456.0509890342,
5060884685,39198.993362025,
5060884685,37339.3578507429,
5060884685,38018.8827807364,
5060884685,35316.6343388402,
5060884685,33974.0453074434,
5060884685,,
5060884685,35644.7068202436,
5060884685,31182.4230327224,
5060884685,27824.3611602828,
5060884685,26771.3940285955,
5060884685,30360.6602607934,
5060884685,25586.0055968437,
5060884685,20278.2884559335,
5060884689,,
5060884693,,
5060884694,,
5060884698,,
5060884698,22603.1328847771,
5060884698,20015.3549021725,
5060884698,13695.0637673181,
5060884698,,
5060884698,,
5060884704,17046.1065438566,
5060884704,18845.5904880006,
5060884704,18056.3732684754,
5060884704,18492.9708526599,
5060884704,18248.6923951575,
5060884704,,
5060884704,,
5060884704,,
5060884704,,
5060884704,,
5060884704,,
5060884704,,
5060884704,,
5060884704,,
5060884707,,
5060884717,77776.5270978214,
5060884717,91322.4305200963,
5060884717,93499.3360450651,
5060884717,104601.113783428,
5060884717,102422.540298308,
5060884717,103645.268608414,
5060884717,94436.3653156006,
5060884717,104907.139126371,
5060884717,98030.7990080445,
5060884717,93346.9662579685,
5060884717,95777.7123633305,
5060884717,114544.511222274,
5060884717,115682.298834755,
5060884717,118964.587583795,
5060884717,135470.9086468,
5060884720,38031.7625790106,
5060884720,37735.3417462981,
5060884720,79338.0998308662,
5060884720,91945.7710588101,
5060884720,59967.0122399839,
5060884720,49778.4336569579,
5060884720,,
5060884720,,
5060884720,,
5060884720,51499.1800697212,
5060884720,51567.2098402019,
5060884720,57055.6975084272,
5060884720,37572.5066519864,
5060884720,48924.2651839562,
5060884720,43597.1665852467,
5060884728,,
5060884728,1003.99495374264,
5060884728,424.659013207615,
5060884728,237392.375447289,
5060884728,245129.923996144,
5060884731,33734.8279911851,
5060884731,37296.0682763148,
5060884731,35734.1804000503,
5060884731,36598.2219549905,
5060884731,34197.8329208749,
5060884731,33093.3203883495,
5060884731,,
5060884731,,
5060884731,,
5060884731,,
5060884731,26876.145920942,
5060884731,30667.3264476194,
5060884731,29319.8802642444,
5060884731,28657.9265968657,
5060884731,31222.0200293112,
5060884738,7002.69895688964,
5060884738,6028.23555723292,
5060884738,5195.26999942736,
5060884738,3267.33997725905,
5060884738,2625.88996763754,
5060884738,1366.89888114841,
5060884738,2149.70998158177,
5060884738,,
5060884738,,
5060884738,,
5060884738,762.684649967887,
5060884738,0.560500414770307,
5060884738,15557.8651685393,
5060884740,,
5060884742,,
5060884743,,
5060884756,,
5060884758,,
5060884758,27544.1547518923,
5060884758,31134.4633581651,
5060884758,29484.3563629691,
