Instrument,TRBC Industry Group Name,SIC Industry Code,GICS Sub-Industry Code
5081876140,Personal & Household Products & Services,,
5081876142,Food & Tobacco,,
5081876158,Food & Tobacco,,
5081876166,Food & Tobacco,,
5081876167,Food & Tobacco,,
5081876170,Food & Drug Retailing,,
5081876171,Food & Drug Retailing,,
5081876191,Food & Drug Retailing,,
5081876195,Food & Tobacco,,
5081876200,Food & Tobacco,,
5081876208,Personal & Household Products & Services,,
5081876210,Food & Drug Retailing,,
5081876228,Personal & Household Products & Services,,
5081876232,Food & Tobacco,,
5081876235,Food & Drug Retailing,,
5081876236,Food & Drug Retailing,,
5081876243,Food & Drug Retailing,,
5081876248,Food & Tobacco,,
5081876249,Food & Tobacco,,
5081876252,Professional & Commercial Services,,
5081876256,Food & Drug Retailing,,
5081876257,Food & Drug Retailing,,
5081876276,Food & Tobacco,,
5081876278,Food & Tobacco,,
5081876283,Food & Tobacco,,
5081876284,Textiles & Apparel,,
5081876287,Personal & Household Products & Services,,
5081876300,Diversified Retail,,
5081876306,Personal & Household Products & Services,,
5081876312,Food & Drug Retailing,,
5081876313,Food & Tobacco,,
5081876321,Food & Tobacco,,
5081876323,Diversified Industrial Goods Wholesale,,
5081876329,Food & Tobacco,,
5081876336,Beverages,,
5081876338,Food & Tobacco,,
5081876348,Professional & Commercial Services,,
5081876356,Food & Drug Retailing,,
5081876357,Food & Tobacco,,
5081876358,Beverages,,
5081876363,Food & Tobacco,,
5081876373,Food & Drug Retailing,,
5081876375,Food & Tobacco,,
5081876379,Food & Tobacco,,
5081876381,Personal & Household Products & Services,,
5081876382,Food & Drug Retailing,,
5081876387,Food & Tobacco,,
5081876392,Personal & Household Products & Services,,
5081876393,Personal & Household Products & Services,,
5081876401,Food & Tobacco,,
5081876402,Food & Tobacco,,
5081876407,Personal & Household Products & Services,,
5081876450,Food & Tobacco,,
5081876451,Food & Drug Retailing,,
5081876455,Food & Drug Retailing,,
5081876480,Food & Tobacco,,
5081876481,Personal & Household Products & Services,,
5081876491,Software & IT Services,,
5081876517,Food & Tobacco,,
5081876519,Food & Drug Retailing,,
5081876520,Personal & Household Products & Services,,
5081876525,,,
5081876528,Food & Tobacco,,
5081876532,Food & Tobacco,,
5081876541,Beverages,,
5081876544,Specialty Retailers,,
5081876553,Food & Drug Retailing,,
5081876562,Food & Drug Retailing,,
5081876571,Food & Tobacco,,
5081876573,Beverages,,
5081876575,Food & Tobacco,,
5081876581,Personal & Household Products & Services,,
5081876586,Food & Drug Retailing,,
5081876587,Food & Tobacco,,
5081876596,Food & Tobacco,,
5081876604,Food & Tobacco,,
5081876613,Food & Drug Retailing,,
5081876621,Food & Drug Retailing,,
5081876622,Food & Tobacco,,
5081876624,Food & Tobacco,,
5081876627,Food & Tobacco,,
5081876628,Beverages,,
5081876642,Food & Tobacco,,
5081876646,Food & Tobacco,,
5081876648,Beverages,,
5081876651,Food & Drug Retailing,,
5081876654,Food & Tobacco,,
5081876656,Food & Drug Retailing,,
5081876661,Food & Tobacco,,
5081876664,Personal & Household Products & Services,,
5081876666,Food & Drug Retailing,,
5081876673,,,
5081876677,Personal & Household Products & Services,,
5081876679,Personal & Household Products & Services,,
5081876684,Beverages,,
5081876697,Food & Tobacco,,
5081876700,Food & Tobacco,,
5081876702,Food & Drug Retailing,,
5081876703,Personal & Household Products & Services,,
5081876705,Food & Tobacco,,
5081876713,Food & Drug Retailing,,
5081876718,Food & Tobacco,,
5081876719,Food & Tobacco,,
5081876720,Professional & Commercial Services,,
5081876722,Food & Tobacco,,
5081876723,Food & Tobacco,,
5081876725,Professional & Commercial Services,,
5081876728,Food & Tobacco,,
5081876734,Food & Tobacco,,
5081876736,Food & Drug Retailing,,
5081876740,Food & Tobacco,,
5081876741,Personal & Household Products & Services,,
5081876745,Food & Drug Retailing,,
5081876761,Food & Drug Retailing,,
5081876771,Food & Tobacco,,
5081876773,Personal & Household Products & Services,,
5081876775,Food & Tobacco,,
5081876776,Food & Tobacco,,
5081876778,Food & Tobacco,,
5081876779,Food & Drug Retailing,,
5081876784,Food & Drug Retailing,,
5081876792,Food & Tobacco,,
5081876805,Food & Drug Retailing,,
5081876838,Food & Drug Retailing,,
5081876841,Food & Tobacco,,
5081876842,Personal & Household Products & Services,,
5081876856,Beverages,,
5081876861,Food & Tobacco,,
5081876868,Beverages,,
5081876873,Food & Drug Retailing,,
5081876891,Personal & Household Products & Services,,
5081876894,Food & Tobacco,,
5081876896,Food & Tobacco,,
5081876898,,,
5081876899,Personal & Household Products & Services,,
5081876900,Food & Tobacco,,
5081876901,Food & Drug Retailing,,
5081876907,Food & Tobacco,,
5081876920,Food & Tobacco,,
5081876931,Food & Drug Retailing,,
5081876941,Food & Tobacco,,
5081876944,Personal & Household Products & Services,,
5081876953,Food & Drug Retailing,,
5081876955,Personal & Household Products & Services,,
5081876963,Beverages,,
5081876975,Food & Tobacco,,
5081876978,Beverages,,
5081876980,Food & Tobacco,,
5081876981,Personal & Household Products & Services,,
5081876990,Food & Tobacco,,
5081876994,Food & Drug Retailing,,
5081877000,Food & Drug Retailing,,
5081877001,Food & Tobacco,,
5081877004,Food & Drug Retailing,,
5081877005,Personal & Household Products & Services,,
5081877015,Real Estate Operations,,
5081877019,Personal & Household Products & Services,,
5081877021,Food & Drug Retailing,,
5081877026,Personal & Household Products & Services,,
5081877030,Personal & Household Products & Services,,
5081877033,Food & Drug Retailing,,
5081877039,Personal & Household Products & Services,,
5081877045,Food & Tobacco,,
5081877055,Personal & Household Products & Services,,
5081877064,Food & Drug Retailing,,
5081877085,Food & Tobacco,,
5081877088,Food & Tobacco,,
5081877094,Food & Tobacco,,
5081877097,Food & Drug Retailing,,
5081877103,Food & Tobacco,,
5081877106,Professional & Commercial Services,,
5081877111,Food & Tobacco,,
5081877115,Food & Tobacco,,
5081877116,Consumer Goods Conglomerates,,
5081877123,Food & Tobacco,,
5081877133,Food & Drug Retailing,,
5081877140,Food & Tobacco,,
5081877147,Personal & Household Products & Services,,
5081877167,Food & Drug Retailing,,
5081877172,Food & Tobacco,,
5081877174,Food & Tobacco,,
5081877180,,,
5081877195,Food & Tobacco,,
5081877198,Personal & Household Products & Services,,
5081877205,Personal & Household Products & Services,,
5081877210,Personal & Household Products & Services,,
5081877211,Food & Tobacco,,
5081877216,Specialty Retailers,,
5081877219,Food & Tobacco,,
5081877224,Food & Tobacco,,
5081877239,Food & Tobacco,,
5081877251,Food & Tobacco,,
5081877253,Food & Tobacco,,
5081877264,Food & Tobacco,,
5081877281,Food & Drug Retailing,,
5081877283,Personal & Household Products & Services,,
5081877284,Food & Tobacco,,
5081877293,Food & Tobacco,,
5081877294,Food & Tobacco,,
5081877304,Food & Tobacco,,
5081877317,Textiles & Apparel,,
5081877319,Food & Drug Retailing,,
5081877321,Food & Drug Retailing,,
5081877322,Food & Tobacco,,
5081877336,Food & Tobacco,,
5081877345,Food & Drug Retailing,,
5081877347,Food & Drug Retailing,,
5081877348,Food & Drug Retailing,,
5081877354,Food & Drug Retailing,,
5081877365,Food & Tobacco,,
5081877366,Food & Tobacco,,
5081877375,Food & Drug Retailing,,
5081877413,Beverages,,
5081877420,Personal & Household Products & Services,,
5081877425,Personal & Household Products & Services,,
5081877427,Food & Tobacco,,
5081877436,Food & Drug Retailing,,
5081877439,Food & Tobacco,,
5081877468,Food & Tobacco,,
5081877475,Food & Tobacco,,
5081877488,Food & Drug Retailing,,
5081877490,Personal & Household Products & Services,,
5081877492,Personal & Household Products & Services,,
5081877495,Food & Drug Retailing,,
5081877499,Food & Drug Retailing,,
5081877507,Food & Drug Retailing,,
5081877512,Food & Drug Retailing,,
5081877516,Food & Drug Retailing,,
5081877521,Personal & Household Products & Services,,
5081877528,Food & Drug Retailing,,
5081877536,Food & Tobacco,,
5081877552,Food & Tobacco,,
5081877556,Beverages,,
5081877561,Personal & Household Products & Services,,
5081877565,Food & Tobacco,,
5081877566,Food & Drug Retailing,,
5081877572,Beverages,,
5081877576,Food & Drug Retailing,,
5081877579,Food & Drug Retailing,,
5081877580,Food & Tobacco,,
5081877583,Beverages,,
5081877591,Food & Tobacco,,
5081877592,Food & Tobacco,,
5081877594,Personal & Household Products & Services,,
5081877596,Food & Tobacco,,
5081877597,Food & Tobacco,,
5081877616,Beverages,,
5081877630,Food & Drug Retailing,,
5081877631,Food & Drug Retailing,,
5081877633,Food & Tobacco,,
5081877639,Food & Drug Retailing,,
5081877650,Food & Drug Retailing,,
5081877651,Food & Tobacco,,
5081877672,Food & Tobacco,,
5081877675,Food & Tobacco,,
5081877685,Food & Drug Retailing,,
5081877697,Food & Drug Retailing,,
5081877715,Food & Tobacco,,
5081877727,Food & Tobacco,,
5081877729,Food & Drug Retailing,,
5081877738,Food & Tobacco,,
5081877771,Beverages,,
5081877801,Food & Drug Retailing,,
5081877806,Food & Tobacco,,
5081877807,Food & Drug Retailing,,
5081877808,Food & Tobacco,,
5081877825,Food & Tobacco,,
5081877826,Food & Drug Retailing,,
5081877884,Food & Drug Retailing,,
5081877888,Food & Drug Retailing,,
5081877893,Food & Tobacco,,
5081877894,Food & Drug Retailing,,
5081877907,Food & Drug Retailing,,
5081877910,Food & Drug Retailing,,
5081877923,Food & Drug Retailing,,
5081877929,Food & Tobacco,,
5081877939,,,
5081877946,Beverages,,
5081877970,Food & Drug Retailing,,
5081878035,Food & Tobacco,,
5081878048,Food & Tobacco,,
5081878052,Personal & Household Products & Services,,
5081878061,Food & Drug Retailing,,
5081878063,Food & Tobacco,,
5081878070,Food & Tobacco,,
5081878089,Food & Tobacco,,
5081878123,Food & Tobacco,,
5081878124,Food & Drug Retailing,,
5081878125,Food & Tobacco,,
5081878142,Food & Tobacco,,
5081878155,Food & Tobacco,,
5081878196,Food & Drug Retailing,,
5081878237,Food & Tobacco,,
5081878281,Food & Tobacco,,
5081878304,Food & Tobacco,,
5081878309,Beverages,,
5081878310,Beverages,,
5081878355,Food & Tobacco,,
5081878365,Specialty Retailers,,
5081878366,Beverages,,
5081878367,Food & Tobacco,,
5081878431,Food & Tobacco,,
5081878438,Food & Drug Retailing,,
5081878448,Personal & Household Products & Services,,
5081878456,Food & Tobacco,,
5081878460,Food & Tobacco,,
5081878468,Food & Tobacco,,
5081878485,Food & Tobacco,,
5081878519,Food & Tobacco,,
5081878575,Food & Tobacco,,
5081878576,Food & Tobacco,,
5081878582,,,
5081878627,Food & Tobacco,,
5081878628,Food & Drug Retailing,,
5081878637,Beverages,,
5081878676,Food & Drug Retailing,,
5081878678,Food & Tobacco,,
5081878688,Food & Tobacco,,
5081878689,Food & Drug Retailing,,
5081878718,Food & Drug Retailing,,
5081878751,Food & Tobacco,,
5081878752,Food & Tobacco,,
5081878774,Personal & Household Products & Services,,
5081878797,Beverages,,
5081878801,Food & Drug Retailing,,
5081878828,Food & Tobacco,,
5081878852,Food & Tobacco,,
5081878898,Food & Tobacco,,
5081878905,,,
5081878907,Personal & Household Products & Services,,
5081878928,Personal & Household Products & Services,,
5081878940,Food & Tobacco,,
5081878949,Food & Tobacco,,
5081878962,Food & Tobacco,,
5081878988,Chemicals,,
5081879006,Food & Tobacco,,
5081879020,Food & Tobacco,,
5081879078,Food & Drug Retailing,,
5081879092,Food & Tobacco,,
5081879129,Food & Drug Retailing,,
5081879146,Food & Tobacco,,
5081879172,Personal & Household Products & Services,,
5081879194,Consumer Goods Conglomerates,,
5081879208,Personal & Household Products & Services,,
5081879226,Food & Drug Retailing,,
5081879257,Food & Tobacco,,
5081879278,Food & Tobacco,,
5081879292,Food & Tobacco,,
5081879299,Food & Tobacco,,
5081879304,Food & Drug Retailing,,
5081879309,Food & Tobacco,,
5081879353,Food & Drug Retailing,,
5081879441,Food & Tobacco,,
5081879449,Food & Tobacco,,
5081879455,Food & Tobacco,,
5081879460,Food & Drug Retailing,,
5081879496,Food & Tobacco,,
5081879530,Beverages,,
5081879538,Food & Drug Retailing,,
5081879551,Food & Drug Retailing,,
5081879560,Food & Drug Retailing,,
5081879575,Consumer Goods Conglomerates,,
5081879614,Personal & Household Products & Services,,
5081879637,Food & Drug Retailing,,
5081879665,Food & Tobacco,,
5081879666,Food & Tobacco,,
5081879667,Food & Tobacco,,
5081879668,Food & Tobacco,,
5081879679,Food & Drug Retailing,,
5081879683,Food & Tobacco,,
5081879730,Food & Tobacco,,
5081879747,Food & Drug Retailing,,
5081879752,Personal & Household Products & Services,,
5081879755,Food & Tobacco,,
5081879757,Food & Tobacco,,
5081879784,Consumer Goods Conglomerates,,
5081879787,Food & Tobacco,,
5081879815,Food & Tobacco,,
5081879822,Food & Tobacco,,
5081879824,Food & Tobacco,,
5081879839,Food & Tobacco,,
