Instrument,Organization Ultimate Parent,Ultimate Parent Id,Country ISO2 Code of Ultimate Parent Headquarters
5083189974,B.LANZAS CONTRATISTAS CIVILES S.A.,5083105774,NI
5083264057,,,
5083265873,,,
5083266981,,,
5083285912,,,
5083334010,GTM Holdings SA,5039719462,PA
5000967578,,,
5040942351,Housing and Commerce Bank of Eritrea,5040942351,ER
5082821627,,,
5082821628,,,
5083293722,,,
4295888255,CG Invest dd v stecaju,4295888255,SI
4295888262,Fond invest dd,4295888262,SI
4295888263,Nadskofija Maribor,5000066226,SI
4295888270,PROFECTUS doo,5000830903,SI
4295888271,Follonica Holding Pte Ltd,5000614024,SG
4295888281,Atka Prima doo,5000264489,SI
4295888285,INFOND ID 1 dd,4295888285,SI
4295888290,AMH doo,4295888290,SI
4295888291,INFOND HOLDING dd v stecaju,4295888291,SI
4295888293,INFOND ID dd,4295888293,SI
4295888294,Nika dd Brezice,4295888294,SI
4295888306,KD dd,5000008908,SI
4295888322,Maksima Holding dd v stecaju,4295888322,SI
4295888338,Maksima Invest dd v stecaju,4295888338,SI
4295888339,FP doo,5043951962,SI
4295888348,KRONA HOLDING DD,4295888348,SI
4295888350,Triglav Nalozbe dd,4295888350,SI
4295888355,Vizija Holding Ena kdd,4295888355,SI
4295888357,Vizija Holding kdd,4295888357,SI
4295888363,Adria Capital Koper dd v stecaju,5000617706,SI
4295888366,Zvon Dva Holding dd v stecaju,4295888366,SI
4296103872,Nadskofija Maribor,5000066226,SI
4296192748,MNP2 doo,4296192748,SI
4296264318,MP Nalozbe dd,4296264318,SI
4296328295,OTP Bank Nyrt,4295872091,HU
4296393512,Hipotekarna Banka Brezice DD V Stecaju,4296393512,SI
4296393538,Probanka dd,4296393538,SI
4296393540,Pid Kmecka Druzba Pooblascena Investicijska Druzba DD,4296393540,SI
4296393558,,,
4296393560,,,
4296595172,Abanka dd,4296595172,SI
4296607970,ECM Partnerji dd,4296607970,SI
4296650092,"Slovenia, Republic of (Government)",4297711587,SI
4296670594,OTP Bank Nyrt,4295872091,HU
4296721060,Banka Celje dd,4296721060,SI
4296721549,"Slovenia, Republic of (Government)",4297711587,SI
4296721554,Dezelna Banka Slovenije dd,4296721554,SI
4296999301,Krona Senior Investicijska Druzba Prilagodljive Sestave Nalozb DD,4296999301,SI
4297044392,Maksima Delniska Id DD,4297044392,SI
4297153626,Dolenjska Banka DD,4297153626,SI
4297212312,KD ID delniska ID dd,4297212312,SI
4297223868,,,
4297326990,Poteza Skupina dd v stecaju,5000019199,SI
4297381475,PB Slovenije dd bancna skupina Nove KBM dd,4297381475,SI
4297381510,Factor Banka dd,4297381510,SI
4297775369,Arkada Holding dd,4297775369,SI
4297820783,Arena International ekonomsko svetovanje doo,5060545997,SI
4297823227,POM INVEST dd,4297823227,SI
4297826062,Finetol dd v stecaju,4297826062,SI
4297832965,Adriatic Slovenica dd,4297832965,SI
4297859834,MSIN doo,4297859834,SI
4297885257,D Nalozbe dd v stecaju,4297885257,SI
4297934842,MP Finance dd v likvidaciji,4297934842,SI
4298007877,Zagrebacka Burza dd,4298008032,HR
4298084693,,,
4298104900,PROFECTUS doo,5000830903,SI
4298130548,Eerste Niedering Fonds BV,5000487493,NL
4298544757,Modra Linija 2 Pooblascena Investicijska Druzba dd Koper,4298544757,SI
5000004451,"Slovenia, Republic of (Government)",4297711587,SI
5000005043,"Slovenia, Republic of (Government)",4297711587,SI
5000007163,"Slovenia, Republic of (Government)",4297711587,SI
5000019199,Poteza Skupina dd v stecaju,5000019199,SI
5000019212,NLB Banka Zasavje dd,5000019212,SI
5000020412,NFD 1 Stock Investment Fund PLC,5000020412,SI
5000032777,Copartner doo Ljubljana,5000060804,SI
5000033955,"Slovenia, Republic of (Government)",4297711587,SI
5000034443,UniCredit SpA,4295875726,IT
5000038894,POTEZA dd,5000038894,SI
5000053697,Endoskopija Nalozbe Nalozbena Dejavnost DOO,5000053697,SI
5000056540,Banka Velenje DD Velenje Bancna Skupina Nove Ljubljanske Banke,5000056540,SI
5000059988,OTP Bank Nyrt,4295872091,HU
5000060195,KBS Banka dd,5000060195,SI
5000060514,Interfin Nalozbe dd Koper,5000060514,SI
5000062747,,5000062747,SI
5000070132,Ilirika svetovanje doo,5000070132,SI
5000094260,Rastoder doo,5001367767,SI
5000566049,FMR Financiranje in upravljanje nalozb DD,5000566049,SI
5000567687,FMR HOLDING dd,5000567687,SI
5000617706,Adria Capital Koper dd v stecaju,5000617706,SI
5000617713,Adria Capital Koper dd v stecaju,5000617706,SI
5000618303,Probanka financna druzba doo,5000618303,SI
5000618334,Probanka Leasing doo,5000618334,SI
5000628855,Vipa dd v likvidaciji,5000628855,SI
5000639613,KOMERCIALNA BANKA TRIGLAV dd Ljubljana v stecaju,5000639613,SI
5000641512,NLB Vita dd Ljubljana,5000641512,SI
5000642360,UniCredit SpA,4295875726,IT
5000642703,CA-Leasing Terra doo,5000642703,SI
5000645176,UniCredit SpA,4295875726,IT
5000653969,Ljubljanska banka dd,5000653969,SI
5000661160,Assicurazioni Generali SpA,4295875714,IT
5000663080,POTEZA PARTNERS doo,5000663080,SI
5000678953,Addiko Bank AG,5043321162,AT
5000688202,MM & AZ druzba za investicije doo,5087155025,SI
5000740823,KD dd,5000008908,SI
5000748522,ST Hammer Ltd,5037648623,
5000830903,PROFECTUS doo,5000830903,SI
5000853793,,,
5000853797,,,
5000853801,,,
5000853811,,,
5000853815,Publikum Holding d o o - v likvidacji,5000853815,SI
5000853819,,,
5000954069,,,
5001002585,"Slovenia, Republic of (Government)",4297711587,SI
5001107719,,,
5001107729,Fidina doo v stecaju,5001107729,SI
5001153353,,,
5001176433,BAWAG Group AG,5000015903,AT
5001199314,Pozavarovalnica Sava dd,5000072410,SI
5001199868,Papirus doo,5037120048,SI
5001228458,KD Bank dd,5001228458,SI
5001231909,GBD Gorenjska Borznoposredniska Druzba dd,5001231909,SI
5001231949,Nova Ljubljanska banka dd Ljubljana,4296118059,SI
5001241709,Alpina Holding dd v stecaju,5001241709,SI
5001291661,Maf Healthcare GmbH,5080179786,CH
5001345080,Moro & Kunst doo,5001345080,SI
5001350088,Nova Ljubljanska banka dd Ljubljana,4296118059,SI
5001363548,Primorje Holding dd v stecaju,5001363548,SI
5001365136,Coface SA,5000032257,FR
5001365139,Prvi Faktor doo,5001365139,SI
5001367461,Dilon Cooperatief UA,5037315640,NL
5001396075,"Slovenia, Republic of (Government)",4297711587,SI
5001405178,"Slovenia, Republic of (Government)",4297711587,SI
5001410527,,,
5001420003,Pozavarovalnica Sava dd,5000072410,SI
5001446365,Elektroncek Group BV,5039937105,NL
5001446770,Pozavarovalnica Sava dd,5000072410,SI
5001450655,Alta Skladi dd,5001450655,SI
5029074395,Fori Skupina doo,5029074395,SI
5034751179,Certius bvg doo,5034751179,SI
5034814279,Pozavarovalnica Sava dd,5000072410,SI
5034814550,Finiks DOO,5034814550,SI
5034814951,OTP Bank Nyrt,4295872091,HU
5034815109,Pick & Place DOO,5034815109,SI
5034815114,Merkur Versicherung AG,5000431387,AT
5034823240,H & R dd,5035303992,SI
5034829033,,,
5034830560,Akropovic skupina doo,5034830560,SI
5035166581,Publikum Holding d o o - v likvidacji,5000853815,SI
5035301637,Skupina Partnerji doo,5044013026,SI
5035303992,H & R dd,5035303992,SI
5035306440,KJK Capital Oy,5044196441,FI
5035306538,MSIN doo,4297859834,SI
5035306550,Asseco Poland SA,5000056979,PL
5035307220,"Slovenia, Republic of (Government)",4297711587,SI
5035307230,"Slovenia, Republic of (Government)",4297711587,SI
5035308822,Wietersdorfer Zementholding GmbH,5039929261,AT
