Instrument,Organization Ultimate Parent,Ultimate Parent Id,Country ISO2 Code of Ultimate Parent Headquarters
5062225124,Sichuan Yuanhongxiao Jiaolou Winery CoLTD,5062225124,CN
5062225127,,,
5062225128,Guizhou Baiqiang Group Investment Holding Co Ltd,5082205841,CN
5062225134,,,
5062225140,,,
5062225146,,,
5062225151,,,
5062225152,,,
5062225157,,,
5062225162,,,
5062225175,,,
5062225177,Shandong Longda Meishi Co Ltd,5000695326,CN
5062225179,,,
5062225193,,,
5062225194,,,
5062225206,,,
5062225209,,,
5062225214,,,
5062225215,,,
5062225221,,,
5062225251,,,
5062225255,,,
5062225258,,,
5062225261,,,
5062225264,,,
5062225269,Xuanhan County Jinxiang Foodstuff Co Ltd,5062225269,CN
5062225273,,,
5062225301,,,
5062225306,,,
5062225328,,,
5062225330,,,
5062225334,,,
5062225335,,,
5062225338,Henan Sunshine Oils and Fats Group Co Ltd,5071152759,CN
5062225342,,,
5062225351,,,
5062225367,,,
5062225369,,,
5062225382,,,
5062225397,,,
5062225410,,,
5062225417,Fuzhou Xiaoheizi Food Co Ltd,5062181219,CN
5062225427,,,
5062225430,,,
5062225433,,,
5062225436,Jiangxi Leishi Education Development Co Ltd,5083550519,CN
5062225441,,,
5062225454,,,
5062225457,,,
5062225481,,,
5062225496,,,
5062225498,,,
5062225504,,,
5062225506,Guangzhou Zhujiang Yunfeng Investment Holding Co Ltd,5083550168,CN
5062225519,"China, People's Republic of (Government)",5000036491,CN
5062225522,,,
5062225529,,,
5062225531,,,
5062225540,,,
5062225554,,,
5062225557,Jilin Xuelanshan Grape Wine Supply Co Ltd,5062225557,CN
5062225558,,,
5062225561,,,
5062225562,,,
5062225563,,,
5062225571,,,
5062225573,,,
5062225577,,,
5062225583,,,
5062225591,,,
5062225605,,,
5062225607,,,
5062225609,,,
5062225614,,,
5062225619,,,
5062225623,Shandong Hongda Group Co Ltd,5062225623,CN
5062225628,,,
5062225629,,,
5062225633,,,
5062225635,,,
5062225636,,,
5062225640,,,
5062225644,State-owned Assets Supervision and Administration Commission of Hunan People's Government,5000045256,CN
5062225645,,,
5062225651,,,
5062225655,,,
5062225663,,,
5062225668,,,
5062225672,,,
5062225674,Suining Minwang Feedstuffs Co Ltd,5062225674,CN
5062225676,,,
5062225677,,,
5062225678,,,
5062225680,,,
5062225681,,,
5062225684,,,
5062225685,,,
5062225694,,,
5062225698,,,
5062225699,,,
5062225702,,,
5062225703,,,
5062225706,,,
5062225712,,,
5062225713,,,
5062225716,,,
5062225717,,,
5062225727,,,
5062225728,,,
5062225730,"HEBEI WANSUIYIYAO STOCK CO.,LTD",5062225730,CN
5062225750,,,
5062225757,,,
5062225764,Ningxia Junxingfang Food Technology Co Ltd,5062225764,CN
5062225766,,,
5062225784,,,
5062225786,,,
5062225797,Zhangzhou Longwen District Xinfa Cans Foodstuff Co Ltd,5062225797,CN
5062225799,,,
5062225808,,,
5062225813,,,
5062225818,,,
5062225824,,,
5062225827,,,
5062225834,Yunnan Lancangjiang Winery Group CoLTD,5058644833,CN
5062225843,Henan Jinxing Holding Co Ltd,5064616476,CN
5062225845,,,
5062225848,,,
5062225849,,,
5062225855,,,
5062225873,,,
5062225876,,,
5062225878,,,
5062225885,,,
5062225893,Linying County Qiaolinglong Trading Co Ltd,5071489769,CN
5062225895,,,
5062225899,,,
5062225900,,,
5062225903,Xingyi Zhongtian Starch Processing Plant GP,5062225903,CN
5062225905,,,
5062225906,Xinjiang Taikun Group Co Ltd,5071563096,CN
5062225937,,,
5062225943,,,
5062225951,Shandong Dezheng Milks CoLTD,5062225951,CN
5062225959,,,
5062225964,,,
5062225966,Kaifeng Daqu Sanyuan Wine Factory,5062225966,CN
5062225971,,,
5062225990,,,
5062225996,,,
5062225997,,,
5062226006,,,
5062226008,,,
5062226010,,,
5062226012,,,
5062226014,,,
5062226017,,,
5062226021,,,
5062226024,,,
5062226033,,,
5062226035,Yuyao City Mazi Vegetable Industry CoLTD,5062226035,CN
5062226037,,,
5062226043,,,
5062226052,,,
5062226057,Yancheng Yuda Feedstuff Co Ltd,5062226057,CN
5062226064,Sichuan Deyang Shengye Trading Co Ltd,5081170730,CN
5062226065,,,
5062226084,,,
5062226086,Fujian Jinlei Foodstuff Co Ltd,5062226086,CN
5062226088,,,
5062226091,,,
5062226093,,,
5062226095,,,
5062226103,,,
5062226105,,,
5062226106,,,
