Instrument,TRBC Industry Group Name,SIC Industry Code,GICS Sub-Industry Code
5082939794,Construction & Engineering,,
5082939797,Professional & Commercial Services,,
5082939809,Construction & Engineering,,
5082939813,Freight & Logistics Services,,
5082939814,Professional & Commercial Services,,
5082939816,Freight & Logistics Services,,
5082939827,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082939830,Construction & Engineering,,
5082939836,Construction & Engineering,,
5082939844,Construction & Engineering,,
5082939848,Construction & Engineering,,
5082939854,Professional & Commercial Services,,
5082939856,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082939862,Professional & Commercial Services,,
5082939863,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082939874,Freight & Logistics Services,,
5082939876,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082939882,Freight & Logistics Services,,
5082939883,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082939885,Construction & Engineering,,
5082939887,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082939888,Freight & Logistics Services,,
5082939894,Construction & Engineering,,
5082939905,Construction & Engineering,,
5082939921,Freight & Logistics Services,,
5082939926,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082939927,Construction & Engineering,,
5082939930,Construction & Engineering,,
5082939934,Professional & Commercial Services,,
5082939936,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082939945,Construction & Engineering,,
5082939946,Freight & Logistics Services,,
5082939959,Professional & Commercial Services,,
5082939964,Freight & Logistics Services,,
5082939967,Construction & Engineering,,
5082939986,Construction & Engineering,,
5082939996,Construction & Engineering,,
5082939998,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082940006,Freight & Logistics Services,,
5082940009,Construction & Engineering,,
5082940015,Freight & Logistics Services,,
5082940018,Construction & Engineering,,
5082940019,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082940032,Freight & Logistics Services,,
5082940033,Freight & Logistics Services,,
5082940034,Freight & Logistics Services,,
5082940046,Professional & Commercial Services,,
5082940070,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082940073,Renewable Energy,,
5082940078,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082940087,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082940092,Professional & Commercial Services,,
5082940097,Construction & Engineering,,
5082940098,Construction & Engineering,,
5082940099,Professional & Commercial Services,,
5082940100,Professional & Commercial Services,,
5082940107,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082940108,Professional & Commercial Services,,
5082940110,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082940112,Aerospace & Defense,,
5082940117,Freight & Logistics Services,,
5082940120,Freight & Logistics Services,,
5082940121,Construction & Engineering,,
