Instrument,Company Common Name,Country ISO Code of Headquarters,Organization Status Code
5062141525,Super Connect ANS,NO,Act
5062141531,Songdalstrappen ANS,NO,Act
5062141606,Betongfabrikken Ans,NO,Act
5062141620,Bjonskogens Skogsdrift ANS,NO,Act
5062141622,Polykom Composites ANS,NO,Act
5062141682,Kviteseid Skogstransport ANS,NO,Act
5062141725,Ostlandet Trelast Svanson Og Johansen ANS,NO,Act
5062141750,Bugten Sandtak DA,NO,Act
5062141836,Reitan Maling & Bemanning DA,NO,Act
5062141849,Norsprosser ANS,NO,Act
5062141853,Wenche Fure Og Erik Bratberg ANS,NO,Act
5062141890,Glasshytten Pa Verftet DA,NO,Act
5062141903,Punkt & Prikke Da,NO,Act
5062141930,Svihus Og Jakobsen Kjemi ANS,NO,Act
5062141990,Vadso Ferdigbetong ANS,NO,Act
5062142061,Norsk Petrolon ANS,NO,Act
5062142072,Alfa Beta Contracting Stillaser ANS,NO,Act
5062142091,Berntsen Og Sjavag Skogsdrift ANS,NO,Act
5062142148,Vagan Sag ANS,NO,Act
5062142181,Mathisen & Bygningsartikler Co ANS,NO,Act
5062142221,Galleri Tri ANS,NO,Act
5062142291,Kesma Service Marthinsen Og Lindstad Nilsen ANS,NO,Act
5062142378,Love Ved ANS,NO,Act
5062142380,Hedalen Sag & Hovel ANS,NO,Act
5062142502,BS Sveis Algard ANS,NO,Act
5062142532,Fjotland Trevare ANS,NO,Act
5062142566,Tekst Grafikk & Design Ans,NO,Act
5062142571,J & O Tellesbo Eiendom ANS,NO,Act
5062142630,Bjorgs Silketrykk Da,NO,Act
5062142636,Daland Industrier DA,NO,Act
5062142644,Brodrene Mortensen ANS,NO,Act
5062142688,Ostby Rundballepressing ANS,NO,Act
5062142731,Sorligaten Fornikling,NO,Act
5062142734,BR Sveis & Industriservice DA,NO,Act
5062142743,Hordaland Undervannservice DA,NO,Act
5062142760,Brodrene Granli ANS,NO,Act
5062142802,Bard Ingesen & Co ANS,NO,Act
5062142830,Knatterudfjellet Trelast ANS,NO,Act
5062142833,Hani Sag ANS,NO,Act
5062142911,Ian Neil Graphics DA,NO,Act
5062142915,Lysoysund Mekaniske Industri Contracting AS,NO,Act
5062142930,Ata Industriservice DA,NO,Act
5062142945,Bramo Mekaniske DA,NO,Act
5062142948,Syvertsen & Kjorkleiv Rep ANS,NO,Act
5062142957,Sorlands-Stampen ANS,NO,Act
5062143076,Husbutikken Holte & Gulliksen Da,NO,Act
5062143129,Top Hus ANS,NO,Act
5062143137,Sodorp Tre ANS,NO,Act
5062165127,,,
5062165175,Sofiemyr Utvikling AS,NO,Act
5062348416,Pilot Mekanikk Og Sveis Da,NO,Act
5062348482,Elverhoy Skog ANS,NO,Act
5062348488,Toern ANS,NO,Act
5062348740,Nordmarken Tvedalen DA,NO,Act
5062348741,Tveten Roar Og Arild ANS,NO,Act
5062348831,Tolga Sag Og Hyttebygg A/L,NO,Act
5062348838,Nordre Kjemsjoliteig ANS,NO,Act
5062348839,Fausko Skog DA,NO,Act
5062348840,Kleiveren Skog ANS,NO,Act
5062349165,Norsk Livredning Og Svomme Nord Trondelag Krets,NO,Act
5062351391,Haukedal Sag ANS,NO,Act
5062351433,Sveen & Emberland Illustrasjon ANS,NO,Act
5062351441,Stavern Skiltmakeri ANS,NO,Act
5062351467,Autrenik ANS,NO,Act
5062351469,Norsk Hardkrom ANS,NO,Act
5062351486,Landoy Stein ANS,NO,Act
5062351525,Pallesen Sveis ANS,NO,Act
5062351534,Greaker Trapp Og Snekkeri Ans,NO,Act
5062351538,Radoy Steinindustri ANS,NO,Act
5062351689,Po Glasscoating Paul Jors Og Olaf Markhus ANS,NO,Act
5062351704,Storemyrstykket Ans,NO,Act
5062351706,Sundsvalen Og Berg DA,NO,Act
5062351713,Melasberget Sag ANS,NO,Act
5062351724,Eieflye Sag Og Hovleri ANS,NO,Act
5062351760,Norsk Teineverksted DA,NO,Act
5062351824,Bosaaen Sag ANS,NO,Act
5062351825,Ole Andreas Og Kari S Flagstad,NO,Act
5062351829,Haugestoylvegen BA,NO,Act
5062388231,Viken Element AS,NO,Act
5062388318,KMC Industrial Properties Norway AS,NO,Act
5062388420,Phaunos Norge AS,NO,Act
5062388447,JBM Modul AS,NO,Act
5062388646,Svenneby Sag Og Hovleri AS,NO,Act
5062388819,Bewi Eiendom Holding AS,NO,Act
5062389008,Veitsch-Radex VertriebsgesMBH Filial Norge,NO,Act
5062389024,Indeksbygget AS,NO,Act
5062389128,Sjolyst Utvikling AS,NO,Act
5062455107,N M Thune AS,NO,Act
5062459910,Kingspan,NO,Act
5063190558,Biofyr DA,NO,Act
5063190685,Ulvig Kiar AS,NO,Act
5063190729,Stokklokka Sag Ans,NO,Act
5063190802,Brodrene Groven Industrier DA,NO,Act
5063190836,Ron Trevare DA,NO,Act
5063190852,Pall-Rep DA,NO,Act
5063190854,More Monumenter ANS,NO,Act
5063190866,Spitsbergen Isdykk Ans,NO,Act
5063190870,Cas 2 AS,NO,Act
5063190878,Bygdesaga Lien Og Bakken Da,NO,Act
5063190914,Sprosseverkstedet DA,NO,Act
5063190951,SSL Ror Sandvik Satre & Leikanger DA,NO,Act
5063190989,SS Beslagsmie DA,NO,Act
5063191024,Fritzoe Kunst & Rammer ANS,NO,Act
5063191037,Skogsvegen Hornet-Bjorndalen SA,NO,Act
5063191091,Vestmek ANS,NO,Act
5063191175,Rolstad Og Skurdal Tommerdrift DA,NO,Act
