Instrument,TRBC Industry Group Name,SIC Industry Code,GICS Sub-Industry Code
5040933966,Construction Materials,,
5040934228,Metals & Mining,,
5040934387,Chemicals,,
5040934389,Construction Materials,,
5040934391,Chemicals,,
5040934394,Construction Materials,,
5040934440,Metals & Mining,,
5040934642,Containers & Packaging,,
5040934798,Specialty Retailers,,
5040934829,Chemicals,,
5040934832,Construction Materials,,
5040935378,Construction Materials,,
5040935472,Construction Materials,,
5040935473,Construction Materials,,
5040935509,Metals & Mining,,
5040935598,Metals & Mining,,
5040935601,Construction Materials,,
5040935707,Construction Materials,,
5040935710,Chemicals,,
5040935733,Paper & Forest Products,,
5040935778,Metals & Mining,,
5040935786,Metals & Mining,,
5040935805,Chemicals,,
5040935981,Metals & Mining,,
5040936224,Construction Materials,,
5040936236,Construction Materials,,
5040936237,Paper & Forest Products,,
5040936268,Metals & Mining,,
5040936277,Construction Materials,,
5040936425,Paper & Forest Products,,
5040936593,Chemicals,,
5040936670,Paper & Forest Products,,
5040936695,Construction Materials,,
5040936962,Metals & Mining,,
5040936963,Construction Materials,,
5040937024,Construction Materials,,
5040937027,Metals & Mining,,
5040937038,Paper & Forest Products,,
5040937050,Metals & Mining,,
5040937078,Construction Materials,,
5040937092,Construction Materials,,
5040937101,Metals & Mining,,
5040937137,Paper & Forest Products,,
5040937241,Metals & Mining,,
5040937274,Chemicals,,
5040937450,Metals & Mining,,
5040937492,Metals & Mining,,
5040937497,Containers & Packaging,,
5040937520,Metals & Mining,,
5040937524,Paper & Forest Products,,
5040937536,Construction Materials,,
5040937540,Paper & Forest Products,,
5040937553,Metals & Mining,,
5040937555,Construction Materials,,
5040937614,Chemicals,,
5040937649,Construction Materials,,
5040937677,Paper & Forest Products,,
5040937708,Metals & Mining,,
5040937711,Paper & Forest Products,,
5040937814,Metals & Mining,,
5040937980,Construction Materials,,
5040937986,Paper & Forest Products,,
5040937999,Metals & Mining,,
5040938038,Metals & Mining,,
5040938057,Construction Materials,,
5040938066,Paper & Forest Products,,
5040938088,Chemicals,,
5040938144,Construction Materials,,
5040938153,Chemicals,,
5040938156,Metals & Mining,,
5040938167,Paper & Forest Products,,
5040938210,Construction Materials,,
5040938213,Metals & Mining,,
5040938241,Paper & Forest Products,,
5040938256,Construction Materials,,
5040938302,Metals & Mining,,
5040938307,Construction Materials,,
5040938343,Metals & Mining,,
5040938348,Construction Materials,,
5040938350,Paper & Forest Products,,
5040938369,Construction Materials,,
5040938389,Metals & Mining,,
5040938428,Chemicals,,
5040938460,Metals & Mining,,
5040938533,Paper & Forest Products,,
5040938537,Paper & Forest Products,,
5040938605,Metals & Mining,,
5040938617,,,
5040938619,Metals & Mining,,
