Instrument,Organization Ultimate Parent,Ultimate Parent Id,Country ISO2 Code of Ultimate Parent Headquarters
5062236221,Hainan Grain and Oil Industry Co Ltd,5062236222,CN
5062236222,,,
5062236225,Jinan Jiajiale Monosodium Glutamate Co Ltd,5062236225,CN
5062236244,,,
5062236250,,,
5062236255,,,
5062236260,,,
5062236261,,,
5062236266,,,
5062236270,,,
5062236272,,,
5062236287,,,
5062236302,,,
5062236305,,,
5062236306,,,
5062236315,,,
5062236317,,,
5062236328,,,
5062236330,,,
5062236335,,,
5062236337,Shandong Lanling County Zhonglian Industry CoLTD,5062236337,CN
5062236340,,,
5062236341,,,
5062236344,,,
5062236347,,,
5062236363,Anqiu Tianrun Foodstuff CoLTD,5062236363,CN
5062236376,,,
5062236380,,,
5062236383,,,
5062236387,,,
5062236394,,,
5062236397,,,
5062236404,"HAIYAN COUNTY URBAN INVESTMENT GROUP CO., LTD.",5081677943,CN
5062236407,,,
5062236408,,,
5062236410,,,
5062236411,,,
5062236412,,,
5062236424,,,
5062236427,,,
5062236434,Fujian Muxiyuan Nutrition Food Co Ltd,5062236434,CN
5062236446,,,
5062236447,,,
5062236451,,,
5062236453,,,
5062236455,,,
5062236460,,,
5062236471,,,
5062236474,Shandong Kelong Farming Industry Co Ltd,5062236474,CN
5062236485,,,
5062236489,,,
5062236492,,,
5062236499,,,
5062236513,,,
5062236518,,,
5062236532,Tianhao Art Products Shenzhen Co Ltd,5062236532,CN
5062236533,,,
5062236569,,,
5062236595,,,
5062236598,,,
5062236612,,,
5062236635,,,
5062236649,,,
5062236651,,,
5062236675,,,
5062236682,Shandong Fuyuan Winery CoLTD,5062236682,CN
5062236684,,,
5062236690,,,
5062236700,Hainan Yeye Industry China Co Ltd,5039615706,CN
5062236762,Jiangxi Wangs Bee Garden Co Ltd,5062236762,CN
5062236768,,,
5062236769,,,
5062236772,Jiangsu Taihua Medicine Co Ltd,5062236772,CN
5062236797,,,
5062236810,Suzhou Koushuiwa Foodstuff Co Ltd,5062236810,CN
5062236815,,,
5062236819,,,
5062236830,Tianjin Daqiaodao Cake Foodstuff Co Ltd,5079919443,CN
5062236833,,,
5062236840,,,
5062236843,Nantong Yinyan Foodstuff Co Ltd,5062246395,CN
5062236846,Hubei Jiashui Technology Co Ltd,5062236846,CN
5062236851,,,
5062236852,,,
5062236855,Sichuan Meijing Industry Co Ltd,5062236855,CN
5062236862,,,
5062236864,,,
5062236869,Qingdao Jinhong Food Co Ltd,5062236869,CN
5062236880,Sichuan Sida Commerce and Trade Co Ltd,5083127328,CN
5062236883,Rongcheng Dongxing Aquatic Products Co Ltd,5062236883,CN
5062236889,,,
5062236912,,,
5062236932,,,
5062236936,,,
5062236986,,,
5062236990,New Hope Liuhe Co Ltd,4295865441,CN
5062236994,"JIANGYOU XIAOXIBA CEREAL & OIL DEPOSITARY STATION CO., LTD.",5062236994,CN
5062237000,,,
5062237003,Shenzhen Tianxing Investment Development Co Ltd,5076390541,CN
5062237020,,,
5062237046,CRH (Gas) Ltd,5001208633,VG
5062237056,Guangdong Livestock Development General Co,5062294423,CN
5062237070,Guangdong Baidesi Commerce Investment Co Ltd,5083544646,CN
5062237077,,,
5062237078,,,
5062237079,,,
5062237086,,,
5062237095,Hebei Xianglong Industrial CoLTD,5062237095,CN
5062237107,,,
5062237109,Hui County Yinlong Special Powder Foodstuff Co Ltd,5062237109,CN
5062237115,,,
5062237116,,,
5062237118,,,
5062237124,,,
5062237136,,,
5062237141,,,
5062237144,,,
5062237149,,,
5062237150,,,
5062237152,,,
5062237156,,,
5062237161,,,
5062237162,,,
5062237168,,,
5062237173,,,
5062237174,,,
5062237184,,,
5062237190,,,
5062237191,,,
5062237192,,,
5062237194,,,
5062237201,,,
5062237204,,,
5062237206,,,
5062237207,,,
5062237213,,,
5062237220,Linyi Tianrun Women Products Co Ltd,5062237220,CN
5062237222,,,
5062237230,,,
5062237233,Shandong Mengshan Longwu Tee Industry CoLTD,5062237233,CN
5062237238,,,
5062237243,,,
5062237252,Jilin Jinye Tobacco Co Ltd,5062237252,CN
5062237256,Lantian County Grain Purchase and Sales Co,5062237256,CN
5062237259,,,
5062237260,,,
5062237261,Shanxi Jinhua Pharmaceutical Chemical Huabo Co Ltd,5062237261,CN
5062237275,,,
5062237277,,,
5062237284,Rongcheng Xinfang Aquatic Products CoLTD,5062237284,CN
5062237285,Yantai Xinhai Aquatic Products Group Co Ltd,5071488196,CN
5062237304,Shaoxing County Dadi Gardening Co Ltd,5062237304,CN
5062237314,,,
5062237339,,,
5062237350,,,
5062237351,,,
5062237353,Beijing State-owned Capital Operation and Management Co Ltd,5000727699,CN
5062237355,,,
5062237389,,,
5062237398,,,
5062237404,,,
5062237413,Jiaxing Hongtaiyang Feed Co Ltd,5062237413,CN
5062237414,,,
5062237415,Fujian Putian Medicine Co Ltd,5062237415,CN
5062237421,Hangzhou Zhijiang Garden Virescence Art Co Ltd,5062237421,CN
5062237434,Zhejiang East View Industry & Commerce Group Co Ltd,5066564775,CN
5062237437,Shanghai Welfare Group Co Ltd,5062206654,CN
5062237462,,,
5062237474,,,
5062237488,Dalian Shide Aquatic Products Co Ltd,5076391689,CN
5062237492,Hangzhou Zhiyun Huiyi Technology Co Ltd,5082227480,CN
5062237547,,,
5062237560,,,
5062237561,,,
5062237574,Zhejiang Xintian Construction Decoration Co Ltd,5062237574,CN
5062237586,,,
5062237597,Changshu Jincheng Grease Co Ltd,5062237597,CN
5062237612,,,
5062237641,,,
5062237643,,,
5062237648,,,
5062237681,Hangzhou Tianhai Holding Group Co Ltd,5000523014,CN
5062237688,,,
5062237718,,,
5062237721,,,
5062237736,Shandong Haida Aquatic Product General Co,5062236234,CN
5062237763,Qingdao Countree Food CoLTD,5071489044,CN
5062237773,,,
5062237778,,,
5062237780,Shandong DongE Winery Co Ltd,5062237780,CN
5062237786,,,
5062237796,Yuelong Gardens Construction Co Ltd,5062237796,CN
5062237801,,,
5062237802,,,
5062237805,,,
5062237808,,,
5062237809,,,
5062237811,Guangxi Shiji Feilong Group Co Ltd,5074547332,CN
5062237830,,,
5062237850,,,
5062237867,,,
5062237876,Glg Life Tech Corp,4295863123,CA
5062237888,,,
5062237918,,,
5062237940,,,
5062237948,,,
5062237950,,,
5062237951,,,
5062237952,Zhongliang Biochemical Energy Zhaodong Co Ltd,5058626251,CN
5062237956,,,
5062238006,,,
5062238008,Guangdong YingdaEr Pharmaceutical Co Ltd,5062238008,CN
5062238023,,,
5062238024,,,
5062238025,,,
5062238041,Shenyang Dongxin Pharmaceutical Co Ltd,5062238041,CN
5062238057,,,
5062238067,Concord Champion International Ltd,5036759742,KY
5062238076,State-owned Assets Supervision and Administration Commission of People's Government of Shaanxi Province,5000036490,CN
5062238082,,,
5062238095,,,
5062238098,,,
5062238102,Henan Fumei Biotechnology Co Ltd,5062238102,CN
5062238104,,,
5062238126,,,
5062238130,,,
5062238153,,,
5062239108,,,
5062239126,Yurun Holding Group Co Ltd,5074546935,CN
5062239127,,,
5062239129,"GUANGDONG TUZHITENG HOLDINGS CO., LTD.",5067516436,CN
5062239210,Restricted Data Order Investigation 529109567,5083541393,CN
5062239212,Zhejiang Native Non-Staple Foodstuff Co Ltd,5062239212,CN
5062239219,Fudan Shenhua Purifying Technology Co Ltd,5062239219,CN
5062239239,,,
5062239260,Hubei Wudao Teas CoLTD,5062239260,CN
5062239264,,,
5062239268,Hunan Wuzizui Industrial Group Co Ltd,5062239268,CN
5062239274,,,
5062239332,,,
5062239333,,,
5062239334,Guangxi Jiebao Paper Industry Investment Co Ltd,5062257189,CN
5062239344,,,
5062239356,Yunnan Fengqing Sugar Group Co Ltd,5074547060,CN
5062239366,,,
5062239367,Wens Foodstuff Group Co Ltd,4298153588,CN
5062239369,,,
5062239373,,,
5062239376,,,
5062239378,,,
5062239380,SKY Gain Investment Limited,5083426070,HK
5062239384,,,
5062239401,,,
5062239411,,,
5062239419,,,
5062239422,Sichuan Dangfuwang Foodstuff Co Ltd,5062239422,CN
5062239427,Mianyang Xinqing Foodstuff Co Ltd,5062239427,CN
5062239434,,,
5062239435,,,
5062239440,Chengdu Tongle Feedstuff Technology Co Ltd,5062239440,CN
5062239441,,,
5062239443,,,
5062239444,,,
5062239447,Yunnan Guanglin Package CoLTD,5058330127,CN
5062239448,Yunnan Longyun Dayou Industry Co Ltd,5062239448,CN
5062239449,,,
5062239451,Shaanxi Zhongbao Green Agriculture Development Co Ltd,5062239451,CN
5062239460,,,
5062239461,,,
5062239463,,,
5062239465,,,
5062239471,,,
5062239512,,,
5062239513,,,
5062239525,,,
5062239535,West Hope Group Ltd Corp,5044728159,CN
5062239538,Sichuan Guozhu Bean Foods Co Ltd,5062239538,CN
5062239540,,,
5062239541,,,
5062239542,,,
5062239544,,,
5062239547,,,
5062239549,,,
5062239551,,,
5062239552,,,
5062239553,Huangmei County Xingxin Oil & Fat Co Ltd,5062239553,CN
5062239557,,,
5062239558,Hunan Xiangmei Foodstuff Co Ltd,5062239558,CN
5062239575,,,
5062239579,Shenzhen Dongbu Investment Development CoLTD,5063356546,CN
5062239580,,,
5062239581,Yangzhanggui Food Technology HenanCoLTD,5062239581,CN
5062239588,,,
5062239589,Dalian Chengda Food Group Co Ltd,5062265168,CN
5062239596,,,
5062239597,Henan Dongliang Agriculture Group Co Ltd,5076390518,CN
5062239603,,,
5062239605,,,
5062239609,New Hope Liuhe Co Ltd,4295865441,CN
5062239615,,,
5062239618,Binzhou Rongchang Nongmu Technology Co Ltd,5062239618,CN
5062239625,,,
5062239629,,,
5062239635,,,
5062239644,,,
5062239658,,,
5062239663,Shandong Xinzhong Holding Group Co Ltd,5083544673,CN
5062239667,,,
5062239671,Guangzhou Liby Enterprise Group Co Ltd,5000441006,CN
5062239673,,,
5062239674,,,
5062239677,Henan Jinbodi Property Co Ltd,5083114602,CN
5062239678,Xuchang Huijiayuan Electronics Business Consulting Co Ltd,5078522526,CN
5062239680,,,
5062239687,,,
5062239691,Jiujiang Jiuzhou Cereal & Oil Industry Co Ltd,5062239691,CN
5062239693,,,
5062239697,,,
5062239698,Dongfang Hope Agriculture Technology Co Ltd,5074548193,CN
5062239702,,,
5062239703,,,
5062239711,,,
5062239715,,,
5062239725,,,
5062239727,,,
5062239728,,,
5062239734,,,
5062239737,Shandong Fuxiang Group Co Ltd,5074547355,CN
5062239739,,,
5062239749,,,
5062239753,,,
5062239755,,,
5062239756,,,
5062239757,,,
5062239759,,,
5062239766,Anhui Keemun Black Tea Development CoLTD,5074548039,CN
5062239774,Chizhou Meili Zoology Rice Industry Co Ltd,5062239774,CN
5062239775,,,
5062239782,Fujian Tianbao Yanchaye Development Co Ltd,5062239782,CN
5062239784,,,
5062239791,,,
5062239796,Anhui Haijin Cotton Industry Grease Co Ltd,5062239796,CN
5062239801,,,
5062239806,,,
5062239824,Anhui Xingmu Livestock Co Ltd,5071488964,CN
5062239827,Shaanxi Haisheng Fresh Fruit Juice CoLTD,5083426010,CN
5062239835,,,
5062239839,,,
5062239845,,,
5062239851,,,
5062239853,,,
5062239855,,,
5062239856,,,
5062239857,Qingdao Xinshenglian Foodstuff Co Ltd,5062239857,CN
5062239873,,,
5062239878,Weifang Sinogen Group CoLTD,5000707199,CN
5062239889,,,
5062239897,,,
5062239899,,,
5062239904,,,
5062239905,Shandong DongAo Biological Technology Group Co Ltd,5079919188,CN
5062239911,,,
5062239912,,,
5062239914,,,
5062239918,,,
5062239924,,,
5062239925,,,
5062239939,,,
5062239947,,,
5062239962,,,
5062239977,,,
5062239998,,,
5062240002,,,
5062240004,,,
5062240005,,,
5062240006,Beijing State-owned Capital Operation and Management Co Ltd,5000727699,CN
5062240014,Linyi Kenyalong Property Management Co Ltd,5076392116,CN
5062240063,"SHAANXI FUJIN RICES CO., LTD.",5062240063,CN
5062240065,Hunan Xiangtian Technology Development Co Ltd,5062240065,CN
5062240091,,,
5062240105,,,
5062240107,,,
5062240110,Ankang Minrong Industry Group Co Ltd,5086916677,CN
5062240117,,,
5062240122,,,
5062240132,,,
5062240133,Gansu Kelong Agriculture Co Ltd,5062240133,CN
5062240136,XINJIANG PRODUCTION CONSTRUCTION BINGTUAN NO.9 SHI STATE-OWNED ASSETSINVESTMENTBUSINESS CO,5083722070,CN
5062240143,,,
5062240146,,,
5062240153,,,
5062240155,,,
5062240157,,,
5062240158,Weihai Hanjin Trading Co Ltd,5074548401,CN
5062240160,Qingdao Century Trading Co Ltd,5058331082,CN
5062240169,,,
5062240170,,,
5062240171,,,
5062240172,Shandong Zhongtian Food Group Co Ltd,5081895198,CN
5062240175,,,
5062240191,,,
5062240218,,,
5062240224,,,
5062240233,,,
5062240236,,,
5062240239,,,
5062240240,,,
5062240243,Chen Ke Ming Food Manufacturing Co Ltd,5000545537,CN
5062240244,,,
5062240246,,,
5062240249,,,
5062240258,Laiyang Shunhe Foodstuff Co Ltd,5062240258,CN
5062240259,,,
5062240262,,,
5062240268,,,
5062240276,Yantai Ruihua Food Co Ltd,5062240276,CN
5062240285,,,
5062240293,,,
5062240296,Xuchang Huijiayuan Electronics Business Consulting Co Ltd,5078522526,CN
5062240297,,,
5062240298,,,
5062240300,,,
5062240301,,,
5062240306,,,
5062240307,,,
5062240309,New Hope Liuhe Co Ltd,4295865441,CN
5062240311,,,
5062240317,,,
5062240320,,,
5062240322,,,
5062240329,,,
5062240334,,,
5062240347,,,
5062240352,,,
5062240353,,,
5062240360,,,
5062240376,Lvyuan Oil Industrial Jiangxi Co Ltd,5062240376,CN
5062240380,,,
5062240383,Ruibang Industry Investment Co Ltd,5081171003,HK
5062240391,,,
5062240393,,,
5062240397,Anhui Xiaxing Foodstuff Co Ltd,5062240397,CN
5062240401,,,
5062240413,,,
5062240419,,,
5062240421,Fujian Light and Textile Industrial Holdings CoLTD,5040197421,CN
5062240422,,,
5062240424,,,
5062240425,,,
5062240426,Fujian Kunxing Ocean Inc Ltd,5062240426,CN
5062240429,,,
5062240431,,,
5062240450,,,
5062240453,Nanfang Debang Holding Group Co Ltd,5083542855,CN
5062240456,Wuxi Fangcheng Color Printing Package CoLTD,5062263805,CN
5062240471,,,
5062240498,,,
5062240535,,,
5062240538,Kangdi Feed Additives Beijing Co Ltd,5000549919,CN
5062240539,,,
5062240540,,,
5062240550,,,
5062240553,Jiangxi Zhengbang Technology Co Ltd,4295865415,CN
5062240563,,,
5062240568,Restricted Data Order Investigation 545366862,5062302408,CN
5062240570,Jixiang Fujian Investment Group Co Ltd,5076392043,CN
5062240573,,,
5062240577,,,
5062240581,,,
5062240582,,,
5062240596,,,
5062240598,Guangxi Fenghao Sugar Industry Group Co Ltd,5062211380,CN
5062240606,,,
5062240608,,,
5062240610,Chengdu Guoda Foodstuff Co Ltd,5062240610,CN
5062240614,,,
5062240615,Baoji Tongsheng Foodstuff Co Ltd,5062240615,CN
5062240620,Jiangsu Fangyuan Group Co Ltd,5071140835,CN
5062240623,,,
5062240626,,,
5062240628,,,
5062240675,,,
5062240688,,,
5062240694,,,
5062240699,,,
5062240718,,,
5062240720,,,
5062240737,,,
5062240741,ORIENSSPES PTE. LTD.,5082039940,SG
5062240745,,,
5062240753,,,
5062240782,V V Food & Beverage Co Ltd,4295863813,CN
5062240790,,,
5062240794,,,
5062240806,,,
5062240829,,,
5062240838,New Hope Liuhe Co Ltd,4295865441,CN
5062240840,Shenzhen Alpha Feed Co Ltd,5063356135,CN
5062240842,,,
5062240845,,,
5062240849,,,
5062240852,,,
5062240854,,,
5062240860,,,
5062240862,Sichuan Hongkang Agriculture Development Co Ltd,5062240862,CN
5062240863,,,
5062240864,,,
5062240867,,,
5062240869,,,
5062240873,,,
5062240877,Liangyun Shanghai Property Management Co Ltd,5071562986,CN
5062240886,,,
5062240899,Jiangsu Changshou Group Co Ltd,5071489080,CN
5062240928,,,
5062240949,,,
5062240959,,,
5062240982,,,
5062241014,,,
5062241019,,,
5062241021,,,
5062241023,Jiaxing Jieshun Travel Products Co Ltd,5000562936,CN
5062241025,Hainan Junding Business Management Co Ltd,5083127352,CN
5062241065,,,
5062241075,,,
5062241076,,,
5062241087,,,
5062241089,,,
5062241098,Shaanxi Qinchuan Cattle Industry Co Ltd,5062241098,CN
5062241107,,,
5062241110,,,
5062241111,,,
5062241113,,,
5062241127,,,
5062241129,,,
5062241136,,,
5062241155,,,
5062241170,Zhengzhou Youzhi Chemistry Group Co Ltd,5081783999,CN
5062241183,Beijing State-owned Capital Operation and Management Co Ltd,5000727699,CN
5062241188,,,
5062241196,,,
5062241197,,,
5062241208,Panjin Sme Credit Guarantee Center,5076391567,CN
5062241214,,,
5062241221,,,
5062241231,Tieling Xindongfang Feedstuff Co Ltd,5062241231,CN
5062241233,,,
5062241254,,,
5062241266,Shenzhen Baozhilin Food CoLTD,5062241266,CN
5062241270,,,
5062241290,,,
5062241299,,,
5062241306,,,
5062241314,Shenyang Xingnongte Rice Industry Co Ltd,5062241314,CN
5062241317,,,
5062241319,,,
5062241320,,,
5062241322,,,
5062241327,Panshi Xinlong Cereal & Oil Trade Co Ltd,5062241327,CN
5062241331,,,
5062241333,Dongfang Hope Agriculture Technology Co Ltd,5074548193,CN
5062241336,Heilongjiang Nanhua Sugar Supply Group Co Ltd,5083543336,CN
5062241340,,,
5062241341,New Hope Liuhe Co Ltd,4295865441,CN
5062241342,Jilin Dida Amylum Biological Chemical Co Ltd,5062242497,CN
5062241343,,,
5062241347,Guilin Huaqiao Foodstuff Co Ltd,5062241347,CN
5062241348,Jilin Songjiang Baishun Rice Industry Co Ltd,5062241348,CN
5062241349,Jinmailang Food Co Ltd,5066617641,CN
5062241350,,,
5062241354,,,
5062241364,,,
5062241374,,,
5062241375,Inner Mongolia Yongye Biological Technology Co Ltd,5062241375,CN
5062241378,,,
5062241380,,,
5062241389,,,
5062241394,Dalian Pengyuan Livestock Industry Co Ltd,5062241394,CN
5062241400,,,
5062241415,,,
5062241423,Shangyu Shaoxing District State Owned Capital Investment Operation Co Ltd,5076390604,CN
5062241425,Tongwei Co Ltd,4295865657,CN
5062241426,Hunan Yongzhou Xinyifa Commerce and Trade Co Ltd,5070768618,CN
5062241427,Anqing Chenglong I&E Co Ltd,5068348699,CN
5062241433,,,
5062241435,,,
5062241444,,,
5062241449,Jilin Changxing Grains Food CoLTD,5062241449,CN
5062241451,,,
5062241452,,,
5062241453,,,
5062241454,Gushi Biology Group Co Ltd,5000564652,CN
5062241457,,,
5062241459,,,
5062241460,,,
5062241461,Jilin Heizun Foodstuff Co Ltd,5062241461,CN
5062241462,,,
5062241465,,,
5062241466,Jilin Xingda Livestock Industry Co Ltd,5062241466,CN
5062241468,Hegang Sanjiang Pingyuan Industry Group Co Ltd,5062241468,CN
5062241469,,,
5062241471,Huamao Industry Heilongjiang Co Ltd,5079920594,CN
5062241475,,,
5062241476,,,
5062241479,,,
5062241485,,,
5062241486,,,
5062241488,,,
5062241489,,,
5062241490,,,
5062241496,Decathlon SA,4298162127,FR
5062241497,Alibaba Group Holding Ltd,5000066483,CN
5062241503,,,
5062241507,Chongqing Lemei Cosmetics Co Ltd,5062241507,CN
5062241514,Anheuser-Busch Inbev China Pte Ltd,5046392289,
5062241517,Yingkou Jinde Oil and Foodstuffs Co Ltd,5062241517,CN
5062241521,Shaanxi Changjian Medicine Franchise Co Ltd,5062241521,CN
5062241524,Shenyang Huibang Commerce & Trade Co Ltd,5062241524,CN
5062241534,,,
5062241535,,,
5062241536,,,
5062241537,,,
5062241540,,,
5062241543,,,
5062241546,,,
5062241550,,,
5062241553,,,
5062241556,,,
5062241571,,,
5062241574,Anshan Jinfengda Livestock Industry Co Ltd,5062241574,CN
5062241581,,,
5062241588,,,
5062241599,Hangzhou Jingteng Hanfang Healthy Foodstuff Co Ltd,5062241599,CN
5062241611,New Hope Liuhe Co Ltd,4295865441,CN
5062241625,,,
5062241648,,,
5062241659,Yancheng Chuangxiang Trade Group Co Ltd,5062241659,CN
5062241739,HuaiAn Kanghong Cereal & Oil Co Ltd,5062241739,CN
5062241747,,,
5062241765,,,
5062241778,Sichuan Yibin Zhuhai Liquor Industry CoLTD,5062241778,CN
5062241784,Zhongbai Holdings Group Co Ltd,5086625758,CN
5062241789,Anhui Fuyang Commercial Building Co Ltd,5074546972,CN
5062241790,Shanxi Meetall United Supermarket Co Ltd,5074547135,CN
5062241791,Baoji Chuangming Department Store Co Ltd,5082215195,CN
5062241794,Beihai Qiangjie Fuxing Commerce and Trade Co Ltd,5062241794,CN
5062241804,Chengdu Guihu MoEr Commerce and Trade CoLTD,5062241804,CN
5062241808,,,
5062241809,,,
5062241812,,,
5062241818,Heilongjiang Biyoute Business Group Co Ltd,5062241818,CN
5062241821,Hunan Hemei Decheng Pharmaceutical Co Ltd,5062241821,CN
5062241823,,,
5062241824,,,
5062241825,,,
5062241831,,,
5062241836,Want Want Holdings Ltd,4295887587,SG
5062241842,,,
5062241848,,,
5062241850,,,
5062241854,Boxing County Bohai Investment Co Ltd,5062204743,CN
5062241855,Inzone Group Co Ltd,4295864097,CN
5062241879,,,
5062241880,Renrenle Commercial Group Co Ltd,5000613386,CN
5062241884,,,
5062241886,,,
5062241916,Harbin Pharmaceutical Group Co Ltd,4295863954,CN
5062241942,,,
5062241950,,,
5062241968,,,
5062241974,,,
5062241977,Nam Fong China Foods Co Ltd,5082040663,HK
5062241981,,,
5062242019,,,
5062242038,,,
5062242043,,,
5062242058,,,
5062242061,,,
5062242075,Yangzhou Honghu Building Materials Commerce and Trade CoLTD,5076391611,CN
5062242077,,,
5062242095,"SHANGHAI HI-ROAD FOOD TECHNOLOGY CO., LTD.",5062242095,CN
5062242107,,,
5062242111,,,
5062242112,,,
5062242115,,,
5062242130,,,
5062242136,,,
5062242147,Yongqing County Boli Chemical Co Ltd,5062242147,CN
5062242151,Zhuozhou Wanjiye Foodstuff Co Ltd,5062242151,CN
5062242152,,,
5062242162,,,
5062242177,JM Industriebeteiligungen GmbH & Co KgaA,5074522685,DE
5062242181,,,
5062242191,Xinjiang Kangtai Dongfang Medicine Chain Co Ltd,5062242191,CN
5062242193,,,
5062242214,,,
5062242238,Want Want Holdings Ltd,4295887587,SG
5062242248,,,
5062242266,Chengde Muyuan Zoology Foodstuff Development Co Ltd,5062242266,CN
5062242298,,,
5062242299,,,
5062242309,,,
5062242314,Inner Mongolia Kexinyuan Food Group Co Ltd,5062242314,CN
5062242317,,,
5062242321,Inner Mongolia Hulun Buir BaErhu Agriculture and Animal Husbandry Development C OLTD,5062242321,CN
5062242334,,,
5062242337,Zhengzhou Gongyong Enterprise Management Consulting Co Ltd,5082039278,CN
5062242346,,,
5062242347,,,
5062242353,,,
5062242363,,,
5062242368,"HUNAN ZHANGJIAJIE JIUTIAN BIOTECHNOLOGY CO., LTD.",5062242368,CN
5062242369,,,
5062242371,,,
5062242380,,,
5062242390,Boen Group Co Ltd,5062242390,CN
5062242394,,,
5062242396,,,
5062242399,,,
5062242400,,,
5062242444,,,
5062242446,,,
5062242453,,,
5062242456,,,
5062242460,,,
5062242467,Wellhope Foods Co Ltd,5000554884,CN
5062242471,,,
5062242491,,,
5062242492,National Trust Co Ltd,5083255348,CN
5062242497,,,
5062242499,,,
5062242502,,,
5062242504,,,
5062242508,Yushu Jifu Rices CoLTD,5062242508,CN
5062242511,,,
5062242513,,,
5062242514,,,
5062242520,,,
5062242521,,,
5062242523,,,
5062242525,,,
5062242529,,,
5062242533,,,
