Instrument,TRBC Industry Group Name,SIC Industry Code,GICS Sub-Industry Code
5082931561,Construction & Engineering,,
5082931562,Construction & Engineering,,
5082931564,Construction & Engineering,,
5082931566,Construction & Engineering,,
5082931568,Construction & Engineering,,
5082931572,Professional & Commercial Services,,
5082931586,Freight & Logistics Services,,
5082931587,Construction & Engineering,,
5082931601,Freight & Logistics Services,,
5082931608,Professional & Commercial Services,,
5082931617,Professional & Commercial Services,,
5082931625,Construction & Engineering,,
5082931631,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082931636,Passenger Transportation Services,,
5082931638,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082931648,Freight & Logistics Services,,
5082931664,Construction & Engineering,,
5082931697,Freight & Logistics Services,,
5082931715,Freight & Logistics Services,,
5082931722,Professional & Commercial Services,,
5082931723,Construction & Engineering,,
5082931724,Professional & Commercial Services,,
5082931725,Construction & Engineering,,
5082931733,Freight & Logistics Services,,
5082931770,Professional & Commercial Services,,
5082931799,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082931800,,,
5082931802,Professional & Commercial Services,,
5082931809,Construction & Engineering,,
5082931830,Freight & Logistics Services,,
5082931837,Freight & Logistics Services,,
5082931846,Construction & Engineering,,
5082931856,Construction & Engineering,,
5082931861,Professional & Commercial Services,,
5082931900,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082931909,Professional & Commercial Services,,
5082931926,Professional & Commercial Services,,
5082931935,Freight & Logistics Services,,
5082931939,Freight & Logistics Services,,
5082931943,Freight & Logistics Services,,
5082931951,Freight & Logistics Services,,
5082931957,Construction & Engineering,,
5082931985,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082931993,Passenger Transportation Services,,
5082931996,Freight & Logistics Services,,
5082932000,Professional & Commercial Services,,
5082932002,Professional & Commercial Services,,
5082932012,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082932023,Professional & Commercial Services,,
5082932028,Banking Services,,
5082932029,Passenger Transportation Services,,
5082932079,Miscellaneous Educational Service Providers,,
5082932102,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082932120,Construction & Engineering,,
5082932125,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082932127,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082932129,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082932130,Freight & Logistics Services,,
5082932132,Construction & Engineering,,
5082932141,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082932142,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082932145,Construction & Engineering,,
5082932146,Construction & Engineering,,
5082932162,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082932191,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082932196,Freight & Logistics Services,,
5082932205,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082932233,Freight & Logistics Services,,
5082932244,Construction & Engineering,,
5082932257,Professional & Commercial Services,,
5082932264,Construction & Engineering,,
5082932269,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082932288,Professional & Commercial Services,,
5082932302,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082932317,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082932325,Professional & Commercial Services,,
5082932344,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082932346,Construction & Engineering,,
5082932348,Construction & Engineering,,
5082932353,Construction & Engineering,,
5082932354,Freight & Logistics Services,,
5082932355,Construction & Engineering,,
5082932367,Construction & Engineering,,
5082932372,Construction & Engineering,,
5082932373,Construction & Engineering,,
5082932375,Professional & Commercial Services,,
5082932376,Construction & Engineering,,
5082932381,Construction & Engineering,,
5082932385,Construction & Engineering,,
5082932386,Professional & Commercial Services,,
5082932387,Construction & Engineering,,
5082932390,Construction & Engineering,,
5082932391,Construction & Engineering,,
5082932392,Construction & Engineering,,
5082932398,Construction & Engineering,,
5082932401,Freight & Logistics Services,,
5082932402,Construction & Engineering,,
5082932404,Construction & Engineering,,
5082932405,Construction & Engineering,,
5082932406,Construction & Engineering,,
5082932408,Construction & Engineering,,
5082932409,Construction & Engineering,,
5082932410,Professional & Commercial Services,,
5082932412,Professional & Commercial Services,,
5082932416,Passenger Transportation Services,,
5082932417,Construction & Engineering,,
5082932418,Freight & Logistics Services,,
5082932419,Construction & Engineering,,
5082932420,Construction & Engineering,,
5082932439,Construction & Engineering,,
5082932440,Construction & Engineering,,
5082932443,Construction & Engineering,,
5082932451,Professional & Commercial Services,,
5082932453,Construction & Engineering,,
5082932464,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082932471,Construction & Engineering,,
5082932475,Construction & Engineering,,
5082932476,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082932486,Construction & Engineering,,
5082932488,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082932489,Construction & Engineering,,
5082932496,Construction & Engineering,,
5082932498,Construction & Engineering,,
5082932505,Construction & Engineering,,
5082932517,Construction & Engineering,,
5082932520,Construction & Engineering,,
5082932524,Construction & Engineering,,
5082932529,Freight & Logistics Services,,
5082932538,Construction & Engineering,,
5082932541,Construction & Engineering,,
5082932542,Professional & Commercial Services,,
5082932554,Construction & Engineering,,
5082932555,Passenger Transportation Services,,
5082932563,Construction & Engineering,,
5082932564,Construction & Engineering,,
5082932567,Construction & Engineering,,
5082932572,Construction & Engineering,,
5082932576,Construction & Engineering,,
5082932579,Construction & Engineering,,
5082932580,Construction & Engineering,,
5082932586,Construction & Engineering,,
5082932588,Construction & Engineering,,
5082932603,Construction & Engineering,,
5082932628,Professional & Commercial Services,,
5082932630,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5082932640,Professional & Commercial Services,,
5082932650,Professional & Commercial Services,,
5082932652,Construction & Engineering,,
5082932659,Construction & Engineering,,
5082932662,Freight & Logistics Services,,
5082932669,Construction & Engineering,,
5082932675,Construction & Engineering,,
5082932680,Freight & Logistics Services,,
5082932685,Construction & Engineering,,
5082932690,Construction & Engineering,,
5082932691,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
