Instrument,NAICS Sector Name,Legal Entity ID (LEI),NAICS Sector Code
5082932079,Educational Services,,61
5082932102,Manufacturing,,31-33
5082932120,Construction,,23
5082932125,Manufacturing,,31-33
5082932127,Wholesale Trade,,42
5082932129,Manufacturing,,31-33
5082932130,Transportation and Warehousing,,48-49
5082932132,Construction,,23
5082932141,Wholesale Trade,,42
5082932142,Manufacturing,,31-33
5082932145,Construction,,23
5082932146,Real Estate and Rental and Leasing,,53
5082932162,Wholesale Trade,,42
5082932191,Manufacturing,,31-33
5082932196,Transportation and Warehousing,,48-49
5082932205,Manufacturing,,31-33
5082932233,Manufacturing,,31-33
5082932244,Construction,,23
5082932257,"Professional, Scientific, and Technical Services",,54
5082932264,Construction,,23
5082932269,Wholesale Trade,,42
5082932288,"Professional, Scientific, and Technical Services",,54
5082932302,Manufacturing,,31-33
5082932317,Manufacturing,,31-33
5082932325,"Professional, Scientific, and Technical Services",,54
5082932344,Manufacturing,,31-33
5082932346,"Professional, Scientific, and Technical Services",,54
5082932348,"Professional, Scientific, and Technical Services",,54
5082932353,Construction,,23
5082932354,Transportation and Warehousing,,48-49
5082932355,"Professional, Scientific, and Technical Services",,54
5082932367,Construction,,23
5082932372,Construction,,23
5082932373,Construction,,23
5082932375,"Professional, Scientific, and Technical Services",,54
5082932376,Construction,,23
5082932381,Construction,,23
5082932385,Construction,,23
5082932386,"Professional, Scientific, and Technical Services",,54
5082932387,Construction,,23
5082932390,Construction,,23
5082932391,Construction,,23
5082932392,Construction,,23
5082932398,Construction,,23
5082932401,Transportation and Warehousing,,48-49
5082932402,Construction,,23
5082932404,Construction,,23
5082932405,Construction,,23
5082932406,Construction,,23
5082932408,"Professional, Scientific, and Technical Services",,54
5082932409,Construction,,23
5082932410,"Professional, Scientific, and Technical Services",,54
5082932412,"Professional, Scientific, and Technical Services",,54
5082932416,Transportation and Warehousing,,48-49
5082932417,Construction,,23
5082932418,Transportation and Warehousing,,48-49
5082932419,Construction,,23
5082932420,Construction,,23
5082932439,Construction,,23
5082932440,Construction,,23
5082932443,Construction,,23
5082932451,"Professional, Scientific, and Technical Services",,54
5082932453,Construction,,23
5082932464,Manufacturing,,31-33
5082932471,Construction,,23
5082932475,Construction,,23
5082932476,Manufacturing,,31-33
5082932486,Construction,,23
5082932488,Manufacturing,,31-33
5082932489,Construction,,23
5082932496,Construction,,23
5082932498,Construction,,23
5082932505,Construction,,23
5082932517,Construction,,23
5082932520,Construction,,23
5082932524,Construction,,23
5082932529,Transportation and Warehousing,,48-49
5082932538,Construction,,23
5082932541,Construction,,23
5082932542,Administrative and Support and Waste Management and Remediation Services,,56
5082932554,Construction,,23
5082932555,Transportation and Warehousing,,48-49
5082932563,Construction,,23
5082932564,Construction,,23
5082932567,Construction,,23
5082932572,Construction,,23
5082932576,Construction,,23
5082932579,Construction,,23
5082932580,Construction,,23
5082932586,Construction,,23
5082932588,Construction,,23
5082932603,Construction,,23
5082932628,"Professional, Scientific, and Technical Services",,54
5082932630,Manufacturing,,31-33
5082932640,"Professional, Scientific, and Technical Services",,54
5082932650,Administrative and Support and Waste Management and Remediation Services,,56
5082932652,Construction,,23
5082932659,Construction,,23
5082932662,Real Estate and Rental and Leasing,,53
5082932669,Construction,,23
5082932675,Construction,,23
5082932680,Transportation and Warehousing,,48-49
5082932685,Construction,,23
5082932690,Construction,,23
5082932691,Manufacturing,,31-33
5082932692,Manufacturing,,31-33
5082932693,Transportation and Warehousing,,48-49
5082932718,"Professional, Scientific, and Technical Services",,54
5082932721,Construction,,23
5082932725,Construction,,23
5082932737,Construction,,23
5082932742,Construction,,23
5082932745,Manufacturing,,31-33
5082932772,Construction,,23
5082932800,Construction,,23
5082932805,Construction,,23
5082932832,Manufacturing,,31-33
5082932837,Manufacturing,,31-33
5082932847,Construction,,23
5082932863,Construction,,23
5082932866,Construction,,23
5082932879,Construction,,23
5082932891,Construction,,23
5082932892,Construction,,23
5082932901,Transportation and Warehousing,,48-49
5082932902,Construction,,23
5082932922,Transportation and Warehousing,,48-49
5082932923,Construction,,23
5082932933,Construction,,23
5082932936,Wholesale Trade,,42
5082932937,Real Estate and Rental and Leasing,,53
5082932944,Construction,,23
5082932947,Construction,,23
5082932949,Transportation and Warehousing,,48-49
5082932950,"Professional, Scientific, and Technical Services",,54
5082932957,Construction,,23
5082932965,Construction,,23
5082932973,Construction,,23
5082932999,Construction,,23
5082933007,Construction,,23
5082933013,Transportation and Warehousing,,48-49
5082933022,Construction,,23
5082933052,Construction,,23
5082933059,Retail Trade,,44-45
5082933060,Construction,,23
5082933063,Wholesale Trade,,42
5082933064,Construction,,23
5082933065,Transportation and Warehousing,,48-49
5082933066,Construction,,23
5082933067,Construction,,23
5082933069,"Professional, Scientific, and Technical Services",,54
5082933071,Manufacturing,,31-33
5082933074,Construction,,23
5082933082,Transportation and Warehousing,,48-49
5082933085,Transportation and Warehousing,,48-49
5082933094,Construction,,23
5082933097,Wholesale Trade,,42
5082933104,"Professional, Scientific, and Technical Services",,54
5082933112,Wholesale Trade,,42
5082933114,Transportation and Warehousing,,48-49
5082933133,Other Services (except Public Administration),,81
5082933137,Manufacturing,,31-33
5082933275,Construction,,23
5082933345,,,
5082933351,Construction,,23
5082933361,Wholesale Trade,,42
5082933379,Wholesale Trade,,42
5082933388,Construction,,23
5082933396,Manufacturing,,31-33
5082933397,Wholesale Trade,,42
5082933399,Transportation and Warehousing,,48-49
5082933416,Administrative and Support and Waste Management and Remediation Services,,56
5082933427,Wholesale Trade,,42
5082933432,Wholesale Trade,,42
5082933441,Administrative and Support and Waste Management and Remediation Services,,56
5082933460,Manufacturing,,31-33
5082933462,Transportation and Warehousing,,48-49
5082933465,Construction,,23
5082933466,Wholesale Trade,,42
5082933467,Transportation and Warehousing,,48-49
5082933470,Wholesale Trade,,42
5082933486,Administrative and Support and Waste Management and Remediation Services,,56
5082933496,Administrative and Support and Waste Management and Remediation Services,,56
5082933512,Real Estate and Rental and Leasing,,53
5082933519,Construction,,23
5082933525,"Professional, Scientific, and Technical Services",,54
5082933527,Transportation and Warehousing,,48-49
5082933528,Transportation and Warehousing,,48-49
5082933532,Construction,,23
5082933544,Transportation and Warehousing,,48-49
5082933552,Transportation and Warehousing,,48-49
5082933554,Administrative and Support and Waste Management and Remediation Services,,56
5082933557,Wholesale Trade,,42
5082933566,Real Estate and Rental and Leasing,,53
5082933567,Transportation and Warehousing,,48-49
5082933572,Transportation and Warehousing,,48-49
5082933576,Construction,,23
5082933595,Administrative and Support and Waste Management and Remediation Services,,56
5082933606,Transportation and Warehousing,,48-49
5082933610,Construction,,23
5082933614,Manufacturing,,31-33
5082933634,Administrative and Support and Waste Management and Remediation Services,,56
5082933644,Manufacturing,,31-33
5082933651,Construction,,23
5082933655,Construction,,23
5082933656,Transportation and Warehousing,,48-49
5082933658,Construction,,23
5082933666,Construction,,23
5082933670,Transportation and Warehousing,,48-49
5082933673,Wholesale Trade,,42
5082933676,"Professional, Scientific, and Technical Services",,54
5082933679,Transportation and Warehousing,,48-49
5082933688,Transportation and Warehousing,,48-49
5082933692,Transportation and Warehousing,,48-49
5082933693,Administrative and Support and Waste Management and Remediation Services,,56
5082933697,Administrative and Support and Waste Management and Remediation Services,,56
5082933705,Manufacturing,,31-33
5082933714,Construction,,23
5082933720,Transportation and Warehousing,,48-49
5082933735,Administrative and Support and Waste Management and Remediation Services,,56
5082933736,Construction,,23
5082933739,Administrative and Support and Waste Management and Remediation Services,,56
5082933746,"Professional, Scientific, and Technical Services",,54
5082933752,Construction,,23
5082933756,Transportation and Warehousing,,48-49
5082933772,Transportation and Warehousing,,48-49
5082933775,Wholesale Trade,,42
5082933784,Real Estate and Rental and Leasing,,53
5082933786,Construction,,23
5082933788,Wholesale Trade,,42
5082933792,"Professional, Scientific, and Technical Services",,54
5082933799,"Professional, Scientific, and Technical Services",,54
5082933817,Manufacturing,,31-33
5082933822,Real Estate and Rental and Leasing,,53
5082933826,Construction,,23
5082933830,Construction,,23
5082933832,Administrative and Support and Waste Management and Remediation Services,,56
5082933837,Transportation and Warehousing,,48-49
5082933838,Wholesale Trade,,42
5082933839,Wholesale Trade,,42
5082933848,"Professional, Scientific, and Technical Services",,54
5082933851,Construction,,23
5082933858,Other Services (except Public Administration),,81
5082933864,Manufacturing,,31-33
5082933875,Transportation and Warehousing,,48-49
5082933882,Transportation and Warehousing,,48-49
5082933884,Transportation and Warehousing,,48-49
5082933891,Transportation and Warehousing,,48-49
5082933905,Administrative and Support and Waste Management and Remediation Services,,56
5082933906,Construction,,23
5082933910,Construction,,23
5082933916,Transportation and Warehousing,,48-49
5082933926,Administrative and Support and Waste Management and Remediation Services,,56
5082933928,Administrative and Support and Waste Management and Remediation Services,,56
5082933945,Administrative and Support and Waste Management and Remediation Services,,56
5082933951,Transportation and Warehousing,,48-49
5082933953,Transportation and Warehousing,,48-49
5082933959,Manufacturing,,31-33
5082933970,Construction,,23
5082933976,Transportation and Warehousing,,48-49
5082933977,Construction,,23
5082933978,Administrative and Support and Waste Management and Remediation Services,,56
5082933992,Administrative and Support and Waste Management and Remediation Services,,56
5082933993,Administrative and Support and Waste Management and Remediation Services,,56
5082934003,Wholesale Trade,,42
5082934041,Wholesale Trade,,42
5082934042,Transportation and Warehousing,,48-49
5082934043,Administrative and Support and Waste Management and Remediation Services,,56
5082934048,Wholesale Trade,,42
5082934051,Administrative and Support and Waste Management and Remediation Services,,56
5082934068,Transportation and Warehousing,,48-49
5082934084,Manufacturing,,31-33
5082934090,Administrative and Support and Waste Management and Remediation Services,,56
5082934108,Transportation and Warehousing,,48-49
5082934113,Administrative and Support and Waste Management and Remediation Services,,56
5082934114,Transportation and Warehousing,,48-49
5082934117,Construction,,23
5082934121,Manufacturing,,31-33
5082934124,Manufacturing,,31-33
5082934125,Manufacturing,,31-33
5082934130,Administrative and Support and Waste Management and Remediation Services,,56
5082934132,Construction,,23
5082934146,Transportation and Warehousing,,48-49
5082934149,Manufacturing,,31-33
5082934150,Transportation and Warehousing,,48-49
5082934153,"Professional, Scientific, and Technical Services",,54
5082934156,Construction,,23
5082934174,Transportation and Warehousing,,48-49
5082934195,Administrative and Support and Waste Management and Remediation Services,,56
5082934220,Construction,,23
5082934221,Administrative and Support and Waste Management and Remediation Services,,56
5082934227,Transportation and Warehousing,,48-49
5082934231,Administrative and Support and Waste Management and Remediation Services,,56
5082934246,Transportation and Warehousing,,48-49
5082934248,Transportation and Warehousing,,48-49
5082934266,Transportation and Warehousing,,48-49
5082934274,Wholesale Trade,,42
5082934298,Transportation and Warehousing,,48-49
5082934309,Administrative and Support and Waste Management and Remediation Services,,56
5082934337,Manufacturing,,31-33
5082934354,Transportation and Warehousing,,48-49
5082934355,,,
5082934356,Manufacturing,,31-33
5082934358,Construction,,23
5082934360,Transportation and Warehousing,,48-49
5082934361,"Professional, Scientific, and Technical Services",,54
5082934368,Transportation and Warehousing,,48-49
5082934374,Construction,,23
5082934391,Administrative and Support and Waste Management and Remediation Services,,56
5082934395,Construction,,23
5082934401,Construction,,23
5082934402,Construction,,23
5082934407,Construction,,23
5082934410,Construction,,23
5082934412,Transportation and Warehousing,,48-49
5082934415,Construction,,23
5082934420,Transportation and Warehousing,,48-49
5082934421,Construction,,23
5082934423,Wholesale Trade,,42
5082934428,Construction,,23
5082934430,Construction,,23
5082934431,Transportation and Warehousing,,48-49
5082934436,Construction,,23
5082934444,Construction,,23
5082934447,Construction,,23
5082934448,Construction,,23
5082934452,Construction,,23
5082934453,Construction,,23
5082934455,Construction,,23
5082934457,Construction,,23
5082934458,Construction,,23
5082934470,"Professional, Scientific, and Technical Services",,54
5082934474,"Professional, Scientific, and Technical Services",,54
5082934477,"Professional, Scientific, and Technical Services",,54
5082934478,"Professional, Scientific, and Technical Services",,54
5082934482,"Professional, Scientific, and Technical Services",,54
5082934486,"Professional, Scientific, and Technical Services",,54
5082934489,"Professional, Scientific, and Technical Services",,54
5082934492,Construction,,23
5082934495,"Professional, Scientific, and Technical Services",,54
5082934496,Construction,,23
5082934507,"Professional, Scientific, and Technical Services",,54
5082934510,Construction,,23
5082934512,Construction,,23
5082934515,Construction,,23
5082934519,Wholesale Trade,,42
5082934523,Construction,,23
5082934526,Construction,,23
5082934544,Construction,,23
5082934547,Construction,,23
5082934548,Construction,,23
5082934549,Transportation and Warehousing,,48-49
5082934554,Construction,,23
5082934555,Retail Trade,,44-45
5082934556,Construction,,23
5082934557,"Professional, Scientific, and Technical Services",,54
5082934566,"Professional, Scientific, and Technical Services",,54
5082934569,Wholesale Trade,,42
5082934583,Construction,,23
5082934591,Construction,,23
5082934592,Construction,,23
5082934594,Construction,,23
5082934595,Construction,,23
5082934597,Construction,,23
5082934601,Construction,,23
5082934608,Construction,,23
5082934609,"Professional, Scientific, and Technical Services",,54
5082934613,Construction,,23
5082934619,Transportation and Warehousing,,48-49
5082934620,Manufacturing,,31-33
5082934635,Construction,,23
5082934640,Construction,,23
5082934652,Construction,,23
5082934655,Administrative and Support and Waste Management and Remediation Services,,56
5082934656,Construction,,23
5082934657,Transportation and Warehousing,,48-49
5082934659,Construction,,23
5082934662,Construction,,23
5082934663,"Professional, Scientific, and Technical Services",,54
5082934672,Construction,,23
5082934679,Transportation and Warehousing,,48-49
5082934680,Construction,,23
5082934691,Transportation and Warehousing,,48-49
5082934698,Construction,,23
5082934705,Construction,,23
5082934714,Wholesale Trade,,42
5082934715,Construction,,23
5082934724,Construction,,23
5082934725,Construction,,23
5082934727,Construction,,23
5082934732,Construction,,23
5082934735,Construction,,23
5082934739,Construction,,23
5082934748,Construction,,23
5082934749,Construction,,23
5082934753,Construction,,23
5082934757,Construction,,23
5082934761,Construction,,23
5082934768,Construction,,23
5082934770,Construction,,23
5082934771,Construction,,23
5082934772,Construction,,23
5082934773,Construction,,23
5082934778,Transportation and Warehousing,,48-49
5082934788,Transportation and Warehousing,,48-49
5082934789,Construction,,23
5082934793,Construction,,23
5082934798,Construction,,23
5082934799,Construction,,23
5082934803,Construction,,23
5082934805,Construction,,23
5082934806,Construction,,23
5082934807,Construction,,23
5082934814,Construction,,23
5082934826,Construction,,23
5082934829,Construction,,23
5082934830,Construction,,23
5082934834,Construction,,23
5082934835,Construction,,23
5082934836,Construction,,23
5082934837,Construction,,23
5082934841,Construction,,23
5082934844,Construction,,23
5082934851,Construction,,23
5082934854,Construction,,23
5082934859,Construction,,23
5082934865,Construction,,23
5082934867,"Professional, Scientific, and Technical Services",,54
5082934871,Administrative and Support and Waste Management and Remediation Services,,56
5082934874,Construction,,23
5082934881,Transportation and Warehousing,,48-49
5082934892,Construction,,23
5082934893,Construction,,23
5082934895,Construction,,23
5082934898,Construction,,23
5082934908,Transportation and Warehousing,,48-49
5082934909,Construction,,23
5082934910,"Professional, Scientific, and Technical Services",,54
5082934912,Wholesale Trade,,42
5082934915,Construction,,23
5082934918,Transportation and Warehousing,,48-49
5082934919,Construction,,23
5082934921,Construction,,23
5082934924,Real Estate and Rental and Leasing,,53
5082934925,Construction,,23
5082934926,Construction,,23
5082934943,Construction,,23
5082934955,"Professional, Scientific, and Technical Services",,54
5082934962,Transportation and Warehousing,,48-49
5082934976,Construction,,23
5082934980,Construction,,23
5082934981,"Professional, Scientific, and Technical Services",,54
5082934987,Construction,,23
5082935000,Construction,,23
5082935005,"Professional, Scientific, and Technical Services",,54
5082935006,Construction,,23
5082935012,Construction,,23
5082935018,Administrative and Support and Waste Management and Remediation Services,,56
5082935019,Transportation and Warehousing,,48-49
5082935024,Administrative and Support and Waste Management and Remediation Services,,56
5082935025,Administrative and Support and Waste Management and Remediation Services,,56
5082935028,Transportation and Warehousing,,48-49
5082935030,Construction,,23
5082935032,Wholesale Trade,,42
5082935038,Real Estate and Rental and Leasing,,53
5082935039,Manufacturing,,31-33
5082935057,Administrative and Support and Waste Management and Remediation Services,,56
5082935067,Transportation and Warehousing,,48-49
5082935083,Construction,,23
5082935087,Administrative and Support and Waste Management and Remediation Services,,56
5082935100,Administrative and Support and Waste Management and Remediation Services,,56
5082935105,Construction,,23
5082935106,Administrative and Support and Waste Management and Remediation Services,,56
5082935111,Administrative and Support and Waste Management and Remediation Services,,56
5082935121,Construction,,23
5082935125,Administrative and Support and Waste Management and Remediation Services,,56
5082935126,Administrative and Support and Waste Management and Remediation Services,,56
5082935128,Other Services (except Public Administration),,81
5082935134,Administrative and Support and Waste Management and Remediation Services,,56
5082935138,Information,,51
5082935144,Transportation and Warehousing,,48-49
5082935152,Administrative and Support and Waste Management and Remediation Services,,56
5082935153,Transportation and Warehousing,,48-49
5082935156,Administrative and Support and Waste Management and Remediation Services,,56
5082935158,Real Estate and Rental and Leasing,,53
5082935163,Construction,,23
5082935167,Administrative and Support and Waste Management and Remediation Services,,56
5082935174,Construction,,23
5082935175,Wholesale Trade,,42
5082935181,Transportation and Warehousing,,48-49
5082935185,Transportation and Warehousing,,48-49
5082935192,Construction,,23
5082935196,Construction,,23
5082935201,"Professional, Scientific, and Technical Services",,54
5082935220,Administrative and Support and Waste Management and Remediation Services,,56
5082935225,Transportation and Warehousing,,48-49
5082935230,Administrative and Support and Waste Management and Remediation Services,,56
5082935231,Wholesale Trade,,42
5082935234,Construction,,23
5082935235,Administrative and Support and Waste Management and Remediation Services,,56
5082935241,"Professional, Scientific, and Technical Services",,54
5082935247,Construction,,23
5082935256,"Professional, Scientific, and Technical Services",,54
5082935263,Transportation and Warehousing,,48-49
5082935268,Construction,,23
5082935278,"Professional, Scientific, and Technical Services",,54
5082935289,Transportation and Warehousing,,48-49
5082935291,Administrative and Support and Waste Management and Remediation Services,,56
5082935298,Administrative and Support and Waste Management and Remediation Services,,56
5082935305,Transportation and Warehousing,,48-49
5082935306,Transportation and Warehousing,,48-49
5082935308,Transportation and Warehousing,,48-49
5082935318,Wholesale Trade,,42
5082935320,Administrative and Support and Waste Management and Remediation Services,,56
5082935326,Transportation and Warehousing,,48-49
5082935331,Construction,,23
5082935334,Construction,,23
5082935335,Construction,,23
5082935336,Administrative and Support and Waste Management and Remediation Services,,56
5082935346,Administrative and Support and Waste Management and Remediation Services,,56
5082935352,Transportation and Warehousing,,48-49
5082935354,Administrative and Support and Waste Management and Remediation Services,,56
5082935362,Administrative and Support and Waste Management and Remediation Services,,56
5082935369,Administrative and Support and Waste Management and Remediation Services,,56
5082935372,Construction,,23
5082935373,Construction,,23
5082935375,Administrative and Support and Waste Management and Remediation Services,,56
5082935376,Transportation and Warehousing,,48-49
5082935379,Wholesale Trade,,42
5082935381,Transportation and Warehousing,,48-49
5082935384,Construction,,23
5082935385,Construction,,23
5082935386,Construction,,23
5082935390,Real Estate and Rental and Leasing,,53
5082935397,Transportation and Warehousing,,48-49
5082935398,Administrative and Support and Waste Management and Remediation Services,,56
5082935401,"Professional, Scientific, and Technical Services",,54
5082935408,Administrative and Support and Waste Management and Remediation Services,,56
5082935437,Wholesale Trade,,42
5082935440,Wholesale Trade,,42
5082935441,Construction,,23
5082935445,Construction,,23
5082935446,Administrative and Support and Waste Management and Remediation Services,,56
5082935450,Construction,,23
5082935457,Wholesale Trade,,42
5082935462,Transportation and Warehousing,,48-49
5082935465,Administrative and Support and Waste Management and Remediation Services,,56
5082935484,Administrative and Support and Waste Management and Remediation Services,,56
5082935494,Transportation and Warehousing,,48-49
5082935495,Manufacturing,,31-33
5082935505,Administrative and Support and Waste Management and Remediation Services,,56
5082935507,Manufacturing,,31-33
5082935508,"Professional, Scientific, and Technical Services",,54
5082935610,Manufacturing,,31-33
5082935611,Manufacturing,,31-33
5082935619,Manufacturing,,31-33
5082935728,Transportation and Warehousing,,48-49
5082935736,Manufacturing,,31-33
5082937443,Manufacturing,,31-33
5082937444,Construction,,23
5082937447,"Professional, Scientific, and Technical Services",,54
5082937453,Wholesale Trade,,42
5082937454,Transportation and Warehousing,,48-49
5082937457,Wholesale Trade,,42
5082937458,Administrative and Support and Waste Management and Remediation Services,,56
5082937463,Transportation and Warehousing,,48-49
5082937468,Wholesale Trade,,42
5082937469,Manufacturing,,31-33
5082937476,Transportation and Warehousing,,48-49
5082937478,Transportation and Warehousing,,48-49
5082937481,Real Estate and Rental and Leasing,,53
5082937489,Transportation and Warehousing,,48-49
5082937490,Wholesale Trade,,42
5082937491,Administrative and Support and Waste Management and Remediation Services,,56
5082937492,"Professional, Scientific, and Technical Services",,54
5082937494,"Professional, Scientific, and Technical Services",,54
5082937495,Construction,,23
5082937498,Construction,,23
5082937502,Construction,,23
5082937507,Manufacturing,,31-33
5082937509,Wholesale Trade,,42
5082937510,Construction,,23
5082937520,Manufacturing,,31-33
5082937531,Manufacturing,,31-33
5082937532,Manufacturing,,31-33
5082937539,"Professional, Scientific, and Technical Services",,54
5082937541,Wholesale Trade,,42
5082937544,Transportation and Warehousing,,48-49
5082937550,Manufacturing,,31-33
5082937558,Construction,,23
5082937649,Manufacturing,,31-33
5082937650,Manufacturing,,31-33
5082937664,Construction,,23
5082937674,Construction,,23
5082937685,Construction,,23
5082937686,Construction,,23
5082937687,Construction,,23
5082937688,Construction,,23
5082937691,Construction,,23
5082937706,Manufacturing,,31-33
5082937709,Manufacturing,,31-33
5082937710,Manufacturing,,31-33
5082937711,Manufacturing,,31-33
5082937719,Manufacturing,,31-33
5082937723,Administrative and Support and Waste Management and Remediation Services,,56
5082937724,Construction,,23
5082937726,Construction,,23
5082937728,Manufacturing,,31-33
5082937733,Manufacturing,,31-33
5082937736,Manufacturing,,31-33
5082937737,Wholesale Trade,,42
5082937751,Wholesale Trade,,42
5082937768,Wholesale Trade,,42
5082937773,Administrative and Support and Waste Management and Remediation Services,,56
5082937775,Transportation and Warehousing,,48-49
5082937778,Transportation and Warehousing,,48-49
5082937794,Wholesale Trade,,42
5082937804,Wholesale Trade,,42
5082937805,Construction,,23
5082937812,Administrative and Support and Waste Management and Remediation Services,,56
5082937814,Wholesale Trade,,42
5082937823,Administrative and Support and Waste Management and Remediation Services,,56
5082937830,Manufacturing,,31-33
5082937832,Transportation and Warehousing,,48-49
5082937837,Wholesale Trade,,42
5082937841,Construction,,23
5082937845,Manufacturing,,31-33
5082937850,Manufacturing,,31-33
5082937855,Real Estate and Rental and Leasing,,53
5082937857,Wholesale Trade,,42
5082937864,Wholesale Trade,,42
5082937876,Construction,,23
5082937879,Transportation and Warehousing,,48-49
5082937892,Construction,,23
5082937894,Real Estate and Rental and Leasing,,53
5082937905,Construction,,23
5082937911,Real Estate and Rental and Leasing,,53
5082937914,Wholesale Trade,,42
5082937915,Real Estate and Rental and Leasing,,53
5082937917,"Professional, Scientific, and Technical Services",,54
5082937919,Manufacturing,,31-33
5082937922,Wholesale Trade,,42
5082937941,"Professional, Scientific, and Technical Services",,54
5082937942,Manufacturing,,31-33
5082937947,Construction,,23
5082937951,Wholesale Trade,,42
5082937952,Construction,,23
5082937956,Wholesale Trade,,42
5082937960,Real Estate and Rental and Leasing,,53
5082937962,Construction,,23
5082937964,Wholesale Trade,,42
5082937967,Wholesale Trade,,42
5082937970,Administrative and Support and Waste Management and Remediation Services,,56
5082937978,Manufacturing,,31-33
5082937982,Manufacturing,,31-33
5082937983,Manufacturing,,31-33
5082937999,Construction,,23
5082938001,Transportation and Warehousing,,48-49
5082938005,Transportation and Warehousing,,48-49
5082938009,Wholesale Trade,,42
5082938012,Manufacturing,,31-33
5082938023,Construction,,23
5082938025,Manufacturing,,31-33
5082938027,Construction,,23
5082938037,Administrative and Support and Waste Management and Remediation Services,,56
5082938040,Manufacturing,,31-33
5082938042,Manufacturing,,31-33
5082938044,Wholesale Trade,,42
5082938047,"Professional, Scientific, and Technical Services",,54
5082938051,Manufacturing,,31-33
5082938053,Administrative and Support and Waste Management and Remediation Services,,56
5082938056,Transportation and Warehousing,,48-49
5082938063,Wholesale Trade,,42
5082938064,Construction,,23
5082938067,Transportation and Warehousing,,48-49
5082938075,Administrative and Support and Waste Management and Remediation Services,,56
5082938079,Manufacturing,,31-33
5082938088,Construction,,23
5082938089,Manufacturing,,31-33
5082938090,"Professional, Scientific, and Technical Services",,54
5082938102,Wholesale Trade,,42
5082938111,Administrative and Support and Waste Management and Remediation Services,,56
5082938119,"Professional, Scientific, and Technical Services",,54
5082938129,Transportation and Warehousing,,48-49
5082938134,Transportation and Warehousing,,48-49
5082938135,Wholesale Trade,,42
5082938136,Wholesale Trade,,42
5082938139,Wholesale Trade,,42
5082938141,Transportation and Warehousing,,48-49
5082938154,Construction,,23
5082938155,"Professional, Scientific, and Technical Services",,54
5082938158,Wholesale Trade,,42
5082938161,Manufacturing,,31-33
5082938183,Administrative and Support and Waste Management and Remediation Services,,56
5082938190,Wholesale Trade,,42
5082938191,Administrative and Support and Waste Management and Remediation Services,,56
5082938194,Construction,,23
5082938200,Administrative and Support and Waste Management and Remediation Services,,56
5082938208,Administrative and Support and Waste Management and Remediation Services,,56
5082938224,Manufacturing,,31-33
5082938227,Administrative and Support and Waste Management and Remediation Services,,56
5082938236,Wholesale Trade,,42
5082938238,Manufacturing,,31-33
5082938244,Manufacturing,,31-33
5082938245,Real Estate and Rental and Leasing,,53
5082938247,Administrative and Support and Waste Management and Remediation Services,,56
5082938253,Transportation and Warehousing,,48-49
5082938256,Transportation and Warehousing,,48-49
5082938262,Finance and Insurance,,52
5082938263,Wholesale Trade,,42
5082938270,Manufacturing,,31-33
5082938272,Wholesale Trade,,42
5082938275,Manufacturing,,31-33
5082938280,Construction,,23
5082938293,Transportation and Warehousing,,48-49
5082938295,Manufacturing,,31-33
5082938306,Construction,,23
5082938307,Wholesale Trade,,42
5082938315,Administrative and Support and Waste Management and Remediation Services,,56
5082938317,Construction,,23
5082938324,Construction,,23
5082938326,Administrative and Support and Waste Management and Remediation Services,,56
