Instrument,TRBC Industry Group Name,SIC Industry Code,GICS Sub-Industry Code
5062236266,Food & Tobacco,,
5062236270,Food & Tobacco,,
5062236272,Food & Tobacco,,
5062236287,Food & Drug Retailing,,
5062236302,Food & Tobacco,,
5062236305,Food & Tobacco,,
5062236306,Food & Tobacco,,
5062236315,Food & Tobacco,,
5062236317,Food & Tobacco,,
5062236328,Food & Tobacco,,
5062236330,Food & Tobacco,,
5062236335,Food & Tobacco,,
5062236337,Food & Tobacco,,
5062236340,Food & Tobacco,,
5062236341,Food & Tobacco,,
5062236344,Food & Tobacco,,
5062236347,Food & Drug Retailing,,
5062236363,Food & Drug Retailing,,
5062236376,Food & Tobacco,,
5062236380,Food & Drug Retailing,,
5062236383,Food & Tobacco,,
5062236387,Personal & Household Products & Services,,
5062236394,Food & Tobacco,,
5062236397,Food & Tobacco,,
5062236404,Food & Drug Retailing,,
5062236407,Food & Tobacco,,
5062236408,Personal & Household Products & Services,,
5062236410,Food & Drug Retailing,,
5062236411,Personal & Household Products & Services,,
5062236412,Food & Tobacco,,
5062236424,Food & Tobacco,,
5062236427,Personal & Household Products & Services,,
5062236434,Beverages,,
5062236446,Food & Tobacco,,
5062236447,Food & Tobacco,,
5062236451,Food & Tobacco,,
5062236453,Food & Tobacco,,
5062236455,Food & Tobacco,,
5062236460,Food & Tobacco,,
5062236471,Food & Drug Retailing,,
5062236474,Food & Tobacco,,
5062236485,Food & Tobacco,,
5062236489,Food & Tobacco,,
5062236492,Food & Tobacco,,
5062236499,Food & Tobacco,,
5062236513,Food & Tobacco,,
5062236518,Food & Tobacco,,
5062236532,Personal & Household Products & Services,,
5062236533,Personal & Household Products & Services,,
5062236569,Food & Tobacco,,
5062236595,Food & Tobacco,,
5062236598,Beverages,,
5062236612,Food & Drug Retailing,,
5062236635,Food & Tobacco,,
5062236649,Food & Tobacco,,
5062236651,Food & Tobacco,,
5062236675,Food & Tobacco,,
5062236682,Beverages,,
5062236684,Food & Drug Retailing,,
5062236690,Personal & Household Products & Services,,
5062236700,Beverages,,
5062236762,Food & Tobacco,,
5062236768,Personal & Household Products & Services,,
5062236769,Food & Tobacco,,
5062236772,Food & Drug Retailing,,
5062236797,Food & Drug Retailing,,
5062236810,Food & Tobacco,,
5062236815,Personal & Household Products & Services,,
5062236819,Food & Tobacco,,
5062236830,Food & Tobacco,,
5062236833,Food & Tobacco,,
5062236840,Beverages,,
5062236843,Food & Tobacco,,
5062236846,Beverages,,
5062236851,Beverages,,
5062236852,Beverages,,
5062236855,Beverages,,
5062236862,Food & Tobacco,,
5062236864,Food & Tobacco,,
5062236869,Food & Tobacco,,
5062236880,Food & Drug Retailing,,
5062236883,Food & Tobacco,,
5062236889,Beverages,,
5062236912,Food & Tobacco,,
5062236932,Food & Tobacco,,
5062236936,Food & Tobacco,,
5062236986,Food & Tobacco,,
5062236990,Food & Tobacco,,
5062236994,Food & Drug Retailing,,
5062237000,Beverages,,
5062237003,Beverages,,
5062237020,Food & Tobacco,,
5062237046,Food & Tobacco,,
5062237056,Food & Tobacco,,
5062237070,Personal & Household Products & Services,,
5062237077,Food & Tobacco,,
5062237078,Food & Tobacco,,
5062237079,Beverages,,
5062237086,Food & Tobacco,,
5062237095,Food & Tobacco,,
5062237107,Food & Tobacco,,
5062237109,Food & Tobacco,,
5062237115,Food & Tobacco,,
5062237116,Food & Tobacco,,
5062237118,Food & Tobacco,,
5062237124,Food & Tobacco,,
5062237136,Food & Tobacco,,
5062237141,Beverages,,
5062237144,Food & Tobacco,,
5062237149,Food & Tobacco,,
5062237150,Food & Tobacco,,
5062237152,Beverages,,
5062237156,Food & Tobacco,,
5062237161,Food & Tobacco,,
5062237162,Food & Tobacco,,
5062237168,Food & Tobacco,,
5062237173,Food & Tobacco,,
5062237174,,,
5062237184,Food & Tobacco,,
5062237190,Food & Tobacco,,
5062237191,Beverages,,
5062237192,Food & Tobacco,,
5062237194,Food & Tobacco,,
5062237201,Food & Tobacco,,
5062237204,Food & Tobacco,,
5062237206,Food & Tobacco,,
5062237207,Beverages,,
5062237213,Food & Tobacco,,
5062237220,Personal & Household Products & Services,,
5062237222,Personal & Household Products & Services,,
5062237230,Food & Tobacco,,
5062237233,Food & Tobacco,,
5062237238,Food & Tobacco,,
5062237243,Personal & Household Products & Services,,
5062237252,Food & Drug Retailing,,
5062237256,Food & Tobacco,,
5062237259,Food & Tobacco,,
5062237260,Personal & Household Products & Services,,
5062237261,Food & Drug Retailing,,
5062237275,Food & Drug Retailing,,
5062237277,Food & Tobacco,,
5062237284,Food & Tobacco,,
5062237285,Food & Tobacco,,
5062237304,Personal & Household Products & Services,,
5062237314,Personal & Household Products & Services,,
5062237339,Food & Tobacco,,
5062237350,Food & Tobacco,,
5062237351,Food & Tobacco,,
5062237353,Food & Drug Retailing,,
5062237355,Food & Tobacco,,
5062237389,Food & Tobacco,,
5062237398,Personal & Household Products & Services,,
5062237404,Food & Tobacco,,
5062237413,Food & Tobacco,,
5062237414,Food & Tobacco,,
5062237415,Food & Drug Retailing,,
5062237421,Personal & Household Products & Services,,
5062237434,Personal & Household Products & Services,,
5062237437,Personal & Household Products & Services,,
5062237462,Food & Tobacco,,
5062237474,Food & Tobacco,,
5062237488,Food & Tobacco,,
5062237492,Pharmaceuticals,,
5062237547,Food & Tobacco,,
5062237560,Personal & Household Products & Services,,
5062237561,Personal & Household Products & Services,,
5062237574,Personal & Household Products & Services,,
5062237586,Food & Drug Retailing,,
5062237597,Food & Tobacco,,
5062237612,Food & Tobacco,,
5062237641,Beverages,,
5062237643,Food & Tobacco,,
5062237648,Personal & Household Products & Services,,
5062237681,Food & Tobacco,,
5062237688,Food & Tobacco,,
5062237718,Personal & Household Products & Services,,
5062237721,Food & Tobacco,,
5062237736,Food & Tobacco,,
5062237763,Food & Tobacco,,
5062237773,Personal & Household Products & Services,,
5062237778,Food & Tobacco,,
5062237780,Beverages,,
5062237786,,,
5062237796,Personal & Household Products & Services,,
5062237801,Food & Tobacco,,
5062237802,Food & Tobacco,,
5062237805,Food & Tobacco,,
5062237808,Food & Tobacco,,
5062237809,Food & Tobacco,,
5062237811,Food & Tobacco,,
5062237830,Food & Tobacco,,
5062237850,Food & Tobacco,,
5062237867,Food & Tobacco,,
5062237876,Food & Tobacco,,
5062237888,Food & Drug Retailing,,
5062237918,Personal & Household Products & Services,,
5062237940,Food & Drug Retailing,,
5062237948,Food & Drug Retailing,,
5062237950,Beverages,,
5062237951,Beverages,,
5062237952,Beverages,,
5062237956,Beverages,,
5062238006,Beverages,,
5062238008,Food & Drug Retailing,,
5062238023,Food & Drug Retailing,,
5062238024,Food & Drug Retailing,,
5062238025,Personal & Household Products & Services,,
5062238041,Food & Drug Retailing,,
5062238057,Food & Tobacco,,
5062238067,Food & Drug Retailing,,
5062238076,Food & Drug Retailing,,
5062238082,Food & Drug Retailing,,
5062238095,Food & Tobacco,,
5062238098,Food & Tobacco,,
5062238102,Food & Tobacco,,
5062238104,Food & Drug Retailing,,
5062238126,Food & Tobacco,,
5062238130,Food & Drug Retailing,,
5062238153,Food & Drug Retailing,,
5062239108,Food & Tobacco,,
5062239126,Food & Tobacco,,
5062239127,Food & Tobacco,,
5062239129,Personal & Household Products & Services,,
5062239210,Food & Tobacco,,
5062239212,Food & Tobacco,,
5062239219,Beverages,,
5062239239,Food & Tobacco,,
5062239260,Food & Tobacco,,
5062239264,Food & Tobacco,,
5062239268,Food & Tobacco,,
5062239274,Food & Tobacco,,
5062239332,Food & Tobacco,,
5062239333,Food & Tobacco,,
5062239334,Personal & Household Products & Services,,
5062239344,Food & Tobacco,,
5062239356,Food & Tobacco,,
5062239366,Food & Tobacco,,
5062239367,Food & Tobacco,,
5062239369,Food & Tobacco,,
5062239373,Food & Drug Retailing,,
5062239376,Food & Tobacco,,
5062239378,Food & Tobacco,,
5062239380,Food & Tobacco,,
5062239384,Food & Tobacco,,
5062239401,Food & Tobacco,,
5062239411,Food & Tobacco,,
5062239419,Beverages,,
5062239422,Food & Tobacco,,
5062239427,Food & Tobacco,,
5062239434,Food & Tobacco,,
5062239435,Food & Tobacco,,
5062239440,Food & Tobacco,,
5062239441,Beverages,,
5062239443,Food & Tobacco,,
5062239444,Food & Tobacco,,
5062239447,Personal & Household Products & Services,,
5062239448,Food & Tobacco,,
5062239449,Food & Tobacco,,
5062239451,Food & Tobacco,,
5062239460,Food & Tobacco,,
5062239461,Food & Tobacco,,
5062239463,Food & Tobacco,,
5062239465,Food & Tobacco,,
5062239471,Food & Tobacco,,
5062239512,Food & Tobacco,,
5062239513,Food & Tobacco,,
5062239525,,,
5062239535,Food & Tobacco,,
5062239538,Food & Tobacco,,
5062239540,Food & Tobacco,,
5062239541,Food & Tobacco,,
5062239542,Food & Tobacco,,
5062239544,Food & Tobacco,,
5062239547,Food & Tobacco,,
5062239549,Beverages,,
5062239551,Personal & Household Products & Services,,
5062239552,Food & Tobacco,,
5062239553,Food & Tobacco,,
5062239557,Beverages,,
5062239558,Food & Tobacco,,
5062239575,Food & Tobacco,,
5062239579,Beverages,,
5062239580,Food & Tobacco,,
5062239581,Food & Tobacco,,
5062239588,Food & Tobacco,,
5062239589,Food & Tobacco,,
5062239596,Food & Tobacco,,
5062239597,Food & Tobacco,,
5062239603,Food & Tobacco,,
5062239605,Personal & Household Products & Services,,
5062239609,Food & Tobacco,,
5062239615,Personal & Household Products & Services,,
5062239618,Food & Tobacco,,
5062239625,Food & Tobacco,,
5062239629,Food & Tobacco,,
5062239635,Food & Tobacco,,
5062239644,Food & Tobacco,,
5062239658,Personal & Household Products & Services,,
5062239663,Food & Tobacco,,
5062239667,Food & Tobacco,,
5062239671,Personal & Household Products & Services,,
5062239673,,,
5062239674,Food & Tobacco,,
5062239677,Food & Tobacco,,
5062239678,Food & Tobacco,,
5062239680,Food & Tobacco,,
5062239687,Food & Tobacco,,
5062239691,Food & Tobacco,,
5062239693,Food & Tobacco,,
5062239697,Food & Tobacco,,
5062239698,Food & Tobacco,,
5062239702,Food & Tobacco,,
5062239703,Food & Tobacco,,
5062239711,Food & Tobacco,,
5062239715,Food & Tobacco,,
5062239725,Food & Tobacco,,
5062239727,Food & Tobacco,,
5062239728,Food & Tobacco,,
5062239734,Beverages,,
5062239737,Food & Tobacco,,
5062239739,Food & Tobacco,,
5062239749,Food & Tobacco,,
5062239753,Food & Tobacco,,
5062239755,Food & Tobacco,,
5062239756,Beverages,,
5062239757,Food & Tobacco,,
5062239759,Food & Tobacco,,
5062239766,Food & Tobacco,,
5062239774,Food & Tobacco,,
5062239775,Food & Tobacco,,
5062239782,Food & Tobacco,,
5062239784,Food & Tobacco,,
5062239791,Food & Tobacco,,
5062239796,Food & Tobacco,,
5062239801,Food & Tobacco,,
5062239806,Food & Tobacco,,
5062239824,Food & Tobacco,,
5062239827,Beverages,,
5062239835,Food & Tobacco,,
5062239839,Food & Tobacco,,
5062239845,Food & Tobacco,,
5062239851,Food & Tobacco,,
5062239853,Food & Tobacco,,
5062239855,Food & Tobacco,,
5062239856,Food & Tobacco,,
5062239857,Food & Tobacco,,
5062239873,Food & Tobacco,,
5062239878,Food & Tobacco,,
5062239889,Food & Tobacco,,
5062239897,Food & Tobacco,,
5062239899,Food & Tobacco,,
5062239904,Food & Tobacco,,
5062239905,Food & Tobacco,,
5062239911,Food & Tobacco,,
5062239912,Food & Tobacco,,
5062239914,Food & Tobacco,,
5062239918,Food & Tobacco,,
5062239924,Food & Tobacco,,
5062239925,Food & Tobacco,,
5062239939,Food & Tobacco,,
5062239947,Food & Tobacco,,
5062239962,Food & Tobacco,,
5062239977,Food & Tobacco,,
5062239998,Food & Tobacco,,
5062240002,Personal & Household Products & Services,,
5062240004,Food & Tobacco,,
5062240005,Food & Tobacco,,
5062240006,Food & Tobacco,,
5062240014,Food & Tobacco,,
5062240063,Food & Tobacco,,
5062240065,Food & Tobacco,,
5062240091,Food & Tobacco,,
5062240105,Food & Tobacco,,
5062240107,Beverages,,
5062240110,Food & Tobacco,,
5062240117,Food & Tobacco,,
5062240122,Food & Tobacco,,
5062240132,Beverages,,
5062240133,Food & Tobacco,,
5062240136,Food & Tobacco,,
5062240143,Food & Tobacco,,
5062240146,Personal & Household Products & Services,,
5062240153,Food & Tobacco,,
5062240155,Food & Tobacco,,
5062240157,Food & Tobacco,,
5062240158,Food & Tobacco,,
5062240160,Food & Tobacco,,
5062240169,Food & Tobacco,,
5062240170,Food & Tobacco,,
5062240171,Food & Tobacco,,
5062240172,Food & Tobacco,,
5062240175,Food & Tobacco,,
5062240191,Food & Tobacco,,
5062240218,Food & Tobacco,,
5062240224,Food & Tobacco,,
5062240233,Food & Tobacco,,
5062240236,Food & Tobacco,,
5062240239,Food & Tobacco,,
5062240240,Food & Drug Retailing,,
5062240243,Food & Tobacco,,
5062240244,Food & Tobacco,,
5062240246,Food & Tobacco,,
5062240249,Food & Tobacco,,
5062240258,Food & Tobacco,,
5062240259,Beverages,,
5062240262,Food & Drug Retailing,,
5062240268,Food & Tobacco,,
5062240276,Food & Tobacco,,
5062240285,Personal & Household Products & Services,,
5062240293,Food & Drug Retailing,,
5062240296,Food & Tobacco,,
5062240297,Food & Tobacco,,
5062240298,Food & Tobacco,,
5062240300,Food & Tobacco,,
5062240301,Food & Tobacco,,
5062240306,Food & Tobacco,,
5062240307,Food & Tobacco,,
5062240309,Food & Tobacco,,
5062240311,Food & Tobacco,,
5062240317,Food & Tobacco,,
5062240320,Food & Tobacco,,
5062240322,Food & Tobacco,,
5062240329,Personal & Household Products & Services,,
5062240334,Beverages,,
5062240347,Food & Drug Retailing,,
5062240352,Food & Drug Retailing,,
5062240353,Food & Tobacco,,
5062240360,Food & Tobacco,,
5062240376,Food & Tobacco,,
5062240380,Food & Tobacco,,
5062240383,Food & Tobacco,,
5062240391,Food & Tobacco,,
5062240393,Food & Tobacco,,
5062240397,Food & Tobacco,,
5062240401,Food & Tobacco,,
5062240413,Food & Tobacco,,
5062240419,Food & Tobacco,,
5062240421,Food & Tobacco,,
5062240422,Food & Tobacco,,
5062240424,Food & Tobacco,,
5062240425,Food & Tobacco,,
5062240426,Food & Tobacco,,
5062240429,Food & Tobacco,,
5062240431,Food & Tobacco,,
5062240450,Food & Tobacco,,
5062240453,Food & Tobacco,,
5062240456,Food & Tobacco,,
5062240471,Food & Tobacco,,
5062240498,Food & Tobacco,,
5062240535,Food & Tobacco,,
5062240538,Food & Tobacco,,
5062240539,Food & Tobacco,,
5062240540,Food & Tobacco,,
5062240550,Beverages,,
5062240553,Food & Tobacco,,
5062240563,Food & Tobacco,,
5062240568,Food & Tobacco,,
5062240570,Personal & Household Products & Services,,
5062240573,Food & Tobacco,,
5062240577,Food & Tobacco,,
5062240581,Food & Tobacco,,
5062240582,Food & Tobacco,,
5062240596,Personal & Household Products & Services,,
5062240598,Beverages,,
5062240606,Personal & Household Products & Services,,
5062240608,Food & Tobacco,,
5062240610,Food & Tobacco,,
5062240614,Beverages,,
5062240615,Food & Tobacco,,
5062240620,Food & Tobacco,,
5062240623,Food & Tobacco,,
5062240626,Beverages,,
5062240628,Food & Tobacco,,
5062240675,Food & Tobacco,,
5062240688,Food & Tobacco,,
5062240694,Food & Tobacco,,
5062240699,Food & Tobacco,,
5062240718,Food & Tobacco,,
5062240720,Food & Tobacco,,
5062240737,Food & Tobacco,,
5062240741,Food & Tobacco,,
5062240745,Food & Tobacco,,
5062240753,Food & Tobacco,,
5062240782,,,
5062240790,Food & Tobacco,,
5062240794,Food & Tobacco,,
5062240806,Food & Tobacco,,
5062240829,Personal & Household Products & Services,,
5062240838,Food & Tobacco,,
5062240840,Food & Tobacco,,
5062240842,Food & Tobacco,,
5062240845,Food & Tobacco,,
5062240849,Food & Tobacco,,
5062240852,Food & Tobacco,,
5062240854,Food & Tobacco,,
5062240860,Food & Tobacco,,
5062240862,Food & Tobacco,,
5062240863,Food & Tobacco,,
5062240864,Food & Tobacco,,
5062240867,Food & Tobacco,,
5062240869,Food & Drug Retailing,,
5062240873,Beverages,,
5062240877,Food & Tobacco,,
5062240886,Beverages,,
5062240899,Food & Tobacco,,
5062240928,Food & Tobacco,,
5062240949,Food & Tobacco,,
5062240959,Food & Tobacco,,
5062240982,Food & Tobacco,,
5062241014,Food & Tobacco,,
5062241019,Food & Tobacco,,
5062241021,Food & Tobacco,,
5062241023,Personal & Household Products & Services,,
5062241025,Beverages,,
5062241065,Food & Tobacco,,
5062241075,Personal & Household Products & Services,,
5062241076,Food & Tobacco,,
5062241087,Food & Tobacco,,
5062241089,Food & Tobacco,,
5062241098,Food & Tobacco,,
5062241107,Food & Tobacco,,
5062241110,Food & Tobacco,,
5062241111,Food & Tobacco,,
5062241113,Food & Tobacco,,
5062241127,Food & Tobacco,,
5062241129,Beverages,,
5062241136,Food & Drug Retailing,,
5062241155,Food & Tobacco,,
5062241170,Personal & Household Products & Services,,
5062241183,Food & Tobacco,,
5062241188,Food & Tobacco,,
5062241196,Food & Tobacco,,
5062241197,Food & Tobacco,,
5062241208,Food & Tobacco,,
5062241214,Beverages,,
5062241221,Food & Tobacco,,
5062241231,Food & Tobacco,,
5062241233,Food & Tobacco,,
5062241254,Food & Tobacco,,
5062241266,Food & Tobacco,,
5062241270,Food & Tobacco,,
5062241290,Food & Tobacco,,
5062241299,Food & Tobacco,,
5062241306,Food & Tobacco,,
5062241314,Food & Tobacco,,
5062241317,Food & Tobacco,,
5062241319,Food & Tobacco,,
5062241320,Food & Tobacco,,
5062241322,Food & Tobacco,,
5062241327,Food & Tobacco,,
5062241331,Food & Tobacco,,
5062241333,Food & Tobacco,,
5062241336,Food & Tobacco,,
5062241340,Food & Tobacco,,
5062241341,Food & Tobacco,,
5062241342,Beverages,,
5062241343,Food & Tobacco,,
5062241347,Food & Tobacco,,
5062241348,Food & Tobacco,,
5062241349,Beverages,,
5062241350,Food & Tobacco,,
5062241354,Food & Tobacco,,
5062241364,Food & Drug Retailing,,
5062241374,Food & Drug Retailing,,
5062241375,Food & Tobacco,,
5062241378,Food & Tobacco,,
5062241380,Beverages,,
5062241389,Food & Tobacco,,
5062241394,Food & Tobacco,,
5062241400,Food & Tobacco,,
5062241415,Food & Drug Retailing,,
5062241423,Food & Drug Retailing,,
5062241425,Food & Tobacco,,
5062241426,Food & Tobacco,,
5062241427,Food & Tobacco,,
5062241433,Food & Tobacco,,
5062241435,Food & Tobacco,,
5062241444,Food & Tobacco,,
5062241449,Food & Tobacco,,
5062241451,Food & Tobacco,,
5062241452,Food & Tobacco,,
5062241453,Food & Tobacco,,
5062241454,Food & Tobacco,,
5062241457,Food & Tobacco,,
5062241459,Food & Tobacco,,
5062241460,,,
5062241461,Food & Tobacco,,
5062241462,Food & Tobacco,,
5062241465,Food & Tobacco,,
5062241466,Food & Tobacco,,
5062241468,Food & Tobacco,,
5062241469,Food & Tobacco,,
5062241471,Food & Tobacco,,
5062241475,Food & Tobacco,,
5062241476,Food & Tobacco,,
5062241479,Food & Tobacco,,
5062241485,Food & Tobacco,,
5062241486,Food & Tobacco,,
5062241488,Food & Tobacco,,
5062241489,Food & Tobacco,,
5062241490,Food & Tobacco,,
5062241496,Food & Drug Retailing,,
5062241497,Food & Drug Retailing,,
5062241503,Food & Tobacco,,
5062241507,Personal & Household Products & Services,,
5062241514,Beverages,,
5062241517,Food & Drug Retailing,,
5062241521,Food & Drug Retailing,,
5062241524,Food & Drug Retailing,,
5062241534,Beverages,,
5062241535,Food & Tobacco,,
5062241536,Food & Tobacco,,
5062241537,Food & Tobacco,,
5062241540,Food & Tobacco,,
5062241543,Food & Tobacco,,
5062241546,Food & Tobacco,,
5062241550,Food & Tobacco,,
5062241553,Personal & Household Products & Services,,
5062241556,Food & Tobacco,,
5062241571,Food & Tobacco,,
5062241574,Food & Tobacco,,
5062241581,Food & Tobacco,,
5062241588,Beverages,,
5062241599,Food & Tobacco,,
5062241611,Food & Tobacco,,
5062241625,Personal & Household Products & Services,,
5062241648,Personal & Household Products & Services,,
5062241659,Personal & Household Products & Services,,
5062241739,Food & Drug Retailing,,
5062241747,Food & Tobacco,,
5062241765,Food & Tobacco,,
5062241778,Beverages,,
5062241784,Food & Drug Retailing,,
5062241789,Food & Drug Retailing,,
5062241790,Food & Drug Retailing,,
5062241791,Food & Drug Retailing,,
5062241794,Food & Drug Retailing,,
5062241804,Food & Drug Retailing,,
5062241808,Food & Tobacco,,
5062241809,Food & Drug Retailing,,
5062241812,Food & Drug Retailing,,
5062241818,Food & Drug Retailing,,
5062241821,Food & Drug Retailing,,
5062241823,Food & Drug Retailing,,
5062241824,Food & Tobacco,,
5062241825,Food & Tobacco,,
5062241831,,,
5062241836,Beverages,,
5062241842,Textiles & Apparel,,
5062241848,Food & Drug Retailing,,
5062241850,Food & Drug Retailing,,
5062241854,Food & Tobacco,,
5062241855,Food & Drug Retailing,,
5062241879,Food & Drug Retailing,,
5062241880,Food & Drug Retailing,,
5062241884,Food & Tobacco,,
5062241886,Food & Drug Retailing,,
5062241916,Beverages,,
5062241942,Food & Tobacco,,
5062241950,Personal & Household Products & Services,,
5062241968,Food & Drug Retailing,,
5062241974,Personal & Household Products & Services,,
5062241977,Food & Tobacco,,
5062241981,Specialty Retailers,,
5062242019,Food & Tobacco,,
5062242038,Food & Tobacco,,
5062242043,Personal & Household Products & Services,,
5062242058,Food & Drug Retailing,,
5062242061,Personal & Household Products & Services,,
5062242075,Food & Drug Retailing,,
5062242077,Beverages,,
5062242095,Food & Tobacco,,
5062242107,Food & Tobacco,,
5062242111,Beverages,,
5062242112,Beverages,,
5062242115,Personal & Household Products & Services,,
5062242130,Beverages,,
5062242136,Personal & Household Products & Services,,
5062242147,Food & Tobacco,,
5062242151,Beverages,,
5062242152,Food & Tobacco,,
5062242162,Food & Tobacco,,
5062242177,Food & Drug Retailing,,
5062242181,Food & Tobacco,,
5062242191,Food & Drug Retailing,,
5062242193,Food & Tobacco,,
5062242214,Food & Tobacco,,
5062242238,Food & Tobacco,,
5062242248,Food & Tobacco,,
5062242266,Food & Tobacco,,
5062242298,Food & Tobacco,,
5062242299,Food & Tobacco,,
5062242309,Food & Tobacco,,
5062242314,Food & Tobacco,,
5062242317,Food & Tobacco,,
5062242321,Food & Tobacco,,
5062242334,Food & Tobacco,,
5062242337,Food & Drug Retailing,,
5062242346,Food & Tobacco,,
5062242347,Food & Tobacco,,
5062242353,Food & Tobacco,,
5062242363,Food & Tobacco,,
5062242368,Food & Tobacco,,
5062242369,Food & Tobacco,,
5062242371,Beverages,,
5062242380,Personal & Household Products & Services,,
5062242390,Food & Tobacco,,
5062242394,Food & Drug Retailing,,
5062242396,Beverages,,
5062242399,Food & Drug Retailing,,
5062242400,Food & Tobacco,,
5062242444,Food & Tobacco,,
5062242446,Beverages,,
5062242453,Food & Tobacco,,
5062242456,Food & Tobacco,,
5062242460,Food & Tobacco,,
5062242467,Food & Tobacco,,
5062242471,Food & Tobacco,,
5062242491,Food & Tobacco,,
5062242492,Beverages,,
5062242497,,,
5062242499,Beverages,,
5062242502,Food & Tobacco,,
5062242504,Personal & Household Products & Services,,
5062242508,Food & Tobacco,,
5062242511,Food & Tobacco,,
5062242513,Food & Tobacco,,
5062242514,Beverages,,
5062242520,Food & Tobacco,,
5062242521,Food & Tobacco,,
5062242523,Food & Tobacco,,
5062242525,Food & Tobacco,,
5062242529,Food & Tobacco,,
