Instrument,NAICS Sector Name,Legal Entity ID (LEI),NAICS Sector Code
5081872389,Manufacturing,,31-33
5081872391,Manufacturing,,31-33
5081872401,Manufacturing,,31-33
5081872409,Wholesale Trade,,42
5081872413,Wholesale Trade,,42
5081872428,Wholesale Trade,,42
5081872440,Wholesale Trade,,42
5081872447,Manufacturing,,31-33
5081872453,Wholesale Trade,,42
5081872460,Wholesale Trade,,42
5081872498,Wholesale Trade,,42
5081872499,Wholesale Trade,,42
5081872501,Wholesale Trade,,42
5081872512,Manufacturing,,31-33
5081872514,Wholesale Trade,,42
5081872525,Wholesale Trade,,42
5081872537,Wholesale Trade,,42
5081872544,Wholesale Trade,,42
5081872545,"Professional, Scientific, and Technical Services",,54
5081872548,Wholesale Trade,,42
5081872549,Wholesale Trade,,42
5081872552,Wholesale Trade,,42
5081872554,Wholesale Trade,,42
5081872598,Wholesale Trade,,42
5081872601,Manufacturing,,31-33
5081872605,Wholesale Trade,,42
5081872610,Wholesale Trade,,42
5081872632,Manufacturing,,31-33
5081872634,"Agriculture, Forestry, Fishing and Hunting",,11
5081872666,Manufacturing,,31-33
5081872673,Manufacturing,,31-33
5081872678,Wholesale Trade,,42
5081872708,Wholesale Trade,,42
5081872709,Administrative and Support and Waste Management and Remediation Services,,56
5081872711,"Agriculture, Forestry, Fishing and Hunting",,11
5081872712,Wholesale Trade,,42
5081872717,Manufacturing,,31-33
5081872724,Manufacturing,,31-33
5081872727,"Agriculture, Forestry, Fishing and Hunting",,11
5081872733,Manufacturing,,31-33
5081872737,Wholesale Trade,,42
5081872741,Wholesale Trade,,42
5081872744,Manufacturing,,31-33
5081872763,Manufacturing,,31-33
5081872765,Manufacturing,,31-33
5081872770,Manufacturing,,31-33
5081872772,Manufacturing,,31-33
5081872781,Manufacturing,,31-33
5081872782,Other Services (except Public Administration),,81
5081872788,Manufacturing,,31-33
5081872789,Manufacturing,,31-33
5081872794,Wholesale Trade,,42
5081872797,Wholesale Trade,,42
5081872800,Manufacturing,,31-33
5081872810,Wholesale Trade,,42
5081872816,Wholesale Trade,,42
5081872817,Manufacturing,,31-33
5081872822,Manufacturing,,31-33
5081872837,Wholesale Trade,,42
5081872857,Wholesale Trade,,42
5081872864,Wholesale Trade,,42
5081872867,Manufacturing,,31-33
5081872875,"Agriculture, Forestry, Fishing and Hunting",,11
5081872879,Wholesale Trade,,42
5081872883,Wholesale Trade,,42
5081872884,"Professional, Scientific, and Technical Services",,54
5081872903,Wholesale Trade,,42
5081872917,Wholesale Trade,,42
5081872919,Manufacturing,,31-33
5081872922,Wholesale Trade,,42
5081872930,"Agriculture, Forestry, Fishing and Hunting",,11
5081872951,Manufacturing,,31-33
5081872963,Wholesale Trade,,42
5081872965,Wholesale Trade,,42
5081872968,Manufacturing,,31-33
5081872982,Manufacturing,,31-33
5081872986,Wholesale Trade,,42
5081872992,Wholesale Trade,,42
5081873000,Manufacturing,,31-33
5081873003,Manufacturing,,31-33
5081873008,Transportation and Warehousing,,48-49
5081873012,Wholesale Trade,,42
5081873028,Retail Trade,,44-45
5081873055,Wholesale Trade,,42
5081873072,Manufacturing,,31-33
5081873074,Wholesale Trade,,42
5081873077,Wholesale Trade,,42
5081873087,Wholesale Trade,,42
5081873100,Retail Trade,,44-45
5081873102,Retail Trade,,44-45
5081873115,Wholesale Trade,,42
5081873127,Manufacturing,,31-33
5081873130,Wholesale Trade,,42
5081873147,Wholesale Trade,,42
5081873180,Manufacturing,,31-33
5081873183,Wholesale Trade,,42
5081873184,Manufacturing,,31-33
5081873200,Manufacturing,,31-33
5081873204,Wholesale Trade,,42
5081873253,Health Care and Social Assistance,,62
5081873262,Manufacturing,,31-33
5081873273,Retail Trade,,44-45
5081873282,Wholesale Trade,,42
5081873291,Wholesale Trade,,42
5081873295,Retail Trade,,44-45
5081873296,Wholesale Trade,,42
5081873304,Retail Trade,,44-45
5081873308,Wholesale Trade,,42
5081873317,Wholesale Trade,,42
5081873322,Wholesale Trade,,42
5081873380,Wholesale Trade,,42
5081873383,Manufacturing,,31-33
5081873408,Manufacturing,,31-33
5081873412,Wholesale Trade,,42
5081873416,Wholesale Trade,,42
5081873418,Manufacturing,,31-33
5081873420,Manufacturing,,31-33
5081873426,Manufacturing,,31-33
5081873430,Manufacturing,,31-33
5081873439,Wholesale Trade,,42
5081873447,Wholesale Trade,,42
5081873453,Manufacturing,,31-33
5081873456,Wholesale Trade,,42
5081873457,Manufacturing,,31-33
5081873458,Wholesale Trade,,42
5081873460,Manufacturing,,31-33
5081873466,Wholesale Trade,,42
5081873467,"Agriculture, Forestry, Fishing and Hunting",,11
5081873473,Manufacturing,,31-33
5081873481,Manufacturing,,31-33
5081873485,Manufacturing,,31-33
5081873487,Wholesale Trade,,42
5081873491,"Agriculture, Forestry, Fishing and Hunting",,11
5081873493,Retail Trade,,44-45
5081873504,Wholesale Trade,,42
5081873512,Wholesale Trade,,42
5081873518,"Agriculture, Forestry, Fishing and Hunting",,11
5081873519,Manufacturing,,31-33
5081873520,Wholesale Trade,,42
5081873522,Manufacturing,,31-33
5081873527,Manufacturing,,31-33
5081873529,Wholesale Trade,,42
5081873537,Manufacturing,,31-33
5081873540,"Professional, Scientific, and Technical Services",,54
5081873547,Wholesale Trade,,42
5081873548,Manufacturing,,31-33
5081873550,Wholesale Trade,,42
5081873554,Manufacturing,,31-33
5081873555,Wholesale Trade,,42
5081873560,Manufacturing,,31-33
5081873570,Manufacturing,,31-33
5081873571,"Agriculture, Forestry, Fishing and Hunting",,11
5081873575,Wholesale Trade,,42
5081873584,Wholesale Trade,,42
5081873586,Wholesale Trade,,42
5081873591,Wholesale Trade,,42
5081873609,Wholesale Trade,,42
5081873610,Manufacturing,,31-33
5081873623,Manufacturing,,31-33
5081873624,Wholesale Trade,,42
5081873625,Wholesale Trade,,42
5081873627,Manufacturing,,31-33
5081873628,Wholesale Trade,,42
5081873640,Wholesale Trade,,42
5081873642,Other Services (except Public Administration),,81
5081873646,Manufacturing,,31-33
5081873650,Wholesale Trade,,42
5081873653,Wholesale Trade,,42
5081873667,Wholesale Trade,,42
5081873668,Wholesale Trade,,42
5081873678,Manufacturing,,31-33
5081873679,Manufacturing,,31-33
5081873685,Wholesale Trade,,42
5081873697,Manufacturing,,31-33
5081873701,Manufacturing,,31-33
5081873703,Manufacturing,,31-33
5081873706,Manufacturing,,31-33
5081873710,Wholesale Trade,,42
5081873714,Manufacturing,,31-33
5081873717,Retail Trade,,44-45
5081873720,Wholesale Trade,,42
5081873731,Manufacturing,,31-33
5081873737,Manufacturing,,31-33
5081873741,Wholesale Trade,,42
5081873752,Manufacturing,,31-33
5081873765,Manufacturing,,31-33
5081873769,Manufacturing,,31-33
5081873770,Manufacturing,,31-33
5081873776,Manufacturing,,31-33
5081873784,Manufacturing,,31-33
5081873787,Manufacturing,,31-33
5081873788,Wholesale Trade,,42
5081873791,Manufacturing,,31-33
5081873794,Wholesale Trade,,42
5081873800,Wholesale Trade,,42
5081873802,Wholesale Trade,,42
5081873806,Wholesale Trade,,42
5081873807,Wholesale Trade,,42
5081873816,Wholesale Trade,,42
5081873820,Wholesale Trade,,42
5081873831,Manufacturing,,31-33
5081873832,Wholesale Trade,,42
5081873842,Manufacturing,,31-33
5081873847,Administrative and Support and Waste Management and Remediation Services,,56
5081873849,Manufacturing,,31-33
5081873851,Manufacturing,,31-33
5081873853,"Agriculture, Forestry, Fishing and Hunting",,11
5081873854,Manufacturing,,31-33
5081873882,Retail Trade,,44-45
5081873886,Wholesale Trade,,42
5081873887,Wholesale Trade,,42
5081873890,Manufacturing,,31-33
5081873897,Manufacturing,,31-33
5081873905,Wholesale Trade,,42
5081873911,Manufacturing,,31-33
5081873923,Wholesale Trade,,42
5081873930,Manufacturing,,31-33
5081873937,Wholesale Trade,,42
5081873940,Wholesale Trade,,42
5081873947,Wholesale Trade,,42
5081873948,Manufacturing,,31-33
5081873949,"Agriculture, Forestry, Fishing and Hunting",,11
5081873957,Wholesale Trade,,42
5081873971,Wholesale Trade,,42
5081873973,Manufacturing,,31-33
5081873999,Other Services (except Public Administration),,81
5081874011,Other Services (except Public Administration),,81
5081874022,Wholesale Trade,,42
5081874032,Manufacturing,,31-33
5081874039,Manufacturing,,31-33
5081874045,Manufacturing,,31-33
5081874052,Retail Trade,,44-45
5081874054,Wholesale Trade,,42
5081874057,Retail Trade,,44-45
5081874068,Manufacturing,,31-33
5081874069,Manufacturing,,31-33
5081874072,Manufacturing,,31-33
5081874082,Wholesale Trade,,42
5081874083,Manufacturing,,31-33
5081874084,Wholesale Trade,,42
5081874093,Manufacturing,,31-33
5081874101,"Agriculture, Forestry, Fishing and Hunting",,11
5081874104,Manufacturing,,31-33
5081874105,Wholesale Trade,,42
5081874108,Wholesale Trade,,42
5081874111,"Agriculture, Forestry, Fishing and Hunting",,11
5081874116,Wholesale Trade,,42
5081874119,Manufacturing,,31-33
5081874123,Wholesale Trade,,42
5081874126,Wholesale Trade,,42
5081874129,Wholesale Trade,,42
5081874133,Manufacturing,,31-33
5081874142,Wholesale Trade,,42
5081874188,Wholesale Trade,,42
5081874197,Administrative and Support and Waste Management and Remediation Services,,56
5081874293,Wholesale Trade,,42
5081874300,Retail Trade,,44-45
5081874309,Wholesale Trade,,42
5081874310,Retail Trade,,44-45
5081874311,Wholesale Trade,,42
5081874313,Manufacturing,,31-33
5081874320,Manufacturing,,31-33
5081874406,Wholesale Trade,,42
5081874410,Wholesale Trade,,42
5081874416,Manufacturing,,31-33
5081874478,Wholesale Trade,,42
5081874746,Wholesale Trade,,42
5081874759,Wholesale Trade,,42
5081874792,Wholesale Trade,,42
5081874795,Wholesale Trade,,42
5081874796,Manufacturing,,31-33
5081874820,Retail Trade,,44-45
5081874837,Manufacturing,,31-33
5081874838,Wholesale Trade,,42
5081874865,Wholesale Trade,,42
5081874907,Manufacturing,,31-33
5081874909,Wholesale Trade,,42
5081874910,Wholesale Trade,,42
5081874930,Manufacturing,,31-33
5081874937,Construction,,23
5081874940,Wholesale Trade,,42
5081874943,Manufacturing,,31-33
5081874966,Manufacturing,,31-33
5081874967,Wholesale Trade,,42
5081874975,Manufacturing,,31-33
5081874980,"Agriculture, Forestry, Fishing and Hunting",,11
5081874985,Manufacturing,,31-33
5081874988,Wholesale Trade,,42
5081875018,Wholesale Trade,,42
5081875057,Wholesale Trade,,42
5081875058,Wholesale Trade,,42
5081875069,"Agriculture, Forestry, Fishing and Hunting",,11
5081875111,Wholesale Trade,,42
5081875123,Manufacturing,,31-33
5081875125,"Agriculture, Forestry, Fishing and Hunting",,11
5081875133,Wholesale Trade,,42
5081875134,Manufacturing,,31-33
5081875146,"Agriculture, Forestry, Fishing and Hunting",,11
5081875149,Manufacturing,,31-33
5081875153,Manufacturing,,31-33
5081875166,Manufacturing,,31-33
5081875168,Wholesale Trade,,42
5081875177,Wholesale Trade,,42
5081875206,Manufacturing,,31-33
5081875207,Wholesale Trade,,42
5081875236,Wholesale Trade,,42
5081875243,Manufacturing,,31-33
5081875256,Manufacturing,,31-33
5081875257,Wholesale Trade,,42
5081875258,Wholesale Trade,,42
5081875265,Retail Trade,,44-45
5081875268,Wholesale Trade,,42
5081875269,Manufacturing,,31-33
5081875276,"Agriculture, Forestry, Fishing and Hunting",,11
5081875277,Wholesale Trade,,42
5081875289,Manufacturing,,31-33
5081875303,Manufacturing,,31-33
5081875308,Wholesale Trade,,42
5081875309,Manufacturing,,31-33
5081875310,Manufacturing,,31-33
5081875311,Manufacturing,,31-33
5081875313,Wholesale Trade,,42
